"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celtis"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14516	22751	"Straldzha mire"	42.629484	26.778668	52.5	"AWI"	52.5	7816.5	9567	8997	0	0	5	34	0	0	0	34	0	0	3	0	2	0	0	0	0	0	0	0	0	0	51	0	0	44	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	36	1	0	0	0	0	0	0	0	282	0	0	0	0	4	2	0	0	0	0	0	1	4	7	25	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	57.5	"AWI"	57.5	8845.5	9641	9337.5	1	1	3	28	0	0	1	26	0	0	3	0	0	0	0	0	0	0	0	0	0	0	47	0	1	57	0	0	0	0	0	0	2	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	190	0	1	0	0	15	0	2	0	0	0	0	0	5	1	16	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	62.5	"AWI"	62.5	9541	9800	9630	0	0	3	34	0	0	1	57	0	0	3	0	2	0	0	0	0	2	0	0	0	0	44	0	0	64	0	5	0	0	0	1	6	0	0	0	1	0	4	0	0	0	0	1	0	0	0	0	47	1	0	0	0	0	0	0	0	257	0	0	1	0	9	2	1	0	0	0	0	2	2	7	18	3	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	67.5	"AWI"	67.5	9601	9890.5	9740	0	0	4	28	0	0	0	20	0	0	1	0	0	0	0	0	0	0	0	0	0	0	11	0	0	39	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	36	1	0	0	0	0	0	0	0	86	0	0	0	0	10	1	1	0	0	0	0	0	2	5	17	0	0	1
14516	22751	"Straldzha mire"	42.629484	26.778668	72.5	"AWI"	72.5	9646.5	10021	9831.5	0	0	5	55	0	0	0	32	0	0	3	0	0	0	0	0	0	0	0	0	0	0	27	0	0	69	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	44	2	0	0	0	0	0	0	0	104	0	0	1	0	9	0	0	0	0	0	0	1	4	2	33	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	77.5	"AWI"	77.5	9695.5	10086.5	9890	0	0	6	19	0	0	0	24	0	0	3	0	0	0	0	0	0	3	0	0	0	2	29	0	0	23	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	32	2	0	0	0	0	0	0	2	114	0	0	0	0	7	0	0	2	0	0	0	1	2	0	17	1	0	2
14516	22751	"Straldzha mire"	42.629484	26.778668	82.5	"AWI"	82.5	9749.5	10163.5	9942.5	0	0	7	51	0	0	0	41	0	0	2	0	3	0	0	0	0	0	0	0	1	0	38	0	0	43	0	5	0	0	0	0	2	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	54	4	0	0	0	0	1	0	1	141	0	0	0	0	9	0	0	0	0	0	0	1	8	5	19	1	0	3
14516	22751	"Straldzha mire"	42.629484	26.778668	87.5	"AWI"	87.5	9810	10236.5	10005	1	1	7	32	0	0	0	23	0	0	2	0	0	0	0	0	0	0	0	1	0	0	32	0	0	47	0	5	0	0	0	2	6	0	0	2	0	0	3	0	0	0	0	0	0	0	0	0	36	3	0	0	0	0	0	0	1	116	0	0	0	0	9	1	0	0	0	0	0	1	5	1	15	0	0	1
14516	22751	"Straldzha mire"	42.629484	26.778668	92.5	"AWI"	92.5	9876.5	10321	10062	0	0	4	34	0	0	0	28	0	0	2	0	0	0	0	0	0	2	0	0	1	0	34	0	0	46	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	37	1	0	0	0	0	0	0	0	92	0	0	0	0	7	1	0	0	0	0	0	1	1	4	16	0	0	1
14516	22751	"Straldzha mire"	42.629484	26.778668	97.5	"AWI"	97.5	9945	10379.5	10112	0	0	1	86	2	0	0	35	0	0	0	0	2	0	0	0	0	0	0	0	0	0	26	0	0	65	0	0	0	0	0	0	4	0	0	1	0	0	2	0	0	1	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	109	0	0	0	0	14	1	0	0	0	0	0	0	2	0	9	1	0	1
14516	22751	"Straldzha mire"	42.629484	26.778668	102.5	"AWI"	102.5	10038.5	10471	10198	0	0	4	138	0	0	0	36	1	0	1	0	2	0	0	0	0	0	0	1	0	0	25	1	0	73	0	0	0	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	46	2	0	0	0	0	0	0	0	85	0	0	0	0	5	1	0	0	0	0	0	0	1	1	14	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	107.5	"AWI"	107.5	10113	10618.5	10315.5	0	0	1	223	0	0	0	22	0	0	2	0	0	0	0	0	0	0	0	0	0	0	31	0	0	89	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	38	0	0	0	257	0	0	0	0	100	0	0	1	0	3	0	1	0	0	0	0	0	2	5	12	0	3	1
14516	22751	"Straldzha mire"	42.629484	26.778668	112.5	"AWI"	112.5	10234.5	10806.5	10473.5	0	1	2	268	0	0	0	15	0	0	0	0	2	0	0	0	0	0	0	0	0	0	23	0	1	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	0	64	0	0	0	0	0	2	0	0	0	0	0	0	2	5	13	0	0	1
14516	22751	"Straldzha mire"	42.629484	26.778668	117.5	"AWI"	117.5	10324	11001	10664.5	0	0	2	357	0	0	1	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	14	0	0	62	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	34	0	0	0	0	0	2	0	0	0	0	0	0	1	3	3	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	122.5	"AWI"	122.5	10598.5	11143	10883	0	0	0	567	0	0	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	0	8	0	0	126	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	36	0	0	0	0	3	1	1	0	0	0	0	0	0	0	5	0	0	1
14516	22751	"Straldzha mire"	42.629484	26.778668	127.5	"AWI"	127.5	10842.5	11253.5	11155	0	0	1	387	0	0	1	50	0	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	1	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	132.5	"AWI"	132.5	11231.5	12950.5	11987	0	0	0	395	0	0	0	24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	1	1	3	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	137.5	"AWI"	137.5	11389	15490.5	13145.5	0	0	0	343	0	0	0	29	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	100	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	157.5	"AWI"	157.5	17634	18577	18038.5	0	0	0	257	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	177.5	"AWI"	177.5	18383.5	20993	19295.5	0	0	0	18	0	0	0	53	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	1	0	13	0	0	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	197.5	"AWI"	197.5	19152.5	22572.5	20465	0	0	1	12	0	0	0	77	0	0	3	0	0	0	0	0	0	0	0	1	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	9	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	217.5	"AWI"	217.5	20028.5	24099.5	21687	0	0	0	30	0	0	0	184	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	237.5	"AWI"	237.5	21059.5	25550	22878	0	0	0	26	0	0	0	88	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	2	0	0	0	0	7	0	0	0	0	0	1	0	0	0	60	0	0	0	0	0	0	0	0	8	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	257.5	"AWI"	257.5	22126.5	26719.5	24055.5	0	0	0	25	0	0	0	81	0	0	1	0	0	0	0	0	0	2	0	1	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	277.5	"AWI"	277.5	22992	27574	24945.5	0	0	0	29	0	0	0	139	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	27	0	0	0	0	0	0	0	1	1	1	0	0	7	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	297.5	"AWI"	297.5	23962.5	28386.5	25811	0	0	1	108	0	0	0	129	0	0	0	0	5	0	0	0	0	0	0	0	0	0	1	1	0	38	0	0	0	0	0	0	0	1	1	0	0	0	4	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	317.5	"AWI"	317.5	25010	29174.5	26625.5	1	0	1	33	0	0	0	123	0	0	4	0	0	0	0	0	0	0	0	1	1	0	2	0	0	23	0	0	0	0	0	0	0	0	0	1	0	0	10	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	1	5	0	0	0	0	0	1	0	0	0	0	0	0	3	1	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	337.5	"AWI"	337.5	26206.5	29839.5	27388.5	0	0	1	126	0	0	0	150	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	1	0	65	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	1	12	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	357.5	"AWI"	357.5	27698	30413.5	28044	0	0	1	27	0	0	0	92	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	70	0	0	1	0	0	0	0	0	7	0	1	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	377.5	"AWI"	377.5	28243	31371	29334	0	0	1	144	0	0	0	206	0	0	4	0	0	0	0	0	0	0	0	2	0	0	3	1	0	63	0	3	0	0	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	397.5	"AWI"	397.5	29000	32175.5	30540	0	0	0	59	0	0	0	138	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	5	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	417.5	"AWI"	417.5	30026	32925.5	31660.5	0	0	0	67	0	0	0	151	0	0	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	437.5	"AWI"	437.5	31276	33563	32648	0	0	0	245	0	0	0	302	0	0	8	0	6	0	0	0	0	1	0	1	0	0	1	0	0	29	0	0	0	0	0	0	0	0	0	1	1	0	7	0	0	0	0	0	0	0	0	0	56	0	0	2	0	0	0	0	0	7	0	0	0	0	6	0	1	0	0	0	0	0	5	0	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	457.5	"AWI"	457.5	32827.5	34215	33615	0	0	0	279	0	0	0	199	0	0	5	0	3	0	0	0	0	0	0	0	0	0	1	0	0	25	0	2	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	477.5	"AWI"	477.5	33625.5	36629.5	34787.5	0	0	0	145	0	0	0	196	0	0	5	0	4	0	0	0	0	0	0	2	0	0	0	0	0	15	0	0	0	0	0	1	0	0	0	1	0	0	16	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	497.5	"AWI"	497.5	34445	38544.5	36041	0	0	0	217	0	0	0	243	0	0	1	0	4	0	0	0	0	0	0	1	0	0	0	0	0	47	1	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	1	0	0	0	131	0	0	0	0	0	0	0	0	5	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0
14516	22751	"Straldzha mire"	42.629484	26.778668	517.5	"AWI"	517.5	35308	40182	37333	0	0	0	185	0	0	0	247	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	1	0	0	0	0	0	0	0	0	1	0	0	29	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	2	0	0	0	0	1	2	0	0	0	0	0
