"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3289	4269	"Mokré louky (South)"	49.001672	14.777506	265	"AWI"	265	8465	9111	8808	0	0	6	0	19	0	1	0	55	0	0	0	0	0	9	172	0	0	0	0	0	0	0	0	0	0	0	0	43	507	0	0	0	0	0	19	0	0	4	0	3	0	0	0	2	4	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	270	"AWI"	270	8568	9173	8894	1	0	6	0	10	0	2	0	60	0	0	0	0	0	31	143	0	0	0	0	0	5	0	0	0	0	0	0	28	421	0	0	0	0	0	63	0	0	1	0	4	0	0	0	6	10	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	275	"AWI"	275	8675	9244	8974	0	0	6	0	0	0	0	0	97	0	0	0	0	0	50	212	0	0	0	3	0	2	0	0	0	0	0	0	30	509	0	0	0	0	0	11	0	0	1	1	2	0	0	0	3	14	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	280	"AWI"	280	8783	9320	9058	0	0	3	0	2	0	1	0	25	0	0	0	0	0	12	163	0	0	0	0	0	1	0	1	0	0	0	0	16	472	0	0	0	0	0	59	0	0	2	0	1	0	0	0	1	3	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	285	"AWI"	285	8874	9399	9143	0	0	1	0	1	0	0	0	11	0	0	0	0	0	5	263	0	0	0	0	0	0	0	0	0	0	0	0	17	477	0	0	0	0	0	51	0	0	0	0	1	0	0	0	0	2	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	290	"AWI"	290	8947	9520	9231	0	0	5	0	2	0	1	0	26	0	0	0	0	0	6	317	0	0	0	0	0	0	0	0	0	0	0	0	29	788	0	0	0	0	0	24	0	0	0	0	1	0	0	0	0	2	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	295	"AWI"	295	9026	9611	9317	0	0	3	1	0	0	1	0	26	0	0	0	0	0	5	288	0	0	0	0	0	1	0	0	0	0	0	0	12	462	0	0	0	0	0	30	0	0	0	0	1	0	0	1	1	4	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	300	"AWI"	300	9105	9710	9398	0	0	1	0	0	0	0	0	17	0	0	0	0	0	9	241	0	0	0	0	0	0	0	0	0	0	0	0	17	409	0	0	0	0	0	39	0	0	1	0	0	0	0	0	1	4	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	305	"AWI"	305	9196	9803	9481	0	0	1	0	2	0	0	0	18	0	0	0	0	0	6	202	0	0	0	0	0	0	0	0	0	0	0	0	7	392	0	0	0	0	0	60	0	0	3	0	0	0	0	0	0	0	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	310	"AWI"	310	9275	9905	9567	0	1	1	0	0	0	0	0	19	0	0	0	0	0	9	251	0	0	0	0	0	1	0	0	0	0	0	0	10	468	0	0	0	0	0	20	0	0	0	0	1	0	0	0	2	5	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	315	"AWI"	315	9359	9996	9652	0	0	1	0	0	0	0	0	19	0	0	0	0	0	14	243	0	0	0	0	0	2	0	0	0	0	0	0	8	435	0	0	0	1	0	11	0	0	2	0	1	0	0	0	2	4	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	320	"AWI"	320	9451	10072	9739	0	0	14	0	0	0	1	0	43	2	0	0	0	0	23	254	0	0	0	0	0	1	0	0	0	0	0	0	15	577	0	0	0	0	0	24	0	0	3	0	4	0	0	0	4	8	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	325	"AWI"	325	9550	10138	9832	0	0	0	0	2	0	1	0	29	0	0	0	0	0	19	148	0	0	0	0	1	0	0	0	0	0	0	0	0	437	0	0	0	0	0	29	0	0	0	0	4	0	0	0	4	3	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	330	"AWI"	330	9645	10265	9941	0	0	3	0	1	0	1	0	18	0	0	0	0	0	3	52	0	0	0	0	0	0	0	0	0	0	0	0	2	395	0	0	0	0	0	48	0	0	1	1	5	0	0	0	0	3	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	335	"AWI"	335	9730	10436	10067	0	0	0	1	0	0	0	0	28	0	0	0	0	0	1	157	0	0	0	0	0	0	0	0	0	0	0	0	0	622	0	0	0	0	0	9	0	0	0	1	2	0	0	0	0	0	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	340	"AWI"	340	9819	10588	10193	0	0	0	0	1	0	1	0	129	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	1	371	0	0	0	0	0	16	0	0	0	0	5	0	0	0	0	2	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	345	"AWI"	345	9931	10721	10317	0	0	1	0	0	0	0	0	41	1	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	0	3	415	0	0	0	0	0	4	0	0	0	2	21	0	0	0	0	0	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	350	"AWI"	350	10057	10834	10445	0	0	20	0	0	0	1	0	67	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	0	0	0	0	4	0	0	1	0	8	0	0	0	0	2	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	355	"AWI"	355	10174	10948	10568	0	0	1	0	2	0	0	0	42	0	0	0	0	0	0	554	0	0	0	0	0	0	0	0	0	0	0	0	2	567	0	0	0	0	0	8	0	0	1	0	4	0	0	1	0	1	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	360	"AWI"	360	10309	11043	10686	0	0	2	1	0	0	3	0	40	0	0	0	0	0	2	539	0	0	0	0	0	0	0	0	0	0	0	0	0	487	0	0	0	0	0	6	0	0	2	0	4	0	0	1	0	0	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	361	"AWI"	361	10334	11061	10710	0	0	1	0	1	0	1	0	50	0	0	0	0	0	0	457	0	0	0	0	0	0	0	0	0	0	0	0	3	539	0	0	0	0	0	10	0	0	0	1	4	0	0	0	0	0	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	362	"AWI"	362	10353	11079	10735	0	0	1	0	1	0	2	0	48	0	0	0	0	0	0	357	0	0	0	0	0	0	1	0	0	0	0	0	2	788	0	0	0	0	0	8	0	0	1	1	1	0	0	1	0	1	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	363	"AWI"	363	10373	11101	10760	0	0	1	0	1	0	1	0	13	0	0	0	0	0	0	355	0	0	0	0	0	0	0	0	0	2	0	0	1	730	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	364	"AWI"	364	10393	11124	10783	0	0	0	0	0	0	1	0	35	0	0	0	0	0	1	281	0	0	0	0	0	0	1	0	0	0	0	0	0	522	0	0	0	0	0	9	0	0	0	0	1	0	0	1	0	0	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	365	"AWI"	365	10419	11145	10804	0	0	0	0	0	0	2	0	18	0	0	0	0	0	0	302	0	0	0	0	0	0	1	0	0	0	0	0	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	366	"AWI"	366	10440	11166	10824	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	1	344	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	367	"AWI"	367	10455	11189	10845	0	0	0	0	1	0	0	0	25	0	0	0	0	0	0	97	0	0	0	0	0	0	1	0	0	0	0	0	1	377	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	368	"AWI"	368	10471	11217	10865	0	0	0	1	0	0	0	0	35	0	0	0	0	1	0	101	0	0	0	0	0	0	2	0	0	0	0	0	1	323	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	369	"AWI"	369	10490	11249	10886	0	0	1	0	0	0	0	0	19	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	2	552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	370	"AWI"	370	10503	11286	10905	0	0	0	0	0	0	1	0	30	0	0	0	0	1	0	60	0	0	0	0	0	0	0	0	0	0	0	0	3	671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
