"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3289	4269	"Mokré louky (South)"	49.001672	14.777506	5	"AWI"	5	-32	546	137	11	0	36	0	1	0	5	9	87	0	0	0	0	0	8	132	0	0	0	17	0	1	0	0	0	0	0	3	100	605	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	10	"AWI"	10	48	853	319	18	2	43	1	1	0	4	0	92	3	0	0	0	2	6	146	0	0	0	7	0	0	0	0	0	0	0	2	55	515	2	0	0	0	0	0	0	0	1	0	6	0	0	0	0	1	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	15	"AWI"	15	139	1137	498	18	0	45	0	1	0	1	0	120	0	0	0	0	1	6	85	0	0	0	22	1	3	0	0	0	0	0	2	39	401	0	0	0	0	1	0	0	0	4	0	9	0	0	0	1	0	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	20	"AWI"	20	241	1411	674	7	0	42	2	1	0	1	0	147	0	0	0	0	0	1	10	0	0	0	11	0	0	0	0	0	0	0	0	44	562	0	0	0	0	0	0	0	0	0	0	5	0	0	0	3	2	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	25	"AWI"	25	343	1643	864	146	0	66	1	0	0	1	0	267	0	0	0	0	0	4	15	0	0	0	52	1	0	0	1	0	0	0	2	41	630	3	0	0	0	0	0	0	0	2	0	24	0	0	0	1	1	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	30	"AWI"	30	465	1883	1048	250	1	71	0	1	0	4	0	171	0	0	0	0	0	4	27	0	0	0	0	1	1	0	0	0	0	0	1	79	601	0	0	0	0	0	0	0	0	3	0	37	0	0	0	0	4	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	35	"AWI"	35	606	2092	1223	326	0	74	1	3	0	3	0	164	0	0	0	0	0	7	87	0	0	0	72	2	0	0	0	0	0	0	6	88	443	0	0	0	0	0	0	0	0	3	0	48	0	1	0	3	5	1
3289	4269	"Mokré louky (South)"	49.001672	14.777506	40	"AWI"	40	744	2317	1408	63	1	51	0	0	0	2	0	206	1	0	0	0	0	16	18	0	0	0	12	10	0	0	0	0	0	0	3	38	369	0	0	0	0	0	0	0	0	1	0	187	0	0	0	1	0	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	45	"AWI"	45	871	2545	1594	239	0	68	0	2	0	1	0	225	0	0	0	0	0	9	29	0	0	0	55	0	0	0	0	0	0	0	1	63	170	0	0	0	0	0	0	0	0	1	0	25	0	0	0	7	0	1
3289	4269	"Mokré louky (South)"	49.001672	14.777506	50	"AWI"	50	1002	2783	1780	221	0	70	0	0	0	2	0	147	0	0	1	0	0	12	16	0	0	0	41	0	0	0	0	0	1	0	0	51	285	0	0	0	0	0	0	0	0	0	0	12	0	0	1	0	1	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	55	"AWI"	55	1136	2972	1960	292	2	104	0	0	0	2	0	223	0	0	0	0	0	32	7	0	0	0	94	0	3	0	2	0	0	0	4	231	246	0	0	0	0	1	0	0	0	1	0	9	0	0	0	6	11	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	60	"AWI"	60	1301	3148	2145	5	0	71	0	0	0	3	0	192	0	0	0	0	0	49	8	0	0	0	27	17	8	0	0	0	0	0	0	238	210	0	0	0	0	0	5	0	0	1	0	4	0	0	0	13	15	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	65	"AWI"	65	1465	3339	2329	3	0	103	1	2	0	3	0	131	1	0	0	0	0	52	68	0	0	0	18	5	5	0	0	0	0	0	0	275	130	0	0	0	1	0	3	0	0	1	0	1	0	0	0	13	13	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	70	"AWI"	70	1621	3543	2515	24	2	104	1	1	0	0	0	213	0	0	0	0	0	33	8	0	0	0	24	1	2	0	0	0	0	0	0	121	153	0	0	0	3	2	11	0	0	1	0	1	1	0	1	8	15	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	75	"AWI"	75	1775	3737	2701	10	0	70	0	1	0	1	0	185	0	0	0	0	0	31	20	0	0	0	15	29	4	0	0	0	0	0	0	104	93	0	0	0	0	0	5	0	0	0	0	2	0	0	0	8	23	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	80	"AWI"	80	1923	3926	2885	0	1	45	0	1	0	0	0	162	0	0	0	0	0	22	23	0	0	0	4	9	2	0	0	0	0	0	0	68	62	0	0	0	0	0	27	0	0	1	0	1	0	0	0	3	8	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	85	"AWI"	85	2087	4085	3063	4	1	101	0	4	0	0	0	173	0	0	0	0	0	46	21	0	0	0	10	7	7	0	0	0	0	0	0	224	121	0	0	0	0	0	33	0	0	27	0	7	0	0	0	13	6	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	90	"AWI"	90	2242	4264	3243	1	0	33	0	3	0	0	0	43	0	0	2	0	0	7	31	0	0	0	2	0	3	0	0	0	0	0	0	238	93	0	0	0	0	0	30	0	0	2	0	1	0	0	1	7	7	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	95	"AWI"	95	2420	4460	3431	0	1	47	0	2	0	0	0	45	0	0	1	0	0	15	44	0	0	0	7	0	2	0	0	0	0	0	0	393	145	0	0	0	0	0	12	0	0	3	0	2	0	0	1	8	16	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	100	"AWI"	100	2596	4654	3619	1	0	77	0	8	0	3	0	116	0	0	0	0	0	24	107	0	0	0	7	0	9	0	0	0	0	0	0	386	313	0	0	0	0	0	16	0	0	2	2	2	0	0	0	12	18	1
3289	4269	"Mokré louky (South)"	49.001672	14.777506	105	"AWI"	105	2763	4847	3800	0	1	66	0	3	0	2	0	109	1	0	0	0	0	33	71	0	0	0	7	0	2	0	0	0	0	0	0	116	89	0	0	0	0	0	18	0	0	2	0	5	0	0	2	11	13	1
3289	4269	"Mokré louky (South)"	49.001672	14.777506	110	"AWI"	110	2939	5014	3985	0	1	107	2	9	0	1	0	230	0	0	0	0	0	17	98	0	0	0	21	0	3	0	0	0	0	0	1	205	256	0	0	0	0	0	22	0	0	5	0	9	0	0	0	11	33	1
3289	4269	"Mokré louky (South)"	49.001672	14.777506	115	"AWI"	115	3129	5191	4164	0	1	95	0	21	0	2	0	190	0	0	0	0	0	52	83	0	0	0	3	0	6	0	0	0	0	0	0	110	125	0	0	0	0	1	48	0	0	8	0	4	0	1	0	9	15	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	120	"AWI"	120	3330	5362	4341	2	0	37	0	2	0	0	0	65	0	0	0	0	0	21	82	0	0	0	5	0	7	0	0	0	0	0	0	115	71	0	0	0	0	0	48	0	0	5	0	3	0	0	0	7	7	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	125	"AWI"	125	3490	5560	4524	1	0	53	0	16	0	2	0	74	0	0	0	0	0	8	47	0	0	0	2	0	5	0	0	4	0	0	0	127	60	0	0	0	0	0	39	0	0	0	0	2	0	0	0	5	9	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	130	"AWI"	130	3661	5734	4708	1	0	44	0	0	0	2	0	80	0	0	0	0	0	6	67	0	0	0	14	0	0	0	0	0	0	0	0	149	132	0	0	0	0	0	31	0	0	0	0	0	0	0	0	8	21	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	135	"AWI"	135	3816	5875	4887	0	1	69	0	6	0	3	0	147	0	0	0	0	0	38	91	0	0	0	7	0	13	0	0	0	0	0	0	128	186	0	0	0	0	0	22	0	0	6	0	5	0	0	0	30	33	1
3289	4269	"Mokré louky (South)"	49.001672	14.777506	140	"AWI"	140	4015	6042	5078	1	1	40	0	0	0	0	0	83	1	0	0	0	0	13	32	0	0	0	11	1	2	0	0	0	0	0	0	71	134	0	0	0	0	0	50	0	0	1	0	4	0	0	0	7	10	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	145	"AWI"	145	4219	6215	5259	1	1	63	2	2	1	3	0	174	0	0	0	0	0	77	135	0	0	0	18	0	8	0	0	0	0	0	0	154	337	0	0	0	0	0	32	0	0	2	0	5	0	0	1	18	26	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	150	"AWI"	150	4401	6367	5433	0	0	42	0	3	0	2	0	210	0	0	0	0	0	26	64	0	0	0	4	5	5	0	0	0	0	0	0	97	212	0	0	0	0	0	16	0	0	6	0	25	0	0	1	13	12	1
3289	4269	"Mokré louky (South)"	49.001672	14.777506	155	"AWI"	155	4571	6517	5620	0	0	28	0	0	0	0	0	257	0	2	0	0	0	37	56	0	0	0	3	0	0	0	0	0	0	0	0	59	166	0	0	0	0	0	44	0	0	0	0	10	0	0	1	7	10	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	160	"AWI"	160	4756	6666	5805	0	0	32	0	0	0	1	0	136	0	0	0	0	0	10	67	0	0	0	7	0	5	0	0	0	0	0	0	53	304	0	0	0	0	0	37	0	0	2	0	15	0	0	0	6	13	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	165	"AWI"	165	4977	6804	5983	0	0	58	0	18	1	1	0	127	0	0	0	0	0	14	78	0	0	0	12	0	6	0	0	0	0	0	0	135	491	0	0	0	0	0	86	0	0	15	0	3	0	0	0	9	28	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	170	"AWI"	170	5187	6958	6154	11	0	44	0	4	0	0	0	108	0	0	0	0	0	35	36	0	0	0	7	1	2	0	0	0	0	0	0	83	294	0	0	0	0	0	38	0	0	3	0	3	0	0	1	6	15	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	175	"AWI"	175	5395	7116	6329	0	0	37	0	3	0	0	0	65	0	0	1	0	0	15	60	0	0	0	9	1	4	0	0	0	0	0	0	175	640	0	0	0	0	0	31	0	0	15	1	8	0	0	0	10	38	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	180	"AWI"	180	5592	7274	6521	0	0	30	0	1	0	3	0	76	0	0	0	0	0	13	90	0	0	0	3	0	5	0	0	0	4	0	0	158	540	0	0	0	0	0	13	0	0	5	0	3	0	0	0	8	20	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	185	"AWI"	185	5780	7411	6711	0	2	24	0	4	0	0	0	34	0	0	0	0	0	13	59	0	0	0	3	0	6	1	0	0	0	0	0	133	399	0	0	0	0	0	35	0	0	4	0	3	0	1	2	3	22	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	190	"AWI"	190	6012	7529	6893	0	0	22	0	1	0	2	0	68	0	0	0	0	0	16	311	0	0	0	3	0	0	0	0	0	0	0	0	126	875	0	0	0	0	0	71	0	0	4	0	4	0	0	0	16	22	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	195	"AWI"	195	6245	7663	7073	0	0	24	0	45	0	0	0	46	0	0	0	0	0	16	277	0	0	0	1	0	3	0	0	0	0	0	0	141	580	0	0	0	0	0	30	0	0	6	0	8	0	0	0	7	16	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	200	"AWI"	200	6487	7792	7253	0	0	21	0	0	0	1	0	86	1	0	0	0	0	15	370	0	0	0	2	0	6	0	0	0	0	0	0	127	686	0	0	0	0	0	53	0	0	1	1	4	0	0	1	7	17	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	205	"AWI"	205	6728	7921	7441	0	0	12	0	13	0	2	0	54	0	0	0	0	0	16	78	0	0	0	0	0	0	0	0	0	0	0	0	101	285	0	0	0	0	0	48	0	0	0	0	3	0	0	1	7	8	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	210	"AWI"	210	6953	8046	7629	0	0	11	0	4	0	1	0	56	0	0	0	0	0	22	130	0	0	0	0	0	0	0	0	0	0	0	0	128	300	0	0	0	0	0	24	0	0	1	0	2	0	0	0	3	5	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	215	"AWI"	215	7236	8129	7806	0	0	26	0	2	0	0	0	99	0	0	0	0	0	18	264	0	0	0	3	0	2	0	0	0	0	0	0	150	414	0	0	0	0	0	23	0	0	1	1	5	0	0	0	10	16	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	220	"AWI"	220	7615	8221	7965	0	0	8	0	0	0	0	0	31	0	0	0	0	0	12	126	0	0	0	1	0	0	0	0	0	0	0	0	46	355	0	0	0	0	0	68	0	0	0	0	1	0	0	0	3	3	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	225	"AWI"	225	7784	8319	8091	1	0	14	0	4	0	3	0	96	0	0	0	0	0	29	140	0	0	0	1	0	0	0	0	0	0	0	0	42	295	0	0	0	9	0	29	0	0	0	0	0	0	0	0	5	17	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	230	"AWI"	230	7888	8449	8203	0	0	27	0	0	0	3	0	120	0	0	0	0	0	30	142	0	0	0	0	0	4	0	0	0	0	0	0	51	277	0	0	0	0	0	63	0	0	0	0	0	0	0	1	8	13	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	235	"AWI"	235	7970	8568	8286	0	0	6	0	7	2	0	0	35	0	0	0	0	0	13	122	0	0	0	0	0	0	0	0	0	0	0	0	57	555	0	0	0	0	0	48	0	0	0	0	2	0	0	1	6	10	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	240	"AWI"	240	8043	8677	8374	1	0	3	0	3	0	2	0	56	0	0	0	0	0	12	157	0	0	0	0	0	0	0	0	0	0	0	0	32	485	0	0	0	3	0	48	0	0	0	0	1	0	0	0	4	7	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	245	"AWI"	245	8131	8764	8461	0	1	20	0	2	0	1	0	60	0	0	0	0	0	27	258	0	0	0	1	0	4	0	0	0	0	0	0	55	496	0	0	0	0	0	53	0	0	0	0	1	0	0	0	2	13	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	250	"AWI"	250	8219	8852	8550	0	1	19	0	3	0	1	0	125	0	0	0	0	0	44	107	0	0	0	4	0	1	0	0	0	0	0	0	47	606	0	0	0	2	0	25	0	0	0	1	1	0	0	0	2	13	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	255	"AWI"	255	8300	8939	8634	0	0	2	0	16	0	2	0	38	0	0	0	0	0	10	56	0	0	0	0	1	2	0	0	0	0	0	0	34	340	0	0	0	2	0	33	0	0	0	0	1	0	0	0	2	2	0
3289	4269	"Mokré louky (South)"	49.001672	14.777506	260	"AWI"	260	8386	9026	8722	0	0	10	0	3	0	0	0	21	0	0	0	0	0	7	8	0	0	0	0	0	0	0	0	0	0	0	0	18	308	0	0	0	0	0	34	0	0	1	0	0	0	0	1	2	6	0
