"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Ulmus"	"Urticaceae"	"Viburnum"
26126	45345	"Tiåvatnet"	63.05972	9.41694	733	"AWI"	733	-143	24	-57	0	38	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	53	0	0	0	0	0	0	1	0	0	30	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0
26126	45345	"Tiåvatnet"	63.05972	9.41694	736	"AWI"	736	-97	192	17	0	35	0	0	0	0	0	101	0	0	0	0	0	0	0	3	0	68	0	0	0	0	0	0	0	0	1	16	0	2	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
26126	45345	"Tiåvatnet"	63.05972	9.41694	740	"AWI"	740	-50	438	115	0	51	0	0	0	0	0	119	0	0	0	0	0	1	0	3	0	53	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	2	1	0
26126	45345	"Tiåvatnet"	63.05972	9.41694	744	"AWI"	744	-6	611	228	0	50	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	50	0	0	0	0	0	0	2	0	0	20	0	1	0	0	0	2	141	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	7	1	1	0
26126	45345	"Tiåvatnet"	63.05972	9.41694	748	"AWI"	748	69	728	339	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	52	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	3	181	0	0	0	0	2	0	0	1	0	0	1	0	0	0	1	2	0	2	0
26126	45345	"Tiåvatnet"	63.05972	9.41694	752	"AWI"	752	136	880	444	0	40	0	0	0	0	0	120	0	0	0	0	0	0	0	1	0	63	0	0	0	0	0	0	0	0	0	20	0	0	0	0	1	2	163	1	0	0	0	0	1	0	0	0	0	5	0	0	0	0	2	0	2	0
26126	45345	"Tiåvatnet"	63.05972	9.41694	756	"AWI"	756	192	1036	556	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	50	0	0	0	0	0	0	1	0	0	20	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0
26126	45345	"Tiåvatnet"	63.05972	9.41694	760	"AWI"	760	285	1144	673	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	32	0	0	0	0	0	0	1	0	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	1	0	0
26126	45345	"Tiåvatnet"	63.05972	9.41694	764	"AWI"	764	391	1253	785	0	27	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	22	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
26126	45345	"Tiåvatnet"	63.05972	9.41694	768	"AWI"	768	467	1391	905	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	53	0	0	0	0	0	0	1	0	0	29	0	0	0	0	0	2	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0
