"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Lentibulariaceae"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14560	22828	"Preluca Tiganului"	47.809986	23.52917	104	"AWI"	104	1088	3052	1987	3	0	47	0	0	0	1	0	12	0	0	0	0	0	1	0	21	29	0	0	0	0	247	0	0	0	0	0	0	0	0	36	0	14	10	0	0	0	31	0	0	0	8	0	0	0	0	0	0	9	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	108	"AWI"	108	1149	3126	2071	0	0	39	0	0	0	2	0	16	0	0	0	0	0	8	0	14	11	0	0	0	0	298	2	0	0	0	0	0	0	0	40	0	9	2	0	0	0	34	0	0	0	2	0	0	0	0	1	0	11	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	112	"AWI"	112	1220	3196	2161	1	0	40	0	1	0	4	0	9	0	0	0	0	0	7	0	13	11	0	0	0	0	344	1	0	0	0	0	1	0	0	25	0	12	5	0	0	0	30	0	0	0	2	0	0	0	0	0	1	14	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	116	"AWI"	116	1282	3284	2249	1	0	29	1	2	0	3	0	6	0	0	0	0	0	8	0	8	19	0	0	0	0	342	2	0	0	0	0	0	0	0	18	0	7	4	0	0	0	37	0	0	0	3	0	1	0	0	0	0	7	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	120	"AWI"	120	1351	3341	2325	0	0	30	2	0	0	4	0	10	0	0	0	0	0	4	0	9	24	0	0	0	0	291	0	0	0	0	0	0	0	0	33	0	11	3	0	0	0	44	0	0	0	2	0	1	0	0	0	1	7	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	124	"AWI"	124	1428	3403	2407	0	0	43	0	1	0	0	0	13	0	0	0	0	0	2	0	17	46	0	0	0	0	252	0	0	0	0	0	0	0	0	31	0	13	1	0	0	0	32	0	0	0	4	0	2	0	0	0	1	13	0	1	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	128	"AWI"	128	1490	3483	2487	1	2	44	1	0	0	0	0	13	0	0	0	0	0	8	0	12	38	0	0	0	0	256	0	0	0	0	0	1	0	0	37	0	5	7	0	0	0	48	0	0	0	4	0	1	0	0	0	0	8	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	132	"AWI"	132	1531	3580	2564	1	0	47	0	0	0	2	0	12	0	0	0	0	0	5	0	14	16	0	0	0	0	290	1	0	0	0	0	0	0	0	30	0	7	2	0	0	0	46	0	0	0	4	0	0	0	0	1	0	11	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	136	"AWI"	136	1633	3658	2645	0	0	28	0	1	0	1	0	15	0	0	0	0	0	0	0	20	19	0	0	0	0	278	4	0	0	0	0	0	0	0	34	0	9	3	0	0	0	43	0	0	0	1	0	0	0	0	0	2	13	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	140	"AWI"	140	1709	3729	2719	0	2	45	0	1	0	4	0	8	13	0	0	0	0	0	0	25	9	0	0	0	0	239	2	0	0	0	0	0	2	0	31	0	12	7	0	0	0	44	0	0	0	0	0	0	0	0	0	0	19	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	144	"AWI"	144	1776	3823	2788	0	2	8	1	0	0	2	0	10	0	0	0	0	0	0	0	4	5	0	0	0	0	578	3	0	0	0	0	0	0	0	42	0	4	3	0	0	0	10	0	0	0	0	0	0	0	0	0	0	15	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	148	"AWI"	148	1835	3939	2875	1	3	29	0	1	0	2	0	19	0	0	0	0	0	0	0	5	14	0	1	0	0	420	2	0	0	0	0	0	0	0	62	0	5	1	0	0	0	30	0	0	0	0	0	0	0	0	0	5	5	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	152	"AWI"	152	1927	3990	2949	3	4	32	1	0	0	0	0	3	0	0	0	0	0	0	0	3	21	0	0	0	0	439	0	0	0	0	0	0	0	0	88	0	8	2	0	0	0	33	0	0	0	0	0	0	0	0	1	1	13	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	156	"AWI"	156	2014	4034	3030	0	1	22	1	0	0	4	0	11	0	0	0	0	0	0	0	12	6	0	0	0	0	373	4	0	0	0	0	0	0	0	65	0	2	2	0	0	0	25	0	0	0	0	0	0	0	0	0	5	13	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	160	"AWI"	160	2065	4092	3117	0	0	54	1	3	0	2	0	10	0	0	0	0	0	1	0	38	13	0	0	0	0	248	1	0	0	0	0	0	0	0	40	0	7	6	0	0	0	35	0	0	0	2	0	0	0	0	0	1	23	0	1	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	164	"AWI"	164	2114	4166	3197	0	1	92	2	2	0	5	0	17	0	0	0	0	0	0	0	43	41	0	0	0	0	131	0	0	0	0	0	0	0	0	48	0	11	7	0	0	0	51	0	0	0	0	0	1	0	0	0	1	36	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	168	"AWI"	168	2225	4224	3264	0	0	25	1	1	0	3	0	7	0	0	0	0	0	0	0	68	8	0	0	0	0	239	0	0	0	0	0	0	0	0	42	0	11	2	0	0	0	53	0	0	0	2	0	8	0	0	0	3	19	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	172	"AWI"	172	2334	4270	3343	0	0	48	1	5	0	10	0	19	0	0	0	0	0	0	0	99	3	0	0	0	0	92	1	0	0	0	0	0	0	0	24	0	23	11	0	0	0	35	0	0	0	0	0	74	0	0	0	3	34	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	176	"AWI"	176	2411	4333	3423	0	0	68	1	1	0	5	0	14	0	0	0	0	0	0	0	54	2	0	0	0	0	125	0	0	0	0	0	0	0	0	37	0	27	9	0	0	0	59	0	0	0	3	0	48	0	0	0	3	27	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	180	"AWI"	180	2476	4405	3507	0	1	32	0	0	0	9	0	4	0	0	0	0	0	1	0	26	7	0	0	0	0	268	5	0	0	0	0	0	0	0	32	0	23	9	0	0	0	41	0	0	0	1	0	8	0	0	0	2	18	0	2	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	184	"AWI"	184	2569	4478	3586	0	0	38	2	5	0	9	0	17	0	0	0	0	0	0	0	28	6	0	0	0	0	273	2	0	0	0	0	0	0	0	36	0	9	12	0	0	0	45	0	0	0	1	0	0	0	0	0	0	23	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	188	"AWI"	188	2681	4541	3665	0	0	28	0	1	0	7	0	9	0	0	0	0	0	0	0	19	6	0	0	0	0	345	1	0	0	0	0	0	0	0	49	0	9	3	0	0	0	55	0	0	0	0	0	1	0	0	0	1	9	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	192	"AWI"	192	2766	4608	3748	0	3	28	0	1	0	5	0	12	0	0	0	0	0	0	0	24	11	0	0	0	0	320	1	0	0	0	0	0	0	0	25	0	17	2	0	0	0	23	0	0	0	1	0	0	0	0	0	14	17	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	196	"AWI"	196	2842	4684	3818	0	1	39	0	2	0	7	0	9	1	0	0	0	0	0	0	22	11	0	0	0	0	235	8	0	0	0	0	0	0	0	27	0	17	4	0	0	0	46	0	0	0	1	0	0	0	0	1	1	31	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	200	"AWI"	200	2928	4745	3898	0	0	49	1	2	0	7	0	13	0	0	0	0	0	1	0	43	5	0	0	0	0	169	16	0	0	0	0	0	0	1	15	0	11	5	0	0	0	39	0	0	0	1	0	3	0	0	0	4	26	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	204	"AWI"	204	3020	4797	3984	0	1	39	0	0	1	6	0	10	0	0	0	0	0	0	0	30	54	0	0	0	0	167	3	0	0	0	0	0	0	0	34	0	10	3	0	0	0	20	0	0	0	1	0	0	0	1	0	5	28	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	208	"AWI"	208	3101	4861	4071	0	0	40	2	0	0	2	0	12	0	0	0	0	0	0	0	31	37	0	0	0	0	266	0	0	0	0	0	0	0	0	41	0	35	2	0	0	0	11	0	0	0	0	0	0	0	0	0	4	35	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	212	"AWI"	212	3160	4938	4155	0	1	9	0	0	0	3	0	6	0	0	0	0	0	0	0	23	6	0	0	0	0	285	1	0	0	0	4	0	0	0	44	0	21	5	0	0	0	14	0	0	0	1	0	2	0	0	0	9	25	1	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	216	"AWI"	216	3237	5007	4228	0	0	10	1	0	0	3	0	9	0	0	0	0	0	0	0	34	0	0	0	1	0	286	5	0	0	0	0	0	0	0	43	0	40	3	0	0	0	13	0	0	0	1	0	2	0	0	0	5	29	2	1	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	220	"AWI"	220	3322	5057	4310	0	0	18	0	2	0	3	0	6	0	0	0	2	0	1	0	37	3	0	0	0	0	220	5	0	0	0	0	0	0	0	40	0	82	5	0	0	0	16	0	0	0	0	0	0	0	0	0	6	30	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	224	"AWI"	224	3407	5107	4383	0	2	15	1	1	0	6	0	13	0	0	0	0	0	0	0	24	4	0	0	1	0	247	1	0	0	0	0	0	0	0	61	0	70	6	0	0	0	14	0	0	0	0	0	0	0	0	0	4	36	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	228	"AWI"	228	3504	5183	4458	0	0	37	0	3	0	2	0	7	0	0	0	0	0	0	0	37	8	0	0	0	0	200	4	0	0	0	1	0	0	0	70	0	78	7	0	0	0	23	0	0	0	1	0	0	0	0	0	8	44	1	1	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	232	"AWI"	232	3596	5253	4539	0	1	36	0	2	1	1	0	1	0	0	0	1	0	0	0	39	9	0	0	0	0	70	4	0	0	0	0	0	0	0	31	0	91	4	0	0	0	11	0	0	0	0	0	0	0	0	0	3	30	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	236	"AWI"	236	3698	5288	4615	0	1	57	1	5	1	1	0	16	0	0	0	0	0	0	0	52	41	0	0	0	0	55	7	0	0	0	0	0	0	0	33	0	121	13	0	0	0	21	0	0	0	0	0	3	0	0	1	5	31	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	240	"AWI"	240	3786	5321	4698	0	0	18	1	2	0	7	0	11	0	0	0	0	0	0	0	33	4	0	0	0	0	232	4	0	0	0	0	0	0	0	48	0	44	3	0	0	0	31	0	0	0	0	0	0	0	0	0	11	38	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	244	"AWI"	244	3857	5388	4789	0	1	35	0	0	0	0	0	18	0	0	0	2	0	0	0	60	42	0	0	0	0	55	5	0	0	0	1	0	0	0	65	0	98	10	0	0	0	19	0	0	0	1	0	1	0	0	0	3	37	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	248	"AWI"	248	3932	5452	4869	0	1	27	0	0	0	6	0	12	0	0	0	0	0	1	0	38	8	0	0	0	0	108	9	0	0	0	0	0	0	0	70	0	123	7	0	0	0	24	0	0	0	0	0	0	0	0	0	3	47	2	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	252	"AWI"	252	4076	5488	4937	0	0	25	1	5	0	6	0	7	0	0	0	2	0	0	0	43	6	0	0	0	0	26	4	0	0	0	0	0	0	0	51	0	172	8	0	0	0	16	0	0	0	0	0	1	0	0	1	20	38	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	256	"AWI"	256	4174	5516	5016	0	2	16	1	1	1	4	0	18	0	0	0	1	0	0	0	78	0	0	0	0	0	13	4	0	0	0	3	0	0	0	35	0	214	8	0	0	0	7	0	0	0	0	0	0	0	0	0	20	40	0	2	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	261	"AWI"	261	4279	5587	5120	0	2	38	3	1	1	3	0	7	0	0	0	0	0	0	0	64	3	0	0	0	0	29	2	0	0	0	0	0	0	0	43	0	186	7	0	0	0	13	0	0	0	0	0	0	0	0	0	8	45	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	265	"AWI"	265	4383	5636	5201	0	1	20	2	1	0	3	0	5	1	0	0	0	0	1	0	81	1	0	0	0	0	14	3	0	0	0	0	0	0	0	25	0	234	5	0	0	0	13	0	0	0	0	0	0	0	0	0	17	44	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	269	"AWI"	269	4533	5661	5272	0	1	13	0	3	1	4	0	9	0	0	0	1	0	0	0	126	8	0	0	0	0	5	4	0	0	0	1	0	0	0	28	0	178	10	0	0	0	28	0	0	0	0	0	0	0	0	0	15	36	0	1	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	273	"AWI"	273	4669	5691	5350	0	1	22	3	6	2	3	0	10	2	0	0	2	0	0	0	97	8	0	0	0	0	5	4	0	0	0	0	0	0	0	29	0	163	2	0	0	0	13	0	0	0	0	0	0	0	0	0	19	45	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	284	"AWI"	284	5067	5819	5555	0	1	24	0	2	1	1	0	5	0	0	0	0	0	0	0	184	17	0	0	0	0	3	7	0	0	0	1	0	0	0	27	0	108	2	0	0	0	22	0	0	0	0	0	0	0	0	1	21	56	0	1	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	288	"AWI"	288	5316	5839	5617	0	0	26	0	0	1	8	0	8	1	0	0	0	0	0	0	184	14	0	0	0	0	1	1	0	0	0	0	0	0	0	23	0	130	2	0	0	0	30	0	0	0	0	0	0	0	0	0	8	57	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	292	"AWI"	292	5542	5866	5685	0	2	19	0	2	1	4	0	7	0	0	0	0	0	0	0	156	70	0	0	0	0	2	12	0	0	0	0	0	0	0	4	0	165	6	0	0	0	15	0	0	0	0	0	0	0	0	1	8	51	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	296	"AWI"	296	5635	5958	5768	0	3	22	1	0	1	1	0	15	0	0	0	0	0	0	0	164	40	0	0	0	0	1	4	0	0	0	0	0	0	0	4	0	95	1	0	0	0	27	0	0	0	0	0	1	0	0	0	16	86	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	300	"AWI"	300	5700	6047	5856	0	2	24	0	4	0	2	0	17	0	0	0	0	0	0	0	143	93	0	0	0	0	2	15	0	0	0	0	0	0	0	11	0	28	5	0	0	0	29	0	0	0	0	0	1	0	0	0	30	58	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	304	"AWI"	304	5732	6143	5945	0	8	15	0	6	1	1	0	17	1	0	0	0	0	0	0	97	24	0	0	0	0	1	13	0	0	0	0	0	0	0	1	0	211	2	0	0	0	45	0	0	0	1	0	0	0	0	1	18	43	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	308	"AWI"	308	5757	6266	6026	0	6	17	0	7	1	5	0	13	3	0	0	0	0	0	0	187	24	0	0	0	0	2	16	0	0	0	0	0	0	0	5	0	148	5	0	0	0	30	0	0	0	0	0	0	0	0	1	20	64	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	312	"AWI"	312	5778	6419	6102	0	4	22	1	5	1	4	0	27	0	0	0	0	0	0	0	138	5	0	0	0	0	0	12	0	0	0	0	0	0	0	2	0	121	3	0	0	0	29	0	0	0	0	0	0	0	0	0	15	70	1	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	316	"AWI"	316	5896	6481	6181	0	7	27	1	7	0	5	0	22	2	0	0	0	0	0	0	185	9	0	0	0	0	0	9	0	0	0	1	0	0	0	2	0	129	3	0	0	0	19	0	0	0	1	0	3	0	0	0	9	66	0	1	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	320	"AWI"	320	6044	6504	6263	0	1	22	0	1	0	2	0	11	0	0	0	0	0	1	0	230	8	0	0	0	0	0	8	0	0	0	0	0	0	0	3	0	233	4	0	0	0	16	0	0	0	0	0	1	0	0	0	14	51	0	1	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	324	"AWI"	324	6169	6535	6348	0	1	6	0	1	0	4	0	7	0	0	0	0	0	0	0	201	52	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	100	6	0	0	0	17	0	0	0	1	0	0	0	0	0	11	48	3	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	328	"AWI"	328	6254	6587	6438	0	1	19	0	0	0	4	0	7	0	0	0	0	0	0	0	220	6	0	0	0	0	48	7	0	0	0	0	0	0	0	5	0	91	9	0	0	0	14	0	0	0	1	0	1	0	0	1	2	34	1	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	332	"AWI"	332	6368	6640	6511	0	1	19	0	1	0	3	0	2	0	0	0	0	0	0	0	159	2	0	0	0	0	2	2	0	0	0	0	0	0	0	2	0	112	6	0	0	0	9	0	0	0	0	0	4	0	0	1	6	45	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	336	"AWI"	336	6445	6722	6583	0	3	19	0	2	0	0	0	5	0	0	0	0	0	0	0	240	2	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	70	2	0	0	0	10	0	0	0	0	0	0	0	0	0	12	55	1	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	340	"AWI"	340	6478	6886	6649	0	1	14	1	10	0	6	0	7	0	0	0	0	0	0	0	184	7	0	0	0	0	2	21	0	0	0	0	0	0	0	1	0	50	7	0	0	0	33	0	0	0	0	0	50	0	0	0	15	48	1	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	344	"AWI"	344	6497	7074	6707	0	2	8	0	3	0	4	0	10	0	0	0	0	0	0	0	156	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	100	8	0	0	0	10	0	0	0	0	0	5	0	0	0	8	43	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	348	"AWI"	348	6537	7209	6768	0	0	11	1	3	1	37	0	2	1	0	0	0	0	0	0	190	7	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	129	7	0	0	0	18	0	0	0	0	0	1	0	0	0	25	61	0	0	0
