"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Juniperus"	"Lamiaceae"	"Lentibulariaceae"	"Liliaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14560	22828	"Preluca Tiganului"	47.809986	23.52917	4	"AWI"	4	-81	202	27	0	0	12	5	1	0	3	0	3	0	0	0	0	0	0	0	15	116	0	0	0	0	204	0	0	0	0	0	0	0	0	5	0	2	3	0	0	0	36	0	0	0	5	0	1	0	0	0	0	2	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	8	"AWI"	8	-62	420	95	0	0	11	3	0	0	4	0	11	0	0	0	0	0	0	0	11	108	0	0	0	0	263	0	0	0	0	0	0	0	0	3	0	2	3	0	32	0	31	0	0	0	0	0	1	0	0	1	1	0	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	12	"AWI"	12	-49	647	161	0	1	14	3	3	0	2	0	7	0	0	0	2	0	0	0	19	181	0	0	0	0	192	3	0	0	0	0	0	0	0	3	0	0	2	0	0	0	29	0	0	0	3	0	3	0	0	1	0	0	1	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	16	"AWI"	16	-38	878	226	0	3	21	2	0	0	2	0	11	0	0	0	0	0	0	0	23	236	0	0	0	0	155	2	0	0	0	0	0	0	0	3	0	3	3	0	0	0	20	0	0	0	1	0	5	0	0	0	0	0	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	24	"AWI"	24	46	1048	400	0	0	7	2	2	0	5	0	7	0	0	0	0	0	0	0	15	0	0	0	0	0	185	3	0	0	0	0	0	0	0	4	0	2	0	0	0	0	14	0	0	0	1	0	515	0	0	0	0	7	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	28	"AWI"	28	76	1147	482	0	0	23	1	9	0	9	0	12	0	0	0	0	0	0	0	23	3	0	1	0	0	193	1	0	0	0	0	1	0	0	3	0	2	1	0	0	0	39	0	0	0	4	0	120	1	0	0	0	1	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	32	"AWI"	32	100	1297	554	2	1	22	0	18	0	4	0	8	0	0	0	1	0	0	0	23	58	0	0	0	0	152	2	0	0	0	0	0	0	0	19	0	3	1	0	0	0	38	0	0	0	0	0	7	0	0	1	1	6	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	36	"AWI"	36	147	1386	635	1	0	19	1	2	0	6	0	12	0	0	0	1	0	0	0	9	8	0	0	0	0	313	1	0	0	0	0	0	0	0	35	0	2	6	0	0	0	35	0	0	0	2	0	0	0	0	2	2	3	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	40	"AWI"	40	191	1470	728	1	0	30	4	2	0	11	0	12	0	0	0	2	0	0	0	11	35	0	0	0	0	279	1	0	0	0	0	0	0	0	34	0	8	3	0	0	0	31	0	0	0	0	0	2	0	0	0	1	14	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	44	"AWI"	44	231	1569	809	0	0	20	2	4	0	7	0	21	0	0	0	1	0	0	0	14	47	0	0	0	0	231	1	0	0	0	0	0	0	0	46	0	6	6	0	0	0	36	0	0	0	1	0	2	0	0	0	0	18	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	48	"AWI"	48	268	1699	885	0	0	53	1	1	0	7	0	23	0	0	0	1	0	0	0	25	51	0	0	0	0	216	1	0	0	0	0	0	0	0	26	0	7	2	0	0	0	42	0	0	0	1	0	1	0	0	1	0	13	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	52	"AWI"	52	343	1814	965	0	0	59	1	2	0	3	0	25	0	0	0	0	0	0	0	20	54	0	0	0	0	224	0	0	0	0	0	0	0	0	19	0	6	1	0	0	0	41	0	0	0	5	0	2	0	0	0	0	14	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	56	"AWI"	56	411	1909	1056	0	1	51	1	11	0	5	0	16	0	0	0	0	0	0	0	15	27	0	0	0	0	204	1	0	0	0	0	0	0	0	27	0	9	6	0	0	0	34	0	0	0	6	0	41	0	0	0	2	22	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	60	"AWI"	60	460	2021	1140	0	2	9	0	7	0	12	0	5	0	0	0	0	0	1	0	6	8	0	0	0	0	172	4	0	0	0	0	0	0	0	11	0	6	1	0	0	0	33	0	0	0	2	0	215	0	0	1	0	13	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	64	"AWI"	64	502	2181	1212	1	0	41	4	10	0	10	0	9	0	0	0	1	0	0	0	12	10	0	0	0	0	89	4	0	0	0	0	0	0	0	20	0	10	4	0	0	0	32	0	1	0	2	0	239	0	0	1	3	18	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	68	"AWI"	68	571	2311	1286	0	0	56	2	5	0	7	0	10	0	0	0	0	0	0	0	24	42	0	0	0	0	207	0	0	0	0	0	0	0	0	28	0	19	2	0	0	0	40	0	0	0	0	0	1	0	0	0	1	14	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	72	"AWI"	72	625	2369	1358	0	0	61	0	0	0	6	0	10	1	0	0	0	0	1	0	20	94	0	0	0	0	156	2	0	0	0	0	0	0	0	44	0	6	5	0	0	0	19	0	0	0	1	0	3	0	0	0	0	17	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	76	"AWI"	76	681	2435	1435	0	0	76	1	4	0	1	0	16	0	0	0	0	0	1	0	20	73	0	0	0	0	152	1	0	0	0	0	0	0	0	46	0	4	5	0	0	0	32	0	0	0	2	0	1	0	0	0	0	21	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	80	"AWI"	80	724	2517	1505	0	0	55	1	1	0	2	0	25	0	0	0	1	0	9	0	23	83	0	0	0	0	195	3	0	0	0	0	0	0	0	15	0	9	2	2	0	0	22	0	0	0	4	0	0	0	0	1	0	12	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	84	"AWI"	84	778	2625	1579	0	1	77	0	13	0	3	0	13	0	0	0	0	0	1	0	29	17	0	0	0	0	198	3	0	0	0	0	0	0	0	24	0	8	4	0	0	0	28	0	0	0	3	0	3	0	0	0	2	27	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	88	"AWI"	88	866	2698	1661	1	0	63	2	7	0	6	0	12	0	0	0	1	0	0	0	37	8	0	0	0	0	157	5	0	0	0	0	0	0	0	22	0	12	5	0	0	0	32	0	0	0	1	0	6	0	0	1	1	18	0	3	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	92	"AWI"	92	916	2785	1741	2	0	44	6	1	0	5	0	7	0	0	0	0	0	6	0	27	45	0	0	0	0	241	1	0	0	0	0	0	0	0	23	0	10	4	0	0	0	31	0	0	0	1	0	1	0	0	1	1	3	1	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	96	"AWI"	96	966	2896	1825	0	0	30	0	1	0	2	0	4	0	0	0	0	0	1	0	24	32	0	0	0	0	252	2	0	0	0	0	0	0	0	54	0	11	2	0	0	0	51	0	0	0	5	0	1	0	0	0	0	10	0	0	0
14560	22828	"Preluca Tiganului"	47.809986	23.52917	100	"AWI"	100	1014	3010	1911	0	0	42	4	6	0	16	0	6	0	0	0	1	0	6	0	19	30	0	0	0	0	207	1	0	0	0	0	0	0	0	28	0	8	8	0	0	0	42	0	0	0	5	0	0	0	0	1	1	11	0	0	0
