"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26212	45704	"Øygardstjønn"	59.625946	7.986352	680	"AWI"	680	2784	3746	3354	0	25	1	0	1	0	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	2	0	0	1	0	10	0	1	0	0	330	0	0	1	5	0	0	0	0	2	0	2	0	0	2	2	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	688	"AWI"	688	3134	3849	3562	0	36	0	0	1	0	0	165	0	0	0	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	11	0	3	0	0	345	0	0	0	11	0	0	0	0	0	0	0	0	0	4	3	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	696	"AWI"	696	3541	4002	3758	0	52	0	0	0	0	0	139	0	0	0	0	0	7	0	5	0	0	0	1	0	1	0	0	2	0	9	0	2	0	0	348	0	0	0	8	0	0	0	0	4	0	1	0	1	1	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	704	"AWI"	704	3706	4279	3970	0	53	0	0	0	0	0	166	0	0	0	0	0	5	0	8	0	0	0	0	0	3	0	0	4	0	7	0	1	0	0	272	0	0	0	7	0	0	0	0	4	0	1	0	0	1	3	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	712	"AWI"	712	3820	4664	4171	0	53	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	3	0	0	1	0	7	0	1	0	0	296	0	0	1	12	0	0	0	0	1	0	0	0	0	4	1	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	720	"AWI"	720	3945	5004	4395	0	49	0	0	1	0	0	154	0	0	0	0	0	4	0	8	0	0	0	0	0	2	0	0	1	0	8	0	0	0	0	303	0	0	0	8	0	0	0	0	2	0	4	0	0	2	2	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	728	"AWI"	728	4104	5180	4615	0	45	0	0	1	0	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	3	0	0	0	0	9	0	1	0	0	323	0	0	1	19	0	0	0	0	1	0	1	0	3	3	1	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	736	"AWI"	736	4298	5366	4831	0	34	0	0	0	0	0	0	0	0	0	0	0	2	0	10	0	0	0	0	0	4	0	0	1	0	8	0	2	0	0	371	0	0	0	8	0	0	1	0	1	0	3	0	0	4	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	744	"AWI"	744	4531	5547	5053	0	52	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	2	0	0	1	0	5	0	1	0	0	238	0	0	1	11	0	0	0	0	0	0	2	0	0	5	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	752	"AWI"	752	4762	5721	5286	0	68	0	0	0	0	0	0	0	0	0	0	0	3	0	5	0	0	0	0	0	2	0	0	1	0	18	0	1	0	1	323	0	0	2	13	0	0	0	0	2	0	1	0	0	3	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	760	"AWI"	760	4998	5860	5536	0	59	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0	0	5	0	11	0	1	0	0	311	0	0	1	9	0	0	0	0	0	0	1	0	1	5	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	768	"AWI"	768	5488	5973	5721	0	38	0	0	0	0	0	127	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	1	0	7	0	1	0	0	329	0	0	0	10	0	0	0	0	1	0	0	0	0	4	1	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	776	"AWI"	776	5710	6163	5921	0	62	0	0	0	0	0	0	0	0	0	0	0	3	1	8	0	0	0	0	0	1	0	0	5	0	8	0	3	0	1	0	0	0	0	4	0	0	1	0	3	0	6	0	0	4	2	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	784	"AWI"	784	5839	6433	6106	0	66	0	0	1	0	0	0	0	0	0	0	0	9	0	7	0	0	0	0	0	3	0	0	7	0	4	0	5	0	0	315	0	0	2	2	0	0	1	0	6	0	4	0	0	6	1	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	792	"AWI"	792	5958	6694	6296	0	84	0	0	0	0	0	258	0	0	0	0	0	16	0	4	0	0	0	0	0	1	0	0	4	0	16	0	0	0	0	256	0	0	5	12	0	0	0	0	6	0	3	0	0	10	1	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	800	"AWI"	800	6063	6891	6493	0	83	0	0	0	0	0	150	0	0	0	0	0	9	0	7	0	0	0	0	0	0	0	0	3	0	9	0	2	0	0	245	0	0	0	4	0	0	0	0	2	0	3	0	0	6	1	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	808	"AWI"	808	6272	7015	6704	0	64	0	0	1	0	0	173	0	0	0	0	0	6	0	6	0	0	0	0	0	0	0	0	9	0	10	0	0	0	0	0	0	0	0	4	0	0	0	0	4	0	2	0	2	6	2	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	816	"AWI"	816	6636	7121	6889	0	92	0	0	0	0	0	181	0	0	0	0	0	11	0	9	0	0	0	0	0	1	0	0	7	0	8	0	1	0	0	0	0	0	7	7	0	0	0	0	2	0	1	0	0	9	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	824	"AWI"	824	6846	7337	7103	0	84	0	0	0	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	6	1	0	6	0	8	0	0	0	0	246	0	0	3	9	0	0	0	0	1	0	3	0	2	11	2	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	832	"AWI"	832	6983	7758	7310	0	93	0	0	0	0	0	222	0	0	0	0	0	16	0	5	0	0	0	0	0	2	0	0	3	0	8	0	0	0	0	0	0	0	3	7	0	0	0	0	3	0	0	0	0	11	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	840	"AWI"	840	7090	8062	7541	0	62	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	1	2	0	8	0	0	0	0	405	0	0	0	2	0	0	0	0	1	0	0	0	1	3	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	848	"AWI"	848	7309	8210	7789	0	99	0	0	1	0	0	0	0	0	0	0	0	17	0	10	0	0	0	0	0	2	0	0	7	0	3	0	1	0	1	211	0	0	9	6	0	0	0	0	7	0	3	0	0	16	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	856	"AWI"	856	7606	8357	8022	0	131	0	0	2	0	0	0	0	0	0	0	0	25	0	4	0	0	0	0	0	1	0	0	5	0	7	0	0	0	0	258	0	0	5	5	0	0	0	0	5	0	4	0	0	0	2	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	864	"AWI"	864	7965	8499	8256	0	108	0	0	0	0	0	0	0	0	0	0	0	5	0	8	0	0	0	0	1	3	0	0	1	0	13	0	0	0	0	238	0	0	3	9	0	0	0	0	2	0	4	0	0	9	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	872	"AWI"	872	8286	8725	8501	0	86	0	0	1	0	0	0	0	0	0	0	0	11	0	3	0	0	0	0	0	0	0	0	1	0	29	0	1	0	0	442	0	0	1	15	0	0	0	0	2	0	0	0	0	7	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	880	"AWI"	880	8405	9352	8797	0	32	1	0	0	0	0	0	0	0	0	0	0	32	0	2	0	0	0	0	0	1	0	0	1	0	23	0	2	0	0	349	0	0	1	8	0	0	0	0	3	0	0	0	0	8	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	888	"AWI"	888	8639	9570	9147	0	38	0	0	1	0	0	0	0	0	0	0	0	35	0	6	0	0	1	0	0	0	0	0	0	0	16	0	1	0	0	302	0	0	0	7	0	0	0	0	3	0	1	0	1	4	1	1
26212	45704	"Øygardstjønn"	59.625946	7.986352	896	"AWI"	896	9145	9808	9423	0	42	0	0	1	0	0	166	0	0	0	0	0	36	0	2	0	0	1	0	0	0	0	0	4	0	28	0	0	0	0	263	0	0	1	7	0	0	0	0	2	0	0	0	0	4	1	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	904	"AWI"	904	9501	10184	9766	0	6	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	1	0	12	0	1	0	0	364	0	0	0	8	0	0	0	0	4	0	1	0	0	1	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	908	"AWI"	908	9562	10618	9955	0	6	0	0	0	0	0	0	0	0	0	0	0	47	0	4	0	0	0	0	0	0	0	0	1	0	25	0	2	0	0	344	0	0	0	3	0	0	0	0	8	0	1	0	0	7	1	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	912	"AWI"	912	9678	10936	10144	0	1	0	0	0	0	0	0	0	0	0	0	0	33	0	10	0	0	0	0	0	0	0	0	1	0	17	0	2	0	0	436	0	0	3	7	0	0	0	0	3	0	0	0	1	7	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	916	"AWI"	916	9796	11088	10373	0	1	0	0	1	0	0	155	1	0	0	0	0	42	0	3	0	0	0	0	0	1	0	0	3	0	8	0	2	0	0	285	0	0	1	8	0	0	0	0	6	0	0	0	0	5	1	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	920	"AWI"	920	9872	11369	10569	0	0	0	0	0	0	0	116	0	0	0	0	0	53	0	8	1	0	0	0	0	1	0	0	2	0	13	0	2	0	0	549	0	0	3	4	0	0	0	0	12	0	1	0	0	1	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	924	"AWI"	924	10100	11454	10783	0	0	0	0	0	0	0	72	0	0	0	0	0	32	1	0	0	0	0	0	0	1	0	0	0	0	5	0	2	0	0	461	0	0	0	1	0	0	0	0	6	0	1	0	0	3	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	928	"AWI"	928	10242	11585	11001	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	1	0	0	0	0	0	0	0	1	0	10	0	0	0	0	469	0	0	0	1	0	0	0	0	3	0	1	0	0	3	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	932	"AWI"	932	10530	11719	11187	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	5	1	0	1	0	0	0	0	0	3	0	12	0	3	0	0	384	0	0	0	0	0	0	0	0	4	0	0	0	0	5	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	936	"AWI"	936	10941	11805	11364	0	0	0	0	0	0	0	105	1	0	0	0	0	37	0	0	5	0	0	0	0	0	0	0	2	0	14	0	2	0	0	396	0	0	2	1	0	0	0	0	8	0	0	0	0	8	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	940	"AWI"	940	11179	11960	11568	0	0	1	0	1	0	0	0	0	0	0	0	0	27	0	0	5	0	0	0	0	0	0	0	4	0	21	0	0	0	0	378	0	0	0	2	0	0	0	0	4	0	0	0	0	1	1	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	944	"AWI"	944	11342	12113	11702	0	0	0	0	0	0	0	193	0	0	0	0	0	12	0	2	31	0	0	0	0	0	0	0	7	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	2	0	0
26212	45704	"Øygardstjønn"	59.625946	7.986352	948	"AWI"	948	11400	12419	11823	0	0	1	0	1	0	0	0	0	0	0	0	0	10	0	5	39	0	0	0	0	0	0	0	4	1	40	0	0	0	0	114	0	0	0	0	0	0	0	0	6	1	0	0	0	1	1	0
