"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15898	24469	"Fréchencourt"	49.95	2.43333	50	"AWI"	50	2542	3165	2869	0	0.0633713561470215	1.33079847908745	0.760456273764259	0.82382762991128	0.0633713561470215	0.316856780735108	4.1191381495564	0.190114068441065	0	4.43599493029151	0	0	0.380228136882129	0.0633713561470215	0.190114068441065	0	3.80228136882129	43.5361216730038	0.126742712294043	0	0.697084917617237	0	0.506970849176172	1.01394169835234	0	0.0633713561470215	0	0.0633713561470215	0	0	0	0	0.570342205323194	1.26742712294043	20.1520912547529	0.443599493029151	0	9.37896070975919	0.82382762991128	0	2.47148288973384	0.82382762991128	0.506970849176172	0	0	0.380228136882129	0.0633713561470215	0.126742712294043	0	0.316856780735108	0.126742712294043	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	60	"AWI"	60	2722	3295	3028	0	0.104493207941484	1.72413793103448	0.156739811912226	0.626959247648903	0.208986415882968	0.0522466039707419	1.56739811912226	0.992685475444096	0	3.239289446186	0	0	0.313479623824451	0	0	0.0522466039707419	5.74712643678161	43.6781609195402	0	0	0	0	0.888192267502612	1.20167189132706	0	0	0	0.0522466039707419	0	0	0.104493207941484	0	0.365726227795193	1.46290491118077	20.7419017763845	0.26123301985371	0.104493207941484	8.88192267502612	1.51515151515152	0	1.82863113897597	0.783699059561128	0.992685475444096	0.156739811912226	0	0.417972831765935	0.104493207941484	0	0	0.83594566353187	0.731452455590387	0.0522466039707419	0	0.0522466039707419
15898	24469	"Fréchencourt"	49.95	2.43333	70	"AWI"	70	2919	3430	3188	0	0.0796812749003984	1.11553784860558	0.796812749003984	1.51394422310757	0.0796812749003984	0	2.54980079681275	0.796812749003984	0	8.36653386454183	0.0796812749003984	0	0.239043824701195	0	0.557768924302789	0.0796812749003984	4.38247011952191	19.2828685258964	0	0	0	0	1.75298804780877	2.23107569721116	0	0	0	0	0	0	0.159362549800797	0	0.557768924302789	3.10756972111554	30.2788844621514	0	0.0796812749003984	12.1115537848606	3.98406374501992	0	1.67330677290837	1.19521912350598	2.31075697211155	0.0796812749003984	0	0	0	0	0.0796812749003984	0.239043824701195	0.159362549800797	0.0796812749003984	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	80	"AWI"	80	3114	3562	3346	0	0	2.70531400966184	0.289855072463768	0.772946859903382	0.0966183574879227	0	0	0.676328502415459	0	2.41545893719807	0	0	0.289855072463768	0	0.483091787439614	0	9.66183574879227	49.8550724637681	0	0	1.06280193236715	0	0.676328502415459	1.64251207729469	0	0	0	0	0	0.483091787439614	0	0	0.772946859903382	0	12.0772946859903	0	0.0966183574879227	8.30917874396135	2.02898550724638	0	1.256038647343	0.772946859903382	0.869565217391304	0.193236714975845	0	0.289855072463768	0	0	0	1.15942028985507	1.06280193236715	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	90	"AWI"	90	3310	3692	3504	0	0	0.906618313689937	0.0906618313689937	0.0906618313689937	0.0906618313689937	0	0	0	0	0	0	0	0	0	0	0	1.99456029011786	73.9800543970988	0	0	0	0	1.08794197642792	0.99728014505893	0	0	0	0	0	0	0	0	1.4505893019039	0	4.44242973708069	0	0	11.5140525838622	0	0	0.181323662737987	0.453309156844968	1.4505893019039	0	0	0	0	0.362647325475975	0	0.634632819582956	0.271985494106981	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	100	"AWI"	100	3534	3810	3657	0	0.203942895989123	2.58327668252889	0.203942895989123	0.0679809653297077	0	0.747790618626785	0	0.407885791978246	0	0.203942895989123	0	0	0	0	0	0	10.3331067301156	31.6111488783141	0	0	0	0	0.407885791978246	0.407885791978246	0	0	0	0	0	0	0.0679809653297077	0	0.815771583956492	0	30.1835486063902	0	0.0679809653297077	16.8592794017675	0.407885791978246	0	0.407885791978246	0.203942895989123	0.271923861318831	0	0	0.0679809653297077	0.135961930659415	0.0679809653297077	0	2.85520054384772	0.407885791978246	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	110	"AWI"	110	3676	4014	3829	0.0620732464307883	0.248292985723153	6.08317815021726	0.124146492861577	0.310366232153942	0.310366232153942	0.186219739292365	0	0.186219739292365	0	0.0620732464307883	0	0	0.0620732464307883	0	0	0	15.3320918684047	43.9478584729981	0	0	0	0	0.248292985723153	2.97951582867784	0	0	0	0	0	0	0	0	1.0552451893234	0	11.1731843575419	0	0	11.4214773432651	0	0	0.682805710738672	0.186219739292365	0.558659217877095	0	0	0	0.0620732464307883	0.248292985723153	0	3.22780881440099	1.24146492861577	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	115	"AWI"	115	3750	4105	3914	0	0.205058099794942	4.85304169514696	0	0.0683526999316473	0.205058099794942	0.273410799726589	0	0.0683526999316473	0	0.0683526999316473	0	0	0	0	0	0	15.9261790840738	50.580997949419	0	0	0	0	0.273410799726589	4.64798359535202	0	0	0	0	0	0	0	0	0.683526999316473	0	5.33151059466849	0	0	12.8503075871497	0	0	0.546821599453178	0	0.341763499658236	0	0	0	0	0.136705399863295	0	1.77717019822283	1.161995898838	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	120	"AWI"	120	3824	4192	3999	0	0.281425891181989	7.12945590994371	0	0.0938086303939962	0.281425891181989	0	0	0	0	0	0	0	0	0	0.0938086303939962	0	27.8611632270169	31.8949343339587	0	0	0	0	0.375234521575985	5.72232645403377	0	0	0	0	0	0	0	0	1.12570356472795	0	6.09756097560976	0	0	14.1651031894934	0	0	0.375234521575985	0.187617260787992	0.187617260787992	0	0	0	0	0.281425891181989	0	2.34521575984991	1.50093808630394	0	0	0
15898	24469	"Fréchencourt"	49.95	2.43333	125	"AWI"	125	3902	4279	4086	0	0.298804780876494	11.2549800796813	0	0	0.49800796812749	0	0	0.149402390438247	0	0.149402390438247	0	0	0	0	0	0	28.9342629482072	25.597609561753	0	0	0	0	0.249003984063745	4.8804780876494	0	0	0	0	0	0	0	0	0.796812749003984	0	5.97609561752988	0	0	17.3804780876494	0	0	0.547808764940239	0	0.348605577689243	0	0	0	0	0	0	2.09163346613546	0.846613545816733	0	0	0
