"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3319	4311	"Lac Noir"	45.45194	2.62278	275	"AWI"	275	2379	4690	3541	36	0	39	0	0	1	0	0	47	1	0	0	0	0	0	0	0	24	0	5	0	0	3	0	0	93	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	50	0	0	0	0	0	0	1	0	0	0	1	0	0	1	2	1	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	281	"AWI"	281	2444	4793	3642	51	0	32	0	0	0	1	0	50	0	0	0	0	0	0	0	0	15	0	4	0	0	0	0	0	118	3	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	285	"AWI"	285	2498	4839	3704	49	0	32	0	0	1	1	0	40	0	0	0	0	0	0	0	0	18	0	6	0	0	2	0	1	101	2	0	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	50	0	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	290	"AWI"	290	2602	4897	3778	65	1	23	0	0	1	1	0	18	0	0	0	0	0	0	0	0	20	0	5	0	0	0	0	0	115	7	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	29	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	295	"AWI"	295	2677	4954	3850	74	0	34	0	0	0	0	0	41	1	0	0	0	0	0	0	0	18	0	9	0	0	3	0	0	115	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	2	0	33	0	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	299	"AWI"	299	2727	5006	3908	57	0	33	0	0	0	0	0	17	0	0	0	0	1	0	0	0	9	0	2	0	0	11	0	0	124	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	64	0	1	0	0	0	1	1	0	0	0	0	0	0	0	3	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	301	"AWI"	301	2749	5030	3944	40	0	31	0	0	0	1	0	43	0	0	0	0	0	0	0	0	30	0	4	0	0	16	0	0	97	0	0	0	0	0	0	1	0	0	0	0	2	2	0	0	0	0	72	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	305	"AWI"	305	2791	5091	4012	34	0	29	1	0	0	0	0	39	0	1	0	0	0	0	0	0	17	0	1	0	0	4	0	0	90	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	310	"AWI"	310	2838	5172	4088	42	0	24	0	0	0	0	0	24	0	0	0	0	0	0	0	0	45	0	5	0	0	6	0	0	127	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	35	0	1	0	0	0	0	2	1	1	0	0	0	0	1	1	0	0	1
3319	4311	"Lac Noir"	45.45194	2.62278	315	"AWI"	315	2933	5225	4165	55	0	29	0	0	0	0	0	10	1	1	0	0	0	0	0	0	31	0	6	0	0	0	0	0	112	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	48	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	320	"AWI"	320	3035	5259	4248	56	1	36	0	0	0	1	0	14	0	0	0	0	0	0	0	0	25	0	4	0	0	0	0	0	139	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	63	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	325	"AWI"	325	3123	5310	4324	39	0	32	0	0	0	0	0	50	0	0	0	1	0	0	0	0	27	0	2	0	0	0	0	0	92	2	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	47	0	0	0	0	0	1	5	1	0	0	0	0	0	2	2	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	330	"AWI"	330	3220	5370	4402	68	0	29	0	0	0	0	0	15	0	0	0	0	0	0	0	0	29	0	7	0	0	0	0	0	103	1	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	42	0	0	0	0	1	0	3	1	0	0	0	0	0	5	1	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	335	"AWI"	335	3296	5425	4481	20	0	16	0	0	0	0	0	5	0	0	0	0	0	0	0	0	26	0	1	0	0	3	0	0	82	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	340	"AWI"	340	3346	5525	4557	16	0	24	0	0	0	1	0	13	0	0	0	0	0	0	0	0	36	0	8	0	0	9	0	0	66	2	0	0	0	0	1	0	0	0	0	0	4	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	2	0	0	3	1	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	345	"AWI"	345	3459	5555	4631	20	0	16	0	0	0	0	0	5	0	0	0	0	0	0	0	0	26	0	1	0	0	3	0	0	82	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	349	"AWI"	349	3538	5588	4691	21	0	53	1	0	0	1	0	21	0	0	1	0	0	0	0	0	52	0	18	0	0	10	0	1	80	5	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	57	0	0	0	0	0	0	0	1	0	0	0	0	0	7	3	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	351	"AWI"	351	3569	5608	4728	49	1	36	0	0	0	0	0	22	0	0	0	0	0	0	0	0	31	0	3	0	0	9	0	0	116	1	0	0	0	0	0	0	0	0	0	0	5	0	0	0	1	0	33	0	0	1	0	0	0	2	0	0	0	0	0	0	3	5	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	355	"AWI"	355	3640	5646	4797	54	0	32	0	1	0	0	0	29	0	0	0	0	2	0	0	0	30	0	1	0	0	24	0	0	89	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	60	0	0	0	0	0	0	1	0	0	0	0	0	0	5	2	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	360	"AWI"	360	3716	5707	4881	35	0	17	0	0	0	0	0	10	1	0	0	0	0	0	0	0	44	0	13	0	0	5	0	1	119	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	53	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	365	"AWI"	365	3779	5773	4951	38	0	40	0	0	0	1	0	24	0	0	0	0	0	0	0	0	60	0	7	0	0	7	0	0	103	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	55	0	0	0	0	0	0	1	0	0	0	0	1	0	4	1	1	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	370	"AWI"	370	3857	5843	5023	24	0	35	0	0	0	0	0	10	0	0	0	0	0	0	0	0	46	0	6	0	0	15	0	0	106	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	55	0	0	0	0	0	0	1	0	0	0	0	0	0	2	1	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	375	"AWI"	375	3966	5869	5099	33	0	36	0	0	0	1	0	7	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	121	4	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	380	"AWI"	380	4061	5903	5173	32	0	31	0	0	0	1	0	10	0	0	0	0	0	0	0	0	16	0	8	0	0	3	0	0	141	4	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	54	1	1	0	0	1	0	2	2	0	0	0	0	0	2	1	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	385	"AWI"	385	4134	5938	5249	72	0	30	1	0	0	0	0	12	0	1	0	0	0	0	0	0	21	0	6	0	0	0	0	0	85	2	0	0	0	0	0	0	0	0	0	0	6	0	0	0	1	0	62	0	1	0	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	390	"AWI"	390	4210	6001	5332	115	0	51	0	0	0	0	0	13	0	0	0	0	0	0	0	0	24	0	2	0	0	3	0	0	59	2	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	47	0	0	0	0	0	1	0	0	0	0	1	0	0	5	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	395	"AWI"	395	4279	6064	5406	63	0	28	1	0	0	1	0	17	1	0	0	0	0	0	0	0	24	0	3	0	0	0	0	1	94	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	65	0	5	0	0	0	0	0	6	0	0	1	0	0	5	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	399	"AWI"	399	4363	6102	5466	75	0	28	0	0	0	1	0	14	1	0	0	0	0	0	0	0	39	0	1	0	0	0	0	0	81	5	0	0	0	0	0	0	0	1	0	0	4	0	0	0	1	0	71	0	0	0	0	0	1	1	0	0	0	0	0	0	3	0	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	402	"AWI"	402	4466	6109	5506	30	0	18	0	0	0	0	0	9	0	0	0	0	0	0	0	0	61	0	37	0	0	0	1	0	57	2	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	67	0	0	0	0	0	0	1	17	0	0	0	0	0	1	3	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	405	"AWI"	405	4574	6122	5547	24	0	19	0	0	0	1	0	45	0	0	0	0	0	0	0	0	26	0	13	0	0	18	0	0	84	4	0	1	0	0	0	0	0	0	0	0	7	0	0	0	0	0	67	0	0	1	0	0	0	2	0	0	0	2	0	0	5	3	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	410	"AWI"	410	4724	6143	5616	38	0	15	0	1	1	1	0	20	1	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	160	3	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	48	0	1	0	0	0	1	0	0	0	0	0	0	0	5	8	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	415	"AWI"	415	4819	6175	5692	25	0	12	0	0	1	1	0	11	0	0	0	0	0	0	0	0	37	0	6	0	0	7	0	0	157	8	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	1	1	0	0	0	1	0	0	0	0	0	0	0	3	3	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	420	"AWI"	420	4908	6217	5769	52	0	21	0	0	0	0	0	13	0	0	0	0	0	0	0	0	25	0	2	0	0	0	1	0	134	4	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	54	0	0	0	0	0	1	1	0	0	0	0	0	0	3	5	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	425	"AWI"	425	4969	6281	5845	18	0	4	0	0	0	0	0	8	0	0	0	0	0	0	0	0	18	0	1	0	0	18	0	0	92	3	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	0	0	5	3	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	430	"AWI"	430	5178	6296	5906	30	0	16	1	0	1	1	0	8	0	0	0	1	0	0	0	0	29	0	0	0	0	0	0	1	95	7	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	113	2	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	434	"AWI"	434	5334	6308	5958	25	1	27	0	0	0	1	0	19	0	0	0	0	0	0	0	0	35	0	0	0	0	9	0	0	107	5	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	91	0	4	0	0	0	1	2	0	0	0	1	0	0	3	2	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	440	"AWI"	440	5572	6333	6032	4	0	18	0	2	0	1	0	31	0	0	0	0	0	0	0	0	89	1	5	0	0	10	0	0	6	5	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	120	0	0	0	0	0	0	2	0	1	0	0	3	0	23	5	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	442	"AWI"	442	5647	6341	6059	21	0	8	1	0	1	0	0	28	0	0	1	0	0	0	0	0	75	0	10	0	0	0	0	1	12	9	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	116	0	1	1	0	0	0	2	1	0	0	0	0	0	24	7	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	445	"AWI"	445	5755	6364	6104	47	1	21	0	1	1	0	0	24	0	1	0	0	0	0	0	0	56	0	12	0	0	2	0	1	51	7	0	0	0	0	0	0	0	1	0	0	6	0	0	0	1	0	64	0	0	1	0	1	1	4	0	0	0	2	1	0	15	2	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	447	"AWI"	447	5811	6381	6134	17	0	13	0	2	0	0	0	18	0	0	0	1	0	0	0	0	43	0	6	0	0	3	0	0	27	5	0	0	0	0	0	0	0	93	0	0	3	0	0	0	2	0	69	0	2	1	0	0	0	2	0	0	0	0	0	0	11	6	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	451	"AWI"	451	5910	6421	6193	0	0	4	1	0	0	0	0	10	0	0	0	0	0	0	0	0	20	0	4	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	43	0	1	0	0	0	0	0	0	0	0	0	0	0	11	4	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	455	"AWI"	455	5972	6466	6246	0	0	8	0	1	1	1	0	37	0	0	0	0	0	0	0	0	90	0	9	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	123	0	2	0	0	0	1	2	0	0	0	0	0	0	24	4	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	460	"AWI"	460	6027	6530	6302	1	2	11	0	1	0	1	0	67	0	0	0	0	0	0	0	0	67	0	13	0	0	8	1	0	2	16	0	0	0	0	0	0	0	3	0	0	4	0	0	0	0	0	101	0	0	0	0	0	0	1	0	1	0	0	0	0	39	11	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	465	"AWI"	465	6060	6629	6352	1	0	6	0	0	0	3	0	34	0	0	1	0	0	0	0	0	67	0	12	0	0	5	0	0	2	16	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	0	0	1	0	31	11	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	470	"AWI"	470	6083	6752	6401	1	1	2	0	0	1	1	0	28	0	0	0	0	0	0	0	0	25	0	82	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	0	0	0	0	15	6	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	475	"AWI"	475	6106	6878	6447	0	1	7	0	0	1	0	0	51	0	0	0	0	0	0	0	0	63	0	7	0	0	0	0	0	1	18	0	0	0	0	0	0	0	0	0	0	4	0	0	0	3	0	131	0	1	0	0	0	0	0	0	0	0	0	1	0	22	17	1	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	485	"AWI"	485	6168	7102	6549	0	0	5	0	0	0	0	0	35	0	0	0	0	0	0	0	0	49	0	17	0	0	0	0	0	0	15	0	0	0	0	0	0	0	1	0	0	5	0	0	0	0	0	114	0	0	0	0	0	2	0	1	0	0	0	0	0	25	11	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	490	"AWI"	490	6212	7156	6607	0	0	1	0	0	1	0	0	29	0	1	0	0	0	0	0	0	59	0	19	0	0	0	0	1	0	15	0	0	0	0	0	0	0	5	0	0	12	0	0	0	2	0	129	0	1	0	0	0	0	1	0	0	0	0	0	0	28	4	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	495	"AWI"	495	6255	7218	6671	0	1	1	0	0	4	1	0	31	0	0	0	0	0	0	0	0	64	0	11	0	0	0	1	1	0	28	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	141	0	0	1	0	1	0	0	1	0	0	0	0	0	31	15	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	499	"AWI"	499	6283	7273	6719	0	0	4	0	0	1	1	0	29	0	0	1	0	1	0	0	0	48	0	11	0	0	0	0	0	1	15	0	0	0	0	0	0	0	1	0	0	14	0	0	0	0	0	140	0	1	0	0	0	1	1	0	0	0	1	0	0	22	9	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	501	"AWI"	501	6292	7313	6742	1	0	5	0	1	0	0	0	17	0	2	0	0	0	0	0	0	51	0	13	0	0	0	1	0	0	25	1	0	0	0	0	0	0	1	0	0	7	0	0	0	1	0	111	0	0	0	0	0	1	3	0	1	0	0	0	0	19	9	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	505	"AWI"	505	6311	7386	6787	1	0	1	0	0	1	0	0	33	0	0	0	1	0	0	0	0	50	0	17	0	0	0	0	1	0	15	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	111	0	1	1	0	0	1	1	1	0	0	1	0	0	16	14	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	510	"AWI"	510	6329	7496	6841	0	0	3	0	1	1	0	0	25	0	1	0	0	0	0	0	0	72	0	8	0	0	0	0	0	0	18	0	0	0	0	0	0	0	1	0	0	7	0	0	0	0	0	148	0	0	0	0	0	1	1	1	0	0	0	0	0	23	10	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	515	"AWI"	515	6401	7525	6898	0	1	0	1	0	0	1	0	16	0	0	0	0	0	0	0	0	60	0	6	0	0	0	0	1	0	22	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	1	154	0	0	0	0	0	1	0	2	0	0	0	0	0	11	10	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	520	"AWI"	520	6449	7566	6952	0	1	1	0	0	1	1	0	19	0	0	0	0	0	0	0	0	80	0	6	0	0	2	0	0	0	10	0	0	0	0	0	0	0	1	0	0	9	0	0	0	2	0	151	0	0	1	0	0	1	0	0	1	0	1	0	0	17	10	0	0	1
3319	4311	"Lac Noir"	45.45194	2.62278	525	"AWI"	525	6496	7599	7014	0	1	2	0	1	0	0	0	27	1	0	0	0	0	0	0	0	66	0	7	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	10	0	0	0	1	0	108	0	1	0	0	0	0	1	0	0	0	1	0	0	33	12	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	530	"AWI"	530	6531	7651	7074	0	2	1	0	0	0	1	0	20	0	0	0	0	0	0	0	0	66	0	8	0	0	0	1	0	0	15	0	0	0	1	0	0	0	0	0	0	10	0	0	0	0	0	126	0	0	1	0	0	2	3	1	0	0	1	0	0	38	12	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	536	"AWI"	536	6562	7734	7145	0	0	1	0	0	0	1	0	6	0	0	0	0	0	0	0	0	70	0	6	0	0	0	0	0	0	22	0	0	0	0	0	0	0	2	0	0	8	0	0	0	0	0	140	0	0	0	0	1	0	1	3	0	0	1	0	0	36	9	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	540	"AWI"	540	6603	7774	7190	0	0	2	0	0	1	0	0	23	0	0	0	0	0	0	0	0	75	0	7	0	0	0	0	0	0	9	0	0	0	0	0	0	0	3	0	0	7	0	0	0	0	0	145	0	0	0	0	0	0	0	2	0	0	0	0	0	32	13	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	545	"AWI"	545	6679	7812	7247	0	1	4	1	0	1	0	0	32	0	0	0	0	0	0	0	0	55	0	7	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	124	0	0	1	0	1	0	0	1	0	0	0	0	0	28	14	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	548	"AWI"	548	6718	7838	7280	0	0	1	1	1	0	0	0	21	0	0	0	0	0	0	0	0	49	0	5	0	0	0	0	1	0	14	0	0	0	0	0	0	0	1	0	0	6	0	0	0	0	0	117	0	0	0	0	0	2	4	2	0	0	0	0	0	25	10	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	550	"AWI"	550	6736	7850	7304	0	1	1	0	0	1	0	0	21	0	0	0	0	0	0	0	0	92	0	3	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	1	0	141	0	0	0	0	0	2	1	0	1	0	0	0	0	40	14	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	555	"AWI"	555	6783	7893	7366	0	1	1	0	1	0	0	0	29	0	0	1	0	0	0	0	0	85	0	4	0	0	0	0	1	0	9	0	0	0	1	0	0	0	0	0	0	8	0	0	0	6	0	127	0	0	0	0	0	1	2	1	0	0	0	0	0	24	4	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	560	"AWI"	560	6818	7948	7429	0	1	1	0	1	0	1	0	19	1	0	1	0	0	0	0	0	75	0	1	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	111	0	0	1	0	0	1	1	1	1	0	0	0	0	31	13	1	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	565	"AWI"	565	6848	8018	7486	0	3	1	0	0	1	0	0	19	0	0	0	0	0	0	0	0	81	0	5	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	12	0	0	0	2	0	107	0	0	0	0	0	3	3	0	1	0	0	0	0	17	8	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	570	"AWI"	570	6929	8061	7543	0	0	0	0	1	0	1	0	26	0	0	0	0	0	0	0	0	89	0	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	14	0	0	0	1	0	102	0	0	0	0	0	0	2	1	0	0	1	0	0	38	14	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	575	"AWI"	575	7037	8082	7598	0	1	2	0	0	1	0	0	34	1	0	0	0	0	0	0	0	87	0	3	0	0	2	0	0	0	10	0	0	0	0	0	0	0	1	0	0	8	0	0	0	1	0	112	0	0	0	0	0	2	1	0	0	0	1	0	0	29	7	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	580	"AWI"	580	7114	8111	7652	1	0	0	0	1	1	0	0	22	0	0	0	0	0	0	0	0	78	0	4	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	6	0	0	0	4	0	121	0	0	1	0	1	2	2	1	0	0	0	0	0	20	12	0	1	1
3319	4311	"Lac Noir"	45.45194	2.62278	585	"AWI"	585	7166	8144	7710	0	0	1	0	1	0	1	0	32	0	0	0	0	0	0	0	0	91	0	3	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	117	0	0	0	0	1	0	2	0	0	0	0	0	0	26	9	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	590	"AWI"	590	7214	8183	7766	0	2	2	0	0	0	0	0	32	0	0	0	0	0	0	0	0	86	0	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	14	0	0	0	4	0	109	0	0	0	0	0	4	2	1	0	0	0	0	0	25	14	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	595	"AWI"	595	7253	8243	7825	0	2	0	0	0	1	0	0	53	0	1	0	0	0	0	0	0	66	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	0	0	0	2	0	127	0	0	1	0	1	1	3	1	0	0	0	0	0	25	13	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	598	"AWI"	598	7361	8257	7860	0	1	1	1	1	0	0	0	32	0	0	1	0	0	0	0	0	129	0	2	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	94	0	0	1	0	0	0	0	0	0	0	0	0	0	36	12	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	600	"AWI"	600	7428	8267	7885	0	0	0	0	1	1	1	0	30	0	0	0	0	0	0	0	0	97	0	1	0	0	0	1	0	0	7	0	0	0	0	0	0	0	1	0	0	9	0	0	0	1	0	105	0	0	0	0	0	2	3	0	0	0	0	0	0	27	9	0	0	1
3319	4311	"Lac Noir"	45.45194	2.62278	605	"AWI"	605	7589	8290	7945	0	1	1	1	0	0	0	0	52	0	0	1	0	0	0	0	0	84	0	13	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	8	2	0	0	4	0	103	0	0	0	0	0	1	2	1	0	0	0	0	0	39	19	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	610	"AWI"	610	7708	8323	8012	0	0	0	0	0	0	1	0	25	0	0	0	0	0	0	0	0	116	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	24	0	0	0	4	0	105	0	0	0	0	0	1	3	1	0	0	0	0	0	30	10	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	615	"AWI"	615	7793	8370	8084	0	1	1	0	0	0	0	0	26	0	0	1	0	0	0	0	0	80	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	4	1	115	0	0	0	0	0	4	4	3	0	0	0	0	0	37	20	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	620	"AWI"	620	7852	8452	8150	0	1	1	1	0	0	1	0	29	0	0	0	0	0	0	0	0	117	0	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	13	0	0	0	9	0	94	0	0	1	0	0	3	0	0	0	0	0	1	0	19	14	0	0	0
3319	4311	"Lac Noir"	45.45194	2.62278	625	"AWI"	625	7963	8558	8241	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	105	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	4	0	0	0	9	0	125	0	0	1	0	0	6	1	0	0	0	0	0	0	2	15	0	1	0
3319	4311	"Lac Noir"	45.45194	2.62278	630	"AWI"	630	8143	8709	8385	0	0	0	0	1	0	0	0	19	0	0	0	0	0	0	0	0	168	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	107	0	0	1	0	0	2	2	0	0	0	0	0	0	3	14	0	0	0
