"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Hypericaceae"	"Juniperus"	"Larix"	"Onagraceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Thalictrum"	"Tilia"	"Ulmus"	"Viburnum"
3385	4388	"Roztoki"	49.74255	21.54422	463	"AWI"	463	8878	10543	9793	15.3623188405797	0	0	0.579710144927536	0	0	0	0	0	40.5797101449275	2.31884057971015	0	0	0	0	0	0	0	0.289855072463768	0	6.08695652173913	0	0	2.89855072463768	0	2.60869565217391	0	0	0	0	0	0.579710144927536	0	9.56521739130435	18.2608695652174	0.869565217391304
3385	4388	"Roztoki"	49.74255	21.54422	468	"AWI"	468	9093	10677	9969	1.74672489082969	0	0	0.873362445414847	0	0	0	0	0	18.3406113537118	0.873362445414847	0	0	0	0	0	0	0	0	0	29.2576419213974	0	0	10.0436681222707	0	6.55021834061135	0	0	0.436681222707424	0	0	0.873362445414847	0	0	31.0043668122271	0
3385	4388	"Roztoki"	49.74255	21.54422	473	"AWI"	473	9325	10817	10142	0	0	0	1.06666666666667	0	0	0	0	0	7.2	4	0	0	0	0	0	0	0	0	0	10.1333333333333	0	0	41.6	0	1.86666666666667	0	0	0.533333333333333	0	0.266666666666667	0	0.266666666666667	0	33.0666666666667	0
3385	4388	"Roztoki"	49.74255	21.54422	478	"AWI"	478	9562	10953	10315	0.17921146953405	0	0	0.537634408602151	0	0	0	0	0	0.3584229390681	0.896057347670251	0	0	0	0	0	0	0	0	0	12.3655913978495	74.7311827956989	0	5.37634408602151	0	0	0	0	0	0	0	0	0	0	5.55555555555556	0
3385	4388	"Roztoki"	49.74255	21.54422	483	"AWI"	483	9750	11097	10496	0	0.16	0	0.32	0	0	0.16	0	0	0	0.64	0	0	0	0	0	0	0	0	0	2.88	81.12	0	9.28	0	0	0	0	0	0	0.16	0	0	0	5.28	0
3385	4388	"Roztoki"	49.74255	21.54422	488	"AWI"	488	9975	11236	10668	0	0	0	0.337268128161889	0	4.38448566610455	0	0	0	0	5.05902192242833	0	0	0	0	0	0	0	0	0	2.86677908937605	68.1281618887015	0	13.6593591905565	0	0	0	0	0	0	0.505902192242833	0	0	0	5.05902192242833	0
3385	4388	"Roztoki"	49.74255	21.54422	495	"AWI"	495	10292	11417	10909	0.219298245614035	0.219298245614035	0	1.31578947368421	0	14.4736842105263	0	0	0	0	2.41228070175439	0	0	0	0	0	0	0	0	0	1.31578947368421	64.4736842105263	0	14.0350877192982	0	0	0	0	0	0	0.219298245614035	0	0.657894736842105	0	0.657894736842105	0
3385	4388	"Roztoki"	49.74255	21.54422	500	"AWI"	500	10531	11558	11079	0	0.169491525423729	0	0	0	8.30508474576271	0	0	0	0	1.69491525423729	0	0	0	0	0	0.169491525423729	0	0	0	0.508474576271186	79.8305084745763	0	9.15254237288136	0	0	0	0	0.169491525423729	0	0	0	0	0	0	0
3385	4388	"Roztoki"	49.74255	21.54422	505	"AWI"	505	10814	11675	11244	0.104712041884817	0.418848167539267	0	2.72251308900524	0	3.35078534031414	0.104712041884817	0.104712041884817	0	0	2.5130890052356	0	0	0	0	0	5.44502617801047	0	0	0	0.104712041884817	81.7801047120419	0	2.93193717277487	0	0	0	0	0.104712041884817	0	0.31413612565445	0	0	0	0	0
3385	4388	"Roztoki"	49.74255	21.54422	510	"AWI"	510	11058	11812	11409	0.231481481481481	0.925925925925926	0	5.09259259259259	0	4.62962962962963	0	0	0	0	14.5833333333333	0	0	0	0	0	1.62037037037037	0	0	0	0	68.75	0	3.00925925925926	0	0	0	0	0.462962962962963	0	0	0	0.694444444444444	0	0	0
