"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fraxinus"	"Ostrya.Carpinus"	"Pinus"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"
26153	45406	"Niinsaare"	59.24806	27.54083	49	"AWI"	49	315	775	536	0	10.2783725910064	0	0	0	0	48.3940042826552	0	0.428265524625268	0	2.56959314775161	0.428265524625268	0	36.830835117773	0	0.428265524625268	0	0.214132762312634	0	0.214132762312634	0.214132762312634	0
26153	45406	"Niinsaare"	59.24806	27.54083	55	"AWI"	55	375	848	608	0	7.36842105263158	0	0	0.263157894736842	0	63.1578947368421	0	0.526315789473684	0	1.84210526315789	0	0	25.2631578947368	0	0.789473684210526	0	0	0	0.263157894736842	0.263157894736842	0.263157894736842
26153	45406	"Niinsaare"	59.24806	27.54083	60	"AWI"	60	428	908	671	0	7.07762557077625	0	0	0	0	34.2465753424658	0	0.45662100456621	0.228310502283105	1.82648401826484	0	0	54.5662100456621	0	0.228310502283105	0	0.228310502283105	0	0	0.228310502283105	0.91324200913242
26153	45406	"Niinsaare"	59.24806	27.54083	67	"AWI"	67	515	980	754	0	16.7630057803468	0	0	0	0	63.0057803468208	0	0.578034682080925	0	4.04624277456647	0	0.289017341040462	15.3179190751445	0	0	0	0	0	0	0	0
26153	45406	"Niinsaare"	59.24806	27.54083	73	"AWI"	73	588	1046	828	0	5.30612244897959	0	0	0.408163265306122	0	31.8367346938775	0	0.408163265306122	0	3.26530612244898	0	0	57.3469387755102	0	0.408163265306122	0	0.204081632653061	0	0.204081632653061	0.612244897959184	0
26153	45406	"Niinsaare"	59.24806	27.54083	79	"AWI"	79	659	1115	901	0	3.64963503649635	0	0.182481751824818	0.182481751824818	0	39.7810218978102	0	0.364963503649635	0.364963503649635	11.3138686131387	0	0	39.963503649635	2.00729927007299	0.364963503649635	0	0.364963503649635	0.182481751824818	0.182481751824818	0.547445255474453	0.547445255474453
26153	45406	"Niinsaare"	59.24806	27.54083	85	"AWI"	85	730	1180	971	0	3.46320346320346	0	0	0.216450216450216	0	39.1774891774892	0	1.08225108225108	0	8.22510822510823	0.216450216450216	0	46.5367965367965	0	0.865800865800866	0	0	0	0	0	0.216450216450216
26153	45406	"Niinsaare"	59.24806	27.54083	91	"AWI"	91	819	1240	1045	0	10.5494505494505	0	0	0.21978021978022	0	37.5824175824176	0	0.43956043956044	0	8.57142857142857	0	0	39.7802197802198	0	1.0989010989011	0	0	0	0	0	1.75824175824176
26153	45406	"Niinsaare"	59.24806	27.54083	96	"AWI"	96	885	1289	1104	0	8.06794055201699	0.212314225053079	0	0	0	50.7430997876858	0	1.06157112526539	0.212314225053079	10.4033970276008	0.212314225053079	0	26.3269639065817	0	1.06157112526539	0	0.424628450106157	0	0	0.212314225053079	1.06157112526539
26153	45406	"Niinsaare"	59.24806	27.54083	101	"AWI"	101	954	1338	1164	0	17.4496644295302	0.447427293064877	0	0.223713646532438	0	52.7964205816555	0	1.11856823266219	0.223713646532438	4.47427293064877	0	0.894854586129754	18.7919463087248	0.447427293064877	0.894854586129754	0	0.223713646532438	0	0	0.447427293064877	1.56599552572707
26153	45406	"Niinsaare"	59.24806	27.54083	107	"AWI"	107	1051	1390	1234	0	12.8712871287129	0	0	0	0	43.8118811881188	0	0.99009900990099	0	3.96039603960396	0	0	35.3960396039604	0	1.23762376237624	0	0	0	0.247524752475248	0.247524752475248	1.23762376237624
26153	45406	"Niinsaare"	59.24806	27.54083	114	"AWI"	114	1165	1451	1313	0	23.2558139534884	0	0	0	0	41.6279069767442	0	0.465116279069767	0.232558139534884	4.18604651162791	0.465116279069767	0	28.6046511627907	0	0.232558139534884	0	0	0	0	0.232558139534884	0.697674418604651
26153	45406	"Niinsaare"	59.24806	27.54083	118	"AWI"	118	1248	1481	1355	0	9.9537037037037	0	0	0	0	25.462962962963	0	0	0	3.24074074074074	0	0	59.7222222222222	0	0.231481481481481	0	0.231481481481481	0	0	0.925925925925926	0.231481481481481
26153	45406	"Niinsaare"	59.24806	27.54083	123	"AWI"	123	1323	1524	1409	0	14.1393442622951	0	0	0	0	41.8032786885246	0	0.819672131147541	0	2.25409836065574	0.204918032786885	0.204918032786885	37.0901639344262	0	2.04918032786885	0	0	0	0.409836065573771	0	1.02459016393443
26153	45406	"Niinsaare"	59.24806	27.54083	129	"AWI"	129	1375	1629	1485	0.217864923747277	12.8540305010893	0	0	0	0	26.5795206971678	0	0.65359477124183	0.217864923747277	2.8322440087146	0	0	54.0305010893246	0	1.52505446623094	0	0.217864923747277	0	0.435729847494553	0.217864923747277	0.217864923747277
26153	45406	"Niinsaare"	59.24806	27.54083	133	"AWI"	133	1406	1698	1532	0	18.4782608695652	0	0	0	0	23.2608695652174	0	0.217391304347826	0	8.69565217391304	0	0.217391304347826	46.7391304347826	0	1.30434782608696	0	0	0	0.217391304347826	0.434782608695652	0.434782608695652
26153	45406	"Niinsaare"	59.24806	27.54083	138	"AWI"	138	1446	1786	1592	0	8.29145728643216	0	0	0.50251256281407	0	30.6532663316583	0	0	0	22.3618090452261	0	0.251256281407035	36.4321608040201	0	0.251256281407035	0	0	0	0	0.753768844221105	0.50251256281407
26153	45406	"Niinsaare"	59.24806	27.54083	143	"AWI"	143	1490	1861	1652	0	12.2881355932203	0	0	0.423728813559322	0	28.1779661016949	0	0.423728813559322	0	5.72033898305085	0	0	51.0593220338983	0	1.27118644067797	0.211864406779661	0.211864406779661	0	0	0.211864406779661	0
26153	45406	"Niinsaare"	59.24806	27.54083	148	"AWI"	148	1535	1929	1709	0	15.668202764977	0	0	0.230414746543779	0	29.9539170506912	0	1.38248847926267	0	3.2258064516129	0	0.460829493087558	47.4654377880184	0	0.230414746543779	0	0	0	0.230414746543779	0.460829493087558	0.691244239631336
26153	45406	"Niinsaare"	59.24806	27.54083	152	"AWI"	152	1576	1982	1755	0	13.4117647058824	0	0	0.235294117647059	0	36.9411764705882	0	0.941176470588235	0	4.23529411764706	0	0.235294117647059	41.8823529411765	0	0.470588235294118	0	0.235294117647059	0	0	0.235294117647059	1.17647058823529
26153	45406	"Niinsaare"	59.24806	27.54083	156	"AWI"	156	1612	2037	1803	0	14.6788990825688	0	0	0.229357798165138	0	36.2385321100917	0	1.60550458715596	0	5.27522935779817	0.229357798165138	0.688073394495413	38.9908256880734	0	0.688073394495413	0	0.688073394495413	0	0	0.458715596330275	0.229357798165138
26153	45406	"Niinsaare"	59.24806	27.54083	161	"AWI"	161	1656	2094	1864	0	13.3333333333333	0	0	0	0	47.7777777777778	0	0	0	3.11111111111111	0	0	33.1111111111111	0	0.888888888888889	0	0.222222222222222	0	0	0.222222222222222	1.33333333333333
26153	45406	"Niinsaare"	59.24806	27.54083	166	"AWI"	166	1708	2160	1923	0	13.3484162895928	0	0	0.452488687782805	0	38.0090497737557	0.226244343891403	0	0	7.46606334841629	0	0.226244343891403	37.5565610859729	0	0.226244343891403	0	0	0	0.226244343891403	1.13122171945701	1.13122171945701
26153	45406	"Niinsaare"	59.24806	27.54083	170	"AWI"	170	1748	2213	1971	0	20.353982300885	0	0	0	0	44.6902654867257	0.221238938053097	0.442477876106195	0	3.76106194690266	0.442477876106195	0	27.8761061946903	0	0.442477876106195	0	0.221238938053097	0	0.221238938053097	1.10619469026549	0.221238938053097
26153	45406	"Niinsaare"	59.24806	27.54083	176	"AWI"	176	1816	2279	2044	0	18.580375782881	0	0	0.417536534446764	0	42.5887265135699	0	2.08768267223382	0	4.38413361169102	0.417536534446764	0	29.8538622129436	0	0.417536534446764	0	0.208768267223382	0	0.208768267223382	0.626304801670146	0.208768267223382
26153	45406	"Niinsaare"	59.24806	27.54083	181	"AWI"	181	1869	2340	2105	0	18.7654320987654	0	0	0	0	42.7160493827161	0	1.97530864197531	0	0.246913580246914	0	0	35.5555555555556	0	0	0	0	0	0	0.740740740740741	0
26153	45406	"Niinsaare"	59.24806	27.54083	185	"AWI"	185	1909	2382	2153	0	10.8888888888889	0	0	0.222222222222222	0	27.7777777777778	0	1.11111111111111	0	9.11111111111111	0.222222222222222	0.444444444444444	44.6666666666667	0	1.33333333333333	0.222222222222222	0	0	0.444444444444444	1.77777777777778	1.77777777777778
26153	45406	"Niinsaare"	59.24806	27.54083	190	"AWI"	190	1965	2436	2213	0	13.5254988913525	0	0	0	0	34.8115299334812	0	0.665188470066519	0	9.97782705099778	0.443458980044346	0	37.2505543237251	0	1.33037694013304	0	0	0	0	0.221729490022173	1.77383592017738
26153	45406	"Niinsaare"	59.24806	27.54083	194	"AWI"	194	2014	2478	2261	0	15.0423728813559	0	0	0	0	27.7542372881356	0	1.90677966101695	0	5.08474576271187	0	0	45.7627118644068	0	0.847457627118644	0	0	0	0	2.11864406779661	1.48305084745763
26153	45406	"Niinsaare"	59.24806	27.54083	199	"AWI"	199	2073	2531	2322	0	16.8975069252078	0	0	0.277008310249307	0	30.4709141274238	0	1.66204986149584	0	0.831024930747922	0	0	46.2603878116344	0	0.277008310249307	0	0	0	0	1.38504155124654	1.93905817174515
26153	45406	"Niinsaare"	59.24806	27.54083	203	"AWI"	203	2119	2572	2370	0	18.0851063829787	0	0	0.265957446808511	0	28.9893617021277	0	1.59574468085106	0	5.58510638297872	0.531914893617021	0	39.8936170212766	0	0.531914893617021	0	0.265957446808511	0	0.265957446808511	1.32978723404255	2.65957446808511
26153	45406	"Niinsaare"	59.24806	27.54083	212	"AWI"	212	2226	2659	2480	0	20.4545454545455	0	0	0.505050505050505	0	29.5454545454545	0	2.27272727272727	0	3.28282828282828	1.01010101010101	0	38.1313131313131	0	1.76767676767677	0	0.252525252525253	0	0.252525252525253	0.505050505050505	2.02020202020202
26153	45406	"Niinsaare"	59.24806	27.54083	219	"AWI"	219	2314	2723	2566	0.268817204301075	15.0537634408602	0	0	0.537634408602151	0	32.258064516129	0	2.41935483870968	0	4.83870967741935	0.537634408602151	0.268817204301075	37.9032258064516	0	3.2258064516129	0	0	0	0	0.806451612903226	1.88172043010753
26153	45406	"Niinsaare"	59.24806	27.54083	224	"AWI"	224	2380	2768	2627	0	15.7676348547718	0	0	0	0	27.1784232365145	0	2.69709543568465	0	11.6182572614108	0	0	37.7593360995851	0	1.45228215767635	0	0.20746887966805	0	0	1.03734439834025	2.28215767634855
26153	45406	"Niinsaare"	59.24806	27.54083	228	"AWI"	228	2435	2799	2677	0	24.1895261845387	0	0	0.498753117206983	0	25.4364089775561	0	2.7431421446384	0	5.98503740648379	0.249376558603491	0	38.6533665835411	0	0.498753117206983	0	0.249376558603491	0	0	1.24688279301746	0.249376558603491
26153	45406	"Niinsaare"	59.24806	27.54083	233	"AWI"	233	2501	2838	2734	0	16.9491525423729	0	0	0.282485875706215	0	25.1412429378531	0	2.25988700564972	0	8.75706214689266	0.282485875706215	0	42.3728813559322	0	1.12994350282486	0	0	0	0.282485875706215	1.9774011299435	0.564971751412429
26153	45406	"Niinsaare"	59.24806	27.54083	237	"AWI"	237	2544	2884	2775	0	14.1342756183746	0	0	0	0	37.8091872791519	0	0.706713780918728	0.706713780918728	10.6007067137809	0	0	30.3886925795053	0	1.06007067137809	0	0	0	0	3.53356890459364	1.06007067137809
26153	45406	"Niinsaare"	59.24806	27.54083	248	"AWI"	248	2644	3061	2881	0	14.2222222222222	0	0	0	0	35.5555555555556	0	1.55555555555556	0	4	0	0.444444444444444	38	0	1.33333333333333	0.222222222222222	0.888888888888889	0	0	1.77777777777778	2
26153	45406	"Niinsaare"	59.24806	27.54083	253	"AWI"	253	2694	3128	2929	0	19.4444444444444	0	0	0	0	33.1018518518519	0	0.694444444444444	0	2.08333333333333	0.231481481481481	0	41.2037037037037	0	0.925925925925926	0	0	0	0	1.62037037037037	0.694444444444444
26153	45406	"Niinsaare"	59.24806	27.54083	259	"AWI"	259	2752	3204	2992	0	15.5601659751037	0	0	0.20746887966805	0	45.2282157676349	0	0.829875518672199	0	2.9045643153527	0	0	31.1203319502075	0	1.45228215767635	0	0	0	0	0.829875518672199	1.86721991701245
26153	45406	"Niinsaare"	59.24806	27.54083	264	"AWI"	264	2800	3263	3045	0	14.9553571428571	0	0	0.223214285714286	0	27.0089285714286	0	1.78571428571429	0	5.35714285714286	0.446428571428571	0.446428571428571	46.875	0	0.446428571428571	0	0	0	0.223214285714286	1.11607142857143	1.11607142857143
26153	45406	"Niinsaare"	59.24806	27.54083	268	"AWI"	268	2843	3311	3085	0	19.2307692307692	0	0.32051282051282	0.32051282051282	0	37.8205128205128	0	1.92307692307692	0	6.73076923076923	0	0	26.2820512820513	0	1.92307692307692	0.32051282051282	0.641025641025641	0	0	1.6025641025641	2.88461538461538
26153	45406	"Niinsaare"	59.24806	27.54083	273	"AWI"	273	2892	3372	3137	0	18.1818181818182	0	0	0	0	39.2727272727273	0.363636363636364	3.63636363636364	0.727272727272727	1.09090909090909	0	0	29.0909090909091	0	1.45454545454545	0	0	0	0	3.27272727272727	2.90909090909091
26153	45406	"Niinsaare"	59.24806	27.54083	279	"AWI"	279	2953	3437	3198	0	15.0997150997151	0	0	0	0	33.9031339031339	0	1.42450142450142	0	1.70940170940171	0	0	44.7293447293447	0	0	0	0	0	0	0.56980056980057	2.56410256410256
26153	45406	"Niinsaare"	59.24806	27.54083	285	"AWI"	285	3008	3509	3262	0	19.5945945945946	0.225225225225225	0	0	0	37.1621621621622	0.225225225225225	4.05405405405405	0.45045045045045	2.02702702702703	0	0.225225225225225	31.3063063063063	0	1.12612612612613	0	0	0	0.675675675675676	1.12612612612613	1.8018018018018
26153	45406	"Niinsaare"	59.24806	27.54083	291	"AWI"	291	3073	3576	3323	0	20.3856749311295	0	0	0	0	43.2506887052342	0	0	0.275482093663912	2.20385674931129	0	0.275482093663912	27.5482093663912	0	0.275482093663912	0	0	0	0.826446280991736	2.20385674931129	2.75482093663912
26153	45406	"Niinsaare"	59.24806	27.54083	297	"AWI"	297	3138	3642	3388	0	22.6890756302521	0	0	0.280112044817927	0	38.655462184874	0	1.12044817927171	0	1.12044817927171	0	0	30.812324929972	0	0	0	0.280112044817927	0	0	2.52100840336134	2.52100840336134
26153	45406	"Niinsaare"	59.24806	27.54083	307	"AWI"	307	3237	3752	3492	0	16.2222222222222	0	0	0	0	50	0	1.77777777777778	0	0.666666666666667	0.222222222222222	0.222222222222222	24.2222222222222	0	1.11111111111111	0	0	0	0	0.888888888888889	4.66666666666667
26153	45406	"Niinsaare"	59.24806	27.54083	316	"AWI"	316	3337	3843	3588	0	17.9487179487179	0.466200466200466	0	0.466200466200466	0	37.5291375291375	0	3.26340326340326	0.233100233100233	1.86480186480186	1.3986013986014	0.466200466200466	26.5734265734266	0	1.63170163170163	0	0	0	0.699300699300699	3.4965034965035	3.96270396270396
26153	45406	"Niinsaare"	59.24806	27.54083	320	"AWI"	320	3378	3884	3629	0.205761316872428	29.6296296296296	0	0	0.411522633744856	0	37.6543209876543	0	3.7037037037037	0	2.05761316872428	0.205761316872428	0.205761316872428	18.9300411522634	0	0.617283950617284	0.205761316872428	0	0	0	1.85185185185185	4.32098765432099
26153	45406	"Niinsaare"	59.24806	27.54083	324	"AWI"	324	3420	3929	3669	0.198412698412698	31.9444444444444	0	0	0	0	31.9444444444444	0	1.78571428571429	0.198412698412698	0.396825396825397	0.198412698412698	0.198412698412698	23.8095238095238	0	1.78571428571429	0	0.198412698412698	0	0	2.77777777777778	4.56349206349206
26153	45406	"Niinsaare"	59.24806	27.54083	328	"AWI"	328	3468	3970	3711	0	26.2331838565022	0	0	0	0	35.8744394618834	0	3.1390134529148	0.224215246636771	0.672645739910314	0	0	24.4394618834081	0	1.34529147982063	0	0	0	0	3.81165919282511	4.26008968609865
26153	45406	"Niinsaare"	59.24806	27.54083	332	"AWI"	332	3512	4011	3753	0	24.6835443037975	0	0	0	0	40.295358649789	0	3.37552742616034	0	0.843881856540084	0	0	23.2067510548523	0	0.421940928270042	0	0	0	0	3.16455696202532	4.0084388185654
26153	45406	"Niinsaare"	59.24806	27.54083	336	"AWI"	336	3554	4048	3795	0	24.5283018867925	0.188679245283019	0	0	0	28.6792452830189	0	5.47169811320755	0.377358490566038	1.13207547169811	0	0.188679245283019	29.2452830188679	0	1.13207547169811	0	0	0	0.377358490566038	1.69811320754717	6.9811320754717
26153	45406	"Niinsaare"	59.24806	27.54083	340	"AWI"	340	3596	4096	3833	0	25.7756563245823	0.238663484486874	0	0	0	30.0715990453461	0	4.5346062052506	0.238663484486874	1.19331742243437	0	0	29.3556085918854	0	1.19331742243437	0	0	0	0.477326968973747	2.62529832935561	4.29594272076372
26153	45406	"Niinsaare"	59.24806	27.54083	344	"AWI"	344	3639	4132	3874	0	28.6384976525822	0	0	0	0	39.906103286385	0	1.17370892018779	0.469483568075117	0.938967136150235	0	0	23.943661971831	0	0.234741784037559	0	0	0	0	2.34741784037559	2.34741784037559
26153	45406	"Niinsaare"	59.24806	27.54083	348	"AWI"	348	3687	4174	3916	0	24.9475890985325	0	0	0.209643605870021	0	32.0754716981132	0	3.14465408805031	0.209643605870021	0.209643605870021	0	0.209643605870021	31.2368972746331	0	1.25786163522013	0.628930817610063	0.838574423480084	0	0.209643605870021	3.14465408805031	1.67714884696017
26153	45406	"Niinsaare"	59.24806	27.54083	352	"AWI"	352	3739	4211	3957	0	23.0912476722533	0	0	0	0	31.8435754189944	0	3.91061452513966	0.931098696461825	0.186219739292365	0	0	27.56052141527	0	1.67597765363128	0	0.186219739292365	0	0.558659217877095	3.35195530726257	6.70391061452514
26153	45406	"Niinsaare"	59.24806	27.54083	356	"AWI"	356	3777	4256	3998	0	18.2711198428291	0	0	0	0	39.6856581532416	0	2.16110019646365	0	0.196463654223969	0	0	30.2554027504912	0	0.392927308447937	0	0.392927308447937	0	0	2.75049115913556	5.89390962671906
