"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Corylus"	"Cyperaceae"	"Lamiaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Rosaceae"	"Salix"	"Tilia"	"Ulmus"
16180	25013	"Reviers"	49.30111	-0.46667	670	"AWI"	670	5883	6173	6016	29	3	0	0	0	3	26	47	0	4	1	20	16	2	1	5	0
16180	25013	"Reviers"	49.30111	-0.46667	680	"AWI"	680	5948	6219	6066	16	0	0	1	2	0	32	50	1	1	1	16	28	1	1	2	2
16180	25013	"Reviers"	49.30111	-0.46667	695	"AWI"	695	6007	6306	6142	16	0	0	0	1	3	24	45	0	1	2	18	24	1	0	1	0
16180	25013	"Reviers"	49.30111	-0.46667	765	"AWI"	765	6331	6669	6484	37	0	1	0	0	0	49	35	0	1	0	24	22	4	1	5	1
16180	25013	"Reviers"	49.30111	-0.46667	770	"AWI"	770	6353	6695	6508	37	0	1	0	0	0	49	35	0	1	0	24	22	4	1	5	1
16180	25013	"Reviers"	49.30111	-0.46667	865	"AWI"	865	6838	7202	6982	11	2	0	0	0	0	54	39	0	5	0	15	18	0	0	4	3
16180	25013	"Reviers"	49.30111	-0.46667	870	"AWI"	870	6863	7225	7010	11	2	0	0	0	0	54	39	0	5	0	15	18	0	0	4	3
16180	25013	"Reviers"	49.30111	-0.46667	1140	"AWI"	1140	8389	8707	8542	3	4	0	0	0	0	74	28	0	6	0	23	6	0	0	2	4
16180	25013	"Reviers"	49.30111	-0.46667	1145	"AWI"	1145	8414	8741	8570	3	4	0	0	0	0	74	28	0	6	0	23	6	0	0	2	4
