"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Myrica"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sequoia"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Viburnum"	"Violaceae"	"Vitaceae"
16102	24865	"Marais de Lisle"	47.42972	-1.49444	30	"AWI"	30	4	370	166	8.79478827361564	0	6.51465798045603	0.651465798045603	0	0.325732899022801	0	0	0	0.977198697068404	0	0	0	0.325732899022801	0	0	0.651465798045603	0.651465798045603	0	0	0	0	1.62866449511401	0.325732899022801	9.77198697068404	0	0	1.30293159609121	0	0.651465798045603	0	0	0	0	0	0.325732899022801	0.651465798045603	7.49185667752443	2.60586319218241	0	0	0.651465798045603	0	0	0	0	0	0.651465798045603	0.977198697068404	28.6644951140065	0	0	0	1.30293159609121	0	10.4234527687296	0	1.30293159609121	0	0	1.30293159609121	1.95439739413681	7.49185667752443	0	0	0	0	0.325732899022801	0	0	0.977198697068404	0	0.325732899022801	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	35	"AWI"	35	40	397	205	2.66666666666667	0.333333333333333	1.33333333333333	0.666666666666667	0	0	0.333333333333333	0	0	1	0.333333333333333	0	0	0.666666666666667	0	0	1	0.666666666666667	0	0	0	0	1	0	21.6666666666667	0	0.333333333333333	0.666666666666667	9.33333333333333	1	0.333333333333333	0	0	0	0	0	0.333333333333333	0	2.33333333333333	0	0.333333333333333	1	0	0	0.333333333333333	0.666666666666667	0	0.666666666666667	2	28	0	2	0	1	0	4.66666666666667	0	0	0.333333333333333	2	1.33333333333333	0	7.33333333333333	0.333333333333333	0	0	0	0.666666666666667	0	0	0.333333333333333	0	0.666666666666667	0	0	0.333333333333333
16102	24865	"Marais de Lisle"	47.42972	-1.49444	40	"AWI"	40	65	444	245	4.06091370558376	0	8.12182741116751	1.52284263959391	18.2741116751269	1.01522842639594	1.01522842639594	0	0	2.03045685279188	0	0.50761421319797	0	0	0	0	0.50761421319797	1.52284263959391	0	0	0	0	2.03045685279188	0	5.58375634517767	3.04568527918782	0	0	0	1.01522842639594	0	0	0	0	0	0	1.52284263959391	0	2.53807106598985	0	0	1.52284263959391	0.50761421319797	0	0	0	0	1.01522842639594	2.53807106598985	0	0	0	0	2.53807106598985	0	15.2284263959391	0	3.55329949238579	1.01522842639594	6.09137055837564	1.01522842639594	0	7.61421319796954	0	0	0	0	0.50761421319797	0	0	0.50761421319797	0	1.01522842639594	0.50761421319797	0	0.50761421319797
16102	24865	"Marais de Lisle"	47.42972	-1.49444	45	"AWI"	45	105	474	286	1.42857142857143	0	2.85714285714286	0.714285714285714	3.57142857142857	0.357142857142857	1.07142857142857	0	0	1.07142857142857	0.357142857142857	0.714285714285714	0	0	0	0	0.714285714285714	0.357142857142857	0.357142857142857	0	0	0	1.07142857142857	0	13.9285714285714	2.14285714285714	0	2.5	0	1.42857142857143	0	0	0	0	0	0.357142857142857	1.42857142857143	0	2.14285714285714	0	0.714285714285714	0.714285714285714	0.714285714285714	0.357142857142857	0	0.357142857142857	0	0.714285714285714	1.07142857142857	33.5714285714286	0	0	0	1.42857142857143	0.714285714285714	8.21428571428571	0	1.78571428571429	0.357142857142857	2.14285714285714	0.357142857142857	2.14285714285714	2.85714285714286	0.357142857142857	0	1.42857142857143	0	0	0	0	0.357142857142857	0	0.714285714285714	0	0	0.357142857142857
16102	24865	"Marais de Lisle"	47.42972	-1.49444	50	"AWI"	50	133	520	327	1.11940298507463	0	2.61194029850746	0.746268656716418	2.61194029850746	0.746268656716418	1.11940298507463	0	0	0.373134328358209	1.11940298507463	0.746268656716418	0	0.746268656716418	0	0	0.746268656716418	0.373134328358209	0.373134328358209	0.373134328358209	0	0	1.11940298507463	0	9.70149253731343	3.35820895522388	0.373134328358209	0	0	2.23880597014925	0	0	0	0.373134328358209	0.373134328358209	0.746268656716418	1.86567164179104	1.86567164179104	2.23880597014925	0	0.373134328358209	0.746268656716418	1.11940298507463	0	0	0.746268656716418	0	0.373134328358209	2.98507462686567	31.7164179104478	0	0	0	1.49253731343284	0.746268656716418	7.46268656716418	0	2.23880597014925	0.373134328358209	3.35820895522388	0.746268656716418	1.49253731343284	1.11940298507463	0.746268656716418	0	0	0	0.746268656716418	0.746268656716418	0	0.746268656716418	0	0.746268656716418	0	0	1.11940298507463
16102	24865	"Marais de Lisle"	47.42972	-1.49444	55	"AWI"	55	179	545	368	0.943396226415094	0.471698113207547	3.30188679245283	1.41509433962264	5.66037735849057	0.943396226415094	0.943396226415094	0.471698113207547	0	0	0	0.943396226415094	0	0.471698113207547	0.943396226415094	0	0.943396226415094	0.943396226415094	0	0	1.41509433962264	0	1.88679245283019	0.471698113207547	14.622641509434	4.71698113207547	0	2.35849056603774	0	3.77358490566038	0	0	0	0	0.943396226415094	0.471698113207547	2.83018867924528	0	0.943396226415094	0	0.471698113207547	0.943396226415094	0.943396226415094	0.471698113207547	0	0.943396226415094	0	0.471698113207547	1.88679245283019	0	0	5.18867924528302	0	1.88679245283019	0.943396226415094	9.43396226415094	0.471698113207547	5.66037735849057	1.88679245283019	3.77358490566038	1.41509433962264	3.30188679245283	2.35849056603774	0.471698113207547	0	0	0	1.88679245283019	0.471698113207547	0	0	0	0.943396226415094	0.471698113207547	0	0.471698113207547
16102	24865	"Marais de Lisle"	47.42972	-1.49444	60	"AWI"	60	208	585	409	0.826446280991736	0	7.02479338842975	0.826446280991736	7.02479338842975	0.826446280991736	1.2396694214876	0.413223140495868	0	1.2396694214876	0.413223140495868	0.826446280991736	0	0.413223140495868	1.65289256198347	0	0.413223140495868	0.413223140495868	0	0	0	0	2.89256198347107	0	15.2892561983471	4.95867768595041	0	0	0	4.54545454545455	0	0	0	0	0.413223140495868	0	1.65289256198347	0	0.826446280991736	0	0	1.2396694214876	0	0	0	0.826446280991736	0	0.826446280991736	1.2396694214876	0	0	0	0	1.65289256198347	1.2396694214876	11.5702479338843	0	2.06611570247934	3.71900826446281	0	0	0	18.595041322314	0	0	0	0	1.2396694214876	0	0	0	0	0.826446280991736	0	0	0.826446280991736
16102	24865	"Marais de Lisle"	47.42972	-1.49444	65	"AWI"	65	268	608	451	0.911854103343465	0.303951367781155	2.73556231003039	0.60790273556231	6.68693009118541	0.60790273556231	0.60790273556231	0	0	1.51975683890578	0.303951367781155	0.911854103343465	0	0	0.60790273556231	0	0	0.60790273556231	0	0	0	0.303951367781155	0.911854103343465	0	12.7659574468085	4.25531914893617	0	0	0	1.82370820668693	0	0	0	0	0.60790273556231	0	0.911854103343465	0	0.60790273556231	0	0	0.911854103343465	0.60790273556231	0	0	0.303951367781155	0	0.303951367781155	1.21580547112462	23.1003039513678	0	0	0	1.51975683890578	0.60790273556231	7.59878419452887	0	1.51975683890578	3.03951367781155	0	0	1.51975683890578	18.2370820668693	0	0	0	0	0.303951367781155	0	0	0	0	0.60790273556231	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	70	"AWI"	70	303	644	494	0.738007380073801	0	14.3911439114391	0.738007380073801	1.8450184501845	0	0.738007380073801	0	0	0.3690036900369	0	0.3690036900369	0	0	2.2140221402214	0	0	0.3690036900369	0	0	0	0	1.4760147601476	0	31.3653136531365	2.5830258302583	0	0	0	1.8450184501845	0	0	0	0	0	0	1.4760147601476	0	1.1070110701107	0	0	0.738007380073801	0	0	0	0.3690036900369	0	0.738007380073801	1.4760147601476	0	0	0	0	1.1070110701107	0.3690036900369	10.3321033210332	0.3690036900369	0	0.738007380073801	0	0	2.2140221402214	17.7121771217712	0	0	0	0	0	0.738007380073801	0	0	0	0.738007380073801	0	0	0.738007380073801
16102	24865	"Marais de Lisle"	47.42972	-1.49444	75	"AWI"	75	362	662	537	0.961538461538462	0	34.1346153846154	0.961538461538462	2.88461538461538	0	0	0	0	2.40384615384615	0	0	0	0	2.40384615384615	0	0	0	0	0	0	0	6.25	0	9.61538461538462	0	0	0	0	1.44230769230769	0	0	0	0	0	0	0.480769230769231	0	0	0	0	0	0	0	0	0.480769230769231	0	0	1.44230769230769	0	0	0	0	0	0	9.61538461538462	0	0	0.961538461538462	0	0	0	22.5961538461538	0	0	0	0	1.44230769230769	0	0	0	0	1.92307692307692	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	80	"AWI"	80	396	697	581	0.840336134453782	0	31.0924369747899	1.26050420168067	2.52100840336134	0	0	0	0	1.68067226890756	0	0	0	0	2.10084033613445	0	0	0.420168067226891	0	0	0	0	2.94117647058824	0	13.8655462184874	0	0	0	0	2.10084033613445	0	0	0	0.420168067226891	0	0	0.420168067226891	0	0.840336134453782	0	0	0.840336134453782	0	0	0	0.420168067226891	0	0	2.94117647058824	0	0	0	0	2.10084033613445	0	13.4453781512605	0	0	0.420168067226891	0	0	1.68067226890756	16.8067226890756	0	0	0	0	0.420168067226891	0	0	0.420168067226891	0	0	0	0	0
16102	24865	"Marais de Lisle"	47.42972	-1.49444	85	"AWI"	85	484	712	620	0.355871886120996	0	48.3985765124555	1.06761565836299	1.42348754448399	0.355871886120996	0.355871886120996	0	0	2.49110320284698	0	0	0	0.711743772241993	1.77935943060498	0	0	0.355871886120996	0	0	0	0.711743772241993	1.77935943060498	0	4.62633451957295	1.42348754448399	0	0	0	1.42348754448399	0	0	0	0	0	0	0.711743772241993	0	0.711743772241993	0	0	0.711743772241993	0	0	0	0.711743772241993	0	0.355871886120996	1.06761565836299	0	0	0	0	0.711743772241993	0.355871886120996	2.49110320284698	0	0	1.42348754448399	2.13523131672598	0	0	19.9288256227758	0	0	0	0	0.711743772241993	0	0	0	0	0.711743772241993	0	0	0
