"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Melanthiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
14469	22652	"Fláje - Kiefern"	50.681738	13.62231	260	"AWI"	260	8108	9508	8815	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	32	0	0	1	1	0	0	0	0	0	0	0	0	0	5	326	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	28	0
14469	22652	"Fláje - Kiefern"	50.681738	13.62231	270	"AWI"	270	8362	9748	9076	0	0	8	0	0	0	0	0	0	0	1	0	0	0	0	247	68	0	0	0	1	0	0	0	0	0	0	0	0	0	7	341	0	0	0	1	18	0	0	2	0	0	0	0	0	0	0	46	0
14469	22652	"Fláje - Kiefern"	50.681738	13.62231	280	"AWI"	280	8659	9971	9352	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	419	111	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	35	0	0	3	0	1	0	0	0	2	0	37	0
14469	22652	"Fláje - Kiefern"	50.681738	13.62231	290	"AWI"	290	9007	10195	9611	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	310	46	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	13	0	0	0	0	3	0	0	0	0	0	18	0
14469	22652	"Fláje - Kiefern"	50.681738	13.62231	300	"AWI"	300	9421	10389	9861	0	0	0	0	4	0	5	0	110	3	0	0	0	0	0	25	139	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	0	6	0	0	0	3	0	6	0
14469	22652	"Fláje - Kiefern"	50.681738	13.62231	310	"AWI"	310	9592	10556	10028	0	0	0	0	0	0	6	0	124	0	0	0	0	0	0	1	290	0	0	0	0	0	0	2	0	0	0	0	0	0	2	620	0	0	0	0	0	0	0	1	0	12	0	0	0	0	0	2	3
14469	22652	"Fláje - Kiefern"	50.681738	13.62231	315	"AWI"	315	9710	10630	10105	0	0	0	2	0	0	6	0	154	11	0	0	0	0	0	0	187	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	10	0	0	0	0	0	0	0
14469	22652	"Fláje - Kiefern"	50.681738	13.62231	320	"AWI"	320	9775	10732	10183	0	0	0	2	0	0	16	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	1	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	2	0	11	0	0	0	2	0	0	0
14469	22652	"Fláje - Kiefern"	50.681738	13.62231	322	"AWI"	322	9835	10764	10231	0	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	6	0	0	0	4	0	0	0
14469	22652	"Fláje - Kiefern"	50.681738	13.62231	324	"AWI"	324	9883	10806	10282	0	0	0	4	0	0	15	0	130	28	0	0	0	0	0	0	348	0	0	0	0	0	0	5	0	0	0	1	0	0	2	0	0	0	0	2	0	0	0	1	0	22	0	0	0	2	0	0	0
14469	22652	"Fláje - Kiefern"	50.681738	13.62231	328	"AWI"	328	9947	10945	10387	0	0	0	4	0	0	6	0	139	11	0	0	0	0	0	1	243	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0	20	0	0	0	4	0	0	0
14469	22652	"Fláje - Kiefern"	50.681738	13.62231	330	"AWI"	330	9973	11027	10434	0	0	0	2	0	0	19	0	113	6	0	0	0	0	1	0	296	0	0	0	0	0	0	8	0	0	0	0	0	0	0	339	0	0	0	0	0	0	0	0	0	20	0	0	0	1	0	0	0
14469	22652	"Fláje - Kiefern"	50.681738	13.62231	332	"AWI"	332	10043	11056	10486	0	0	0	3	0	0	11	0	111	18	1	0	0	0	0	1	310	0	0	0	0	0	0	23	0	0	0	1	0	0	0	218	0	0	0	1	0	0	0	1	0	27	0	0	0	6	0	0	0
14469	22652	"Fláje - Kiefern"	50.681738	13.62231	334	"AWI"	334	10100	11098	10537	0	0	0	2	0	0	11	0	133	9	0	0	0	0	1	0	356	0	0	0	0	0	0	1	0	0	0	0	0	0	1	428	0	0	0	7	0	0	0	0	0	13	0	0	0	3	0	0	0
14469	22652	"Fláje - Kiefern"	50.681738	13.62231	336	"AWI"	336	10151	11140	10588	0	0	0	0	0	0	16	0	119	18	0	0	0	0	0	0	315	0	0	0	0	0	0	5	0	1	0	2	0	0	0	218	0	0	0	1	0	0	0	1	0	21	0	0	0	8	0	0	0
14469	22652	"Fláje - Kiefern"	50.681738	13.62231	338	"AWI"	338	10189	11193	10641	0	0	0	1	0	0	16	0	116	13	0	0	0	0	0	0	250	0	0	0	0	0	0	0	0	0	1	4	0	0	0	469	0	0	0	3	0	0	0	1	0	22	0	0	0	6	0	0	0
14469	22652	"Fláje - Kiefern"	50.681738	13.62231	340	"AWI"	340	10220	11270	10687	0	0	0	2	0	0	14	0	0	0	0	0	0	0	1	0	359	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	18	0	0	0	1	0	0	0
