"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Geraniaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26127	45347	"Råtåsj¢en"	62.26667	9.83333	801	"AWI"	801	-56	220	62	0	4.54545454545455	0	0	0	0	0	0	0	0	0	0	0	13.6363636363636	0	0	0	0	0	0	0	28.030303030303	0	0	0	21.969696969697	0	0	29.5454545454545	0	0	0	0	0	0	0	0	0	0	0	0	0	2.27272727272727	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	804	"AWI"	804	7	926	365	0	2.5974025974026	0	0	0	0	0	0	0	0	0	0	0	12.987012987013	0	0	0	0	0	0	0	38.3116883116883	0	0	0	13.6363636363636	0	0	20.7792207792208	0	0	0.649350649350649	0	0	0	5.19480519480519	3.24675324675325	0	0.649350649350649	1.2987012987013	0	0	0.649350649350649	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	808	"AWI"	808	310	1255	797	0	3.00546448087432	0	0	0	0	47.8142076502732	0	0	0	0	0.819672131147541	0	8.19672131147541	0	0	0	0	0.273224043715847	0	0	21.3114754098361	0	0	0	1.91256830601093	0	0	10.655737704918	0	0	0.546448087431694	0	0	0	1.63934426229508	0	0	0	3.00546448087432	0	0	0.819672131147541	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	812	"AWI"	812	763	1504	1177	0	2.61780104712042	0.261780104712042	0	0	0	52.3560209424084	0	0	0	0	0.523560209424084	0	7.59162303664921	0	0	0	0	0.261780104712042	0	0	15.4450261780105	0	0	0	1.30890052356021	0	0	12.565445026178	0	0	0.785340314136126	0	0	0.261780104712042	0	3.40314136125654	0	0	2.35602094240838	0	0	0.261780104712042	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	816	"AWI"	816	1262	1660	1500	0	5.12820512820513	0	0	0	0	0	0	0	0	0	0.641025641025641	0	17.3076923076923	0	0	0	0	0.641025641025641	0	0	34.6153846153846	0	0	0	1.92307692307692	0	0	33.974358974359	0	0	1.28205128205128	0	0	0	0	0	0	0	2.56410256410256	0.641025641025641	0	1.28205128205128	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	819	"AWI"	819	1455	1839	1634	0	6.49350649350649	0	0	0	0	0	0	0	0	0	1.2987012987013	0	23.3766233766234	0	0	0	0	0	0	0	38.3116883116883	0	0	0	2.5974025974026	0	0	23.3766233766234	0	0	0	0	0	0	0	0	0	0	3.24675324675325	0	0	1.2987012987013	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	823	"AWI"	823	1544	2074	1778	0	8.38709677419355	1.29032258064516	0	0	0	0	0	0	0	0	0.645161290322581	0	19.3548387096774	0	0	0	0	0	0	0	35.4838709677419	0	0	0	1.93548387096774	0	0	22.5806451612903	0	0	1.29032258064516	0	0	0	3.2258064516129	0	0	0	5.16129032258065	0	0	0.645161290322581	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	827	"AWI"	827	1640	2237	1906	0	3.10734463276836	0	0	0	0	54.2372881355932	0	0	0	0	0.282485875706215	0	7.6271186440678	0	0	0	0	0	0	0	20.0564971751412	0	0	0	0	0	0	11.5819209039548	0	0	0.847457627118644	0	0	0	0	0	0	0.282485875706215	1.41242937853107	0	0.282485875706215	0.282485875706215	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	831	"AWI"	831	1730	2395	2040	0	2.90697674418605	0	0	0	0	53.1976744186046	0	0	0	0	0.290697674418605	0	10.7558139534884	0	0	0	0	0	0	0	17.1511627906977	0	0	0	0.290697674418605	0	0	11.9186046511628	0	0	0.581395348837209	0	0	0	0	2.03488372093023	0	0	0.872093023255814	0	0	0	0
26127	45347	"Råtåsj¢en"	62.26667	9.83333	835	"AWI"	835	1825	2559	2173	0	2.47933884297521	0	0	0	0	52.8925619834711	0	0	0	0	0	0	9.91735537190083	0	0.826446280991736	0	0	0	0	0.275482093663912	22.5895316804408	0	0	0	0.550964187327824	0	0	7.71349862258953	0	0	1.10192837465565	0	0	0	0	0	0	0	1.10192837465565	0	0	0.550964187327824	0
