"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"
3117	4059	"Giecz"	52.32201	17.3655	310	"AWI"	310	2845	3794	3352	5	0	249	0	3	0	7	0	148	1	0	0	0	0	0	0	45	0	3	2	0	0	6	3	14	0	0	0	1	0	0	0	0	1	0	220	0	155	0	0	0	3	153	4	0	0	1	3	0	0	0	0	1	16	29	1
3117	4059	"Giecz"	52.32201	17.3655	320	"AWI"	320	3142	3891	3518	3	0	324	0	0	0	6	0	115	2	0	0	0	1	0	0	55	0	1	2	0	0	6	0	33	0	0	0	0	0	0	0	0	0	0	230	1	150	0	0	0	6	90	1	0	0	0	1	1	0	0	0	0	8	22	1
3117	4059	"Giecz"	52.32201	17.3655	330	"AWI"	330	3344	4030	3685	2	0	244	1	0	0	5	0	79	2	0	0	0	0	0	0	66	0	3	1	0	0	12	1	21	0	0	0	0	0	0	0	0	0	0	334	1	135	0	0	0	3	98	1	0	0	0	0	0	0	0	0	0	22	31	0
3117	4059	"Giecz"	52.32201	17.3655	340	"AWI"	340	3457	4219	3820	2	0	277	1	0	0	9	0	71	1	0	0	0	0	0	0	69	0	4	1	0	0	9	2	25	0	0	0	0	0	0	0	0	0	0	241	1	139	0	0	0	2	127	0	0	0	0	0	3	0	0	0	0	15	43	1
3117	4059	"Giecz"	52.32201	17.3655	350	"AWI"	350	3518	4580	3936	6	3	208	0	0	0	3	0	94	0	0	0	0	0	0	0	119	0	2	0	0	0	7	0	18	0	0	0	0	0	0	0	0	0	0	144	6	188	0	0	0	1	193	0	0	0	0	0	3	0	0	0	0	35	48	0
3117	4059	"Giecz"	52.32201	17.3655	360	"AWI"	360	3611	4713	4067	2	0	253	1	0	1	3	0	84	0	0	0	0	0	0	0	147	0	2	4	0	0	6	2	31	0	0	0	0	0	0	0	0	0	0	74	6	188	0	0	0	3	172	0	0	0	1	2	1	0	0	0	0	17	41	1
3117	4059	"Giecz"	52.32201	17.3655	370	"AWI"	370	3673	4936	4186	0	0	281	0	0	0	1	0	81	1	0	1	0	0	0	0	254	0	3	2	0	0	8	1	22	0	0	0	0	0	0	0	0	0	0	45	2	132	0	0	0	0	160	3	0	0	1	2	4	0	0	0	0	31	27	2
3117	4059	"Giecz"	52.32201	17.3655	380	"AWI"	380	3758	5104	4310	1	23	268	0	0	0	4	0	83	0	0	0	0	0	0	0	146	0	3	3	0	0	14	0	32	0	0	0	0	0	0	0	0	0	0	29	3	163	0	0	0	5	215	0	0	0	0	2	4	0	0	0	0	34	52	1
3117	4059	"Giecz"	52.32201	17.3655	390	"AWI"	390	3825	5309	4436	5	0	253	0	0	2	2	0	80	2	0	0	0	0	0	0	190	0	4	1	0	0	10	0	28	0	0	0	0	0	0	0	0	0	0	10	1	171	0	0	0	1	207	0	0	0	0	0	1	0	0	0	0	37	44	1
3117	4059	"Giecz"	52.32201	17.3655	400	"AWI"	400	3898	5532	4560	1	0	207	0	0	0	2	0	107	0	0	1	0	0	0	0	225	0	3	3	0	0	10	0	18	0	0	0	0	0	0	0	0	0	0	21	2	180	0	0	0	5	198	0	0	0	0	1	1	0	0	0	0	32	45	0
3117	4059	"Giecz"	52.32201	17.3655	410	"AWI"	410	3986	5667	4690	1	1	269	0	0	0	2	0	107	0	0	1	0	0	0	0	258	0	2	2	0	0	6	2	22	0	0	0	0	0	0	0	0	0	0	8	3	120	0	0	0	1	195	1	0	0	0	0	0	0	0	0	0	26	29	1
3117	4059	"Giecz"	52.32201	17.3655	420	"AWI"	420	4070	5893	4814	3	1	240	0	0	0	1	0	73	1	0	0	0	0	0	0	301	0	4	4	0	0	3	0	10	0	0	0	0	0	0	0	0	0	0	5	3	156	0	0	0	0	221	0	0	0	2	1	1	0	0	0	0	32	19	3
3117	4059	"Giecz"	52.32201	17.3655	430	"AWI"	430	4185	6018	4951	5	1	255	0	1	0	1	0	52	0	0	0	0	0	0	0	268	0	2	2	0	0	2	0	21	0	0	0	0	0	0	0	0	0	0	7	3	176	0	0	0	5	201	0	0	0	0	2	1	0	0	0	0	43	10	1
3117	4059	"Giecz"	52.32201	17.3655	440	"AWI"	440	4261	6224	5078	0	0	270	0	1	0	1	0	77	0	0	0	0	0	0	0	276	0	1	2	0	0	5	2	22	0	0	0	0	0	0	0	0	0	0	7	9	158	0	0	0	2	214	0	0	0	0	0	1	0	0	0	0	27	18	0
3117	4059	"Giecz"	52.32201	17.3655	450	"AWI"	450	4349	6379	5205	1	0	186	0	0	0	2	0	48	1	0	0	0	0	0	0	409	0	2	0	0	0	1	2	37	0	0	0	0	0	0	0	0	0	0	1	2	133	0	0	0	5	171	0	0	0	2	0	2	0	0	0	0	29	27	0
3117	4059	"Giecz"	52.32201	17.3655	460	"AWI"	460	4430	6551	5334	3	0	283	0	0	32	1	0	66	0	0	0	0	0	2	0	214	0	4	6	0	0	2	0	38	0	0	0	0	0	0	0	0	0	0	1	0	114	0	0	0	6	198	0	0	0	0	0	3	0	0	1	0	45	58	2
3117	4059	"Giecz"	52.32201	17.3655	470	"AWI"	470	4513	6710	5459	1	1	268	0	0	1	3	0	81	1	0	0	0	0	0	0	139	0	5	1	0	0	3	1	61	0	0	0	0	0	0	0	1	0	0	4	2	129	0	0	0	3	239	3	0	0	0	1	4	0	0	0	0	39	68	2
3117	4059	"Giecz"	52.32201	17.3655	480	"AWI"	480	4616	6850	5598	1	1	293	0	0	0	4	0	85	0	0	0	0	0	2	0	156	0	3	3	0	0	4	0	42	0	0	0	0	0	3	0	0	0	0	0	5	156	0	0	0	6	171	0	0	0	0	0	4	0	0	0	0	36	69	0
3117	4059	"Giecz"	52.32201	17.3655	490	"AWI"	490	4694	7036	5727	2	1	273	1	0	0	1	0	73	0	0	0	0	0	1	0	283	0	2	2	0	0	1	0	47	0	0	0	0	0	0	0	0	0	0	0	2	187	0	0	0	7	137	0	0	0	0	0	4	0	0	0	2	56	32	3
3117	4059	"Giecz"	52.32201	17.3655	500	"AWI"	500	4801	7168	5858	3	0	275	0	2	0	6	0	95	2	0	0	0	0	0	0	219	0	4	4	0	0	0	1	53	0	0	0	0	0	0	0	0	0	0	6	1	176	0	0	0	4	145	1	2	0	0	1	1	0	1	0	0	46	37	1
3117	4059	"Giecz"	52.32201	17.3655	510	"AWI"	510	4896	7325	5988	2	2	259	0	0	0	4	0	87	0	0	1	0	0	0	0	278	0	1	2	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	3	2	173	0	0	0	1	145	2	3	0	0	1	2	0	0	0	0	30	22	1
3117	4059	"Giecz"	52.32201	17.3655	520	"AWI"	520	5011	7475	6116	1	0	249	2	0	0	3	0	73	0	0	0	0	0	0	0	277	0	7	4	0	0	2	0	67	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	3	163	0	0	0	0	1	3	0	3	0	0	36	27	0
3117	4059	"Giecz"	52.32201	17.3655	530	"AWI"	530	5110	7634	6251	1	0	235	0	0	1	1	0	69	0	0	0	0	0	0	0	298	0	3	2	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	2	1	148	0	0	0	0	163	0	0	0	0	0	2	0	1	1	0	30	27	0
3117	4059	"Giecz"	52.32201	17.3655	540	"AWI"	540	5214	7782	6373	0	0	257	0	1	0	0	0	81	0	0	0	0	0	0	0	280	0	1	6	0	0	1	0	48	0	0	0	0	0	0	0	0	0	0	0	1	171	0	0	0	1	144	0	1	0	2	0	0	0	0	0	0	33	50	0
3117	4059	"Giecz"	52.32201	17.3655	550	"AWI"	550	5314	7926	6502	0	0	238	1	0	1	1	0	100	0	0	0	0	0	0	0	196	0	2	1	0	0	1	1	61	0	0	0	0	0	0	0	0	0	0	0	2	153	0	0	0	0	160	0	0	0	1	0	3	0	2	0	0	39	87	0
3117	4059	"Giecz"	52.32201	17.3655	560	"AWI"	560	5400	8118	6622	2	2	234	0	1	32	2	0	84	0	0	0	0	0	0	0	257	0	1	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	3	2	161	0	0	0	1	124	1	0	0	0	0	3	0	2	0	0	40	78	0
3117	4059	"Giecz"	52.32201	17.3655	570	"AWI"	570	5539	8255	6745	1	1	244	0	0	0	4	0	98	0	0	0	0	0	0	0	2	0	2	1	0	0	1	45	0	0	0	0	0	0	0	0	0	0	0	0	1	172	0	0	0	0	131	0	0	0	0	1	2	0	0	0	0	35	86	0
3117	4059	"Giecz"	52.32201	17.3655	580	"AWI"	580	5642	8398	6871	3	0	236	0	0	0	4	0	83	0	0	0	0	0	0	0	215	0	2	2	0	0	1	1	52	0	0	0	0	0	0	0	0	0	0	0	2	157	0	0	0	0	151	1	0	0	0	0	0	0	1	0	0	59	87	0
3117	4059	"Giecz"	52.32201	17.3655	590	"AWI"	590	5750	8547	6998	3	1	195	0	0	0	2	0	112	2	0	0	0	0	0	0	234	0	1	0	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	2	147	0	0	0	1	0	6	0	0	0	0	43	71	0
3117	4059	"Giecz"	52.32201	17.3655	600	"AWI"	600	5837	8673	7125	1	1	227	1	0	0	0	0	117	2	0	0	0	0	0	0	204	0	1	1	0	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	1	104	1	0	0	0	0	0	0	0	0	0	44	86	1
3117	4059	"Giecz"	52.32201	17.3655	610	"AWI"	610	5938	8835	7253	3	0	221	0	0	0	8	0	125	0	0	0	0	0	0	0	194	0	3	2	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	3	202	0	0	0	3	120	0	0	0	0	1	9	0	2	0	0	60	85	0
3117	4059	"Giecz"	52.32201	17.3655	620	"AWI"	620	6074	8992	7385	3	0	204	0	0	1	3	0	114	1	0	0	0	0	1	0	225	0	5	2	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	1	161	0	0	0	2	125	0	0	0	0	0	4	0	0	0	0	52	81	1
3117	4059	"Giecz"	52.32201	17.3655	630	"AWI"	630	6167	9171	7509	2	1	241	0	0	0	3	0	113	0	0	0	0	0	0	0	215	0	3	3	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	0	1	125	1	0	0	0	0	7	0	0	0	0	40	81	1
3117	4059	"Giecz"	52.32201	17.3655	640	"AWI"	640	6309	9283	7634	0	0	264	0	0	1	1	0	134	0	0	0	0	0	0	0	226	0	3	2	0	0	0	1	38	0	0	0	0	0	0	0	0	0	0	0	1	153	0	0	0	2	93	1	0	0	1	0	2	0	1	0	0	35	73	0
3117	4059	"Giecz"	52.32201	17.3655	650	"AWI"	650	6411	9442	7754	0	0	239	0	0	0	0	0	91	0	0	0	0	0	0	0	247	0	6	4	0	0	0	1	43	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	6	104	0	0	0	0	0	1	0	2	0	0	41	91	0
3117	4059	"Giecz"	52.32201	17.3655	660	"AWI"	660	6538	9571	7887	0	0	202	0	0	0	2	0	112	0	0	0	0	0	3	0	217	0	4	2	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	1	218	0	0	0	2	100	0	0	0	0	0	0	0	1	0	2	58	95	0
3117	4059	"Giecz"	52.32201	17.3655	670	"AWI"	670	6655	9709	8016	0	0	207	0	0	0	2	0	141	0	0	0	0	0	1	0	254	0	3	1	0	0	0	1	29	0	0	0	0	0	0	0	0	0	0	2	0	211	0	0	0	1	87	0	0	0	0	0	1	0	1	0	0	36	78	0
3117	4059	"Giecz"	52.32201	17.3655	680	"AWI"	680	6765	9862	8142	1	0	179	0	0	0	5	0	140	1	0	2	0	0	0	0	224	0	7	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	1	288	0	0	0	5	66	0	0	0	0	0	4	0	2	0	0	45	69	0
3117	4059	"Giecz"	52.32201	17.3655	690	"AWI"	690	6900	9992	8275	1	0	209	0	0	0	2	0	115	1	0	0	0	0	0	0	362	0	3	0	0	0	0	1	16	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	1	72	2	0	0	1	0	3	0	0	0	0	33	74	0
3117	4059	"Giecz"	52.32201	17.3655	700	"AWI"	700	6999	10155	8403	0	0	224	0	0	0	4	0	174	2	0	4	0	0	0	0	216	0	6	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	1	224	0	0	0	10	77	1	0	0	1	1	7	0	2	0	0	38	75	0
