"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Grossulariaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Linaceae"	"Lythraceae"	"Malvaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"
3117	4059	"Giecz"	52.32201	17.3655	0	"AWI"	0	-140	30	-53	1	0	59	58	16	1	8	0	42	38	0	0	0	2	1	0	3	0	4627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	386	0	0	0	1	10	0	0	0	0	0	10	0	0	0	0	4	0	0
3117	4059	"Giecz"	52.32201	17.3655	10	"AWI"	10	-93	200	24	1	0	17	4	2	0	4	0	11	10	0	0	0	4	0	0	2	0	11	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	499	0	0	0	7	5	1	0	0	1	1	0	0	0	0	0	0	0	0
3117	4059	"Giecz"	52.32201	17.3655	20	"AWI"	20	-70	438	93	1	0	12	2	7	0	5	0	9	9	0	0	0	0	1	0	5	0	30	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	454	0	0	0	14	8	1	0	0	0	0	1	0	0	0	0	0	0	0
3117	4059	"Giecz"	52.32201	17.3655	30	"AWI"	30	-23	567	177	0	0	12	1	0	0	5	0	5	9	0	0	0	0	2	0	4	0	17	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	446	0	0	0	26	13	0	0	0	1	2	1	1	0	0	0	0	0	1
3117	4059	"Giecz"	52.32201	17.3655	40	"AWI"	40	15	680	269	0	1	7	1	4	0	10	0	18	6	0	0	0	3	1	0	5	0	19	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	0	141	0	0	0	16	12	0	1	0	1	4	4	2	1	2	0	2	1	4
3117	4059	"Giecz"	52.32201	17.3655	50	"AWI"	50	67	803	351	2	0	167	6	42	0	56	0	142	35	0	30	0	2	0	0	22	0	134	4	0	0	5	0	2	1	0	0	0	0	0	0	0	0	0	45	1	482	5	0	0	16	115	4	0	0	3	23	24	1	0	9	0	1	20	44
3117	4059	"Giecz"	52.32201	17.3655	60	"AWI"	60	121	878	446	4	2	158	4	84	0	53	0	147	30	0	45	0	3	0	0	17	0	109	3	0	0	8	1	4	0	0	0	0	3	0	0	1	5	1	48	2	414	0	0	0	12	157	12	0	0	3	27	28	0	0	9	0	2	20	36
3117	4059	"Giecz"	52.32201	17.3655	70	"AWI"	70	157	1001	530	4	1	182	10	55	0	51	0	187	17	0	45	28	2	0	0	38	0	216	2	1	0	8	0	2	0	0	0	0	0	1	0	0	3	0	76	3	381	13	0	0	15	102	6	0	0	2	24	14	2	0	3	0	1	16	33
3117	4059	"Giecz"	52.32201	17.3655	80	"AWI"	80	241	1061	620	1	0	184	5	25	0	59	0	204	28	0	49	0	1	0	0	27	0	53	3	0	0	12	0	3	0	0	0	2	0	0	0	0	7	0	69	1	354	18	0	0	4	134	29	0	20	2	29	19	1	0	3	0	1	16	36
3117	4059	"Giecz"	52.32201	17.3655	90	"AWI"	90	292	1151	710	5	2	206	4	16	1	37	0	170	17	0	51	0	0	0	0	20	0	26	8	0	0	24	2	5	0	0	0	1	0	0	0	0	1	1	58	2	321	18	0	0	7	162	15	1	0	3	30	24	3	0	7	0	1	15	30
3117	4059	"Giecz"	52.32201	17.3655	100	"AWI"	100	383	1226	798	2	1	99	5	14	1	20	0	136	14	0	9	0	0	0	0	6	0	10	3	0	0	4	2	1	0	0	0	0	0	0	0	0	0	1	50	0	139	9	0	0	4	64	10	0	0	0	10	18	0	0	7	0	0	2	16
3117	4059	"Giecz"	52.32201	17.3655	110	"AWI"	110	461	1293	887	2	0	143	4	63	1	53	0	240	59	66	38	3	11	1	0	9	0	26	19	0	0	17	6	2	0	2	1	0	8	0	0	1	2	6	43	1	319	0	502	0	12	108	39	0	82	6	30	106	0	0	13	0	4	11	20
3117	4059	"Giecz"	52.32201	17.3655	120	"AWI"	120	542	1377	973	2	0	229	9	28	0	91	92	272	22	20	53	0	5	0	0	22	0	53	30	1	0	16	1	78	0	0	1	0	12	0	0	1	8	3	94	1	292	31	424	0	18	28	26	0	47	4	33	29	0	0	9	0	14	19	38
3117	4059	"Giecz"	52.32201	17.3655	130	"AWI"	130	634	1430	1061	3	2	113	9	40	0	81	0	229	21	34	53	0	5	3	1	59	1	20	43	0	0	16	3	7	0	0	0	0	26	1	0	3	1	7	90	1	234	21	204	0	29	143	11	0	0	7	22	45	3	0	25	0	23	12	34
3117	4059	"Giecz"	52.32201	17.3655	140	"AWI"	140	705	1524	1150	3	3	66	11	44	2	53	0	192	38	0	19	0	9	0	0	53	0	32	45	0	0	16	5	6	0	0	0	0	0	1	0	4	0	8	155	0	221	35	188	0	38	166	27	1	0	6	11	59	0	0	24	0	22	21	38
3117	4059	"Giecz"	52.32201	17.3655	150	"AWI"	150	862	1561	1231	3	3	140	2	11	0	13	26	197	6	26	10	0	2	0	0	54	0	20	10	0	0	6	1	6	0	0	0	0	0	0	0	0	0	1	92	1	198	5	0	0	23	151	13	0	0	2	5	30	0	0	17	0	4	20	20
3117	4059	"Giecz"	52.32201	17.3655	160	"AWI"	160	950	1624	1323	3	1	289	6	11	0	29	0	199	5	0	25	0	3	0	0	55	0	15	4	0	0	8	0	8	0	0	0	0	0	1	0	0	1	2	107	0	123	10	0	0	29	150	14	0	0	1	13	24	0	0	11	0	3	23	14
3117	4059	"Giecz"	52.32201	17.3655	170	"AWI"	170	1129	1679	1401	3	0	248	1	3	0	10	0	1132	0	0	1	0	1	0	0	53	0	6	4	0	0	20	30	16	0	0	0	0	0	0	0	0	0	0	236	2	138	0	0	0	21	164	0	0	0	1	5	15	1	0	3	1	1	16	0
3117	4059	"Giecz"	52.32201	17.3655	180	"AWI"	180	1295	1746	1484	3	1	275	0	2	0	3	0	133	0	0	1	0	0	0	0	95	0	7	1	0	0	13	4	12	0	0	0	0	0	0	0	0	0	1	267	0	102	6	0	0	5	143	4	0	0	0	1	6	0	0	5	0	6	30	2
3117	4059	"Giecz"	52.32201	17.3655	190	"AWI"	190	1385	1847	1580	2	0	269	0	0	0	2	0	202	0	0	4	0	0	0	0	108	0	6	0	0	0	11	0	5	0	0	0	0	0	0	0	0	0	0	93	3	187	3	0	0	6	132	5	0	0	1	0	5	1	0	1	0	2	12	4
3117	4059	"Giecz"	52.32201	17.3655	200	"AWI"	200	1445	1970	1693	3	0	257	0	0	0	7	0	287	0	0	0	0	2	0	0	63	0	11	3	0	0	19	0	5	0	0	0	0	0	0	0	0	0	0	35	0	187	4	0	0	9	146	9	0	0	1	4	4	0	0	3	3	0	11	2
3117	4059	"Giecz"	52.32201	17.3655	210	"AWI"	210	1484	2175	1794	9	0	217	11	5	0	65	0	177	4	0	21	0	4	1	0	53	1	54	0	1	0	26	0	4	0	0	0	0	0	1	1	0	0	0	46	1	253	34	0	0	7	216	0	0	0	1	23	7	8	0	0	0	5	4	32
3117	4059	"Giecz"	52.32201	17.3655	220	"AWI"	220	1630	2240	1907	2	2	214	7	6	0	21	0	206	11	0	12	0	1	0	0	51	1	23	3	0	0	15	3	7	0	0	0	0	0	0	1	2	0	0	62	2	255	0	0	0	16	209	0	0	0	0	11	4	0	0	2	0	5	3	16
3117	4059	"Giecz"	52.32201	17.3655	230	"AWI"	230	1708	2391	2022	2	0	259	2	3	0	14	0	114	3	0	1	0	1	0	0	48	0	15	5	0	0	24	6	14	0	0	0	0	0	0	0	0	0	0	142	2	186	0	0	0	11	215	3	0	0	1	9	5	0	0	0	0	10	10	2
3117	4059	"Giecz"	52.32201	17.3655	240	"AWI"	240	1886	2543	2162	2	4	287	1	2	0	6	0	131	0	0	0	0	0	0	0	27	0	4	0	0	0	15	1	28	0	0	0	0	0	0	0	0	0	0	224	0	145	0	0	0	4	147	1	0	0	0	1	2	1	0	0	0	10	18	0
3117	4059	"Giecz"	52.32201	17.3655	250	"AWI"	250	1993	2724	2314	1	2	262	2	3	0	10	0	232	2	0	3	0	1	0	0	39	0	3	2	0	0	12	3	23	0	0	0	0	0	0	0	0	0	0	140	1	183	0	0	0	13	109	6	0	0	1	0	5	0	0	0	0	2	33	9
3117	4059	"Giecz"	52.32201	17.3655	260	"AWI"	260	2090	2950	2461	1	2	264	2	3	0	11	0	214	2	0	0	0	0	0	0	87	0	3	4	0	0	5	1	16	0	0	0	0	0	0	0	0	0	0	89	2	307	0	0	0	8	65	4	0	0	0	0	7	0	0	7	0	6	14	5
3117	4059	"Giecz"	52.32201	17.3655	270	"AWI"	270	2194	3124	2640	1	3	383	1	0	0	9	0	142	5	0	3	0	2	0	0	48	0	0	2	0	0	10	2	16	0	0	0	0	0	0	0	0	0	0	60	1	248	0	0	0	17	109	4	0	0	1	8	5	1	0	5	0	13	13	5
3117	4059	"Giecz"	52.32201	17.3655	280	"AWI"	280	2256	3430	2802	1	0	380	4	0	0	12	0	145	2	0	2	0	0	0	0	59	1	7	2	0	0	6	1	13	0	0	0	0	0	0	0	0	0	0	148	0	161	0	0	0	11	124	4	0	0	2	11	4	0	0	7	0	10	22	0
3117	4059	"Giecz"	52.32201	17.3655	290	"AWI"	290	2469	3521	2991	3	1	310	0	2	0	4	0	132	3	0	0	0	0	0	0	43	0	6	3	0	0	8	2	11	0	0	0	0	0	0	0	0	0	1	183	0	193	5	0	0	0	142	1	0	0	0	1	1	0	0	3	0	22	28	1
3117	4059	"Giecz"	52.32201	17.3655	300	"AWI"	300	2572	3675	3185	4	0	270	0	0	1	12	0	107	1	0	0	0	0	0	0	52	0	4	1	0	0	3	2	14	5	1	0	0	0	0	0	0	0	0	247	2	151	0	0	0	1	160	1	0	0	5	0	0	0	0	0	0	321	29	0
