"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Grossulariaceae"	"Lamiaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Solanaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
14266	22322	"Teplické údolí"	50.585	16.13167	0	"AWI"	0	-131	34	-49	0	0	3.43347639484979	0.643776824034335	0	0	0.214592274678112	0	0	69.3133047210301	0.214592274678112	0	0	0	0	0.214592274678112	0.858369098712446	0.214592274678112	0	0	0.429184549356223	0	0	0	0	0	0	0.214592274678112	6.00858369098712	7.08154506437768	0	6.43776824034335	0	0	0.858369098712446	0	0	0.214592274678112	2.14592274678112	0.429184549356223	0	0	0	0.858369098712446	0	0	0.214592274678112	0	0	0
14266	22322	"Teplické údolí"	50.585	16.13167	5	"AWI"	5	-84	217	28	9.67741935483871	0	3.2258064516129	0	0	0	0.403225806451613	0	0	8.06451612903226	0	0	0	0	0	0	0.806451612903226	0	0	0	1.61290322580645	0	0	0	0	0	0	0	29.8387096774194	30.6451612903226	0	6.85483870967742	0	0	8.06451612903226	0	0	0	0	0.403225806451613	0	0	0	0	0	0	0	0.403225806451613	0	0
14266	22322	"Teplické údolí"	50.585	16.13167	10	"AWI"	10	-63	476	95	17.8885630498534	0	9.09090909090909	0.146627565982405	0	0	1.17302052785924	0	0	9.67741935483871	0	0	0	0	0	0	2.49266862170088	0	0	0	25.9530791788856	0	0.146627565982405	0	0	0	0	9.2375366568915	10.5571847507331	8.21114369501466	0	0	0	0	4.25219941348974	0	0	0.146627565982405	0	0	0	0	0	0	0	0.439882697947214	0.586510263929619	0	0	0
14266	22322	"Teplické údolí"	50.585	16.13167	20	"AWI"	20	23	778	279	26.2350936967632	0.170357751277683	8.00681431005111	0	0	0	0.340715502555366	0	0	14.6507666098807	0.170357751277683	0	0	0	0	0	1.53321976149915	0.170357751277683	0	0	22.9982964224872	0	0.851788756388416	0	0	0	0	3.91822827938671	5.62180579216354	7.66609880749574	0	0	0	0	5.79216354344123	0	0	0	0	0.511073253833049	0	0	0	0.170357751277683	0	0.340715502555366	0.511073253833049	0.340715502555366	0	0
14266	22322	"Teplické údolí"	50.585	16.13167	30	"AWI"	30	130	1018	481	29.6684118673647	0	7.85340314136126	0	0	0	1.39616055846422	0	0	6.45724258289703	0	0	0.349040139616056	0	0	0	0.523560209424084	1.39616055846422	0	0	28.9703315881326	0	0.523560209424084	0	0	0	0	2.79232111692845	7.85340314136126	6.63176265270506	0	0	0	0	4.53752181500873	0	0	0	0	0.174520069808028	0	0	0	0	0	0.523560209424084	0.174520069808028	0.174520069808028	0	0
14266	22322	"Teplické údolí"	50.585	16.13167	45	"AWI"	45	346	1302	782	42.8044280442804	0.3690036900369	2.2140221402214	0	0	0	0.55350553505535	0	0	6.27306273062731	0	0	0	0	0	0	1.4760147601476	0.738007380073801	0	0	22.3247232472325	0	0	0	0	0	0	2.2140221402214	10.8856088560886	7.01107011070111	0	0	0	0	2.39852398523985	0	0	0	0	0	0.18450184501845	0	0.18450184501845	0	0	0	0.3690036900369	0	0	0
14266	22322	"Teplické údolí"	50.585	16.13167	50	"AWI"	50	407	1411	885	14.3122676579926	0.185873605947955	8.36431226765799	0	0	0	0.557620817843866	0	0	9.10780669144981	0	0	0	0	0	0	3.53159851301115	0.185873605947955	0	0	39.2193308550186	0	0	0	0	0	0	2.41635687732342	5.20446096654275	9.85130111524164	0	0	0	0	6.50557620817844	0	0	0	0	0	0	0	0	0	0	0.371747211895911	0.185873605947955	0	0	0
14266	22322	"Teplické údolí"	50.585	16.13167	60	"AWI"	60	557	1622	1070	18.2815356489945	0.182815356489945	3.83912248628885	0	0	0	0.36563071297989	0	0	7.12979890310786	0.182815356489945	0	0	0	0	0	0.36563071297989	0.548446069469835	0	0	29.0676416819013	0	0.182815356489945	0	0	0	0	3.10786106032907	11.5173674588665	21.9378427787934	0	0	0	0	2.74223034734918	0	0	0	0	0.182815356489945	0	0	0	0	0	0.182815356489945	0.182815356489945	0	0	0
14266	22322	"Teplické údolí"	50.585	16.13167	75	"AWI"	75	838	1877	1353	32.2314049586777	0	4.13223140495868	0	0	0	0	0	0	5.37190082644628	0	0	0	0	0	0	0.206611570247934	0.413223140495868	0	0	32.8512396694215	0	0.206611570247934	0	0	0	0	1.2396694214876	15.0826446280992	5.16528925619835	0.619834710743802	0	0	0	2.27272727272727	0	0	0	0	0	0	0	0	0	0	0	0.206611570247934	0	0	0
14266	22322	"Teplické údolí"	50.585	16.13167	80	"AWI"	80	907	1983	1443	23.2941176470588	0	3.76470588235294	0	0	0	1.64705882352941	0	0	4.94117647058823	0	0	0	0	0	0	1.88235294117647	0.705882352941177	0	0	30.3529411764706	0	0.705882352941177	0	0	0	0	4	13.6470588235294	12.4705882352941	0	0	0	0	1.41176470588235	0	0	0	0	0	0	0	0	0	0	0	0.941176470588235	0.235294117647059	0	0
