"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Corylus"	"Cyperaceae"	"Ericales"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Tilia"	"Ulmus"
3505	4531	"Mire Pelisoo"	58.46667	22.38333	10	"AWI"	10	-93	246	29	10.727969348659	0.766283524904214	0	0.383141762452107	0	19.5402298850575	5.3639846743295	1.53256704980843	7.66283524904215	0	10.727969348659	37.1647509578544	0	2.68199233716475	0.766283524904214	0	0	1.91570881226054	0	0.766283524904214
3505	4531	"Mire Pelisoo"	58.46667	22.38333	20	"AWI"	20	-62	520	111	9.93150684931507	0.342465753424658	0	0.342465753424658	0	19.5205479452055	6.16438356164384	1.71232876712329	11.3013698630137	0	7.87671232876712	37.3287671232877	0	2.73972602739726	1.02739726027397	0	0	0.684931506849315	0	1.02739726027397
3505	4531	"Mire Pelisoo"	58.46667	22.38333	30	"AWI"	30	-9	641	215	7.35294117647059	0.367647058823529	0	0	0	12.5	6.98529411764706	1.10294117647059	23.8970588235294	0	9.92647058823529	32.3529411764706	0	3.30882352941176	0.367647058823529	0	0	1.10294117647059	0	0.735294117647059
3505	4531	"Mire Pelisoo"	58.46667	22.38333	40	"AWI"	40	35	794	312	7.27848101265823	0.949367088607595	0	0.316455696202532	0.316455696202532	21.8354430379747	4.43037974683544	1.58227848101266	16.4556962025316	0	9.81012658227848	33.2278481012658	0	1.58227848101266	0.316455696202532	0.949367088607595	0	0.316455696202532	0	0.632911392405063
3505	4531	"Mire Pelisoo"	58.46667	22.38333	50	"AWI"	50	101	908	416	8.50340136054422	0	0	0	0	21.0884353741497	4.42176870748299	2.04081632653061	12.5850340136054	0	11.2244897959184	36.734693877551	0	1.70068027210884	0	0	0.340136054421769	0.340136054421769	0	1.02040816326531
3505	4531	"Mire Pelisoo"	58.46667	22.38333	60	"AWI"	60	167	1039	511	11.6	0	0.4	0	0	22.8	6.8	1.2	4.4	0	15.2	34	0	2.4	0.4	0	0	0	0	0.8
3505	4531	"Mire Pelisoo"	58.46667	22.38333	70	"AWI"	70	235	1143	618	7.61245674740484	0	0	0	0	24.2214532871972	7.61245674740484	1.73010380622837	10.3806228373702	0.346020761245675	14.1868512110727	31.8339100346021	0	1.03806228373702	0	0	0.346020761245675	0	0	0.69204152249135
3505	4531	"Mire Pelisoo"	58.46667	22.38333	80	"AWI"	80	313	1254	713	8.68167202572347	0	0	0	0.643086816720257	23.4726688102894	8.03858520900322	1.60771704180064	9.0032154340836	0.643086816720257	11.2540192926045	33.1189710610932	0	1.60771704180064	0.643086816720257	0.321543408360129	0	0	0	0.964630225080386
3505	4531	"Mire Pelisoo"	58.46667	22.38333	90	"AWI"	90	385	1347	819	7.46753246753247	0	0	0	0.324675324675325	17.2077922077922	9.09090909090909	1.2987012987013	5.84415584415584	0.649350649350649	25	30.5194805194805	0	0.974025974025974	0	0	0	0.324675324675325	0.649350649350649	0.649350649350649
3505	4531	"Mire Pelisoo"	58.46667	22.38333	100	"AWI"	100	472	1435	918	10.9375	0	0	0	0	19.0625	5.9375	1.25	5	0.625	22.8125	31.875	0	1.5625	0	0	0	0	0.3125	0.625
3505	4531	"Mire Pelisoo"	58.46667	22.38333	110	"AWI"	110	550	1536	1017	14.247311827957	0	0	0	0.268817204301075	21.505376344086	7.52688172043011	2.68817204301075	8.60215053763441	0.537634408602151	15.5913978494624	22.3118279569892	0	1.88172043010753	0.806451612903226	0	0	0.537634408602151	0.806451612903226	2.68817204301075
3505	4531	"Mire Pelisoo"	58.46667	22.38333	120	"AWI"	120	653	1631	1118	15.8045977011494	0	0	0.28735632183908	0.28735632183908	24.4252873563218	3.73563218390805	2.58620689655172	7.47126436781609	0	12.3563218390805	29.0229885057471	0	2.01149425287356	0.574712643678161	0	0	0	0.862068965517241	0.574712643678161
3505	4531	"Mire Pelisoo"	58.46667	22.38333	130	"AWI"	130	726	1750	1222	13.3903133903134	0	0.284900284900285	0.56980056980057	0	20.7977207977208	5.12820512820513	1.42450142450142	9.4017094017094	0	14.8148148148148	30.1994301994302	0	2.27920227920228	0.56980056980057	0	0	0	0.284900284900285	0.854700854700855
3505	4531	"Mire Pelisoo"	58.46667	22.38333	140	"AWI"	140	827	1836	1315	12.7218934911243	0	0	0.29585798816568	0	20.414201183432	4.43786982248521	1.18343195266272	9.46745562130178	0	14.792899408284	32.8402366863905	0.29585798816568	1.4792899408284	0	0	0.29585798816568	0.29585798816568	0.591715976331361	0.887573964497041
