"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Diapensiaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Myrica"	"Nartheciaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
26219	45725	"Dalane"	58.244044	8.004356	595	"AWI"	595	827	1261	1036	2	109	1	0	0	0	0	128	0	0	0	0	0	0	0	1	43	1	8	0	0	0	0	0	0	7	0	0	0	15	0	1	0	6	0	0	0	0	3	0	0	0	0	2	0	0	68	0	0	0	1	0	0	0	0	1	4	0	8	8	1	0
26219	45725	"Dalane"	58.244044	8.004356	603	"AWI"	603	916	1342	1119	1	90	2	0	0	0	0	138	0	0	0	0	0	0	0	0	41	0	14	0	0	0	0	1	0	2	0	0	0	24	0	8	0	5	0	0	0	0	4	102	0	0	0	1	0	1	55	0	0	0	1	0	0	0	0	1	1	0	9	4	1	0
26219	45725	"Dalane"	58.244044	8.004356	611	"AWI"	611	1031	1418	1200	2	72	1	0	0	0	0	122	1	0	2	0	0	0	0	0	127	0	16	0	0	0	0	2	0	4	0	0	0	11	2	8	0	10	0	0	0	1	1	0	0	0	0	1	0	0	78	0	0	0	0	0	0	0	0	5	0	0	8	3	2	0
26219	45725	"Dalane"	58.244044	8.004356	619	"AWI"	619	1154	1520	1300	1	31	0	0	0	0	0	137	0	0	0	0	0	0	0	0	97	1	12	0	0	0	0	0	0	4	0	0	0	16	0	4	0	6	0	0	0	1	2	0	0	0	0	2	0	0	91	0	0	0	1	0	0	0	0	1	0	1	4	2	4	0
26219	45725	"Dalane"	58.244044	8.004356	627	"AWI"	627	1241	1710	1426	0	89	0	0	0	0	0	77	0	0	0	0	0	0	0	0	68	0	3	0	0	0	0	0	0	1	0	0	0	11	0	6	0	12	0	0	0	1	0	0	0	0	0	5	1	0	68	0	1	0	0	0	0	0	0	0	0	0	11	5	3	0
26219	45725	"Dalane"	58.244044	8.004356	635	"AWI"	635	1321	1965	1567	1	109	0	0	0	0	0	168	0	0	0	0	0	0	0	0	92	0	4	0	0	0	0	2	0	8	0	0	0	15	0	5	0	8	0	0	0	2	0	108	0	0	0	2	0	0	98	0	0	0	0	0	0	0	0	4	0	0	11	6	3	0
26219	45725	"Dalane"	58.244044	8.004356	643	"AWI"	643	1411	2141	1726	1	96	1	0	0	0	0	133	0	0	0	0	0	0	0	0	76	0	8	0	0	0	0	1	0	11	0	0	0	13	1	0	0	9	0	0	0	3	0	0	0	0	0	4	0	1	87	0	0	0	1	0	0	0	1	1	0	0	7	4	0	2
26219	45725	"Dalane"	58.244044	8.004356	651	"AWI"	651	1514	2325	1874	0	101	0	0	0	1	0	83	0	0	0	0	0	0	0	0	104	0	4	0	0	0	0	0	0	5	0	0	0	9	0	4	0	5	0	0	0	1	0	0	0	0	0	1	0	1	67	0	0	0	1	0	0	0	0	1	0	0	7	4	0	0
26219	45725	"Dalane"	58.244044	8.004356	659	"AWI"	659	1635	2475	2029	0	103	0	0	0	0	0	117	0	0	0	0	0	0	0	0	75	0	7	0	0	0	0	1	0	5	0	0	0	10	0	2	0	6	0	0	0	1	0	0	0	0	0	3	0	0	66	0	0	0	0	0	0	0	0	3	0	0	13	3	1	0
26219	45725	"Dalane"	58.244044	8.004356	667	"AWI"	667	1752	2608	2181	0	87	1	0	0	0	0	118	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	2	0	3	0	0	0	12	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	67	0	0	0	0	0	0	0	0	3	6	0	14	2	2	0
26219	45725	"Dalane"	58.244044	8.004356	675	"AWI"	675	1885	2733	2331	1	105	0	0	0	0	0	105	0	0	0	0	0	0	0	0	58	0	8	0	0	0	0	1	0	0	0	0	0	13	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	83	0	0	0	0	0	0	0	0	1	0	0	7	7	2	0
26219	45725	"Dalane"	58.244044	8.004356	683	"AWI"	683	2057	2857	2485	0	113	0	0	0	0	0	108	0	0	0	0	0	0	0	0	62	0	6	0	0	0	0	0	0	0	0	0	0	23	0	1	0	0	0	0	0	1	0	0	0	0	0	3	0	0	63	0	0	0	1	0	0	0	0	3	0	0	14	4	2	0
26219	45725	"Dalane"	58.244044	8.004356	691	"AWI"	691	2226	2982	2637	0	122	0	0	0	0	0	97	0	0	0	0	0	0	0	0	73	0	6	0	0	0	0	0	0	3	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	70	0	0	0	0	0	0	0	0	3	0	0	11	5	1	0
26219	45725	"Dalane"	58.244044	8.004356	699	"AWI"	699	2414	3091	2785	0	137	1	0	0	0	0	149	0	0	0	0	0	0	0	0	54	0	5	0	0	0	0	1	0	1	0	0	0	14	0	5	0	0	0	0	0	1	1	0	0	0	0	4	0	0	26	0	0	0	0	0	0	0	0	0	1	0	13	8	2	1
26219	45725	"Dalane"	58.244044	8.004356	707	"AWI"	707	2629	3199	2926	0	187	0	0	0	0	0	142	0	0	0	0	0	0	0	0	75	0	7	0	0	0	0	0	0	4	0	0	0	19	0	9	0	0	0	0	0	0	0	0	0	0	0	8	0	0	62	0	0	0	0	0	0	0	0	3	2	0	9	6	2	0
26219	45725	"Dalane"	58.244044	8.004356	715	"AWI"	715	2872	3326	3074	0	136	0	0	0	0	0	105	0	0	0	0	0	0	0	0	34	0	4	0	0	0	0	2	0	2	0	0	0	11	0	8	0	2	0	0	0	1	0	0	0	0	0	3	0	0	86	0	0	0	0	0	0	0	0	2	2	0	18	2	0	0
26219	45725	"Dalane"	58.244044	8.004356	723	"AWI"	723	2965	3582	3221	0	88	0	0	0	0	0	117	0	0	0	0	0	0	0	0	60	0	4	0	0	0	0	1	1	4	0	0	0	14	0	1	0	0	0	0	0	0	0	78	0	0	0	1	0	0	76	0	0	0	0	0	0	0	0	1	4	0	20	6	1	0
26219	45725	"Dalane"	58.244044	8.004356	731	"AWI"	731	3069	3765	3383	0	103	0	0	0	1	0	107	0	0	0	0	0	0	0	0	63	0	9	0	0	0	0	1	0	2	1	0	0	14	0	1	0	0	0	0	0	0	1	76	0	0	0	2	0	0	71	0	0	0	1	0	0	0	0	2	2	1	15	9	3	1
26219	45725	"Dalane"	58.244044	8.004356	739	"AWI"	739	3201	3935	3547	0	111	0	0	0	0	0	112	0	0	0	0	0	0	0	0	100	0	5	0	0	0	0	0	0	0	0	0	0	9	0	5	1	0	0	0	0	0	0	0	0	0	0	7	0	0	57	0	0	0	1	0	0	0	0	1	2	0	13	8	0	1
26219	45725	"Dalane"	58.244044	8.004356	747	"AWI"	747	3332	4070	3708	0	118	0	0	0	0	0	171	0	0	0	0	0	0	0	0	61	0	4	0	0	0	0	1	0	2	0	0	0	8	0	11	0	0	0	0	0	1	1	0	0	0	0	7	0	0	49	0	0	0	3	0	0	0	0	3	21	0	15	9	5	0
26219	45725	"Dalane"	58.244044	8.004356	755	"AWI"	755	3507	4199	3869	0	130	1	0	0	0	0	85	0	0	0	0	0	0	0	0	70	0	4	0	0	0	0	0	0	5	0	0	0	9	0	2	0	0	0	0	0	0	0	64	0	0	0	3	0	0	66	0	0	0	0	0	0	0	0	2	22	0	24	6	2	0
26219	45725	"Dalane"	58.244044	8.004356	763	"AWI"	763	3689	4314	4030	0	111	0	0	0	0	0	130	0	0	1	0	0	0	0	0	37	1	0	0	0	0	0	0	0	1	0	0	0	11	0	3	0	0	0	0	0	0	0	0	0	0	0	7	0	0	83	0	0	0	0	0	0	0	0	1	10	0	13	10	4	0
26219	45725	"Dalane"	58.244044	8.004356	771	"AWI"	771	3936	4449	4193	0	109	1	0	0	0	0	108	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	1	1	5	0	0	0	10	0	4	0	0	0	0	0	2	0	0	0	0	0	5	0	0	76	0	0	0	1	0	0	0	0	2	3	0	19	8	3	0
26219	45725	"Dalane"	58.244044	8.004356	779	"AWI"	779	4118	4683	4391	0	169	0	0	0	0	0	160	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	1	4	0	0	0	7	0	19	0	0	0	0	0	0	0	0	0	0	0	8	0	0	87	0	0	0	0	0	0	0	0	0	6	0	22	16	5	0
26219	45725	"Dalane"	58.244044	8.004356	787	"AWI"	787	4247	5206	4605	0	114	1	0	0	1	0	148	0	0	0	0	0	0	0	0	37	0	4	0	0	0	0	0	0	5	0	0	0	7	0	7	0	0	0	0	0	0	0	0	0	0	0	3	0	0	66	0	0	0	1	0	0	0	0	1	1	0	32	9	1	0
26219	45725	"Dalane"	58.244044	8.004356	795	"AWI"	795	4371	5568	4843	0	103	0	0	0	0	0	159	0	0	0	0	0	0	0	0	31	0	6	0	0	0	0	1	1	10	0	0	0	4	0	8	0	0	0	0	0	0	0	0	0	0	0	7	0	0	64	0	0	0	1	0	0	0	0	0	0	0	14	8	0	0
26219	45725	"Dalane"	58.244044	8.004356	803	"AWI"	803	4535	5840	5105	0	119	0	0	0	0	0	186	0	0	0	0	0	0	0	0	76	0	5	0	0	0	0	0	0	8	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	4	0	0	87	0	0	0	1	0	0	0	0	0	4	0	20	14	3	1
26219	45725	"Dalane"	58.244044	8.004356	811	"AWI"	811	4760	6104	5394	0	147	0	0	0	0	0	131	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	1	10	0	1	0	4	0	6	0	0	0	0	0	0	0	0	0	0	0	3	0	0	54	0	0	0	1	0	0	0	0	0	3	0	9	10	3	1
26219	45725	"Dalane"	58.244044	8.004356	819	"AWI"	819	4963	6355	5662	0	114	1	0	0	0	0	170	0	0	0	0	0	0	0	0	62	0	4	0	0	0	0	0	1	6	0	0	0	10	0	1	0	2	0	0	0	0	0	0	0	0	0	5	0	0	44	0	0	0	0	0	0	0	0	0	1	0	23	7	3	0
26219	45725	"Dalane"	58.244044	8.004356	827	"AWI"	827	5215	6577	5921	0	123	0	0	0	0	0	121	0	0	0	0	0	0	0	0	77	0	8	0	0	0	0	0	0	9	0	0	0	9	0	5	0	1	0	0	0	0	0	0	0	0	0	3	0	0	59	0	0	0	0	0	0	0	0	0	1	0	25	14	2	2
26219	45725	"Dalane"	58.244044	8.004356	835	"AWI"	835	5464	6795	6183	0	127	1	0	0	0	0	174	0	0	0	0	0	0	0	0	44	0	8	0	0	0	0	0	0	6	0	0	0	6	0	3	0	1	0	0	0	0	0	0	0	0	0	5	0	1	44	0	0	0	1	0	0	0	0	1	1	0	21	13	0	0
26219	45725	"Dalane"	58.244044	8.004356	843	"AWI"	843	5721	6967	6441	0	113	0	0	0	0	0	149	0	0	0	0	0	0	0	0	62	0	6	0	0	0	0	0	0	5	0	0	0	12	0	7	0	1	0	0	0	0	0	108	0	0	0	2	1	0	46	0	0	0	0	0	0	0	0	0	2	0	35	25	5	0
26219	45725	"Dalane"	58.244044	8.004356	851	"AWI"	851	6022	7128	6686	0	164	0	0	0	0	0	194	0	0	0	0	0	0	0	0	57	0	16	0	0	0	0	0	0	5	0	0	0	14	0	14	0	0	0	0	0	0	0	0	0	0	0	1	0	0	46	0	0	0	1	0	0	0	0	0	3	0	36	20	1	1
26219	45725	"Dalane"	58.244044	8.004356	859	"AWI"	859	6395	7273	6936	0	108	0	0	0	0	0	170	0	0	0	0	0	0	0	0	57	0	3	0	0	0	0	0	0	5	0	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	2	0	0	46	0	0	0	0	0	0	0	0	0	1	0	27	19	0	0
26219	45725	"Dalane"	58.244044	8.004356	867	"AWI"	867	6852	7397	7188	0	120	0	0	0	0	0	130	0	0	0	0	0	0	0	0	84	0	4	0	0	0	0	0	1	3	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	6	0	0	39	0	0	0	0	0	0	0	0	2	0	0	14	11	3	0
26219	45725	"Dalane"	58.244044	8.004356	875	"AWI"	875	7137	7805	7430	0	103	0	0	0	0	0	114	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	8	0	0	0	11	0	7	1	0	0	0	0	0	0	0	0	0	0	1	0	0	22	0	0	0	0	0	0	0	0	5	0	0	30	26	2	0
26219	45725	"Dalane"	58.244044	8.004356	883	"AWI"	883	7305	8240	7700	0	123	0	0	0	0	0	142	0	0	0	0	0	0	0	0	231	1	0	0	0	0	0	0	0	2	0	0	0	7	0	6	0	0	0	0	0	0	0	0	0	0	0	1	0	1	15	0	0	0	0	0	0	0	0	2	0	0	2	18	0	0
26219	45725	"Dalane"	58.244044	8.004356	891	"AWI"	891	7517	8557	8009	0	127	0	0	0	0	0	147	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	5	0	0	0	11	0	4	0	0	0	0	0	0	0	123	0	0	0	6	0	2	21	0	0	0	0	0	0	0	0	0	0	0	1	34	0	0
26219	45725	"Dalane"	58.244044	8.004356	899	"AWI"	899	7758	8846	8297	0	162	0	0	0	0	0	272	0	0	0	0	0	0	0	0	158	0	6	0	0	0	0	0	0	2	0	0	0	11	0	5	0	0	0	0	0	0	0	0	0	0	0	7	0	0	19	0	0	0	0	0	0	0	0	3	0	0	2	27	0	1
26219	45725	"Dalane"	58.244044	8.004356	907	"AWI"	907	8039	9071	8580	0	155	0	0	0	0	0	220	0	0	0	0	0	0	0	0	144	0	7	0	0	0	0	0	0	1	0	0	0	12	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	21	2	0
26219	45725	"Dalane"	58.244044	8.004356	915	"AWI"	915	8440	9251	8856	0	144	0	0	0	0	0	153	0	0	0	0	0	0	0	0	97	0	2	0	0	0	0	0	1	0	0	0	0	7	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	10	0	0	0	0	0	0	0	0	2	0	0	0	20	1	0
26219	45725	"Dalane"	58.244044	8.004356	923	"AWI"	923	8949	9459	9215	0	234	0	0	0	0	0	205	0	0	0	0	0	0	0	0	183	0	9	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	104	0	0	0	5	0	0	16	0	0	0	0	0	0	0	0	2	0	0	0	13	0	1
26219	45725	"Dalane"	58.244044	8.004356	931	"AWI"	931	9569	10112	9738	0	1	1	0	0	0	0	138	0	0	0	0	0	0	0	0	205	0	4	0	0	0	0	0	0	1	0	0	0	23	0	3	0	0	0	0	0	0	0	223	0	0	0	3	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	12	1	0
26219	45725	"Dalane"	58.244044	8.004356	935	"AWI"	935	9689	10567	10139	0	1	0	0	0	0	0	162	0	0	0	0	0	0	0	0	143	0	16	0	0	0	0	0	0	0	0	0	0	26	0	12	0	0	0	0	0	0	0	236	0	0	0	5	0	1	5	0	0	0	0	0	0	0	0	0	0	0	0	7	0	1
26219	45725	"Dalane"	58.244044	8.004356	939	"AWI"	939	9873	11120	10492	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	68	0	9	0	0	0	0	0	0	0	0	0	0	6	0	30	0	0	0	0	0	0	0	247	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0
26219	45725	"Dalane"	58.244044	8.004356	941	"AWI"	941	10173	11164	10649	0	0	1	0	0	0	0	154	0	0	0	0	0	0	0	0	46	0	12	0	1	0	0	0	0	0	0	0	0	9	1	89	0	0	0	0	0	0	0	120	0	0	0	6	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1
26219	45725	"Dalane"	58.244044	8.004356	943	"AWI"	943	10421	11226	10809	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	9	0	17	0	0	0	0	0	0	0	0	0	0	23	0	149	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0
26219	45725	"Dalane"	58.244044	8.004356	945	"AWI"	945	10603	11352	10997	0	0	1	0	0	0	0	213	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	8	0	116	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	7	0
26219	45725	"Dalane"	58.244044	8.004356	947	"AWI"	947	10726	11573	11155	0	1	1	0	0	0	0	365	0	0	0	0	0	0	0	0	3	0	28	0	0	0	0	0	0	1	0	0	0	37	0	73	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	13	0
26219	45725	"Dalane"	58.244044	8.004356	949	"AWI"	949	10819	11727	11266	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	1	0	37	0	0	0	0	0	0	0	0	0	0	41	0	26	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
26219	45725	"Dalane"	58.244044	8.004356	950.5	"AWI"	950.5	10865.5	11904.5	11341.5	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	39	0	0	0	0	0	0	0	0	0	0	9	1	11	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	43	29	0	0	0	0	0	0	0	4	0
26219	45725	"Dalane"	58.244044	8.004356	955	"AWI"	955	10948	12600	11544	0	0	1	0	29	0	0	0	0	0	0	0	0	0	0	0	0	2	19	0	0	0	0	0	0	0	0	0	0	6	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	7	0
26219	45725	"Dalane"	58.244044	8.004356	959	"AWI"	959	11091	12960	11765	0	0	0	3	13	0	0	0	0	0	0	0	0	0	0	0	0	1	21	0	0	0	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	44	0	0	0	0	0	0	0	3	0
26219	45725	"Dalane"	58.244044	8.004356	975	"AWI"	975	11583	14426	12695	0	0	2	0	44	0	0	90	0	0	0	0	0	0	0	0	0	1	41	0	0	0	0	1	0	0	0	0	0	5	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	3	0	0	0	0
26219	45725	"Dalane"	58.244044	8.004356	991	"AWI"	991	12230	15483	13617	0	0	5	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	16	0	8	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0
26219	45725	"Dalane"	58.244044	8.004356	1007	"AWI"	1007	12943	16564	14549	0	0	7	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
26219	45725	"Dalane"	58.244044	8.004356	1023	"AWI"	1023	13739	17520	15482	0	0	8	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	27	1	0	0	0	0	0	0	0	0	0	14	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0
26219	45725	"Dalane"	58.244044	8.004356	1039	"AWI"	1039	14553	18468	16407	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	9	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
26219	45725	"Dalane"	58.244044	8.004356	1055	"AWI"	1055	15391	19463	17342	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	20	0	0	0	0	0	0	0	0	0	0	15	0	7	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	26	0	0	0	0	2	0	0	3	0
