"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Euonymus"	"Fabaceae"	"Fagus"	"Fraxinus"	"Lamiaceae"	"Moraceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Salix"	"Tilia"	"Ulmus"	"Urticaceae"
3515	4541	"Zalozhtsy"	49.75	25.45	12	"AWI"	12	21	422	224	0	1.36054421768707	6.12244897959184	0	1.36054421768707	2.04081632653061	2.04081632653061	0	1.36054421768707	0	0	2.04081632653061	0	1.36054421768707	0	0	0	0	0	0	2.04081632653061	60.5442176870748	2.04081632653061	1.36054421768707	2.04081632653061	0	0	2.04081632653061	0	2.72108843537415	0	0	9.52380952380952
3515	4541	"Zalozhtsy"	49.75	25.45	25	"AWI"	25	505	627	540	0	2.5	3.33333333333333	0	0.833333333333333	0	2.5	0	0.833333333333333	0.833333333333333	0.833333333333333	6.66666666666667	0	0.833333333333333	0	0	0	0	0.833333333333333	0	2.5	70	0.833333333333333	0	5.83333333333333	0.833333333333333	0	0	0	0	0	0	0
3515	4541	"Zalozhtsy"	49.75	25.45	37	"AWI"	37	693	883	770	0	1.97368421052632	3.28947368421053	0	1.31578947368421	1.31578947368421	3.94736842105263	0	0	0	2.63157894736842	14.4736842105263	1.97368421052632	0.657894736842105	0	0	0	0	0	0.657894736842105	1.97368421052632	55.921052631579	5.26315789473684	1.97368421052632	1.31578947368421	0.657894736842105	0	0.657894736842105	0	0	0	0	0
3515	4541	"Zalozhtsy"	49.75	25.45	50	"AWI"	50	843	1051	951	0	2.17391304347826	0	1.6304347826087	1.6304347826087	1.6304347826087	2.71739130434783	0	0	0.543478260869565	1.08695652173913	25	0.543478260869565	2.17391304347826	0.543478260869565	0	0	0.543478260869565	0	0	1.08695652173913	42.9347826086957	7.60869565217391	0.543478260869565	4.34782608695652	1.08695652173913	0	1.6304347826087	0.543478260869565	0	0	0	0
3515	4541	"Zalozhtsy"	49.75	25.45	62	"AWI"	62	977	1232	1092	0	2.24215246636771	1.79372197309417	3.58744394618834	1.79372197309417	6.2780269058296	4.03587443946188	0	0	0.896860986547085	0.448430493273543	15.2466367713004	0	0.448430493273543	1.34529147982063	0.448430493273543	1.34529147982063	0	0.448430493273543	0.448430493273543	0.448430493273543	29.5964125560538	18.3856502242152	1.34529147982063	6.2780269058296	0	0	2.24215246636771	0.896860986547085	0	0	0	0
3515	4541	"Zalozhtsy"	49.75	25.45	75	"AWI"	75	1071	1391	1214	0	4.0983606557377	3.27868852459016	0	5.73770491803279	4.0983606557377	4.0983606557377	0	0	0	0	0	0.819672131147541	0	1.63934426229508	0	0	0	1.63934426229508	2.45901639344262	2.45901639344262	61.4754098360656	0	0	5.73770491803279	0	0	2.45901639344262	0	0	0	0	0
3515	4541	"Zalozhtsy"	49.75	25.45	87	"AWI"	87	1171	1535	1326	0	6.30630630630631	2.7027027027027	0	1.8018018018018	0.900900900900901	4.5045045045045	0	0	0	0	3.6036036036036	0	0	0	0	0	0	0	0	1.8018018018018	72.972972972973	0	0	3.6036036036036	0	0	0.900900900900901	0	0	0.900900900900901	0	0
3515	4541	"Zalozhtsy"	49.75	25.45	100	"AWI"	100	1314	1681	1460	0	2.83018867924528	0	0	1.88679245283019	0	12.2641509433962	0	0	0	0	2.83018867924528	0	0	0	0	0	0	0	0	1.88679245283019	75.4716981132076	0.943396226415094	0	1.88679245283019	0	0	0	0	0	0	0	0
3515	4541	"Zalozhtsy"	49.75	25.45	112	"AWI"	112	1457	1959	1696	0	4.46428571428571	0	0	1.78571428571429	2.67857142857143	5.35714285714286	0	0	0	0.892857142857143	5.35714285714286	0	0	0.892857142857143	0	0	0	0	0	0	74.1071428571429	0	0	4.46428571428571	0	0	0	0	0	0	0	0
3515	4541	"Zalozhtsy"	49.75	25.45	125	"AWI"	125	1721	2193	1978	0.862068965517241	2.58620689655172	0.862068965517241	0.862068965517241	1.72413793103448	0.862068965517241	9.48275862068965	0	0.862068965517241	0	0.862068965517241	0	0	0	0	0	0	0.862068965517241	0	2.58620689655172	0.862068965517241	63.7931034482759	6.89655172413793	0.862068965517241	5.17241379310345	0	0	0	0	0	0	0	0
3515	4541	"Zalozhtsy"	49.75	25.45	137	"AWI"	137	2026	2355	2212	0	2.38095238095238	0.793650793650794	0.793650793650794	2.38095238095238	6.34920634920635	7.14285714285714	0	0	0	1.58730158730159	0	0.793650793650794	0	0.793650793650794	0	0	0	0	0	1.58730158730159	61.9047619047619	0	0	5.55555555555556	0	0	7.14285714285714	0.793650793650794	0	0	0	0
3515	4541	"Zalozhtsy"	49.75	25.45	150	"AWI"	150	2231	2664	2433	0.892857142857143	3.57142857142857	0.892857142857143	0	0.892857142857143	3.57142857142857	4.46428571428571	0	0	0	0	0	0	0	0	0	0	0	0	0	2.67857142857143	75	2.67857142857143	0	2.67857142857143	0	0	2.67857142857143	0	0	0	0	0
3515	4541	"Zalozhtsy"	49.75	25.45	162	"AWI"	162	2425	2880	2633	3.47826086956522	4.34782608695652	0	0	3.47826086956522	0	6.08695652173913	0	0	0	0	0	0	0	0	0	0	0	0	0	4.34782608695652	62.6086956521739	4.34782608695652	0	6.08695652173913	0	0.869565217391304	3.47826086956522	0	0.869565217391304	0	0	0
3515	4541	"Zalozhtsy"	49.75	25.45	175	"AWI"	175	2756	3118	2853	0.813008130081301	4.0650406504065	1.6260162601626	0	5.69105691056911	1.6260162601626	4.0650406504065	0.813008130081301	0	0	0	0	0	0.813008130081301	0	0	0	0	0	0	3.2520325203252	64.2276422764228	1.6260162601626	0	4.0650406504065	0.813008130081301	0	3.2520325203252	0.813008130081301	0.813008130081301	0.813008130081301	0	0.813008130081301
