"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Melanthiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Oxalidaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15806	24305	"Aletschwald"	46.38972	8.02556	1.5	"AWI"	1.5	-47.5	-44.5	-46.5	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	6	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	2.5	"AWI"	2.5	-46.5	-43.5	-45.5	0	0	0	10	1	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	3	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	26	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	3.5	"AWI"	3.5	-45.5	-42.5	-44	0	0	0	7	1	0	0	1	0	8	0	0	0	0	0	0	0	0	0	0	2	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	24	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	4	"AWI"	4	-45	-42	-43	0	0	0	12	1	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	1	0	13	0	0	0	1	0	2	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	41	264	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	4.4	"AWI"	4.4	-44.6	-41.2	-42.6	1	0	0	3	1	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	4.8	"AWI"	4.8	-44.2	-40.4	-42.2	0	0	0	10	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	31	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	5.2	"AWI"	5.2	-43.6	-39.6	-41.6	0	0	0	12	0	0	0	1	0	14	0	1	0	0	0	0	0	1	0	0	0	0	8	0	0	0	0	0	7	0	0	0	0	1	0	0	20	0	0	0	0	0	0	0	67	183	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	5.6	"AWI"	5.6	-42.8	-38.8	-40.8	2	0	0	18	0	0	0	1	0	20	0	0	0	0	0	0	0	1	0	0	9	0	12	0	0	0	0	0	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	5	254	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	6	"AWI"	6	-42	-38	-40	0	0	0	8	0	0	0	1	0	12	0	0	0	0	0	0	0	0	0	0	6	0	7	0	0	0	0	0	3	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	12	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	1	0	0	1	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	6.4	"AWI"	6.4	-41.6	-36.8	-39.2	0	0	0	15	2	0	0	4	0	22	0	0	0	0	0	0	0	0	0	0	9	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	9	2	0	0	0	0	0	0	16	0	0	0	0	0	0	6	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
15806	24305	"Aletschwald"	46.38972	8.02556	6.8	"AWI"	6.8	-41.2	-35.6	-38.4	1	0	0	16	0	0	0	1	0	12	0	0	0	0	0	0	0	2	0	0	2	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	29	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
