"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Malus"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1905	"AWI"	1905	5224	6851	6076	0	0	183	0	0	1	0	38	0	0	2	0	0	0	0	99	1	0	0	0	0	3	2	11	0	0	0	0	0	0	0	0	0	0	0	0	3	247	0	0	0	0	0	77	0	0	0	0	0	1	0	2	0	0	0	0	1	6	10	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1935	"AWI"	1935	5448	7000	6280	0	0	133	0	0	0	0	67	0	0	0	0	0	0	0	65	1	0	0	0	0	0	1	22	0	0	0	1	0	0	0	0	0	0	0	4	3	244	0	0	0	3	0	114	0	0	0	0	1	0	0	0	0	0	0	0	0	13	13	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	1965	"AWI"	1965	5666	7145	6475	0	0	128	0	0	3	0	58	0	0	0	0	0	0	0	90	2	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	4	8	293	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	1	16	25	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2000	"AWI"	2000	5951	7312	6712	1	0	125	0	0	1	0	44	0	0	0	0	0	0	0	45	2	0	0	0	0	0	2	7	0	0	0	0	0	0	0	0	0	0	0	1	1	295	0	0	0	1	0	51	0	0	0	0	1	3	0	1	0	0	0	0	0	9	7	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2030	"AWI"	2030	6233	7429	6925	0	0	163	0	0	0	0	59	0	0	0	0	0	0	0	82	1	0	0	0	0	0	2	12	0	0	0	0	0	0	0	0	0	0	0	1	0	270	0	0	0	0	0	96	0	0	0	0	1	1	0	0	0	0	0	0	0	10	16	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2060	"AWI"	2060	6496	7545	7133	0	0	152	0	0	2	0	39	0	0	0	0	0	0	0	80	2	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	3	323	0	0	0	0	0	76	0	0	0	2	3	1	0	0	0	0	0	0	1	10	22	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2110	"AWI"	2110	7095	7713	7453	3	0	133	0	0	2	0	41	0	0	0	0	0	0	0	47	1	0	0	0	0	0	0	16	0	0	0	1	0	0	0	0	0	0	0	0	0	421	0	0	0	0	0	56	0	1	0	0	0	1	0	0	0	0	0	0	0	11	18	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2150	"AWI"	2150	7657	7989	7799	0	0	144	0	0	0	0	58	0	0	0	0	0	0	0	73	3	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	417	0	0	0	1	0	64	0	1	0	0	0	0	0	0	0	0	0	0	0	10	26	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2175	"AWI"	2175	7822	8440	8055	0	0	146	0	0	3	0	54	0	0	1	0	0	0	0	80	4	0	0	0	0	0	1	8	0	0	0	2	0	0	0	0	0	0	0	0	2	297	0	0	0	0	0	62	0	0	0	0	1	3	0	0	0	0	0	0	0	6	25	1
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2210	"AWI"	2210	8126	8817	8470	1	0	135	0	0	0	0	61	0	0	2	0	0	0	0	88	3	0	0	0	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	1	526	0	0	0	0	0	42	0	0	0	0	3	0	0	0	0	0	0	0	0	6	21	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2250	"AWI"	2250	8626	9824	9050	0	0	94	0	0	0	0	69	0	0	1	0	0	0	0	89	2	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	0	0	2	327	0	0	0	0	0	40	0	1	0	0	1	1	0	0	0	0	0	0	0	2	17	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2260	"AWI"	2260	8734	9987	9201	3	0	117	1	0	1	0	64	0	0	2	0	0	0	0	71	3	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	3	401	0	0	0	4	0	30	0	0	0	0	3	4	0	0	0	0	0	0	0	3	20	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2290	"AWI"	2290	8914	10447	9653	0	0	91	0	0	0	0	52	0	0	0	0	0	0	0	99	2	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	544	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	1
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2310	"AWI"	2310	9194	10653	9935	0	0	32	0	0	3	0	80	0	0	1	0	0	0	0	111	3	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	530	0	0	0	0	0	32	0	0	0	0	0	1	0	0	0	0	0	0	0	1	11	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2350	"AWI"	2350	9836	10997	10489	0	0	3	0	0	0	0	81	0	0	2	0	0	0	0	119	5	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	522	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2370	"AWI"	2370	10383	11094	10744	0	0	0	0	0	0	0	87	0	0	2	0	0	0	0	83	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	760	0	0	0	0	0	2	0	0	0	1	1	2	0	0	0	0	0	0	0	0	5	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2390	"AWI"	2390	10664	11244	10951	0	0	0	1	0	0	0	184	0	0	3	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	792	0	0	0	0	0	0	0	0	0	1	0	8	0	0	0	0	0	0	0	0	5	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2410	"AWI"	2410	10795	11573	11156	0	0	0	0	0	1	0	237	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2420	"AWI"	2420	10825	11785	11235	0	0	0	1	0	4	0	351	0	0	2	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	495	0	0	0	0	0	1	0	0	0	0	5	1	0	0	0	0	0	0	0	0	3	4
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2440	"AWI"	2440	10960	11961	11404	0	0	0	2	0	1	0	376	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	172	0	0	0	2	0	1	0	0	0	0	2	2	0	0	0	0	0	0	0	0	1	2
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2451	"AWI"	2451	11006	12069	11495	0	0	0	0	0	1	0	79	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	619	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2460	"AWI"	2460	11039	12188	11567	0	0	0	0	0	4	0	85	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2477	"AWI"	2477	11179	12317	11700	0	0	0	3	0	21	0	92	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	511	0	0	0	0	0	1	0	0	0	0	2	8	0	0	0	0	0	0	1	0	0	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2484	"AWI"	2484	11230	12367	11755	0	0	1	3	0	6	0	82	0	0	0	0	0	3	0	0	9	0	0	0	0	1	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	534	0	0	0	0	0	0	0	0	0	2	1	2	0	0	0	0	0	0	0	0	0	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2491.199951	"AWI"	2491.199951	11276.999755	12417.799559	11814.799559	0	0	0	4	0	6	0	62	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	1	0	6	0	0	0	0	0	0	0	569	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2509	"AWI"	2509	11368	12584	11955	0	0	0	1	0	7	0	54	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	582	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2519	"AWI"	2519	11504	12633	12034	0	0	1	2	0	9	0	64	0	0	0	0	0	2	0	0	16	0	3	0	0	0	0	0	0	0	0	4	0	9	0	0	0	0	0	0	0	547	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2529	"AWI"	2529	11612	12691	12117	0	0	0	0	0	14	0	78	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	507	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	0	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2536	"AWI"	2536	11679	12740	12171	0	0	0	3	0	6	0	29	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	3	0	14	0	0	0	0	0	0	0	548	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0
13332	19901	"Grosser Treppelsee"	52.142406	14.451838	2550	"AWI"	2550	11771	12889	12284	0	0	0	2	0	14	0	68	0	0	0	0	0	1	0	8	31	0	0	0	0	1	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	900	0	0	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0
