"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Buxus"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Juniperus"	"Lamiaceae"	"Olea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Quercus.evg.type"	"Rubiaceae"	"Rumex"	"Salix"	"Tilia"	"Ulmus"
14549	22805	"Les Palanques"	42.16222	2.43806	582	"AWI"	582	6730	7773	7321	1.66270783847981	0.237529691211401	0.475059382422803	0.237529691211401	0	0.237529691211401	0.712589073634204	0.950118764845606	1.42517814726841	0	0.237529691211401	22.5653206650831	20.4275534441805	0	0.237529691211401	0	0.237529691211401	0.237529691211401	0	0.237529691211401	27.790973871734	0	0	0	16.6270783847981	0.950118764845606	0	0.475059382422803	0	0.475059382422803	3.56294536817102
14549	22805	"Les Palanques"	42.16222	2.43806	592	"AWI"	592	6904	7884	7461	1.58730158730159	0.144300144300144	0	0.144300144300144	0	1.2987012987013	0	0.288600288600289	0.721500721500722	0	0.144300144300144	25.5411255411255	20.9235209235209	0	0.432900432900433	0	0.144300144300144	0.432900432900433	0	0	23.8095238095238	0.144300144300144	0	0	19.3362193362193	0.721500721500722	0.144300144300144	0.432900432900433	0.288600288600289	0.432900432900433	2.88600288600289
14549	22805	"Les Palanques"	42.16222	2.43806	602	"AWI"	602	7084	7987	7606	3.24324324324324	0.540540540540541	0	0	0	0.540540540540541	0	0	0	0	0	29.1891891891892	3.78378378378378	0	2.16216216216216	0	0	0	0	0	45.945945945946	0	0	0	9.72972972972973	0.540540540540541	0	0	0	0	4.32432432432432
14549	22805	"Les Palanques"	42.16222	2.43806	622	"AWI"	622	7481	8176	7888	0.418410041841004	0.418410041841004	0.139470013947001	0.278940027894003	0.278940027894003	0.418410041841004	0	0.557880055788006	0.139470013947001	0	0	53.1380753138075	0.418410041841004	0	0.557880055788006	0	0	0.418410041841004	0.139470013947001	0	7.67085076708508	0.139470013947001	0	0	24.1283124128312	0.697350069735007	0.139470013947001	0.139470013947001	0.139470013947001	0	9.6234309623431
14549	22805	"Les Palanques"	42.16222	2.43806	632	"AWI"	632	7706	8267	8017	0	0.684931506849315	0	0.45662100456621	0.684931506849315	3.42465753424658	0.228310502283105	1.82648401826484	0.45662100456621	0	0	59.3607305936073	0.114155251141553	0.228310502283105	0	0	0	0.684931506849315	0	0	6.7351598173516	0.570776255707762	5.70776255707763	0	9.1324200913242	0.570776255707762	0	1.59817351598174	0.228310502283105	0	7.30593607305936
14549	22805	"Les Palanques"	42.16222	2.43806	642	"AWI"	642	7939	8359	8139	0	3.66541353383459	0.093984962406015	0.469924812030075	0.75187969924812	3.66541353383459	0	1.69172932330827	0.37593984962406	0	0	56.015037593985	1.2218045112782	0.093984962406015	0.093984962406015	0	0	1.40977443609023	0	0	7.80075187969925	1.12781954887218	9.77443609022556	0.093984962406015	7.04887218045113	0.37593984962406	0.093984962406015	2.72556390977444	0.18796992481203	0	1.2218045112782
14549	22805	"Les Palanques"	42.16222	2.43806	652	"AWI"	652	8029	8536	8252	0.144300144300144	7.21500721500721	0.144300144300144	0.288600288600289	1.58730158730159	6.92640692640693	0	5.77200577200577	1.15440115440115	0	0.288600288600289	36.0750360750361	1.2987012987013	0.144300144300144	0.144300144300144	0	0	4.04040404040404	0.144300144300144	0	22.2222222222222	3.46320346320346	0	0.288600288600289	5.62770562770563	0.577200577200577	0.288600288600289	1.2987012987013	0.432900432900433	0	0.432900432900433
14549	22805	"Les Palanques"	42.16222	2.43806	662	"AWI"	662	8110	8684	8368	0	8.16777041942605	0	1.76600441501104	1.32450331125828	7.06401766004415	1.1037527593819	7.50551876379691	0.883002207505519	0	0.22075055187638	1.32450331125828	2.42825607064018	0.441501103752759	0	0	0	9.49227373068433	0	0	23.1788079470199	2.42825607064018	19.4260485651214	0.22075055187638	5.29801324503311	0.22075055187638	0.22075055187638	6.62251655629139	0.441501103752759	0	0.22075055187638
14549	22805	"Les Palanques"	42.16222	2.43806	672	"AWI"	672	8204	8818	8487	0	3.47826086956522	0.289855072463768	1.15942028985507	3.18840579710145	27.2463768115942	0	15.6521739130435	0.289855072463768	0.289855072463768	0	0.579710144927536	2.89855072463768	0.289855072463768	0.289855072463768	0	0	8.69565217391304	0.289855072463768	0	12.463768115942	4.34782608695652	0	0.579710144927536	6.08695652173913	0.289855072463768	0.579710144927536	8.40579710144928	2.60869565217391	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	682	"AWI"	682	8294	8938	8604	0	0.709219858156028	0	0	0	0	53.9007092198582	0	0	0	0.709219858156028	0	0	8.51063829787234	0	0	0	0	0	0	33.3333333333333	0	0	0	2.83687943262411	0	0	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	688	"AWI"	688	8355	9003	8673	0.18450184501845	1.8450184501845	0	0.18450184501845	0.18450184501845	0.55350553505535	0	0.738007380073801	0.55350553505535	0	0	51.1070110701107	0	0	0.738007380073801	0	0	0.18450184501845	0	0	11.6236162361624	0.18450184501845	0	0	24.9077490774908	0.738007380073801	0	0.738007380073801	0	0.18450184501845	5.35055350553506
14549	22805	"Les Palanques"	42.16222	2.43806	694	"AWI"	694	8421	9069	8744	0	1.22950819672131	0	0.614754098360656	0.204918032786885	1.22950819672131	0	1.4344262295082	1.4344262295082	0	0	49.5901639344262	0.614754098360656	0	0.614754098360656	0	0	0.409836065573771	0	0	10.2459016393443	0.614754098360656	0	0	25.6147540983607	0	0.204918032786885	0	0	0	5.94262295081967
14549	22805	"Les Palanques"	42.16222	2.43806	699	"AWI"	699	8461	9125	8804	0	1.21951219512195	0	0.40650406504065	0.203252032520325	1.6260162601626	0	1.82926829268293	1.01626016260163	0	0	53.4552845528455	1.21951219512195	0	0	0	0	0.609756097560976	0	0	10.5691056910569	0.40650406504065	0	0	20.9349593495935	0.203252032520325	0	0.203252032520325	0	0	6.09756097560976
14549	22805	"Les Palanques"	42.16222	2.43806	705	"AWI"	705	8536	9179	8873	0	1.67958656330749	0.129198966408269	0.129198966408269	0.258397932816538	1.80878552971576	0	1.55038759689922	0.387596899224806	0	0	61.2403100775194	0.129198966408269	0	0	0	0	0.516795865633075	0	0.129198966408269	8.91472868217054	1.16279069767442	0	0	13.953488372093	0.258397932816538	0.129198966408269	1.03359173126615	0	0	6.58914728682171
14549	22805	"Les Palanques"	42.16222	2.43806	711	"AWI"	711	8600	9252	8941	0	6.38297872340426	0	0.60790273556231	1.67173252279635	12.4620060790274	0.455927051671732	6.68693009118541	0.911854103343465	0	0.455927051671732	32.0668693009119	1.82370820668693	0.455927051671732	0	0	0	4.40729483282675	0	0	15.5015197568389	4.10334346504559	0	0	5.62310030395137	0.303951367781155	0.759878419452888	3.79939209726444	0.455927051671732	0	1.06382978723404
14549	22805	"Les Palanques"	42.16222	2.43806	716	"AWI"	716	8661	9290	8999	0	8.1151832460733	0	0.785340314136126	1.57068062827225	23.8219895287958	1.04712041884817	7.32984293193717	1.30890052356021	0	0	0.785340314136126	1.04712041884817	0.261780104712042	0	0.261780104712042	0	11.7801047120419	0	0	21.9895287958115	5.49738219895288	0	0	6.282722513089	0	1.57068062827225	6.02094240837696	0.523560209424084	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	722	"AWI"	722	8735	9351	9067	0	0	0	0	0	1.08695652173913	46.195652173913	1.6304347826087	0	0	0	1.08695652173913	0	9.78260869565217	0	0	0	0	0	0	39.1304347826087	0	0	0	0.543478260869565	0	0	0.543478260869565	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	739	"AWI"	739	8964	9484	9264	0	0	0	0	0	0	71.1864406779661	0	0	0	0	0	0	1.12994350282486	0	0	0	0	0	0	27.683615819209	0	0	0	0	0	0	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	744	"AWI"	744	9045	9512	9318	0	0	0	0	0	0	56.7164179104478	0	0	0	0	0.746268656716418	0	0.746268656716418	0	0	0	0	0	0	41.7910447761194	0	0	0	0	0	0	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	755	"AWI"	755	9170	9693	9453	0	0	0	1.69491525423729	0	1.69491525423729	74.5762711864407	0	0	0	0	1.69491525423729	0	0	0	0	0	0	0	0	15.2542372881356	1.69491525423729	0	0	1.69491525423729	1.69491525423729	0	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	761	"AWI"	761	9214	9891	9521	0	0	0	0	0	0	79.3478260869565	0	0	0	0	0	3.26086956521739	0	0	0	0	0	0	0	16.304347826087	0	0	0	0	0	1.08695652173913	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	772	"AWI"	772	9328	10132	9660	0	0	0	0.558659217877095	0	0.558659217877095	35.195530726257	0	0	0	0	25.1396648044693	2.23463687150838	1.11731843575419	1.11731843575419	0	0	0	0	0	26.8156424581006	0.558659217877095	0	0	4.46927374301676	0	0	0.558659217877095	0	0	1.67597765363128
14549	22805	"Les Palanques"	42.16222	2.43806	778	"AWI"	778	9385	10238	9742	0	0	0	0	0	0	21.7391304347826	0	0	0	0	21.7391304347826	8.69565217391304	0	0	0	0	0	0	0	43.4782608695652	0	0	0	4.34782608695652	0	0	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	783	"AWI"	783	9434	10336	9807	0	0	0	0	0	0	21.4285714285714	0	0	0	0	50	0	0	0	0	0	3.57142857142857	0	0	3.57142857142857	3.57142857142857	0	0	14.2857142857143	0	0	0	0	0	3.57142857142857
14549	22805	"Les Palanques"	42.16222	2.43806	795	"AWI"	795	9541	10555	9970	1.02040816326531	0	0	1.02040816326531	0	0	41.8367346938776	0	0	0	0	8.16326530612245	3.06122448979592	2.04081632653061	0	0	0	1.02040816326531	0	0	33.6734693877551	1.02040816326531	0	0	4.08163265306122	1.02040816326531	0	0	0	0	2.04081632653061
14549	22805	"Les Palanques"	42.16222	2.43806	805	"AWI"	805	9641	10743	10103	0	2.23463687150838	0.558659217877095	1.11731843575419	0.558659217877095	3.91061452513966	26.8156424581006	2.79329608938547	0.558659217877095	0	0	8.93854748603352	2.23463687150838	1.11731843575419	0	0	0	3.91061452513966	0	0	35.7541899441341	0.558659217877095	0	0.558659217877095	5.02793296089385	0.558659217877095	0.558659217877095	1.67597765363128	0	0	0.558659217877095
14549	22805	"Les Palanques"	42.16222	2.43806	814	"AWI"	814	9730	10902	10224	0	0	0	0	1.01010101010101	0	43.4343434343434	1.01010101010101	0	0	0	11.1111111111111	0	0	0	0	0	0	0	0	39.3939393939394	0	0	0	4.04040404040404	0	0	0	0	0	0
14549	22805	"Les Palanques"	42.16222	2.43806	823	"AWI"	823	9817	11053	10343	0	0	0	1.06382978723404	0	1.06382978723404	58.5106382978723	0	0	0	0	8.51063829787234	0	0	0	0	0	0	0	0	26.5957446808511	0	0	0	2.12765957446809	0	0	1.06382978723404	0	0	1.06382978723404
