"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Genista"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
14628	22938	"Zalavár"	46.78528	17.155	140	"AWI"	140	3240	5071	4307	28	0	45	0	0	2	6	0	13	0	2	0	0	0	0	59	35	0	0	0	5	10	0	0	0	0	3	0	0	0	0	3	23	65	0	265	0	0	40	21	0	0	4	0	0	0	0	0	3	23	0	1
14628	22938	"Zalavár"	46.78528	17.155	145	"AWI"	145	3810	5154	4608	13	0	77	1	0	2	10	0	11	4	1	0	0	0	0	142	15	0	0	0	112	5	0	0	0	1	0	0	0	1	0	30	6	22	0	656	0	0	183	0	0	0	1	2	2	0	0	2	11	36	0	0
14628	22938	"Zalavár"	46.78528	17.155	150	"AWI"	150	4246	5300	4935	8	1	57	3	0	0	5	0	16	1	1	0	0	0	0	84	31	0	0	0	85	5	0	0	0	0	0	0	0	0	1	26	8	24	0	515	0	0	92	0	0	0	1	1	0	0	0	1	8	30	0	2
14628	22938	"Zalavár"	46.78528	17.155	155	"AWI"	155	4937	5477	5269	7	0	127	1	0	0	7	0	38	0	0	0	0	0	0	222	85	0	0	0	105	1	0	0	0	0	0	0	0	0	0	17	6	22	0	195	0	0	51	0	0	0	0	0	0	0	0	1	21	36	0	0
14628	22938	"Zalavár"	46.78528	17.155	160	"AWI"	160	5300	6024	5611	1	0	83	0	0	0	9	0	15	0	0	0	0	0	0	171	76	10	0	0	40	3	0	0	0	0	0	0	0	0	0	28	20	32	0	69	0	60	150	0	0	0	0	0	6	0	0	0	36	21	0	0
14628	22938	"Zalavár"	46.78528	17.155	165	"AWI"	165	5422	6990	5934	6	0	70	0	0	0	6	0	34	0	0	0	0	0	0	137	32	0	2	0	83	1	0	0	0	0	0	0	0	0	0	27	9	23	0	95	0	0	80	0	0	0	4	1	0	1	0	1	16	35	0	2
14628	22938	"Zalavár"	46.78528	17.155	170	"AWI"	170	5582	7170	6257	6	0	164	1	0	0	2	0	36	3	0	0	0	0	0	203	63	0	0	0	98	3	0	0	0	0	0	0	0	2	0	34	13	36	0	94	0	0	110	2	0	0	1	0	0	0	0	0	22	38	0	1
14628	22938	"Zalavár"	46.78528	17.155	175	"AWI"	175	5687	7439	6571	18	0	61	0	0	0	0	0	16	0	0	0	0	0	0	195	70	0	0	0	9	4	0	0	0	0	0	0	0	0	0	20	6	20	0	62	0	0	33	0	0	0	0	1	0	0	0	0	12	37	0	0
14628	22938	"Zalavár"	46.78528	17.155	180	"AWI"	180	5922	7685	6838	7	0	77	0	0	2	15	0	21	5	0	0	0	0	0	145	5	0	0	0	52	10	0	0	0	0	5	0	0	0	0	8	14	50	0	110	0	0	181	0	0	0	3	1	1	1	0	3	17	43	0	3
14628	22938	"Zalavár"	46.78528	17.155	185	"AWI"	185	6156	7768	7113	11	0	45	2	0	2	19	0	16	2	0	0	0	0	1	147	8	0	0	0	32	2	0	0	0	0	0	0	0	1	3	11	7	18	0	62	0	0	136	0	0	0	3	2	3	0	0	1	13	37	0	0
14628	22938	"Zalavár"	46.78528	17.155	190	"AWI"	190	6305	7950	7400	11	1	12	4	0	3	18	0	3	5	0	0	0	0	0	110	10	0	0	0	16	3	0	0	0	0	1	0	0	0	0	1	1	13	0	25	0	0	62	0	0	0	1	2	1	0	0	0	32	27	0	0
14628	22938	"Zalavár"	46.78528	17.155	195	"AWI"	195	6967	7998	7632	8	0	19	0	0	7	3	0	7	3	0	0	0	0	0	80	18	0	1	0	8	7	0	0	0	0	0	0	0	0	1	0	5	51	0	42	0	0	32	0	0	0	0	0	0	0	0	0	21	43	0	0
14628	22938	"Zalavár"	46.78528	17.155	200	"AWI"	200	7595	8067	7868	2	0	8	3	0	0	3	0	3	2	0	0	0	0	0	67	13	2	0	0	6	8	0	0	0	0	0	0	0	0	0	5	25	43	0	4	0	2	16	0	0	0	0	0	1	0	0	0	19	5	0	0
14628	22938	"Zalavár"	46.78528	17.155	205	"AWI"	205	7856	8153	8023	18	0	31	0	0	0	4	0	8	0	0	0	0	0	0	102	16	0	0	0	3	3	0	0	0	0	0	0	0	1	0	2	29	52	0	39	0	0	44	0	0	0	4	0	0	0	0	0	27	37	0	0
14628	22938	"Zalavár"	46.78528	17.155	210	"AWI"	210	7924	8243	8087	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	15	0	4	0	0	1	0	0	0	0	0	0	0	0	0	25	1	0	0
14628	22938	"Zalavár"	46.78528	17.155	215	"AWI"	215	7976	8399	8145	17	1	10	5	0	5	13	0	0	9	1	0	0	0	0	94	5	0	0	0	6	2	0	0	0	0	0	0	0	0	1	3	17	60	0	25	0	0	46	0	0	0	0	0	0	0	0	0	25	39	0	1
14628	22938	"Zalavár"	46.78528	17.155	220	"AWI"	220	8015	8456	8195	7	0	6	5	0	0	0	0	0	5	0	0	0	0	0	65	7	8	0	0	4	3	0	0	0	0	0	0	0	0	0	1	34	108	0	5	0	0	6	0	0	0	0	0	0	0	0	0	9	17	0	0
14628	22938	"Zalavár"	46.78528	17.155	225	"AWI"	225	8044	8532	8239	5	1	16	5	0	5	21	0	1	15	0	0	0	0	0	149	58	0	1	0	21	21	0	1	0	0	1	0	0	1	0	0	23	54	0	24	0	0	105	0	0	0	1	0	1	0	0	1	8	52	0	1
14628	22938	"Zalavár"	46.78528	17.155	230	"AWI"	230	8083	8608	8284	30	0	6	1	0	0	0	0	2	0	0	0	0	0	0	45	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	66	304	0	23	0	0	7	0	0	0	0	1	0	0	0	0	22	25	0	0
14628	22938	"Zalavár"	46.78528	17.155	235	"AWI"	235	8134	8696	8331	2	0	24	0	0	0	2	0	2	0	0	0	0	0	0	115	3	3	0	0	0	8	0	0	0	0	0	0	0	0	0	4	14	41	0	2	0	0	23	0	0	0	0	0	3	0	0	0	5	38	0	0
14628	22938	"Zalavár"	46.78528	17.155	240	"AWI"	240	8165	8800	8378	11	0	18	2	0	0	1	0	4	1	0	0	0	0	0	266	41	0	0	0	10	12	0	0	0	0	0	0	1	0	1	0	22	101	0	67	0	0	51	0	0	0	1	0	0	0	0	4	23	110	1	0
14628	22938	"Zalavár"	46.78528	17.155	245	"AWI"	245	8239	8877	8454	12	0	1	0	0	0	0	0	0	1	0	0	0	0	0	29	53	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	36	171	0	9	0	0	3	0	0	0	0	0	0	0	0	1	4	11	0	0
14628	22938	"Zalavár"	46.78528	17.155	250	"AWI"	250	8282	8980	8531	11	0	16	3	0	1	0	0	6	2	0	0	0	1	0	106	26	0	1	0	20	5	0	0	0	0	0	0	0	1	3	8	21	78	0	25	0	0	42	0	0	0	0	0	1	0	0	1	13	33	0	0
14628	22938	"Zalavár"	46.78528	17.155	255	"AWI"	255	8343	9091	8611	15	0	21	0	0	0	1	0	3	0	0	0	0	0	0	70	26	0	0	0	9	3	0	0	0	1	0	0	0	0	2	1	23	121	0	112	0	0	35	0	0	0	2	0	0	0	0	0	16	42	0	1
14628	22938	"Zalavár"	46.78528	17.155	260	"AWI"	260	8405	9193	8723	26	0	1	0	0	0	5	0	6	0	0	0	0	0	0	3	13	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	6	356	0	101	0	18	2	4	0	0	3	0	1	0	0	4	1	31	0	0
14628	22938	"Zalavár"	46.78528	17.155	270	"AWI"	270	8557	9453	8937	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	650	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0
14628	22938	"Zalavár"	46.78528	17.155	275	"AWI"	275	8616	9546	9056	14	0	6	0	0	0	0	0	3	0	0	0	0	0	0	78	24	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	9	389	0	45	0	0	0	0	0	0	0	0	0	0	0	1	33	31	0	0
14628	22938	"Zalavár"	46.78528	17.155	280	"AWI"	280	8686	9680	9164	10	0	4	0	0	6	4	0	3	2	0	0	0	0	0	225	17	0	2	0	0	0	0	0	0	0	0	0	0	2	3	0	5	187	0	100	0	0	23	0	0	0	0	0	0	0	0	4	45	67	0	0
14628	22938	"Zalavár"	46.78528	17.155	285	"AWI"	285	8787	9739	9270	30	0	2	0	0	1	3	0	1	0	0	0	0	0	0	90	10	0	0	0	2	7	0	0	0	0	0	2	0	0	2	0	26	317	0	43	0	0	12	0	0	0	3	0	0	0	0	0	11	35	0	0
14628	22938	"Zalavár"	46.78528	17.155	290	"AWI"	290	8864	9841	9380	8	0	1	0	0	0	3	0	1	0	0	0	0	0	0	7	35	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	33	358	0	35	0	0	7	0	0	0	2	0	0	0	0	4	0	10	0	0
14628	22938	"Zalavár"	46.78528	17.155	295	"AWI"	295	8990	9914	9486	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	21	165	0	5	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0
14628	22938	"Zalavár"	46.78528	17.155	305	"AWI"	305	9194	10064	9707	1	0	2	3	0	0	2	0	4	0	0	0	0	0	0	5	40	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6	346	0	2	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0
14628	22938	"Zalavár"	46.78528	17.155	310	"AWI"	310	9411	10102	9806	13	1	6	3	0	1	12	0	14	0	1	0	0	0	0	61	17	0	0	0	8	0	0	0	0	0	1	1	0	0	0	3	28	335	0	84	0	0	30	0	0	0	1	0	1	0	0	4	15	45	1	0
14628	22938	"Zalavár"	46.78528	17.155	315	"AWI"	315	9545	10160	9916	24	0	6	2	0	0	0	0	0	0	0	0	0	0	0	23	4	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	20	194	0	32	0	0	0	0	0	0	1	0	0	0	0	1	18	19	0	0
14628	22938	"Zalavár"	46.78528	17.155	320	"AWI"	320	9746	10229	10037	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	500	0	20	0	0	0	0	0	0	0	0	0	0	0	0	25	30	0	0
14628	22938	"Zalavár"	46.78528	17.155	325	"AWI"	325	9889	10386	10169	14	0	19	3	0	0	6	0	2	0	0	0	0	0	0	181	14	0	2	0	8	2	0	0	0	0	0	2	0	0	1	0	20	197	0	109	0	0	12	0	0	0	0	1	0	0	0	1	43	75	0	0
14628	22938	"Zalavár"	46.78528	17.155	330	"AWI"	330	9985	10642	10278	20	1	2	19	0	0	80	0	58	7	0	0	0	0	0	19	4	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	7	419	0	180	0	0	28	0	0	0	10	0	0	0	0	18	10	28	0	0
14628	22938	"Zalavár"	46.78528	17.155	335	"AWI"	335	10110	10723	10415	4	0	4	2	0	0	18	0	14	0	0	0	0	0	0	4	64	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	660	0	13	0	0	1	0	0	0	0	0	0	0	0	3	0	2	0	0
14628	22938	"Zalavár"	46.78528	17.155	340	"AWI"	340	10189	10882	10549	6	0	2	22	0	0	134	0	31	6	0	0	0	1	0	29	177	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	7	868	0	43	0	0	2	0	0	0	13	0	1	0	1	4	1	1	0	0
14628	22938	"Zalavár"	46.78528	17.155	345	"AWI"	345	10374	11001	10681	12	0	5	18	0	0	183	0	80	3	0	0	0	0	0	36	83	4	0	0	0	0	0	0	0	1	0	1	0	1	3	1	5	770	0	45	0	0	2	0	0	0	9	0	0	0	0	2	0	4	0	0
14628	22938	"Zalavár"	46.78528	17.155	350	"AWI"	350	10564	11072	10820	10	0	0	0	0	0	30	0	315	0	0	0	0	0	0	20	50	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	450	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14628	22938	"Zalavár"	46.78528	17.155	355	"AWI"	355	10677	11253	10957	1	0	14	14	0	0	33	0	149	2	0	0	0	0	0	30	44	1	0	0	0	5	0	0	1	0	1	0	0	0	0	0	2	556	0	66	0	0	6	0	0	0	2	1	0	0	0	0	3	0	0	0
14628	22938	"Zalavár"	46.78528	17.155	360	"AWI"	360	10780	11620	11125	7	0	3	12	0	0	50	0	46	11	0	0	0	1	0	43	154	0	0	0	1	3	0	0	0	2	0	0	0	0	0	0	3	261	0	84	0	0	13	0	0	0	4	0	4	0	0	4	1	13	0	0
14628	22938	"Zalavár"	46.78528	17.155	365	"AWI"	365	10829	12106	11255	3	0	4	10	0	0	59	0	315	3	0	0	0	0	0	39	105	1	0	0	2	1	0	0	0	0	1	0	0	0	0	0	0	760	0	36	0	0	0	0	0	0	0	0	0	0	0	5	1	5	0	0
14628	22938	"Zalavár"	46.78528	17.155	370	"AWI"	370	10910	12471	11408	6	0	6	9	0	2	6	0	10	7	0	0	0	0	0	136	3	0	0	0	19	9	0	0	0	0	0	0	1	0	1	0	19	96	0	5	0	0	52	0	0	0	0	0	0	0	0	1	18	49	0	0
14628	22938	"Zalavár"	46.78528	17.155	375	"AWI"	375	10980	12763	11580	1	0	9	25	0	0	147	0	105	0	0	0	0	1	0	24	137	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	2	619	0	14	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0
14628	22938	"Zalavár"	46.78528	17.155	380	"AWI"	380	11037	13100	11745	1	0	3	7	0	0	59	0	40	2	0	0	0	0	0	15	85	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6	437	0	46	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0
