"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	5	"AWI"	5	-105	115	2	19.2612137203166	0.527704485488127	0	0.79155672823219	0.263852242744063	0	0	0	0	2.63852242744063	0	0	0	0.527704485488127	0	0	1.31926121372032	0	0	0	2.9023746701847	0	19.7889182058047	0	0	0.263852242744063	0	0	10.2902374670185	0	0.527704485488127	0	0	0	0	0	4.74934036939314	0	0	0	0	0	0	0	0	0	1.84696569920844	17.6781002638522	0	0	0	7.12401055408971	0.263852242744063	1.05540897097625	0	0	0.527704485488127	2.37467018469657	0.79155672823219	0	0	0	0	1.05540897097625	0	3.43007915567282	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	10	"AWI"	10	-80	251	48	22.6293103448276	0.431034482758621	0	0	1.07758620689655	0	0.21551724137931	2.37068965517241	0	1.72413793103448	0	0.431034482758621	0.646551724137931	0	0	0.431034482758621	1.07758620689655	0	0	0	3.44827586206897	0	15.0862068965517	0	0	0	0.21551724137931	0	11.8534482758621	0	0	0	0	0	0	0	2.37068965517241	0.431034482758621	0.21551724137931	0	0.431034482758621	0	0.21551724137931	0	0	0	4.0948275862069	13.1465517241379	0	0	0	4.52586206896552	0	2.80172413793103	0	0	0.21551724137931	2.37068965517241	0.431034482758621	0	0	0.21551724137931	0.21551724137931	0.21551724137931	0	6.25	0	0.21551724137931
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	15	"AWI"	15	-31	297	109	23.3333333333333	0	0	0	0.588235294117647	0	0.588235294117647	0	0	0.980392156862745	0	0.392156862745098	0.392156862745098	0.196078431372549	0	0.588235294117647	0.392156862745098	0	0	0	6.47058823529412	0	16.6666666666667	0.196078431372549	0	0.588235294117647	0	0	11.5686274509804	0	0	0.196078431372549	0	0	0	0	4.11764705882353	0.392156862745098	0.196078431372549	0	0	0	0	0.588235294117647	0	0	3.72549019607843	12.3529411764706	0	0	0	5.68627450980392	0	1.56862745098039	0	0	0.196078431372549	2.15686274509804	0.392156862745098	0	0	0	0	0.392156862745098	0.392156862745098	4.70588235294118	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	20	"AWI"	20	-6	378	166	7.52351097178683	0.783699059561128	0	0.156739811912226	0.783699059561128	0	0.313479623824451	4.70219435736677	0	1.25391849529781	0	0.156739811912226	0.156739811912226	0.156739811912226	0	0.156739811912226	0.156739811912226	0	0	0	4.23197492163009	0	21.7868338557994	0.156739811912226	0	0.156739811912226	0	0	8.77742946708464	0	0	0	0.470219435736677	0	0	0	4.858934169279	0.156739811912226	0.156739811912226	0	0.313479623824451	0	0.156739811912226	0.156739811912226	4.07523510971787	0	3.91849529780564	23.9811912225705	0	0	0	5.64263322884013	0.156739811912226	1.88087774294671	0	0	0.940438871473354	1.09717868338558	0	0	0	0	0	0.313479623824451	0	0.313479623824451	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	25	"AWI"	25	56	417	231	13.4903640256959	0.214132762312634	0	0.214132762312634	0.214132762312634	0	0.214132762312634	0.856531049250535	0	1.07066381156317	0	0.856531049250535	0.214132762312634	0	0	0	0.642398286937901	0	0	0.214132762312634	7.92291220556745	0	26.1241970021413	0	0	0.214132762312634	0	0	11.5631691648822	0	0	0	0	0	0	0	5.13918629550321	0.428265524625268	0	0	0.642398286937901	0	0	0.214132762312634	0	0	2.78372591006424	14.3468950749465	0	0	0	7.49464668094218	0.214132762312634	1.71306209850107	0	0	0.214132762312634	0.428265524625268	0	0	0	0	0	0.428265524625268	1.49892933618844	0.428265524625268	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	30	"AWI"	30	86	482	292	20.8333333333333	0	0	0.36231884057971	0	0	1.26811594202899	0	0	1.44927536231884	0	0	0.36231884057971	0	0	0.543478260869565	0.36231884057971	0	0	0	8.69565217391304	0.181159420289855	18.6594202898551	0	0	1.08695652173913	0	0	13.5869565217391	0	0.181159420289855	0	0	0	0	0	4.52898550724638	1.08695652173913	0	0	0	0	0	0	0	0	2.89855072463768	11.9565217391304	0	0	0	6.52173913043478	0.181159420289855	1.99275362318841	0	0	0.905797101449275	1.08695652173913	0.543478260869565	0	0	0	0	0	0.181159420289855	0.181159420289855	0	0.36231884057971
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	35	"AWI"	35	164	515	352	22.2984562607204	0.686106346483705	0	0.171526586620926	0.686106346483705	0	0.514579759862779	0	0	2.05831903945112	0	0	0.514579759862779	0.171526586620926	0	0.171526586620926	0.514579759862779	0	0	0	6.17495711835334	0.171526586620926	18.696397941681	0	0	0.343053173241852	0	0	12.3499142367067	0.171526586620926	0	0	0	0	0	0	4.63121783876501	0.171526586620926	0.171526586620926	0	0	0	0	0.171526586620926	0	0	2.74442538593482	11.663807890223	0	0	0	9.26243567753002	0	2.40137221269297	0	0	0.857632933104631	0.343053173241852	0.514579759862779	0	0	0	0	0.171526586620926	0.171526586620926	1.02915951972556	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	40	"AWI"	40	205	580	414	27.9874213836478	0.628930817610063	0	0	0.314465408805031	0	0	0	0	3.77358490566038	0	0.314465408805031	0	0	0	0.628930817610063	0	0	0	0	7.54716981132075	0	13.5220125786164	0.314465408805031	0	0.314465408805031	0	0	24.5283018867925	0	0	0	0	0	0	0	2.83018867924528	0.314465408805031	0	0	0	0	0	0.314465408805031	0	0	1.25786163522013	8.17610062893082	0	0	0	3.77358490566038	0.314465408805031	0.628930817610063	0	0	0.314465408805031	0.314465408805031	0.314465408805031	0	0	0	0	0.314465408805031	0.943396226415094	0.314465408805031	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	45	"AWI"	45	326	609	476	21.0869565217391	0.434782608695652	0	0	0.434782608695652	0	0.434782608695652	1.52173913043478	0	1.73913043478261	0	0	0	0	0	1.08695652173913	0	0	0	0	7.82608695652174	0	16.5217391304348	0	0	1.08695652173913	0	0	13.9130434782609	0	0.217391304347826	0	0.217391304347826	0	0	0	4.1304347826087	0.217391304347826	0.434782608695652	0	0	0	0	0	0	0	2.39130434782609	15.2173913043478	0	0	0	8.69565217391304	0	0.434782608695652	0	0	0.217391304347826	1.08695652173913	0	0	0	0	0	0.434782608695652	0.217391304347826	0	0	0
16376	25472	"Tourbière de Mont Sec"	45.06889	5.80667	50	"AWI"	50	379	691	541	33.7552742616034	1.26582278481013	0	0	0.843881856540084	0	0.843881856540084	0	0.421940928270042	3.37552742616034	0	0.421940928270042	0	0.421940928270042	0	0	0	0	0	0	2.9535864978903	0	8.0168776371308	0	0	0	0	0	31.2236286919831	0	0	0	0	0	0	0	2.10970464135021	0	0.421940928270042	0	0.421940928270042	0	0	0	0	0	0	0	0	0	0	8.43881856540084	0.421940928270042	0.843881856540084	0	0	0.421940928270042	0.421940928270042	0.421940928270042	0	0	0	0	0.843881856540084	0.843881856540084	0.843881856540084	0	0
