"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
23855	41351	"Saham  Mere"	52.58139	0.80639	2446	"AWI"	2446	5903	6437	6183	192	1	0	3	1	0	0	0	0	0	0	0	588	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	106	0	0	0	0	3	5	0	0	0	0	23	0	9	6	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2454	"AWI"	2454	6115	6530	6297	147	1	0	2	0	0	0	0	0	0	0	0	407	0	5	0	0	1	0	10	0	0	0	0	0	1	0	0	4	3	0	0	0	0	0	0	254	0	0	0	2	3	0	0	0	0	0	71	0	34	11	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2456	"AWI"	2456	6200	6577	6348	214	0	0	1	1	0	0	0	0	0	0	0	471	0	3	0	0	0	0	32	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	287	0	0	0	0	13	0	0	0	0	0	120	0	25	27	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2458	"AWI"	2458	6233	6626	6400	93	0	0	6	0	0	0	0	0	0	0	0	189	0	1	0	0	0	0	54	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	271	0	0	0	2	0	0	0	0	1	0	143	0	32	47	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2460	"AWI"	2460	6256	6717	6450	194	0	0	4	2	0	0	0	0	0	0	1	321	0	6	0	0	0	0	40	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	245	0	0	0	0	7	1	0	0	0	0	132	0	48	71	0	2
23855	41351	"Saham  Mere"	52.58139	0.80639	2462	"AWI"	2462	6279	6842	6497	233	0	0	5	1	0	0	0	0	0	0	0	341	0	3	0	0	0	0	46	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	311	0	0	0	0	1	0	0	0	0	0	27	0	40	75	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2470	"AWI"	2470	6416	7116	6745	206	1	0	8	2	0	0	0	0	0	0	0	274	0	7	0	0	0	0	62	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	275	0	0	0	0	3	0	1	0	0	0	1	0	31	67	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2478	"AWI"	2478	6607	7360	7001	184	1	0	3	2	0	0	0	0	0	0	0	274	0	5	0	0	0	0	54	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	310	0	0	0	0	0	0	1	0	0	0	0	0	47	96	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2486	"AWI"	2486	6861	7513	7258	280	0	0	5	1	0	0	0	0	0	0	0	270	0	4	0	0	0	0	57	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	249	0	0	0	0	3	0	1	0	0	0	5	0	33	109	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2490	"AWI"	2490	7150	7546	7371	227	2	0	5	1	0	0	0	0	0	0	0	302	0	2	0	0	0	0	31	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	0	287	0	0	0	0	2	2	1	0	0	0	0	0	40	95	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2494	"AWI"	2494	7333	7638	7491	175	1	0	6	2	0	0	0	0	0	0	0	275	0	4	0	0	0	0	39	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	331	0	0	0	0	2	0	1	0	0	0	1	0	43	98	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2498	"AWI"	2498	7484	7958	7726	165	1	0	5	2	0	0	0	0	0	0	0	400	0	5	0	0	0	0	16	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	266	0	0	0	0	4	0	1	0	0	0	0	0	50	66	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2506	"AWI"	2506	7761	8619	8184	212	0	0	1	0	0	0	0	0	0	0	0	505	0	7	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	178	0	0	0	0	0	0	1	0	0	0	0	0	38	119	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2510	"AWI"	2510	8096	8704	8396	255	0	0	4	0	0	0	0	0	0	0	0	363	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	167	0	0	0	0	1	0	0	0	0	0	0	0	22	116	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2514	"AWI"	2514	8335	8871	8614	112	0	0	1	0	0	74	0	0	0	0	0	510	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	173	0	0	0	0	1	0	2	0	0	0	0	0	13	89	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2518	"AWI"	2518	8458	8927	8687	47	0	0	3	0	0	0	0	0	0	0	0	476	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	202	0	0	0	0	4	0	0	0	0	0	0	0	7	102	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2522	"AWI"	2522	8527	9025	8771	11	0	0	3	0	0	72	0	0	0	0	0	535	0	7	0	0	0	0	2	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	170	0	0	0	0	1	1	0	0	0	0	0	0	8	103	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2530	"AWI"	2530	8636	9182	8899	15	1	0	2	0	0	81	0	0	0	0	0	592	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	187	0	0	0	0	5	0	0	0	0	0	0	0	0	79	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2538	"AWI"	2538	8726	9314	9009	6	0	0	8	1	0	0	0	0	0	0	0	720	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	188	0	0	0	0	4	3	0	0	0	0	0	0	2	71	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2546	"AWI"	2546	8831	9434	9119	1	0	0	5	0	0	0	0	0	0	0	0	836	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	105	0	0	0	0	4	0	0	0	0	0	0	0	1	94	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2554	"AWI"	2554	8921	9534	9235	1	0	0	3	0	0	0	0	0	0	0	0	712	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	149	0	0	0	0	2	1	0	0	0	0	0	0	0	113	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2562	"AWI"	2562	9041	9610	9343	0	0	0	6	0	0	0	0	0	0	0	0	734	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	130	0	0	0	0	6	0	0	0	0	0	0	0	0	58	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2570	"AWI"	2570	9181	9694	9444	0	0	0	1	0	0	0	0	0	0	0	0	841	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	137	0	0	0	0	3	0	1	0	0	0	0	0	0	60	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2578	"AWI"	2578	9348	9778	9539	0	0	0	5	0	0	0	0	0	0	0	0	869	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	127	0	0	0	0	4	0	0	0	0	0	0	0	0	62	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2586	"AWI"	2586	9511	9867	9635	0	0	0	1	0	0	0	0	0	0	0	0	934	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	56	0	0	0	0	0	0	0	111	0	0	0	0	4	0	0	0	0	0	0	0	0	74	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2594	"AWI"	2594	9565	9978	9723	0	0	0	0	0	0	0	0	0	0	0	0	928	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	0	0	78	0	0	0	0	4	0	0	0	0	0	0	0	0	50	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2597	"AWI"	2597	9591	10006	9756	0	0	0	0	0	0	0	0	0	0	0	0	909	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	80	0	0	0	0	2	0	0	0	0	0	0	0	0	78	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2608	"AWI"	2608	9659	10147	9869	9	0	0	4	0	0	0	0	0	0	0	0	727	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	161	0	0	0	0	4	0	0	0	0	0	1	0	2	86	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2616	"AWI"	2616	9717	10253	9948	1	0	0	5	0	0	0	0	0	0	0	0	635	0	6	0	0	0	0	1	0	0	0	0	0	0	0	0	35	0	0	0	0	0	0	0	148	0	0	0	0	0	1	0	0	0	0	0	0	0	69	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2624	"AWI"	2624	9780	10349	10033	0	0	0	2	0	0	0	0	0	0	0	0	778	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	154	0	0	0	0	2	1	0	0	0	0	0	0	0	55	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2632	"AWI"	2632	9853	10434	10114	0	0	0	1	0	0	0	0	0	0	0	0	704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	106	0	0	0	0	5	0	0	0	0	0	0	0	0	50	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2640	"AWI"	2640	9932	10525	10199	0	0	0	4	1	0	0	0	0	0	0	0	788	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	108	0	0	0	0	6	1	0	0	0	0	0	0	0	69	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2648	"AWI"	2648	10027	10609	10282	0	0	0	2	0	0	0	0	0	0	0	0	779	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	25	0	0	0	0	0	0	0	92	0	0	0	0	1	2	0	0	0	0	0	0	0	74	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2656	"AWI"	2656	10114	10704	10363	0	0	0	6	0	0	0	0	0	0	0	0	797	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	80	0	0	0	0	6	0	0	0	0	0	0	0	0	75	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2664	"AWI"	2664	10197	10826	10446	0	0	0	3	0	0	0	0	0	0	0	0	756	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	78	0	0	0	0	3	0	0	0	0	0	0	0	0	89	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2672	"AWI"	2672	10304	10949	10532	0	0	0	0	1	0	0	0	0	0	0	0	749	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	86	0	0	0	0	8	1	0	0	0	0	0	0	0	101	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2680	"AWI"	2680	10387	11034	10635	0	0	0	1	0	0	0	0	0	0	0	0	866	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	45	0	0	0	0	3	0	0	0	0	0	0	0	0	113	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2688	"AWI"	2688	10463	11150	10742	0	0	0	0	1	0	0	0	0	0	0	0	819	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	41	0	0	0	0	1	0	0	0	0	0	0	0	0	66	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2696	"AWI"	2696	10543	11274	10852	0	0	0	0	1	0	0	0	0	0	0	0	761	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	47	0	0	0	0	0	0	0	40	0	0	0	0	6	0	0	0	0	0	0	0	0	114	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2698	"AWI"	2698	10569	11301	10881	0	0	0	0	0	0	0	0	0	0	0	0	891	0	9	0	0	0	0	0	0	0	0	1	0	0	0	0	53	0	0	0	0	0	0	0	22	0	0	0	0	12	0	0	0	0	0	0	0	0	90	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2716	"AWI"	2716	10789	11564	11136	2	0	0	0	2	0	0	0	0	0	0	1	729	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	16	0	0	0	0	4	0	0	0	0	0	0	0	0	74	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2720	"AWI"	2720	10847	11609	11194	0	0	0	0	0	0	0	0	0	0	0	0	718	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	20	0	0	0	0	4	0	0	0	0	0	0	0	0	69	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2724	"AWI"	2724	10883	11674	11251	0	0	0	0	0	0	168	0	0	0	0	0	791	0	5	0	0	0	0	0	0	0	0	2	0	0	0	0	34	0	0	0	0	0	0	0	10	0	0	0	2	5	0	0	0	0	0	0	1	0	64	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2728	"AWI"	2728	10957	11715	11310	0	0	0	0	3	0	328	0	0	0	0	0	590	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	4	0	0	0	0	12	0	0	0	0	0	0	0	0	73	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2732	"AWI"	2732	11007	11775	11369	0	0	0	0	0	0	0	0	0	0	0	0	545	0	6	0	0	0	0	0	0	0	0	1	0	0	0	0	39	0	0	0	0	0	0	0	5	0	0	0	0	12	0	0	0	0	0	0	0	0	57	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2736	"AWI"	2736	11063	11827	11426	1	1	0	0	2	0	697	0	0	0	0	0	309	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	2	1	10	0	0	0	0	15	0	0	0	0	0	0	0	0	33	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2740	"AWI"	2740	11122	11879	11486	0	0	0	0	3	0	0	0	0	0	0	0	327	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	6	0	0	0	0	19	0	0	0	0	0	0	0	0	21	0	2
23855	41351	"Saham  Mere"	52.58139	0.80639	2742	"AWI"	2742	11147	11907	11514	0	0	0	0	2	0	651	0	0	0	0	0	316	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	3	0	6	0	0	0	0	18	0	0	0	0	0	0	0	0	49	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2744	"AWI"	2744	11170	11941	11543	0	0	0	0	2	0	556	0	0	0	0	0	333	1	10	0	0	0	0	0	0	0	0	1	0	0	0	0	42	0	0	0	0	0	0	0	8	0	0	0	0	15	0	0	0	0	0	0	0	0	53	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2746	"AWI"	2746	11228	11970	11590	0	0	0	0	1	0	0	0	0	0	0	0	131	1	13	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	3	0	0	1	0	13	0	0	0	0	0	0	0	0	9	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2748	"AWI"	2748	11270	12010	11632	0	0	2	0	3	0	910	0	0	0	0	0	24	2	5	1	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	3	0	0	0	5	22	0	0	0	0	0	0	0	0	0	0	2
23855	41351	"Saham  Mere"	52.58139	0.80639	2752	"AWI"	2752	11319	12134	11717	0	0	0	0	4	0	940	0	0	0	0	0	12	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	1	0	0	0	0	25	0	0	0	0	0	0	2	0	2	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2756	"AWI"	2756	11396	12242	11805	0	0	0	0	0	0	893	0	0	0	0	0	17	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	1	6	0	0	0	0	12	0	0	0	0	0	0	1	0	1	1	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2760	"AWI"	2760	11480	12326	11915	0	0	0	0	2	0	0	0	0	0	0	0	1	1	14	0	0	0	0	0	0	0	0	2	0	0	0	0	36	0	0	0	0	0	0	0	3	0	0	0	0	25	0	0	0	0	3	0	0	0	1	0	1
23855	41351	"Saham  Mere"	52.58139	0.80639	2764	"AWI"	2764	11534	12470	12017	0	1	0	0	3	0	885	0	0	0	0	0	13	0	13	0	0	0	0	0	1	0	0	1	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	2
23855	41351	"Saham  Mere"	52.58139	0.80639	2768	"AWI"	2768	11679	12518	12121	0	0	0	0	9	0	0	0	0	0	0	0	2	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	39	0	0	0	0	0	2	0	1	0	0	0	0	41	0	0	0	0	0	0	2	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2772	"AWI"	2772	11775	12590	12227	0	1	4	0	3	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	25	0	0	0	0	0	0	0	1	0	0	1	7	40	0	0	0	0	2	0	3	0	1	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2776	"AWI"	2776	11895	12661	12330	0	0	0	0	4	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	3	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	1	10	36	0	0	0	0	0	0	2	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2780	"AWI"	2780	12037	12703	12439	1	1	0	0	14	0	0	0	0	0	0	0	5	0	29	0	0	0	0	0	1	0	0	11	0	0	0	0	20	0	0	0	0	0	0	0	3	0	0	2	17	53	0	0	0	0	0	0	0	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2784	"AWI"	2784	12123	12797	12551	0	2	0	0	14	0	679	0	0	0	0	3	0	0	42	0	0	0	0	0	0	0	0	9	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	2	18	60	0	0	0	0	0	0	2	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2786	"AWI"	2786	12228	13018	12658	0	1	0	0	4	0	0	0	0	0	0	3	0	0	49	0	0	0	0	0	0	0	0	6	0	0	0	0	6	0	0	0	0	1	0	0	0	0	0	3	12	5	0	0	0	0	0	0	2	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2788	"AWI"	2788	12294	13308	12758	0	2	0	0	10	0	71	0	0	0	0	3	0	0	92	0	0	0	0	0	0	0	0	13	0	0	0	0	23	1	0	0	1	0	0	0	0	0	0	9	9	18	0	0	0	0	0	0	2	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2790	"AWI"	2790	12351	13647	12859	0	1	0	0	9	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	0	14	3	0	0	0	0	22	1	0	0	0	0	0	0	0	0	0	2	7	24	0	0	0	0	0	0	2	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2792	"AWI"	2792	12383	13983	12964	0	0	0	0	13	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	3	0	0	0	0	9	0	0	0	0	1	0	0	1	4	0	3	0	6	0	0	0	0	0	0	4	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2794	"AWI"	2794	12411	14342	13068	0	1	0	0	14	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	0	3	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	17	0	0	0	0	0	0	3	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2796	"AWI"	2796	12530	14440	13205	0	1	0	0	5	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0	1	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2798	"AWI"	2798	12611	14535	13346	0	2	0	0	7	0	0	0	0	0	0	0	1	0	77	0	0	0	0	0	0	0	0	2	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	1	6	16	0	0	0	0	0	0	2	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2808	"AWI"	2808	13006	15333	14012	0	0	0	0	4	0	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	0	0	3	0	0	0	0	1	5	20	0	0	0	0	0	0	11	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2812	"AWI"	2812	13164	15660	14290	2	0	0	0	7	0	0	0	0	0	0	1	1	0	96	0	0	0	0	0	2	0	0	3	0	0	0	2	22	0	0	0	0	0	0	0	3	0	0	0	3	43	0	0	0	0	0	0	5	0	2	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2816	"AWI"	2816	13404	15921	14559	0	0	0	0	17	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	8	31	0	0	0	0	0	0	5	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2820	"AWI"	2820	13594	16115	14837	0	0	0	0	13	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	2	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	13	30	0	0	1	0	0	0	0	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2824	"AWI"	2824	13730	16443	15108	0	0	0	0	5	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	0	0	0	13	1	0	0	0	0	0	0	1	0	0	0	7	17	0	0	1	0	0	0	0	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2828	"AWI"	2828	14105	16585	15381	0	0	0	0	11	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	1	0	0	2	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	2	5	28	0	0	0	0	0	0	4	0	0	0	0
23855	41351	"Saham  Mere"	52.58139	0.80639	2832	"AWI"	2832	14304	16781	15665	1	0	0	0	9	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	3	16	12	0	0	0	0	0	0	0	0	1	0	0
