"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Asteraceae"	"Betula"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fagus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	32	"AWI"	32	4792	5591	5268	13.5483870967742	0	0	0.645161290322581	0	1.29032258064516	0	0	0	52.9032258064516	0	1.29032258064516	0	0	0	0	0	0	0	1.29032258064516	0	0	0	0	0	28.3870967741935	0	0	0	0	0	0	0	0	0.645161290322581	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	40	"AWI"	40	4898	5623	5326	15	0	0	7.5	0	5	0	0	0	47.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	48	"AWI"	48	4975	5669	5385	14.7058823529412	0	0	2.94117647058824	0	1.47058823529412	0	0	0	56.6176470588235	0	2.94117647058824	0	0	0	0	0	0	0	2.20588235294118	0	0	0	0	0	19.1176470588235	0	0	0	0	0	0	0	0	0	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	56	"AWI"	56	5036	5729	5451	10.2941176470588	0	0	1.47058823529412	0	0.735294117647059	0	0	0	58.8235294117647	0	2.20588235294118	0	0	0	0	0	0	0	0	0	0	0	0	0	23.5294117647059	0.735294117647059	0	0	0	0	0	0	0	2.20588235294118	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	64	"AWI"	64	5163	5765	5506	11.6279069767442	0	0	2.32558139534884	0	3.87596899224806	0	0	0	48.062015503876	0	0.775193798449612	0	0	0	0	0	0	0	0.775193798449612	0	0	0	0	0	32.5581395348837	0	0	0	0	0	0	0	0	0	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	72	"AWI"	72	5292	5789	5559	8.99470899470899	0	0	0.529100529100529	0	2.11640211640212	0	0	0.529100529100529	55.026455026455	0	2.11640211640212	0	0	0	0	0	0	0.529100529100529	0.529100529100529	0.529100529100529	0	0	0	0	28.042328042328	0	0	0	0	0	0	0	0	1.05820105820106	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	80	"AWI"	80	5388	5824	5614	7.69230769230769	0	0	2.05128205128205	0	2.05128205128205	0	0	0	44.1025641025641	0	1.02564102564103	0	0	0	0	0	0	0	1.02564102564103	0.512820512820513	0	0	0	0	40.5128205128205	0	0	0	0	0	0	0	0	1.02564102564103	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	88	"AWI"	88	5482	5864	5667	12.4031007751938	0	0	0.775193798449612	0	4.65116279069767	0	0	0	25.5813953488372	0	0.775193798449612	0	0.775193798449612	0	0	0	0	0	3.87596899224806	0	0	0	0	0	49.6124031007752	0.775193798449612	0	0	0	0	0	0	0	0.775193798449612	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	96	"AWI"	96	5597	5897	5723	32.7586206896552	0	0	1.72413793103448	0	6.89655172413793	0	0	0	32.7586206896552	0	0	0	0	0	0	0	0	0	3.44827586206897	1.72413793103448	0	0	0	0	17.2413793103448	0	0	0	0	0	0	0	0	3.44827586206897	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	104	"AWI"	104	5626	5983	5782	18	0	0	2	0	12	0	0	0	34	0	0	0	2	0	0	0	0	0	6	0	0	0	0	0	20	0	0	0	0	0	0	0	0	6	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	112	"AWI"	112	5650	6088	5840	21.9858156028369	0	0	3.54609929078014	0	7.09219858156028	0	0	0	36.1702127659575	0	0	0	0	0.709219858156028	0	0	0	0	2.12765957446809	0	0	0	0	0	25.531914893617	0	0	0	0	0	0	0	0	2.83687943262411	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	120	"AWI"	120	5689	6132	5895	18.1102362204724	0	0	1.5748031496063	0	0.78740157480315	0	0	0	35.4330708661417	0	1.5748031496063	0	0	0	0	0	0	0	8.66141732283465	0	0	0	0	0	26.7716535433071	0	0	0	0	0	0	0	0	7.08661417322835	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	128	"AWI"	128	5716	6199	5946	12.781954887218	0	0	0.75187969924812	0	6.01503759398496	0	0	0	39.0977443609023	0	6.01503759398496	0	0	1.50375939849624	0	0	0	0	3.00751879699248	0	0	0	0	0.75187969924812	27.8195488721804	0	0	0	0	0	0	0	0	2.25563909774436	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	136	"AWI"	136	5735	6289	5994	23.2876712328767	0	0	2.05479452054794	0	6.84931506849315	0	0	0	47.2602739726027	0	6.16438356164384	0	0	0	0	0	0	0	2.05479452054794	0	0	0	0	0	10.958904109589	0	0	0	0	0	0	0	0	1.36986301369863	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	144	"AWI"	144	5801	6324	6042	21.8487394957983	0	0	1.68067226890756	0	7.56302521008403	0	0	0	39.4957983193277	0	7.56302521008403	0	0	0	0	0	0	0	3.36134453781513	0	0	0	0	0.840336134453782	16.8067226890756	0	0	0	0	0	0	0	0	0.840336134453782	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	152	"AWI"	152	5849	6369	6092	18.75	0	0	3.57142857142857	0	9.82142857142857	0.892857142857143	0	0	29.4642857142857	0	1.78571428571429	0	0	0	0.892857142857143	0	0	0	7.14285714285714	0	0	0	0	0	23.2142857142857	0	0	0	0	0	0	0	0	4.46428571428571	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	160	"AWI"	160	5878	6427	6143	19.53125	0	0	0	0	7.03125	0	0	0	38.28125	0	1.5625	0	0	0	0	0	0	0	5.46875	0	0	0	0	0	27.34375	0	0	0	0	0	0	0	0	0.78125	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	168	"AWI"	168	5975	6478	6198	16.8539325842697	0	0	2.24719101123596	0	1.68539325842697	0	0	0	54.4943820224719	0	0	0	0	1.12359550561798	0	0	0	0	2.24719101123596	0	0	0	0	0	15.7303370786517	0	0	0	0	0	0	0	0	5.61797752808989	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	176	"AWI"	176	6055	6536	6258	11.2994350282486	0	0	1.69491525423729	0	11.2994350282486	0	0	0.564971751412429	43.5028248587571	0	4.51977401129944	0	0	0	0	0	0	0	5.08474576271187	0	0	0	0	0	19.2090395480226	0	0	0	0	0	0	0	0	2.82485875706215	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	184	"AWI"	184	6097	6613	6322	6.81818181818182	0	0	1.36363636363636	0	10.4545454545455	0	0	0	55.4545454545455	0	3.63636363636364	0	0	0	0	0	0	0	5	0	0	0	0	0	12.2727272727273	0	0	0	0	0	0	0	0	5	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	192	"AWI"	192	6196	6704	6413	3.2258064516129	0	0	1.61290322580645	0	3.2258064516129	0	0	0	69.3548387096774	0	1.61290322580645	0	0	0	0	0	0	0	6.45161290322581	0	0	0	0	0	12.9032258064516	0	0	0	0	0	0	0	0	1.61290322580645	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	200	"AWI"	200	6327	6789	6544	6.25	0	0	1.13636363636364	0	5.68181818181818	0	0	0	49.4318181818182	0	3.97727272727273	0	0	0	0	0	0	0	10.2272727272727	0	0	0	0	0	14.2045454545455	0.568181818181818	0	0	0	0	0	0	0.568181818181818	7.95454545454545	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	208	"AWI"	208	6403	6935	6674	3.01204819277108	0	0	3.6144578313253	0	9.63855421686747	0	0	0.602409638554217	38.5542168674699	0	1.80722891566265	0	0	0	0	0	0	1.20481927710843	18.6746987951807	0	0	0.602409638554217	0	0	18.6746987951807	0.602409638554217	0.602409638554217	0	0	0	0	0	0	2.40963855421687	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	216	"AWI"	216	6487	7113	6803	8.47457627118644	0	0	1.69491525423729	0	3.95480225988701	0	0	0	48.0225988700565	0	1.12994350282486	0	0	0	0	0.564971751412429	0	0	7.90960451977401	0	9.6045197740113	0	0	0	15.2542372881356	0	0	0	0	0	0	0	0	3.38983050847458	0
23787	41203	"Esgryn Bottom"	51.87611	-4.94194	224	"AWI"	224	6759	7212	6983	0.970873786407767	0	0	1.45631067961165	0	6.79611650485437	0	0	0	65.0485436893204	0	1.94174757281553	0	0	0	0	0	0	0	2.9126213592233	0	0	0	0	0	17.9611650485437	0	0	0	0.485436893203883	0	0	0	0	2.42718446601942	0
