"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Myrica"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Violaceae"	"Vitaceae"
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	495	"AWI"	495	10116	11862	10999	0	0	2	2	0	0	120	0	2	0	1	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	4	2	0	0	0	0	0	0	1	0	3	0	0	0	0	2	0	0	0	0	22	2	2	1	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	500	"AWI"	500	10295	12364	11468	0	0	2	1	0	0	42	0	2	0	0	0	0	0	0	2	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	10	2	0	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	504	"AWI"	504	10944	12444	11802	0	0	2	2	0	0	37	0	2	0	0	0	0	0	0	2	0	0	0	1	0	6	0	0	0	0	0	0	0	1	0	0	0	0	7	0	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	507	"AWI"	507	11212	12520	12079	0	0	3	5	3	0	57	0	13	0	0	0	2	0	7	2	0	0	0	1	0	15	0	0	0	0	0	1	0	2	0	0	0	0	17	2	0	0	0	0	0	17	1	2	0	0	0	0	0	2	0	2	0	0	0	0	1	0	2	0	0	4	1	0	1	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	510	"AWI"	510	11411	12667	12375	0	0	2	2	5	0	30	0	14	0	0	0	0	0	6	8	0	0	0	2	0	30	0	0	0	0	0	0	0	0	0	0	0	0	17	1	0	0	0	0	0	60	2	4	0	0	0	0	0	1	0	2	0	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	513	"AWI"	513	11611	12699	12512	0	0	4	2	0	0	14	0	10	0	0	0	0	0	0	8	0	0	0	4	0	23	0	0	0	0	0	1	0	0	0	0	0	0	36	1	0	0	0	0	0	11	0	3	0	0	0	0	0	2	0	1	0	0	0	0	5	0	0	0	0	3	0	0	2	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	516	"AWI"	516	11742	12867	12657	0	0	2	1	0	0	5	0	21	0	0	0	0	0	0	2	0	0	0	4	0	26	0	0	0	0	0	1	0	0	0	0	0	0	17	0	0	0	0	0	0	39	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	2	0	9	0	0	1	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	519	"AWI"	519	11884	13223	12744	0	0	2	2	0	0	5	0	26	0	0	0	0	0	0	2	0	0	0	1	0	22	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	19	1	0	0	0	0	0	0	2	0	2	0	0	0	0	2	0	0	1	0	5	2	0	0	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	522	"AWI"	522	11964	13422	12830	0	0	3	6	8	0	13	0	20	1	0	0	0	0	0	4	0	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	2	0	0	1	0	0	0
16103	24867	"Marais de la Poupinière"	47.40278	-1.50278	525	"AWI"	525	12051	13559	12910	0	0	3	2	8	0	16	0	4	1	0	0	0	0	0	2	0	0	0	2	0	15	0	0	0	0	0	1	0	0	0	0	0	0	16	0	0	0	0	0	0	4	1	4	0	0	0	0	0	2	0	1	0	0	0	0	2	0	0	2	0	4	0	0	0	0	0	0
