"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Iridaceae"	"Lamiaceae"	"Liliaceae"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"
10489	19784	"Bialowieza Forest"	52.738736	23.89801	0	"AWI"	0	-134	27	-49	0	18	2	0	0	4	0	2	56	0	0	2	8	13	0	0	0	0	0	0	0	0	0	0	0	0	64	82	174	0	35	0	3	0	79	5	0	1	0	2	0	0	0	0	1	1	2
10489	19784	"Bialowieza Forest"	52.738736	23.89801	2.2	"AWI"	2.2	-104.8	63	-19.4	0	30	3	0	0	3	0	1	96	0	0	1	9	129	0	0	0	0	0	0	0	0	0	0	2	0	29	41	152	0	55	0	10	0	52	1	0	0	0	2	0	0	0	0	0	0	2
10489	19784	"Bialowieza Forest"	52.738736	23.89801	4.4	"AWI"	4.4	-85.2	114.8	9.2	0	33	3	0	0	1	0	0	80	0	0	0	0	108	0	0	0	0	0	1	1	0	0	0	0	0	18	62	114	0	33	0	56	0	83	0	0	0	0	0	0	0	0	0	0	0	2
10489	19784	"Bialowieza Forest"	52.738736	23.89801	6.6	"AWI"	6.6	-73	179.6	36.8	0	40	1	0	0	2	0	26	98	0	0	0	3	34	0	0	0	0	0	5	1	0	0	0	2	1	20	54	170	0	60	0	2	0	28	2	4	0	0	2	0	0	0	0	2	0	5
10489	19784	"Bialowieza Forest"	52.738736	23.89801	9	"AWI"	9	-43	214	70	0	36	1	0	0	3	0	5	104	0	0	0	7	32	1	0	0	0	0	1	2	0	0	0	1	1	16	53	167	0	88	0	4	0	33	0	0	0	0	3	0	0	0	1	5	1	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	11.5	"AWI"	11.5	-17.5	235	109	0	28	2	0	0	4	0	3	99	0	1	0	1	45	2	0	0	0	0	0	1	0	0	0	1	1	30	54	163	0	92	0	4	0	26	0	0	0	0	1	0	0	0	0	3	1	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	13.5	"AWI"	13.5	-3	260.5	138.5	0	37	2	0	0	6	0	1	111	0	0	1	5	39	2	0	0	0	0	2	2	0	0	0	0	2	22	57	153	0	101	0	2	0	28	2	4	0	0	3	0	0	1	0	0	2	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	16	"AWI"	16	32	294	178	0	28	1	1	0	1	0	0	113	0	0	0	5	40	0	0	0	1	0	2	2	0	0	0	0	0	21	51	150	0	75	0	0	0	26	1	0	0	8	7	0	0	0	0	3	1	2
10489	19784	"Bialowieza Forest"	52.738736	23.89801	18.3	"AWI"	18.3	65.6	324.4	216.8	0	27	2	1	0	2	0	0	121	0	0	0	4	128	1	0	0	0	0	2	1	0	0	0	0	1	23	27	166	0	29	0	1	0	20	1	0	0	4	0	0	0	0	0	5	0	3
10489	19784	"Bialowieza Forest"	52.738736	23.89801	20.5	"AWI"	20.5	88	371.5	251	0	50	0	0	0	1	0	0	104	0	0	0	9	31	7	0	0	1	0	0	0	0	0	0	0	0	15	38	199	0	26	0	1	0	21	0	3	0	0	3	0	0	0	0	4	5	2
10489	19784	"Bialowieza Forest"	52.738736	23.89801	22.8	"AWI"	22.8	119.4	423	288.2	0	58	1	0	0	5	0	0	106	0	0	0	11	16	3	0	0	1	0	0	1	0	0	0	0	0	19	21	238	0	15	0	1	0	31	1	0	0	0	2	0	0	0	0	4	2	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	25	"AWI"	25	158	466	329	0	63	1	0	0	7	0	0	139	0	0	0	17	16	4	0	0	1	0	5	1	0	0	0	0	1	19	34	236	0	23	0	0	0	27	0	0	0	0	5	0	0	0	0	8	6	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	27	"AWI"	27	186	536	378	0	41	0	0	0	2	0	0	99	0	0	0	9	17	7	0	0	0	0	1	2	0	0	0	0	0	19	24	226	0	32	0	2	0	28	1	0	0	0	2	0	0	0	0	7	3	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	29.5	"AWI"	29.5	215	652	431	0	52	1	0	0	0	0	0	97	0	0	0	10	23	5	0	0	0	0	2	0	0	0	0	0	2	31	27	181	0	18	0	1	0	19	0	0	0	0	1	0	0	0	0	3	7	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	31.5	"AWI"	31.5	257	700.5	478.5	0	61	0	2	0	0	0	0	107	0	0	0	9	20	3	0	0	0	0	2	0	0	0	0	0	2	22	24	184	0	24	0	8	0	31	0	4	0	0	0	0	0	0	1	8	4	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	33.5	"AWI"	33.5	292	762	526	0	50	1	0	0	0	0	0	82	0	0	1	4	12	7	0	0	0	0	1	0	0	0	0	0	0	35	25	162	0	15	0	8	0	12	0	0	0	0	1	0	0	0	0	8	1	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	38.4	"AWI"	38.4	385.4	935.4	641.4	0	63	0	0	0	0	0	0	111	0	0	0	18	12	0	0	2	2	0	5	2	0	0	0	0	2	33	25	216	0	21	0	1	0	18	1	0	0	0	0	5	0	0	0	1	4	1
10489	19784	"Bialowieza Forest"	52.738736	23.89801	43.1	"AWI"	43.1	473.5	1043	768.5	1	53	0	0	0	0	0	0	103	0	0	0	22	13	4	0	0	3	0	3	1	0	0	0	0	0	18	20	159	0	16	0	0	0	17	0	0	1	0	1	0	0	0	0	2	2	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	47.5	"AWI"	47.5	600	1120.5	880.5	2	55	0	0	0	0	0	0	79	0	0	1	10	10	2	1	0	2	0	2	0	1	0	0	0	1	28	25	185	0	12	0	1	0	31	0	0	0	0	1	3	0	0	0	6	3	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	52.2	"AWI"	52.2	709.8	1207.4	1002.4	0	53	1	0	0	0	0	0	87	0	0	0	10	8	4	0	0	1	1	1	0	0	0	0	0	1	33	20	178	0	16	0	6	0	26	1	0	0	0	3	2	0	0	0	2	4	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	56.5	"AWI"	56.5	901	1245.5	1102	0	77	0	0	0	0	0	0	129	0	0	0	15	12	6	0	0	1	0	7	0	0	0	1	0	0	30	28	203	0	19	0	3	0	24	0	0	0	0	1	0	0	0	0	9	2	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	61	"AWI"	61	1057	1323	1212	1	70	2	0	1	0	0	0	105	0	0	0	20	18	7	0	0	0	0	2	0	0	0	0	0	2	23	18	227	0	27	0	4	0	29	0	0	0	0	1	2	0	0	0	5	7	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	65.5	"AWI"	65.5	1150.5	1484.5	1310.5	0	78	2	0	0	0	0	0	82	0	0	0	11	28	7	0	0	2	0	3	0	0	0	0	0	0	18	6	286	0	13	0	0	0	22	0	0	0	0	1	3	0	0	0	5	3	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	70	"AWI"	70	1262	1619	1414	0	78	0	0	0	0	0	0	98	0	0	0	19	10	3	0	0	0	0	6	0	0	0	0	0	0	17	7	214	0	19	0	0	0	24	0	4	0	0	0	2	0	0	0	5	4	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	75.2	"AWI"	75.2	1329.6	1837.8	1534	1	114	1	0	0	3	0	0	142	0	0	0	34	48	12	0	0	1	0	5	0	0	0	0	0	0	21	3	180	0	58	0	0	0	35	0	5	0	0	3	0	0	0	0	8	9	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	80	"AWI"	80	1385	2093	1643	0	94	0	0	0	2	0	2	152	0	0	0	33	38	8	0	0	1	0	2	0	0	0	0	0	0	10	4	161	0	48	0	0	0	41	0	0	0	0	3	0	0	0	0	3	4	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	85	"AWI"	85	1454	2271	1761	2	80	0	1	0	2	0	3	101	0	0	0	38	20	3	0	0	0	0	8	0	0	0	0	0	1	9	1	118	0	47	0	0	0	43	2	0	0	0	4	0	1	0	0	7	18	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	90	"AWI"	90	1521	2483	1878	0	87	0	0	0	0	0	5	91	0	0	0	53	21	9	0	0	0	0	5	0	0	0	0	0	1	5	3	150	0	40	0	0	0	28	0	4	0	0	0	0	0	0	0	9	15	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	95	"AWI"	95	1589	2662	1998	1	103	0	0	0	1	0	0	93	0	0	0	52	45	7	0	0	0	0	10	1	0	0	0	0	0	3	3	167	0	54	0	2	0	46	0	4	0	0	3	0	0	0	0	7	14	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	100	"AWI"	100	1667	2833	2121	0	64	0	0	0	0	0	1	96	0	0	0	59	38	3	0	0	1	0	9	2	0	0	0	1	1	0	1	196	0	50	0	0	0	13	0	0	0	0	6	0	2	0	0	12	27	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	105	"AWI"	105	1752	3032	2237	1	68	0	0	0	0	0	1	110	0	0	0	53	20	2	0	0	0	0	1	2	0	0	0	2	1	0	1	292	0	26	0	2	0	8	0	0	0	0	0	0	0	0	0	4	33	0
10489	19784	"Bialowieza Forest"	52.738736	23.89801	110.5	"AWI"	110.5	1827	3217.5	2369	0	0	2	0	0	14	0	0	189	0	0	0	17	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	234	0	30	0	4	0	0	1	0	2	0	4	0	1	0	0	0	2	0
