"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cedrus"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
15955	24595	"Les Noës"	47.95167	-0.42028	145	"AWI"	145	192	1101	574	0	0	9.34256055363322	0.69204152249135	5.5363321799308	0	0.346020761245675	11.7647058823529	0	0	0.346020761245675	0	0	1.03806228373702	0	0.346020761245675	0	0	0	6.57439446366782	0	27.3356401384083	0	0	0	0	0	0.346020761245675	0	0	0	0	4.1522491349481	0	0	0	0	0	0	0.69204152249135	1.03806228373702	0	25.6055363321799	0	0	0	0	1.03806228373702	0	0	0	0	0	3.46020761245675	0	0	0	0	0	0.346020761245675	0	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	150	"AWI"	150	253	1176	715	0.763358778625954	0	5.72519083969466	5.34351145038168	3.05343511450382	0	0.763358778625954	0	0.763358778625954	0	1.14503816793893	0	0	0.381679389312977	0	0.763358778625954	0	0	0	4.58015267175572	0	26.7175572519084	0	0	0	0	0	0	0	0	0	0	3.43511450381679	0.381679389312977	0	0	0	0	0	0.763358778625954	1.14503816793893	0	28.2442748091603	3.43511450381679	0	0	0	2.29007633587786	1.14503816793893	0	0	0.381679389312977	0	7.63358778625954	0	0	0.381679389312977	0	0	0.763358778625954	0	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	155	"AWI"	155	303	1301	849	0.427350427350427	0	12.3931623931624	7.26495726495727	1.70940170940171	0.427350427350427	0.854700854700855	0	0	0	0.854700854700855	0	0	0.427350427350427	0	1.70940170940171	0	0	0	7.69230769230769	0	23.9316239316239	0	0	0	0.854700854700855	0	0	0	0	0.427350427350427	0.427350427350427	7.69230769230769	0	0	0	0.427350427350427	0	0.427350427350427	0.427350427350427	1.28205128205128	0	20.0854700854701	0	0	0	0	5.55555555555556	0	0	0	0	0	3.84615384615385	0	0	0	0	0	0	0.427350427350427	0	0.427350427350427	0
15955	24595	"Les Noës"	47.95167	-0.42028	160	"AWI"	160	462	1405	964	0	0	18.3333333333333	2.22222222222222	5	0	0.555555555555556	0	0.555555555555556	0.555555555555556	0.555555555555556	0	0	0.555555555555556	0	0.555555555555556	0	0	0	7.22222222222222	0	42.7777777777778	0	0	0	0.555555555555556	0	0	0	0	0	0	8.88888888888889	0	0	0	0	0	0	1.11111111111111	2.22222222222222	0	0	0	0	0	0	2.77777777777778	0	0	0	0	0	4.44444444444444	0	0	0	0	0.555555555555556	0.555555555555556	0	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	165	"AWI"	165	679	1447	1074	0	0	15.6	3.2	3.2	0	0	0	0.8	0	0.8	0	0	0	0	0	0	0	0	5.2	0	31.2	0.4	0	0	0	0	0	0	0	0	0.4	4.4	0.4	0	0	0	0	0	0	0.8	0	27.6	2	0	0.8	0	1.6	0	0	0	0	0	1.2	0	0	0	0	0	0	0.4	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	170	"AWI"	170	857	1502	1196	0	0.374531835205993	12.3595505617978	1.49812734082397	1.12359550561798	0	0	0	0.374531835205993	0	0.374531835205993	0	0	0	0	0	0	0	0	7.86516853932584	0	46.4419475655431	0	0	0.374531835205993	0.374531835205993	0	0	0	0	0	0	3.37078651685393	0	0	0.374531835205993	0	0	0	0.749063670411985	1.87265917602996	0	16.1048689138577	1.49812734082397	0	0	0	1.49812734082397	0	0	0	0	0	1.49812734082397	0	0	0	0.374531835205993	0	1.49812734082397	0	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	175	"AWI"	175	959	1597	1324	0	0	10	2.59259259259259	1.11111111111111	0	0	0	0.740740740740741	0.740740740740741	1.11111111111111	0	0	0	0	0.740740740740741	0	0	0	2.96296296296296	0	65.9259259259259	0	0	0	0.37037037037037	0	0.37037037037037	0	0	0.740740740740741	0.37037037037037	3.7037037037037	0	0	0.37037037037037	0.37037037037037	0	0	0.740740740740741	1.11111111111111	0	0	2.22222222222222	0	0	0	0.740740740740741	0	0	0	0	0	0.740740740740741	0	0	0	0	0	1.48148148148148	0	0	0.740740740740741	0
15955	24595	"Les Noës"	47.95167	-0.42028	180	"AWI"	180	1255	1678	1460	0.318471337579618	0	2.54777070063694	1.59235668789809	1.91082802547771	0.636942675159236	0.636942675159236	0	0	0	0.636942675159236	0	0	0.636942675159236	0	0.636942675159236	0	0	0	0.636942675159236	0	68.1528662420382	0	0	0.636942675159236	0.636942675159236	0	0.318471337579618	0	0	0	0	1.59235668789809	0	0	0.318471337579618	0	0	0	0.318471337579618	0.955414012738854	0	9.23566878980892	0	0	0.636942675159236	0	1.27388535031847	1.27388535031847	0	0	0.636942675159236	0.955414012738854	0.955414012738854	0	0	0.636942675159236	0	0.318471337579618	0.636942675159236	0.318471337579618	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	185	"AWI"	185	1441	1829	1621	0	0	7.14285714285714	4.64285714285714	3.57142857142857	0.357142857142857	0.714285714285714	0	0.714285714285714	0	1.07142857142857	0	0	0	0	1.07142857142857	0	0	0	1.78571428571429	0	46.7857142857143	0	0	0.357142857142857	0.714285714285714	0	0.357142857142857	0	0	0	0.357142857142857	2.5	0.357142857142857	0.357142857142857	0.357142857142857	0.357142857142857	0	0	0.357142857142857	0.714285714285714	0	15.3571428571429	0	0	0	0	1.07142857142857	0.714285714285714	0	0	0	1.78571428571429	5.71428571428571	0	0	0	0	0	0.714285714285714	0	0	0	0
15955	24595	"Les Noës"	47.95167	-0.42028	190	"AWI"	190	1500	2141	1774	0.666666666666667	0	2.66666666666667	1	1	0.333333333333333	0.333333333333333	0	0.333333333333333	0	0.666666666666667	0	0	0.333333333333333	0	0.666666666666667	0	0	0	0.666666666666667	0	61.3333333333333	0.333333333333333	0	0	0.666666666666667	0	0.333333333333333	0	0	0	0.333333333333333	2	0.333333333333333	0	0.333333333333333	0.666666666666667	0	0.333333333333333	0.666666666666667	1.66666666666667	0	13.3333333333333	0	0.333333333333333	0	0	1.33333333333333	0	0	0	0	2.33333333333333	4	0	0	0.333333333333333	0	0	0	0.333333333333333	0	0.333333333333333	0
