"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Carya"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cryptomeria"	"Cupressaceae"	"Cyperaceae"	"Elaeagnaceae"	"Engelhardia"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Ilex"	"Juglandaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Liquidambar"	"Magnolia"	"Melanthiaceae"	"Myrica"	"Nyssa"	"Oleaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Podocarpus"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Pterocarya"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Sciadopitys"	"Scrophulariaceae"	"Sequoia"	"Sorbus"	"Symplocos"	"Thalictrum"	"Tilia"	"Tsuga"	"Ulmus"	"Urticaceae"
15745	24181	"Labský dul"	50.762596	15.551962	20	"AWI"	20	97	1518	687	7	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	15	0	0	0	0	0	6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
15745	24181	"Labský dul"	50.762596	15.551962	30	"AWI"	30	531	1925	1111	35	1	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	4	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	5	91	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0
15745	24181	"Labský dul"	50.762596	15.551962	40	"AWI"	40	1272	1993	1584	114	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	1	0	0	0	0	0	36	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	99	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
15745	24181	"Labský dul"	50.762596	15.551962	60	"AWI"	60	2020	2338	2157	95	0	0	0	0	0	0	2	0	12	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	4	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	158	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15745	24181	"Labský dul"	50.762596	15.551962	80	"AWI"	80	2250	2640	2381	106	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	10	0	0	0	0	0	51	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	164	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
15745	24181	"Labský dul"	50.762596	15.551962	100	"AWI"	100	2427	2815	2637	50	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	29	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	53	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
15745	24181	"Labský dul"	50.762596	15.551962	130	"AWI"	130	2794	2994	2879	64	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	5	0	0	0	0	0	46	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	69	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
15745	24181	"Labský dul"	50.762596	15.551962	150	"AWI"	150	2880	3265	3039	102	1	0	2	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	2	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	109	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
15745	24181	"Labský dul"	50.762596	15.551962	165	"AWI"	165	3098	3539	3316	153	0	0	1	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	44	0	0	2	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	111	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
15745	24181	"Labský dul"	50.762596	15.551962	170	"AWI"	170	3124	3699	3405	153	2	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	83	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	0	0
