"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caryophyllaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Myrica"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Ranunculaceae"	"Rosaceae"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
3438	4452	"Semmeldalen"	77.92761	15.42529	0	"AWI"	0	1220	1827	1530	2	1	0	1	1	37	1	0	29	2	1	12	50	0	1	0	0	26	1477	1	68	4	0	176	23	0	0	0	0
3438	4452	"Semmeldalen"	77.92761	15.42529	11	"AWI"	11	1336	1912	1628	7	2	1	6	0	47	5	1	66	8	1	27	138	0	2	0	0	45	1022	11	53	5	0	298	0	1	0	0	1
3438	4452	"Semmeldalen"	77.92761	15.42529	34	"AWI"	34	1591	2080	1828	3	1	0	3	0	62	5	0	32	5	0	138	82	0	7	2	1	69	682	4	22	273	2	447	16	0	1	0	0
3438	4452	"Semmeldalen"	77.92761	15.42529	45	"AWI"	45	1690	2171	1926	1	2	0	9	0	14	8	0	27	2	0	484	28	0	2	0	1	50	910	0	0	9	5	306	22	0	0	0	0
3438	4452	"Semmeldalen"	77.92761	15.42529	55	"AWI"	55	1783	2255	2015	0	0	0	0	1	6	3	0	10	0	7	814	0	0	5	1	0	18	715	1	33	4	2	413	7	0	0	0	0
3438	4452	"Semmeldalen"	77.92761	15.42529	63	"AWI"	63	1858	2330	2089	4	1	1	1	0	40	48	0	19	0	0	94	53	0	1	0	0	38	429	2	92	15	7	1098	18	2	0	0	0
3438	4452	"Semmeldalen"	77.92761	15.42529	74	"AWI"	74	1958	2425	2191	15	1	0	8	2	28	0	0	14	1	1	204	0	1	0	0	1	15	629	1	15	741	3	190	14	1	1	0	0
3438	4452	"Semmeldalen"	77.92761	15.42529	84	"AWI"	84	2066	2507	2281	22	0	0	3	2	37	0	0	66	1	1	156	0	1	2	1	1	13	218	2	0	8	0	154	0	0	0	1	0
3438	4452	"Semmeldalen"	77.92761	15.42529	94	"AWI"	94	2169	2589	2371	15	0	0	8	1	19	0	0	41	0	0	78	101	1	0	0	0	83	751	4	74	39	1	580	22	0	0	0	0
3438	4452	"Semmeldalen"	77.92761	15.42529	102	"AWI"	102	2260	2650	2444	7	0	0	1	2	15	2	0	18	1	1	654	35	0	3	0	0	29	220	1	131	8	2	357	0	0	1	0	0
3438	4452	"Semmeldalen"	77.92761	15.42529	107	"AWI"	107	2318	2688	2489	2	0	0	1	0	22	0	0	11	4	0	805	0	0	1	0	1	32	735	2	0	2	0	183	0	0	0	0	0
3438	4452	"Semmeldalen"	77.92761	15.42529	118	"AWI"	118	2409	2786	2584	2	0	0	1	0	7	0	0	1	2	0	272	0	0	0	0	2	10	1415	1	14	128	0	73	0	0	0	0	0
3438	4452	"Semmeldalen"	77.92761	15.42529	130	"AWI"	130	2505	2908	2685	1	1	0	4	1	15	5	0	7	3	1	160	24	0	5	0	3	8	1456	4	118	5	1	154	0	0	0	0	0
3438	4452	"Semmeldalen"	77.92761	15.42529	140	"AWI"	140	2585	3002	2769	3	0	1	0	1	2	1	0	0	14	0	228	0	0	0	0	0	5	1802	3	0	1	0	11	0	0	0	0	0
3438	4452	"Semmeldalen"	77.92761	15.42529	156	"AWI"	156	2731	3148	2903	28	0	0	1	1	10	0	0	4	2	0	123	0	0	0	0	2	17	1663	0	0	2	1	48	0	0	1	0	0
3438	4452	"Semmeldalen"	77.92761	15.42529	166	"AWI"	166	2799	3254	2991	5	0	1	1	0	2	1	0	3	0	0	237	0	0	0	0	2	3	1814	1	0	1	0	18	0	0	0	0	0
