"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Grossulariaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"	"Vitaceae"
3502	24097	"Vracov"	48.977644	17.199456	22	"AWI"	22	95	1160	488	0.503018108651911	0.100603621730382	1.50905432595573	1.30784708249497	0	0.503018108651911	0	2.31388329979879	0	3.62173038229376	0	0.603621730382294	0	0.704225352112676	0	0	0	0	0	0.100603621730382	1.7102615694165	27.7665995975855	0	0	0	0	1.7102615694165	0	0.100603621730382	0	0	0	0	0.201207243460765	1.30784708249497	0	0	0	0	0	0.301810865191147	0	0.704225352112676	17.102615694165	0.804828973843058	20.7243460764588	0	0	0	0	0	13.0784708249497	0	0	0	0.100603621730382	0	0.201207243460765	0	0	0.402414486921529	0	1.7102615694165	0	0.603621730382294	0.201207243460765	0	0
3502	24097	"Vracov"	48.977644	17.199456	25	"AWI"	25	143	1251	579	0.305343511450382	0.152671755725191	2.90076335877863	2.29007633587786	0	0.152671755725191	0	1.83206106870229	0	5.34351145038168	0	0.305343511450382	0	2.90076335877863	0	0	0	0	0	0	3.3587786259542	23.6641221374046	0	0	0	0	2.74809160305344	0	0	0	0	0	0	0.152671755725191	0.916030534351145	0	0	0	0	0	1.52671755725191	0	0.916030534351145	26.7175572519084	0.763358778625954	0	0	0	0	0	0	19.236641221374	0	0	0	0.152671755725191	0	0.305343511450382	0	0	0	0	3.20610687022901	0	0.152671755725191	0	0	0
3502	24097	"Vracov"	48.977644	17.199456	30	"AWI"	30	204	1485	714	1.03244837758112	0.147492625368732	3.98230088495575	1.62241887905605	0	0.147492625368732	0	1.91740412979351	0	4.57227138643068	0	0	0	4.86725663716814	0	0	0	0	0	0.147492625368732	2.65486725663717	23.3038348082596	0	0	0	0	2.94985250737463	0	0.147492625368732	0	0	0	0	0.884955752212389	0.442477876106195	0	0	0	0	0	1.17994100294985	0	1.32743362831858	23.0088495575221	1.62241887905605	0	0	0	0	0	0	16.8141592920354	0	0	0	0	0	0.884955752212389	0	0	0.147492625368732	0	5.75221238938053	0.147492625368732	0.294985250737463	0	0	0
3502	24097	"Vracov"	48.977644	17.199456	35	"AWI"	35	312	1621	851	0.233100233100233	0	1.98135198135198	1.28205128205128	0	0.466200466200466	0.116550116550117	2.68065268065268	0	2.44755244755245	0	0	0	3.26340326340326	0	0	0	0	0	0	1.86480186480186	18.8811188811189	0	0	0	0	2.7972027972028	0	0	0	0	0	0	0.233100233100233	2.33100233100233	0	0	0	0	0	0.233100233100233	0	0.815850815850816	21.5617715617716	0.34965034965035	19.9300699300699	0	0	0	0	0	13.5198135198135	0	0.116550116550117	0	0.34965034965035	0	0.699300699300699	0.34965034965035	0	0	0	2.68065268065268	0.34965034965035	0.34965034965035	0	0.116550116550117	0
3502	24097	"Vracov"	48.977644	17.199456	40	"AWI"	40	380	1819	987	0.53475935828877	0	1.49732620320856	1.60427807486631	0	1.06951871657754	0	2.03208556149733	0	3.74331550802139	0	0.427807486631016	0	1.71122994652406	0	0	0	0	0	0	1.3903743315508	26.4171122994652	0	0	0	0	1.3903743315508	0	0.106951871657754	0	0	0	0	0.106951871657754	3.42245989304813	0	0	0	0.106951871657754	0	0.748663101604278	0	0.641711229946524	17.7540106951872	0.641711229946524	17.8609625668449	0	0	0.106951871657754	0	0	12.192513368984	0	0	0	0	0	0.855614973262032	0	0	0	0	2.24598930481283	0.213903743315508	0.427807486631016	0.748663101604278	0	0
3502	24097	"Vracov"	48.977644	17.199456	45	"AWI"	45	518	1942	1133	1.12640801001252	0	3.12891113892365	0.625782227784731	0	0.250312891113892	0	4.25531914893617	0	9.7622027534418	0	0	0	3.87984981226533	0	0	0	0	0	0.250312891113892	7.25907384230288	12.5156445556946	0	0	0	0	5.00625782227785	0	0	0	0	0	0	0.250312891113892	0.375469336670839	0	0	0	0	0	3.12891113892365	0	0.375469336670839	10.5131414267835	2.37797246558198	17.6470588235294	0	0	0.125156445556946	0	0	11.8898623279099	0	0	0	0.125156445556946	0	1.37672090112641	0.750938673341677	0	0	0	0.500625782227785	0.500625782227785	0.750938673341677	1.25156445556946	0	0
3502	24097	"Vracov"	48.977644	17.199456	50	"AWI"	50	609	2117	1271	0.68259385665529	0	1.36518771331058	0.426621160409556	0	0.511945392491468	0	3.83959044368601	0	1.36518771331058	0	0	0	6.22866894197952	0	0	0.0853242320819113	0	0	0.597269624573379	2.98634812286689	18.9419795221843	0	0	0.170648464163823	0	3.66894197952218	0	0.341296928327645	0	0	0	0	0.0853242320819113	0.511945392491468	0	0	0	0	0	2.13310580204778	0	0.255972696245734	5.11945392491468	1.5358361774744	29.9488054607509	0	0	0.170648464163823	0	0	13.3959044368601	0	0	0	0.170648464163823	0	0.853242320819113	0.170648464163823	0.426621160409556	0	0	0	0.0853242320819113	0.511945392491468	3.41296928327645	0	0
3502	24097	"Vracov"	48.977644	17.199456	55	"AWI"	55	736	2229	1404	2.4866785079929	0.177619893428064	3.19715808170515	1.59857904085258	0	0.710479573712256	0	7.63765541740675	0	7.10479573712256	0	0	0	1.06571936056838	0	0	0	0	0	0	6.3943161634103	12.4333925399645	0	0	0	0	8.34813499111901	0.177619893428064	0	0	0	0	0	0	0.710479573712256	0	0	0	0	0	3.73001776198934	0.177619893428064	2.13143872113677	23.9786856127886	1.24333925399645	0	0.177619893428064	0	0	0	0	14.0319715808171	0	0	0	0.177619893428064	0	0.710479573712256	0	0	0	0	0.532859680284192	0.177619893428064	0.532859680284192	0.355239786856128	0	0
3502	24097	"Vracov"	48.977644	17.199456	60	"AWI"	60	819	2420	1542	0.699300699300699	0	4.75524475524475	2.23776223776224	0.13986013986014	0.979020979020979	0	11.1888111888112	0	4.89510489510489	0	0.699300699300699	0	8.39160839160839	0	0	0.13986013986014	0	0	0.41958041958042	3.07692307692308	20.979020979021	0	0	0	0	9.65034965034965	0	0.699300699300699	0	0	0	0	0	0	0	0	0	0	0	4.1958041958042	0	1.3986013986014	5.31468531468532	1.81818181818182	0	0	0	0.27972027972028	0	0	6.99300699300699	0	0	0	0.41958041958042	0	0.979020979020979	0.27972027972028	0	0	0	0.41958041958042	0.27972027972028	2.0979020979021	6.43356643356643	0	0.13986013986014
3502	24097	"Vracov"	48.977644	17.199456	65	"AWI"	65	960	2512	1684	0.978135788262371	0	1.38089758342923	1.49597238204833	0	0.172612197928654	0	4.54545454545455	0	1.66858457997698	0	0.402761795166859	0	5.86881472957422	0	0	0	0	0	0	1.20828538550058	22.2094361334868	0	0	0	0	5.17836593785961	0	0	0	0	0	0	0	0.115074798619102	0	0	0.115074798619102	0	0.172612197928654	1.61104718066743	0	0.46029919447641	3.27963176064442	0.632911392405063	33.5443037974684	0	0	0	0	0	3.62485615650173	0	0	0	0.345224395857307	0	0.287686996547756	0	0	0	0	0.230149597238205	0	0.287686996547756	10.0690448791715	0.115074798619102	0
