"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
23667	40949	"Feuenried"	47.743308	8.902438	97.5	"AWI"	97.5	3638.5	4326.5	3982	8	1	95	0	0	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	82	10	0	0	0	0	0	176	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	31	0	0	0	0	2	0	0	0	0	0	0	0	5	1	1	0
23667	40949	"Feuenried"	47.743308	8.902438	100	"AWI"	100	3779	4350	4079	5	0	89	1	0	0	1	0	0	0	64	0	2	0	0	0	0	0	0	0	0	104	17	0	0	0	0	0	119	2	7	0	0	0	0	0	0	0	0	0	0	0	0	0	4	6	0	0	0	0	1	0	0	18	0	0	0	0	1	0	0	0	0	1	0	0	7	1	0	0
23667	40949	"Feuenried"	47.743308	8.902438	102.5	"AWI"	102.5	3913.5	4404.5	4172	7	1	91	0	0	0	0	1	0	0	66	0	0	0	0	1	0	0	0	0	0	75	13	0	0	0	0	0	100	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	44	0	0	0	0	2	1	0	0	0	0	0	0	9	4	0	0
23667	40949	"Feuenried"	47.743308	8.902438	105	"AWI"	105	4032	4486	4261	30	0	67	0	0	0	0	3	0	0	42	0	0	0	0	0	0	0	0	0	0	112	10	0	0	5	0	0	181	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	10	8	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0
23667	40949	"Feuenried"	47.743308	8.902438	107.5	"AWI"	107.5	4126.5	4579	4354	8	0	84	0	0	0	1	0	0	0	90	0	0	0	0	1	0	0	0	0	0	91	10	0	0	0	0	0	61	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	34	0	0	0	0	3	0	0	0	0	0	0	0	2	3	0	0
23667	40949	"Feuenried"	47.743308	8.902438	110	"AWI"	110	4205	4673	4446	6	0	85	0	0	0	0	0	0	0	81	0	0	0	0	3	0	0	0	0	0	93	15	0	0	0	0	0	39	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	44	0	0	0	0	1	0	0	0	0	0	0	0	2	4	1	0
23667	40949	"Feuenried"	47.743308	8.902438	112.5	"AWI"	112.5	4303.5	4700.5	4510	2	1	60	0	0	0	0	1	0	0	67	0	1	0	0	0	0	0	0	0	0	106	35	0	0	0	0	0	67	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	1	0	0	44	0	0	0	0	0	1	0	0	0	0	0	0	5	7	0	0
23667	40949	"Feuenried"	47.743308	8.902438	115	"AWI"	115	4403	4728	4574	6	0	61	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0	90	5	0	0	0	0	0	108	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	1	0	2	0	8	6	3	0
23667	40949	"Feuenried"	47.743308	8.902438	117.5	"AWI"	117.5	4494.5	4760.5	4638	12	2	99	0	0	0	0	1	0	0	80	0	0	0	0	1	0	0	0	0	0	136	4	0	0	0	0	0	99	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	29	0	0	0	0	2	0	0	0	0	0	0	0	2	2	0	0
23667	40949	"Feuenried"	47.743308	8.902438	120	"AWI"	120	4571	4794	4702	9	0	59	1	0	0	0	1	0	0	28	0	0	0	0	3	0	0	0	0	0	133	10	0	0	2	0	0	89	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	27	0	0	0	0	2	1	0	0	0	0	0	0	11	4	0	0
23667	40949	"Feuenried"	47.743308	8.902438	122.5	"AWI"	122.5	4634.5	4834	4770	6	0	70	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	2	82	3	0	0	0	0	0	107	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	2	5	0	0	0	0	0	0	0	32	0	0	0	0	4	0	0	0	0	0	0	0	7	1	0	0
23667	40949	"Feuenried"	47.743308	8.902438	125	"AWI"	125	4695	4890	4837	19	0	65	0	0	0	1	0	0	0	84	0	0	0	0	2	0	0	0	0	0	116	8	0	0	0	0	0	100	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	4	3	0	0	0	0	0	0	0	24	0	0	0	0	4	0	0	0	0	0	0	0	8	1	0	0
23667	40949	"Feuenried"	47.743308	8.902438	127.5	"AWI"	127.5	4740	4974	4897	6	0	80	0	0	0	0	2	0	0	64	0	1	0	0	0	0	0	0	0	0	86	17	0	0	0	0	0	88	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	2	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
23667	40949	"Feuenried"	47.743308	8.902438	130	"AWI"	130	4796	5014	4936	5	1	89	0	1	0	0	1	0	0	36	0	0	0	0	0	0	0	0	0	0	48	4	0	0	0	0	0	153	0	12	0	0	0	0	0	1	0	0	0	0	0	0	0	3	6	0	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	1	0	21	1	0	0
23667	40949	"Feuenried"	47.743308	8.902438	132.5	"AWI"	132.5	4843	5041	4965.5	5	0	60	0	0	0	0	1	0	0	36	0	0	0	0	0	0	0	0	0	0	64	9	0	0	0	0	0	163	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	33	0	0	0	0	3	1	0	0	0	0	0	0	7	1	0	0
23667	40949	"Feuenried"	47.743308	8.902438	135	"AWI"	135	4887	5091	4994	4	1	55	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	58	20	0	0	0	0	0	172	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	1	0	10	4	0	0
23667	40949	"Feuenried"	47.743308	8.902438	137.5	"AWI"	137.5	4919.5	5140.5	5024.5	9	1	46	0	0	0	0	0	0	0	47	0	0	0	0	1	0	0	0	0	0	62	5	0	0	0	0	0	136	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	35	0	0	0	0	1	0	0	0	0	0	0	0	17	3	0	0
23667	40949	"Feuenried"	47.743308	8.902438	140	"AWI"	140	4936	5193	5057	7	1	54	0	0	0	0	1	0	0	35	0	0	0	0	0	0	0	0	0	0	81	9	0	0	0	0	0	140	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	4	5	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	8	3	0	0
23667	40949	"Feuenried"	47.743308	8.902438	142.5	"AWI"	142.5	4947	5255.5	5088	5	0	59	0	0	0	1	0	0	0	49	0	0	0	0	0	0	0	0	0	0	59	24	0	0	0	0	0	111	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	41	0	0	0	0	1	0	0	0	0	0	0	0	4	1	0	0
23667	40949	"Feuenried"	47.743308	8.902438	145	"AWI"	145	4956	5326	5123	8	0	54	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	72	14	0	0	0	0	0	116	0	10	0	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0	0	0	4	0	0	26	0	0	1	0	0	0	0	0	0	0	0	0	5	2	0	0
23667	40949	"Feuenried"	47.743308	8.902438	147.5	"AWI"	147.5	4994	5386	5168	15	0	49	1	0	0	0	2	0	0	28	0	0	0	0	0	0	0	0	0	0	72	22	0	0	0	1	0	125	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	41	0	0	0	0	1	0	0	0	0	0	0	0	9	1	1	0
23667	40949	"Feuenried"	47.743308	8.902438	150	"AWI"	150	5082	5426	5231	14	1	52	0	0	0	1	1	0	0	31	0	0	0	0	1	0	0	0	0	0	68	22	0	0	0	0	0	103	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	28	0	0	1	0	3	0	0	0	0	0	1	0	4	19	3	0
23667	40949	"Feuenried"	47.743308	8.902438	152.5	"AWI"	152.5	5157	5461.5	5293	6	0	91	0	0	0	0	1	0	0	36	0	0	0	0	1	0	0	0	0	0	97	20	0	0	0	0	0	83	0	11	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	45	0	0	0	0	1	0	0	0	0	0	1	0	14	2	0	0
23667	40949	"Feuenried"	47.743308	8.902438	155	"AWI"	155	5214	5499	5356	14	1	80	0	0	0	0	0	0	0	48	0	0	0	0	3	0	0	0	0	0	94	27	0	0	0	0	0	143	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	12	6	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	1
23667	40949	"Feuenried"	47.743308	8.902438	157.5	"AWI"	157.5	5255.5	5555	5421.5	6	0	82	0	0	0	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	103	12	0	0	0	0	0	86	0	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	51	0	0	0	0	2	0	0	0	0	0	0	0	18	5	0	0
23667	40949	"Feuenried"	47.743308	8.902438	160	"AWI"	160	5292	5617	5489	12	0	47	0	0	0	0	2	0	0	47	0	0	0	0	0	0	0	0	0	0	105	15	0	0	0	0	0	74	0	6	0	2	0	0	0	1	0	0	0	0	0	0	0	8	7	0	0	0	0	1	0	0	34	0	0	0	0	2	0	0	0	0	0	1	0	11	3	0	0
23667	40949	"Feuenried"	47.743308	8.902438	162	"AWI"	162	5321	5682	5540	7	3	77	0	0	0	0	2	0	0	46	0	0	0	0	0	0	0	0	0	0	102	30	0	0	0	0	0	44	0	12	0	1	0	0	0	1	0	0	0	0	0	0	0	2	7	0	0	0	0	1	0	0	43	0	0	0	0	1	0	0	0	0	0	0	0	10	8	0	0
23667	40949	"Feuenried"	47.743308	8.902438	164	"AWI"	164	5352	5747	5591	9	2	81	0	0	0	0	1	0	0	47	0	0	0	0	0	0	0	0	0	0	99	25	0	0	0	0	0	37	0	21	0	0	0	0	0	1	0	0	0	0	0	1	0	0	6	0	0	0	0	3	0	0	55	0	0	0	0	0	0	0	0	0	0	12	0	17	3	1	0
