"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
23667	40949	"Feuenried"	47.743308	8.902438	0	"AWI"	0	-95	70	-22	0	0	21	1	0	0	0	0	0	0	11	0	3	0	0	0	0	0	1	0	0	22	18	0	0	0	0	0	34	0	7	0	0	0	0	3	0	0	0	0	0	0	34	0	30	108	0	0	0	0	1	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0
23667	40949	"Feuenried"	47.743308	8.902438	2.5	"AWI"	2.5	17.5	167	88.5	1	1	13	1	0	0	0	1	0	0	12	0	1	0	0	0	0	0	0	1	0	9	24	0	0	0	0	0	23	0	4	0	0	0	0	0	1	0	0	0	0	0	38	0	66	104	0	0	0	0	0	0	0	22	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0
23667	40949	"Feuenried"	47.743308	8.902438	5	"AWI"	5	127	267	201	1	0	27	2	0	0	0	1	0	0	23	0	1	0	0	0	0	0	2	0	0	26	25	0	0	0	0	0	34	0	2	0	0	0	0	1	1	0	0	0	0	0	6	0	29	94	0	42	0	0	0	0	0	84	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0
23667	40949	"Feuenried"	47.743308	8.902438	7.5	"AWI"	7.5	233	372.5	318.5	0	1	18	0	0	0	0	1	0	0	16	0	0	0	0	1	0	0	0	0	0	32	11	0	0	0	0	0	19	0	1	0	0	0	0	2	0	0	0	0	0	0	7	0	28	144	0	0	0	0	0	0	1	88	0	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0
23667	40949	"Feuenried"	47.743308	8.902438	10	"AWI"	10	333	485	433	2	1	24	0	0	0	0	0	0	0	29	0	2	0	0	1	0	0	4	0	0	33	51	0	0	0	0	0	39	0	5	0	0	0	0	6	4	0	0	0	0	0	10	0	14	93	0	0	0	0	0	0	0	118	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
23667	40949	"Feuenried"	47.743308	8.902438	12.5	"AWI"	12.5	428.5	606.5	542.5	3	0	22	0	0	0	0	0	0	0	38	0	1	0	0	4	0	0	0	0	0	42	14	0	0	0	0	0	26	0	0	0	1	0	0	0	7	0	0	0	0	0	18	0	0	69	0	0	0	0	0	0	1	25	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
23667	40949	"Feuenried"	47.743308	8.902438	15	"AWI"	15	522	729	650	4	0	21	0	0	0	0	1	0	0	24	0	1	0	0	0	0	0	0	0	0	52	71	0	0	0	0	0	18	0	1	0	0	0	0	3	3	0	0	0	0	0	5	0	10	32	0	94	0	0	1	0	1	61	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0
23667	40949	"Feuenried"	47.743308	8.902438	17.5	"AWI"	17.5	613	853.5	758.5	1	0	16	1	0	0	0	2	0	0	26	0	0	0	0	2	0	0	0	0	0	30	101	0	0	0	0	0	28	0	1	0	0	0	0	0	17	0	0	0	0	0	10	0	6	8	0	71	0	0	0	0	0	64	0	0	2	0	8	0	0	0	0	0	0	0	0	2	2	0
23667	40949	"Feuenried"	47.743308	8.902438	20	"AWI"	20	693	930	831	7	1	26	0	0	0	0	5	0	0	13	0	1	0	0	0	0	0	0	0	0	39	154	0	0	0	0	0	37	0	3	0	0	0	0	0	2	0	0	0	0	0	8	0	11	9	0	63	0	0	0	0	1	77	0	0	1	0	3	0	0	0	0	0	1	0	0	4	0	0
23667	40949	"Feuenried"	47.743308	8.902438	22.5	"AWI"	22.5	741	1011	893.5	7	0	13	0	0	0	0	0	0	0	1	0	1	0	0	2	0	0	0	1	0	40	42	0	0	0	0	0	64	0	0	0	1	0	0	0	3	0	0	0	0	0	14	0	6	8	0	50	0	0	0	0	2	94	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
23667	40949	"Feuenried"	47.743308	8.902438	25	"AWI"	25	772	1117	958	12	1	64	1	0	0	0	1	0	0	25	0	1	0	0	0	0	0	0	0	0	32	77	0	0	0	0	0	48	0	5	0	0	0	0	0	1	0	0	0	0	0	6	0	9	8	0	60	0	0	0	1	0	38	0	0	1	0	3	0	0	0	0	0	0	0	0	5	0	0
23667	40949	"Feuenried"	47.743308	8.902438	27.5	"AWI"	27.5	795.5	1239	1015.5	15	1	63	0	0	0	0	3	0	0	24	0	0	0	0	1	0	0	0	0	0	42	8	0	0	0	0	0	103	0	3	0	0	0	0	0	0	0	0	0	0	0	14	0	12	9	0	25	0	0	0	0	0	62	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
23667	40949	"Feuenried"	47.743308	8.902438	30	"AWI"	30	811	1360	1068	7	0	49	0	1	0	0	0	0	0	26	0	0	0	0	1	0	0	0	0	0	38	35	0	0	0	0	0	64	0	11	0	0	0	0	1	1	0	0	0	0	0	16	0	9	8	0	69	0	0	0	0	0	43	0	0	1	0	2	0	0	0	0	0	0	0	0	2	0	0
23667	40949	"Feuenried"	47.743308	8.902438	32.5	"AWI"	32.5	822.5	1483.5	1122	11	0	79	0	0	0	0	1	0	0	71	0	0	0	0	1	0	0	0	0	0	50	37	0	0	0	0	0	62	0	2	0	0	0	0	0	4	0	0	0	0	0	7	0	11	20	0	20	0	0	0	0	0	84	0	0	0	0	2	0	0	0	0	0	0	0	1	2	0	0
23667	40949	"Feuenried"	47.743308	8.902438	35	"AWI"	35	832	1611	1180	5	0	51	1	0	0	0	1	0	0	47	0	0	0	0	1	0	0	0	0	0	42	43	0	0	0	0	0	71	0	5	0	0	0	0	2	0	0	0	0	0	0	10	0	4	8	0	22	0	0	0	0	1	67	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	1
23667	40949	"Feuenried"	47.743308	8.902438	37.5	"AWI"	37.5	875	1701	1243	6	0	76	1	0	0	0	1	0	0	56	0	0	0	0	1	0	0	1	0	0	42	79	0	0	0	0	0	46	0	1	0	0	0	0	0	0	0	0	0	0	0	9	0	4	5	0	0	0	0	0	0	0	43	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	0
23667	40949	"Feuenried"	47.743308	8.902438	40	"AWI"	40	990	1720	1310	5	0	108	0	1	0	0	1	0	0	67	0	0	0	0	0	0	0	0	0	0	42	56	0	0	0	0	0	55	0	3	0	0	0	0	0	2	0	0	0	0	0	2	0	10	5	0	0	0	0	0	0	0	58	0	0	1	0	4	0	0	0	0	0	0	0	2	2	0	0
23667	40949	"Feuenried"	47.743308	8.902438	42.5	"AWI"	42.5	1104	1751.5	1379	11	0	40	1	0	0	0	1	0	0	12	0	0	0	0	1	0	0	0	0	0	46	137	0	0	0	0	0	44	0	3	0	0	0	0	0	0	0	0	0	0	0	7	0	5	9	0	0	0	0	0	0	0	60	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0
23667	40949	"Feuenried"	47.743308	8.902438	45	"AWI"	45	1203	1796	1443	9	0	35	0	0	0	0	2	0	0	8	0	0	0	0	0	0	0	0	0	0	21	172	0	0	0	0	0	30	0	3	0	0	0	0	0	2	0	0	0	0	0	8	0	2	7	0	0	0	0	0	0	0	69	0	0	0	0	4	0	0	0	0	0	0	0	0	2	0	0
23667	40949	"Feuenried"	47.743308	8.902438	47.5	"AWI"	47.5	1295.5	1851	1509.5	6	0	39	2	1	0	0	1	0	0	19	0	1	0	0	7	0	0	0	0	0	32	60	0	0	0	0	0	46	0	5	0	0	0	0	0	2	0	0	1	0	0	5	0	7	14	0	0	0	0	0	0	1	184	0	0	1	0	5	0	0	0	0	0	0	0	1	2	1	0
23667	40949	"Feuenried"	47.743308	8.902438	50	"AWI"	50	1371	1906	1575	3	0	73	0	0	0	0	1	0	0	65	0	1	0	0	0	0	0	0	0	0	40	41	0	0	0	0	0	32	0	6	0	0	0	0	0	4	0	0	0	0	0	5	0	13	14	0	0	0	0	1	0	0	73	0	0	1	0	2	0	0	0	0	0	0	0	0	4	1	1
23667	40949	"Feuenried"	47.743308	8.902438	52.5	"AWI"	52.5	1428.5	1950.5	1631.5	1	1	84	0	0	0	0	1	0	0	93	0	0	0	0	13	0	0	0	0	0	58	39	0	0	0	0	0	30	0	2	0	0	0	0	1	1	0	0	0	0	0	5	0	6	9	0	0	0	0	0	0	0	88	0	0	0	0	1	0	0	0	0	0	0	0	2	1	0	0
23667	40949	"Feuenried"	47.743308	8.902438	55	"AWI"	55	1482	2028	1694	7	1	37	0	0	0	0	2	0	0	41	0	0	0	0	1	0	0	0	0	0	34	97	0	0	0	0	0	29	0	4	0	0	0	0	0	0	0	0	0	0	0	3	0	5	8	0	0	0	0	1	0	1	45	0	0	0	0	9	0	0	0	0	0	0	0	0	1	0	0
23667	40949	"Feuenried"	47.743308	8.902438	57.5	"AWI"	57.5	1708	2160.5	1889.5	10	1	71	1	0	0	0	2	0	0	41	0	1	0	0	0	0	0	0	0	0	79	37	0	0	0	0	0	62	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	6	8	0	0	0	0	0	0	0	75	0	0	1	0	2	0	0	0	0	0	0	0	0	1	0	0
23667	40949	"Feuenried"	47.743308	8.902438	60	"AWI"	60	1940	2297	2087	9	0	60	2	0	0	0	5	0	0	31	0	1	0	0	1	0	0	0	0	0	72	103	0	0	0	0	0	50	0	9	0	1	0	0	0	5	0	0	1	0	0	3	0	2	11	0	0	0	0	0	1	0	67	0	0	4	0	2	0	0	0	0	0	0	1	0	3	1	1
23667	40949	"Feuenried"	47.743308	8.902438	62.5	"AWI"	62.5	2157.5	2455.5	2285.5	10	2	80	1	0	0	0	4	0	0	55	0	1	0	0	0	0	0	0	0	1	79	8	1	0	0	0	0	74	0	1	0	2	0	0	0	3	0	0	0	0	0	3	0	1	6	0	0	0	0	0	0	0	56	0	0	0	0	3	0	0	0	0	0	0	0	0	4	0	0
23667	40949	"Feuenried"	47.743308	8.902438	65	"AWI"	65	2349	2626	2483	7	0	82	0	0	0	0	4	0	0	46	0	0	0	0	0	0	0	0	0	0	67	7	0	0	0	0	0	31	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	7	4	0	0	0	0	0	0	1	50	0	0	0	0	0	0	0	0	0	0	0	1	1	5	0	0
23667	40949	"Feuenried"	47.743308	8.902438	67.5	"AWI"	67.5	2536.5	2806	2682.5	6	1	99	0	0	0	0	2	0	0	76	0	0	0	0	0	0	0	0	0	0	61	13	0	0	0	0	0	76	0	10	0	6	0	0	0	0	0	0	0	0	0	0	0	5	1	0	0	0	0	0	0	0	65	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0
23667	40949	"Feuenried"	47.743308	8.902438	70	"AWI"	70	2693	3012	2880	3	2	113	1	0	0	0	4	0	0	51	0	0	0	0	1	0	0	0	0	0	119	7	0	0	0	0	0	92	0	8	0	1	0	0	0	1	0	0	0	0	0	1	0	3	10	0	0	0	0	0	0	0	41	0	0	1	0	0	0	0	0	0	0	1	0	1	5	0	0
23667	40949	"Feuenried"	47.743308	8.902438	72.5	"AWI"	72.5	2842	3229.5	3075.5	2	0	84	0	0	0	0	4	0	0	78	0	0	0	0	0	0	0	0	0	0	83	6	0	0	0	0	0	59	0	8	0	2	0	0	0	0	0	0	0	0	0	1	0	2	6	0	0	0	0	0	0	0	46	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0
23667	40949	"Feuenried"	47.743308	8.902438	75	"AWI"	75	2976	3347	3190	5	1	112	0	0	0	0	7	0	0	38	0	0	0	1	1	0	0	0	0	0	88	14	0	0	0	0	0	90	0	11	0	1	0	0	0	2	0	0	0	0	0	1	0	2	8	0	0	0	0	0	0	0	80	0	0	1	0	2	0	0	0	1	1	0	0	0	2	1	0
23667	40949	"Feuenried"	47.743308	8.902438	77.5	"AWI"	77.5	3077.5	3442	3272	6	2	94	1	0	0	0	4	0	0	35	1	0	0	0	0	0	0	0	1	0	86	10	0	0	0	0	0	79	1	4	0	2	0	0	0	0	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	52	0	0	1	0	2	0	0	0	0	0	0	0	2	1	0	0
23667	40949	"Feuenried"	47.743308	8.902438	80	"AWI"	80	3155	3562	3361	6	1	116	1	0	0	0	0	0	0	49	1	0	0	1	0	0	0	1	0	0	114	7	0	0	0	0	0	134	1	9	0	2	0	0	0	0	0	0	0	0	0	0	0	4	7	0	0	0	0	0	0	0	31	0	0	0	0	2	0	0	0	1	0	0	0	2	1	1	1
23667	40949	"Feuenried"	47.743308	8.902438	82.5	"AWI"	82.5	3195.5	3698.5	3448.5	8	0	89	0	0	0	0	1	0	0	46	0	0	0	0	0	0	0	0	0	0	143	6	0	0	0	0	0	118	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	1	9	0	0	0	0	0	0	1	51	0	0	0	0	0	0	0	0	0	0	0	0	2	5	1	0
23667	40949	"Feuenried"	47.743308	8.902438	85	"AWI"	85	3221	3840	3537	5	0	49	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	34	4	0	0	0	0	0	94	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	3	5	0	0
23667	40949	"Feuenried"	47.743308	8.902438	87.5	"AWI"	87.5	3251	4005.5	3620	9	0	116	0	0	0	0	0	0	0	103	0	0	1	0	0	0	0	0	0	0	146	26	0	0	0	0	0	175	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4	0	0	0	0	1	0	0	75	0	0	1	0	1	0	0	0	0	0	0	0	6	6	1	0
23667	40949	"Feuenried"	47.743308	8.902438	90	"AWI"	90	3274	4176	3704	13	0	98	0	0	0	0	2	0	0	75	0	0	0	0	3	0	0	0	0	0	132	11	0	0	0	0	0	81	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	1	0	3	2	0	0
23667	40949	"Feuenried"	47.743308	8.902438	92.5	"AWI"	92.5	3341.5	4292.5	3791.5	5	0	56	0	0	0	0	1	0	0	68	0	0	0	0	0	0	0	0	0	0	120	16	0	0	0	0	0	98	0	8	0	1	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	30	0	0	0	0	2	0	0	0	0	0	1	0	1	1	0	0
23667	40949	"Feuenried"	47.743308	8.902438	95	"AWI"	95	3491	4306	3886	8	1	89	0	0	0	0	2	0	0	42	0	0	0	0	3	0	0	0	0	0	117	13	0	0	0	0	0	174	0	9	0	0	0	0	0	1	0	0	0	0	0	0	0	3	5	0	0	0	0	0	0	0	46	0	0	1	0	0	1	0	0	0	0	0	0	13	8	1	0
