"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Ulmus"	"Viburnum"
3493	4518	"Vingölen"	57.13371	15.93773	8077	"AWI"	8077	11862	12433	12179	0.233100233100233	5.82750582750583	0	15.3846153846154	0	23.7762237762238	0	0	0	0	0	0	0	6.99300699300699	0	0.233100233100233	0	0	0	0.233100233100233	6.75990675990676	0	0	0	0	19.5804195804196	0	10.02331002331	0	0	0	0	0	0	6.75990675990676	3.72960372960373	0	0	0	0.466200466200466	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8094	"AWI"	8094	11936	12520	12268	0.196078431372549	4.50980392156863	0	14.3137254901961	0	22.5490196078431	0	0	0	0	0	0	0	4.31372549019608	0	0	0	0.196078431372549	0	0.196078431372549	2.94117647058824	0	0	0	0	26.8627450980392	0	10.9803921568627	0	0	0	0	0	0.196078431372549	6.27450980392157	6.27450980392157	0	0	0	0.196078431372549	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8110	"AWI"	8110	12020	12577	12351	0	1.76125244618395	0	5.67514677103718	0	34.2465753424658	0	0	0	0	0	0	0	2.34833659491194	0	0	0	0	0	0	1.76125244618395	0	0.195694716242661	0	0.195694716242661	38.747553816047	0	5.28375733855186	0	0	0	0	0	0.195694716242661	3.13111545988258	6.45792563600783	0	0	0	0	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8125	"AWI"	8125	12131	12653	12442	0.43859649122807	1.09649122807018	0	5.04385964912281	0	43.2017543859649	0	0	0	0	0	0	0	3.28947368421053	0	0	0	0	0	0	1.75438596491228	0	0	0	0	32.8947368421053	0	5.26315789473684	0	0	0	0	0	0.219298245614035	2.41228070175439	3.7280701754386	0	0	0	0.657894736842105	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8140	"AWI"	8140	12225	12790	12535	0	1.51228733459357	0	6.04914933837429	0	42.1550094517958	0	0	0	0	0	0	0	1.32325141776938	0	0	0	0	0	0	1.13421550094518	0	0.189035916824197	0	0	33.648393194707	0	5.4820415879017	0	0	0	0	0	0.378071833648393	3.59168241965974	3.96975425330813	0	0	0	0.56710775047259	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8155	"AWI"	8155	12375	12858	12654	0	2.34833659491194	0	9.39334637964775	0	32.4853228962818	0	0	0	0	0	0	0	1.95694716242661	0	0	0	0	0	0	0.978473581213307	0	0	0	0	39.7260273972603	0	6.26223091976517	0	0	0	0	0	0	1.36986301369863	5.0880626223092	0	0	0	0.391389432485323	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8170	"AWI"	8170	12559	12939	12760	0.193423597678917	2.51450676982592	0	8.31721470019342	0	27.6595744680851	0	0	0.193423597678917	0	0	0	0.193423597678917	2.12765957446809	0	0	0	0	0	0	0.193423597678917	0	0	0	0.193423597678917	46.2282398452611	0	5.22243713733075	0	0	0	0	0	0.386847195357834	1.74081237911025	3.86847195357834	0	0	0.193423597678917	0.773694390715667	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8185	"AWI"	8185	12739	13029	12862	0	1.38888888888889	0	5.75396825396825	0	44.047619047619	0	0	0	0	0	0.396825396825397	0	1.98412698412698	0.198412698412698	0	0	0	0	0.198412698412698	0.793650793650794	0	0	0	0	29.7619047619048	0	6.54761904761905	0	0	0	0	0	0	2.77777777777778	5.95238095238095	0	0	0	0.198412698412698	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8200	"AWI"	8200	12779	13079	12916	0	1.03092783505155	0	6.87285223367698	0	41.0652920962199	0	0	0	0	0.171821305841924	0	0	0.859106529209622	0	0	0	0	0	0.171821305841924	1.03092783505155	0	0	0	0	31.2714776632302	0	6.01374570446735	0	0	0	0	0	0.343642611683849	4.46735395189003	6.18556701030928	0	0	0	0.515463917525773	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8222	"AWI"	8222	12839	13176	12992	0.380228136882129	1.52091254752852	0	6.4638783269962	0	36.6920152091255	0	0	0	0	0	0	0	4.56273764258555	0.190114068441065	0	0	0	0	0.380228136882129	1.52091254752852	0	0	0	0	32.319391634981	0	4.56273764258555	0	0	0	0	0	0.570342205323194	3.2319391634981	7.03422053231939	0	0	0.190114068441065	0.380228136882129	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8245	"AWI"	8245	12916	13294	13081	0	2.2140221402214	0	6.45756457564576	0	34.1328413284133	0	0	0	0	0	0.18450184501845	0	4.4280442804428	0.18450184501845	0	0	0	0	0	1.29151291512915	0.18450184501845	0	0	0	33.210332103321	0	5.53505535055351	0.18450184501845	0	0.18450184501845	0	0	0.3690036900369	3.50553505535055	7.19557195571956	0	0	0	0.738007380073801	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8270	"AWI"	8270	12991	13503	13199	0.194931773879142	2.33918128654971	0	9.16179337231969	0	27.8752436647173	0	0	0	0	0	0.584795321637427	0	4.48343079922027	0	0	0	0	0	0	0.779727095516569	0	0	0	0	38.401559454191	0	4.67836257309941	0	0	0.194931773879142	0	0	0.779727095516569	2.72904483430799	6.62768031189084	0	0	0	1.16959064327485	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8300	"AWI"	8300	13079	13788	13358	2.77777777777778	1.98412698412698	0	8.73015873015873	0	25.5952380952381	0	0	0	0	0	0.396825396825397	0	4.36507936507936	0.992063492063492	0.198412698412698	0	0	0	0.198412698412698	0.595238095238095	0	0	0	0	36.3095238095238	0	4.56349206349206	0	0	0	0	0	0.595238095238095	1.78571428571429	9.92063492063492	0	0	0	0.992063492063492	0	0
