"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fraxinus"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Phillyrea"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Ulmus"	"Viburnum"
3493	4518	"Vingölen"	57.13371	15.93773	7610	"AWI"	7610	9034	10233	9690	1.60857908847185	0	0	0.536193029490617	0	0	0	0	0	0	0	21.1796246648794	0	1.07238605898123	0	0	0	0	0	0	0.268096514745308	0	0	0	0	67.828418230563	0	4.28954423592493	0	0.268096514745308	0.804289544235925	0	0	0	0	1.60857908847185	0	0	0	0	0.536193029490617	0
3493	4518	"Vingölen"	57.13371	15.93773	7660	"AWI"	7660	9402	10478	9986	1.01522842639594	0	0	0.253807106598985	0	0	0	0	0	0	0	22.3350253807107	0	0.253807106598985	0	0	0	0	0	0	0	0	0	0	0	68.5279187817259	0	3.04568527918782	0	0.253807106598985	0	0	0	0	0	2.03045685279188	0	0	0	0	2.28426395939086	0
3493	4518	"Vingölen"	57.13371	15.93773	7710	"AWI"	7710	9778	10721	10274	0	0	0	0	0	0	0	0	0	0	0	22.1374045801527	0	0.254452926208651	0	0	0	0	0	0	0	0	0	0	0	71.2468193384224	0	3.05343511450382	0	0.254452926208651	0	0	0	0	0	1.52671755725191	0	0	0	0	1.27226463104326	0.254452926208651
3493	4518	"Vingölen"	57.13371	15.93773	7750	"AWI"	7750	10078	10908	10489	0	0	0	0	0	0	0	0	0	0	0	15.632183908046	0	0.459770114942529	0	0	0	0	0.229885057471264	0.229885057471264	0.229885057471264	0	0	0	0	78.6206896551724	0	2.75862068965517	0	0.229885057471264	0.229885057471264	0	0	0	0	0.919540229885057	0	0	0	0	0.459770114942529	0
3493	4518	"Vingölen"	57.13371	15.93773	7772	"AWI"	7772	10244	10998	10606	0	0	0	0.684931506849315	0	0	0	0	0	0	0	5.13698630136986	0	5.13698630136986	0	0	0	0	0	0	0.342465753424658	0.342465753424658	0	0	0	77.3972602739726	0	5.13698630136986	0	0.342465753424658	0	0	0	0	0	3.76712328767123	0	0	0	0.342465753424658	1.36986301369863	0
3493	4518	"Vingölen"	57.13371	15.93773	7790	"AWI"	7790	10410	11061	10695	0	0	0	0.775193798449612	0	0	0	0	0	0	0	3.10077519379845	0	0.387596899224806	0	0	0	0	0	0	0.387596899224806	0	0	0	0	85.6589147286822	0	4.26356589147287	0	0.387596899224806	0	0	0	0	0	3.10077519379845	0	0	0	0	1.93798449612403	0
3493	4518	"Vingölen"	57.13371	15.93773	7810	"AWI"	7810	10540	11173	10830	0	0	0	0	0	47.5991649269311	0	0.208768267223382	0	0	0	2.50521920668058	0	0.417536534446764	0	0	0	0	0	0	0.417536534446764	0	0	0	0	43.6325678496869	0	3.54906054279749	0	0.208768267223382	0	0	0	0	0.208768267223382	1.04384133611691	0	0	0	0	0.208768267223382	0
3493	4518	"Vingölen"	57.13371	15.93773	7830	"AWI"	7830	10662	11283	10969	0.943396226415094	0	0	0.471698113207547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.24528301886792	0	0	0	0	78.3018867924528	0	9.43396226415094	0	0	0	0	0	0	0	4.24528301886792	0	0	0	0	2.35849056603774	0
3493	4518	"Vingölen"	57.13371	15.93773	7860	"AWI"	7860	10844	11441	11161	0	0	0	0.523560209424084	0	73.6474694589878	0	0	0	0	0	0	0	0.523560209424084	0	0	0	0	0	0	5.06108202443281	0	0	0	0	13.0890052356021	0	3.66492146596859	0	0.174520069808028	0	0	0	0	0.174520069808028	2.79232111692845	0	0	0	0	0.349040139616056	0
3493	4518	"Vingölen"	57.13371	15.93773	7890	"AWI"	7890	11114	11596	11329	0	0.166112956810631	0	0.830564784053156	0	69.7674418604651	0	0	0	0	0	0	0	0.498338870431894	0.332225913621262	0	0	0	0	0	8.47176079734219	0	0	0	0	9.96677740863787	0	5.81395348837209	0	0	0	0	0	0	0.332225913621262	3.65448504983389	0	0	0.166112956810631	0	0	0
3493	4518	"Vingölen"	57.13371	15.93773	7905	"AWI"	7905	11211	11659	11403	0	0	0	0.934579439252336	0	66.1682242990654	0	0	0	0	0	0	0	0.934579439252336	0.186915887850467	0	0	0	0	0	1.49532710280374	0	0	0	0	15.3271028037383	0	8.41121495327103	0	0	0	0	0	0.186915887850467	0.560747663551402	5.60747663551402	0	0	0	0.186915887850467	0	0
3493	4518	"Vingölen"	57.13371	15.93773	7920	"AWI"	7920	11260	11722	11468	0	0.568181818181818	0	4.35606060606061	0	38.8257575757576	0	0	0	0	0	0	0	2.46212121212121	0	0	0	0	0	0.378787878787879	4.16666666666667	0	0	0.189393939393939	0	27.6515151515151	0	13.2575757575758	0	0	0	0	0	0.378787878787879	2.46212121212121	5.11363636363636	0	0	0	0.189393939393939	0	0
3493	4518	"Vingölen"	57.13371	15.93773	7940	"AWI"	7940	11325	11810	11551	0	2.97951582867784	0	8.19366852886406	0	54.9348230912477	0	0	0	0	0	0	0	4.09683426443203	0	0	0	0	0	0	0.37243947858473	0	0	0	0	14.5251396648045	0	8.75232774674116	0	0	0	0	0	0.558659217877095	1.30353817504655	4.09683426443203	0	0	0	0.186219739292365	0	0
3493	4518	"Vingölen"	57.13371	15.93773	7963	"AWI"	7963	11407	11904	11643	0	2.42424242424242	0	13.7373737373737	0	37.979797979798	0	0	0	0	0	0	0	3.43434343434343	0	0	0	0	0	0	1.61616161616162	0.202020202020202	0	0	0	20	0	8.28282828282828	0	0	0	0	0	0	3.23232323232323	7.67676767676768	0.202020202020202	0	0	1.21212121212121	0	0
3493	4518	"Vingölen"	57.13371	15.93773	7980	"AWI"	7980	11462	11979	11709	0	3.95189003436426	0	15.807560137457	0	21.9931271477663	0	0	0	0	0	0	0	7.38831615120275	0	0	0	0.343642611683849	0	0	3.95189003436426	0.171821305841924	0	0	0	24.5704467353952	0	11.6838487972509	0	0	0	0	0	0	4.46735395189003	5.15463917525773	0	0	0	0.515463917525773	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8000	"AWI"	8000	11538	12058	11788	0	3.21199143468951	0	18.8436830835118	0	25.9100642398287	0.214132762312634	0	0	0	0.214132762312634	0	0	8.99357601713062	0	0	0	0.214132762312634	0	0.214132762312634	3.21199143468951	0	0	0	0	15.203426124197	0	13.4903640256959	0.214132762312634	0	0	0	0	0	3.21199143468951	5.99571734475375	0	0.214132762312634	0	0.642398286937901	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8020	"AWI"	8020	11621	12155	11887	0	4.34782608695652	0	20.8395802098951	0	25.0374812593703	0	0	0	0	0	0	0	6.44677661169415	0	0	0	0.299850074962519	0	0.149925037481259	4.64767616191904	0	0	0	0.149925037481259	17.3913043478261	0	11.8440779610195	0	0	0	0	0	0.749625187406297	2.09895052473763	5.24737631184408	0	0	0	0.749625187406297	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8041	"AWI"	8041	11703	12265	11994	0	3.10421286031042	0	17.5166297117517	0	22.3946784922395	0	0	0	0	0.443458980044346	0	0	6.87361419068736	0	0	0	0.221729490022173	0	0	4.65631929046563	0	0.221729490022173	0	0	20.3991130820399	0	13.0820399113082	0	0	0	0	0	0	5.32150776053215	4.65631929046563	0	0	0	1.10864745011086	0	0
3493	4518	"Vingölen"	57.13371	15.93773	8060	"AWI"	8060	11788	12358	12093	0	4.38756855575868	0	17.9159049360146	0	22.4862888482633	0	0	0	0	0	0	0	7.12979890310786	0	0	0	0.731261425959781	0	0	5.48446069469835	0	0	0	0	18.8299817184643	0	13.345521023766	0	0	0	0	0	0.182815356489945	4.02193784277879	4.75319926873857	0	0	0	0.731261425959781	0	0
