"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"
23849	41339	"Gourte Mires"	51.05444	-3.67833	12	"AWI"	12	83	611	316	6	0	0	0	0	0	2	0	2	1	0	0	0	15	0	68	0	0	3	0	0	0	0	1	1	0	0	0	0	0	0	2	0	147	0	0	48	0	0	2	0	2	0	0	0	0	0	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	16	"AWI"	16	171	733	440	3	0	0	0	0	0	0	0	1	0	0	0	0	19	0	84	154	0	1	0	0	0	0	1	1	0	0	0	0	0	0	1	0	160	2	0	23	0	0	0	0	1	0	0	0	0	0	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	20	"AWI"	20	272	844	571	10	1	0	0	1	0	2	0	1	0	0	1	0	24	0	96	40	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	236	1	0	29	3	0	1	0	0	0	0	0	0	2	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	24	"AWI"	24	415	928	700	12	0	0	0	2	0	4	0	0	1	0	0	0	23	0	70	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	21	2	0	6	0	1	0	0	0	0	0	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	28	"AWI"	28	646	1011	816	7	0	0	0	0	0	0	0	0	0	0	0	0	41	0	77	0	0	5	1	1	0	0	0	1	0	0	0	0	0	0	1	0	176	0	0	33	0	0	2	0	0	0	0	0	0	0	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	32	"AWI"	32	769	1116	935	15	1	2	0	0	0	4	0	0	1	0	1	1	49	0	66	0	0	2	1	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	39	1	0	1	0	1	0	0	0	0	1	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	36	"AWI"	36	834	1303	1026	0	0	0	1	0	0	2	0	0	0	0	0	0	21	0	29	0	0	4	3	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	38	5	0	0	0	0	0	1	0	0	0	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	40	"AWI"	40	888	1438	1127	2	0	0	0	1	0	5	0	0	0	0	0	0	33	0	35	0	0	7	2	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	0	40	3	0	1	0	1	0	0	0	0	0	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	44	"AWI"	44	968	1556	1231	2	0	0	0	1	0	0	0	1	0	0	0	0	43	0	13	113	0	5	3	1	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	59	3	0	0	0	0	0	0	0	0	1	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	48	"AWI"	48	1044	1666	1331	7	0	0	0	0	0	5	0	0	0	0	1	0	43	0	16	0	0	6	5	1	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	38	1	0	0	0	1	0	0	1	1	2	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	52	"AWI"	52	1124	1774	1431	4	0	1	0	0	0	4	0	0	0	0	0	0	29	0	108	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	26	1	0	0	0	1	0	0	0	0	1	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	56	"AWI"	56	1207	1873	1535	8	1	0	0	1	0	8	0	0	0	0	0	0	32	0	46	0	0	2	3	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	26	4	0	1	0	0	0	0	0	0	1	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	60	"AWI"	60	1286	1967	1637	4	1	0	1	0	0	0	0	0	0	0	0	0	24	0	79	144	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	20	6	0	1	0	1	0	0	1	0	0	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	64	"AWI"	64	1398	2037	1739	2	0	0	0	0	0	2	0	0	0	0	2	0	20	0	36	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	3	0	0	1	0	13	1	0	0	0	0	0	0	0	0	0	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	68	"AWI"	68	1516	2114	1841	4	0	1	0	0	0	3	0	0	0	0	1	0	34	3	63	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	30	1	0	0	0	3	0	0	2	2	1	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	72	"AWI"	72	1642	2196	1944	10	1	0	0	0	0	3	0	0	1	0	0	0	51	0	78	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	36	4	0	0	0	1	0	0	2	0	6	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	76	"AWI"	76	1770	2271	2046	11	1	0	0	0	0	5	1	0	0	0	1	0	79	0	40	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	2	0	0	0	0	0	1	0	0	3	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	80	"AWI"	80	1894	2341	2146	19	0	0	0	1	0	3	0	0	0	0	0	0	92	0	28	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	28	1	0	0	0	0	0	0	1	0	1	1
23849	41339	"Gourte Mires"	51.05444	-3.67833	84	"AWI"	84	2012	2440	2242	31	0	0	0	4	0	9	0	0	0	0	0	0	112	0	5	33	0	1	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	69	0	0	0	0	2	0	1	0	0	2	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	88	"AWI"	88	2088	2573	2331	22	0	1	0	1	0	3	0	0	0	0	0	0	100	0	48	0	0	2	3	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	53	2	0	0	0	4	0	0	0	0	4	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	92	"AWI"	92	2153	2714	2421	19	0	0	1	0	0	6	0	0	0	0	0	0	110	0	57	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	66	4	0	0	0	1	1	0	0	1	6	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	96	"AWI"	96	2227	2832	2509	30	0	0	0	0	0	6	0	1	0	0	0	0	109	0	23	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	58	4	0	0	0	1	0	1	0	0	3	1
23849	41339	"Gourte Mires"	51.05444	-3.67833	100	"AWI"	100	2296	2946	2600	10	0	1	0	1	0	4	0	0	1	0	1	0	79	0	24	0	0	3	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	9	0	0	0	0	0	0	0	0	2	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	104	"AWI"	104	2376	3045	2692	28	0	0	0	0	0	3	0	0	0	0	0	0	82	2	20	0	0	0	4	1	1	0	0	0	0	0	0	0	0	0	1	19	0	0	0	49	1	0	0	0	1	0	0	0	0	3	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	108	"AWI"	108	2461	3144	2788	30	0	0	0	0	0	7	0	0	0	0	1	0	122	0	19	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	2	13	0	0	0	0	0	1	0	2	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	112	"AWI"	112	2539	3236	2878	38	0	0	0	0	0	18	0	0	0	0	0	0	97	0	29	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	4	0	0	0	3	0	0	0	0	3	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	116	"AWI"	116	2627	3326	2971	25	0	0	0	1	0	3	0	0	0	0	0	0	94	0	22	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	57	6	0	1	0	1	0	1	0	1	1	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	120	"AWI"	120	2706	3416	3063	20	0	0	0	0	0	2	0	0	0	0	0	0	61	0	24	173	0	1	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	74	6	0	0	0	2	1	1	0	0	1	1
23849	41339	"Gourte Mires"	51.05444	-3.67833	124	"AWI"	124	2794	3491	3158	23	0	0	0	0	0	4	0	0	1	0	0	0	50	0	18	0	0	0	4	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	40	1	0	0	0	0	0	0	0	0	2	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	128	"AWI"	128	2892	3565	3246	29	1	0	0	0	0	6	0	0	0	0	1	0	71	1	48	0	0	1	0	0	2	0	0	0	0	1	0	0	0	0	0	23	0	0	0	36	9	0	0	0	0	1	0	0	0	0	2
