"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Montiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Tilia"	"Ulmus"	"Urticaceae"
23849	41339	"Gourte Mires"	51.05444	-3.67833	132	"AWI"	132	2990	3638	3336	30	2	0	1	0	0	2	2	0	1	0	0	0	70	0	132	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	1	0	0	0	0	0	0	0	0	1	1
23849	41339	"Gourte Mires"	51.05444	-3.67833	136	"AWI"	136	3093	3712	3429	27	2	0	1	0	0	3	0	0	1	0	2	0	82	0	85	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	24	0	0	0	0	0	1	0	1	0	0	1
23849	41339	"Gourte Mires"	51.05444	-3.67833	140	"AWI"	140	3193	3785	3521	26	0	0	1	0	0	0	0	0	0	0	0	0	108	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	98	0	0	0	0	0	0	1	1	0	0	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	144	"AWI"	144	3316	3841	3610	26	0	0	0	0	0	2	0	0	0	0	1	0	72	0	23	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	12	0	0	2	0	0	0	0	1	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	148	"AWI"	148	3457	3899	3693	21	0	0	0	0	0	1	0	0	0	0	2	0	65	0	45	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	31	2	0	0	0	0	0	0	1	0	0	3
23849	41339	"Gourte Mires"	51.05444	-3.67833	152	"AWI"	152	3566	3961	3773	62	1	0	0	0	0	3	0	0	1	0	0	0	124	0	28	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	77	1	0	0	0	0	0	0	0	0	1	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	156	"AWI"	156	3635	4051	3851	29	0	0	1	0	0	5	0	0	0	0	1	0	135	0	68	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	4	0	0	0	0	67	6	0	0	0	1	0	0	0	2	1	1
23849	41339	"Gourte Mires"	51.05444	-3.67833	160	"AWI"	160	3685	4141	3916	51	1	0	3	1	0	5	1	1	0	0	1	0	105	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	55	6	0	0	0	1	1	1	0	1	1	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	164	"AWI"	164	3748	4218	3981	55	1	0	1	0	0	7	0	1	0	0	0	0	104	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	87	3	0	0	0	1	0	1	0	2	0	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	168	"AWI"	168	3815	4293	4047	49	2	0	5	0	0	3	0	0	0	0	0	0	118	0	27	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	89	2	0	0	0	0	0	0	0	3	2	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	172	"AWI"	172	3881	4365	4114	46	0	0	0	0	0	3	0	0	0	0	1	0	96	0	33	30	0	0	1	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	97	5	0	0	0	0	0	0	0	0	2	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	176	"AWI"	176	3945	4443	4179	60	0	0	1	0	0	5	0	0	0	0	1	0	100	0	21	22	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	98	0	0	0	0	0	0	1	2	2	2	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	180	"AWI"	180	4003	4521	4246	58	0	0	0	0	0	3	0	0	0	0	3	1	99	0	16	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	104	0	0	0	0	1	0	0	0	0	1	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	184	"AWI"	184	4085	4596	4311	42	0	0	0	1	0	1	0	0	0	0	0	0	89	0	30	39	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	94	0	0	0	0	0	0	0	0	1	2	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	188	"AWI"	188	4168	4675	4377	55	0	0	0	0	0	4	0	0	0	0	1	0	113	0	22	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	98	0	0	0	0	0	0	0	0	1	5	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	192	"AWI"	192	4246	4759	4450	50	0	0	0	0	0	1	0	0	0	0	1	0	99	1	26	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	107	0	0	0	0	1	0	0	0	0	3	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	196	"AWI"	196	4307	4848	4526	59	0	0	2	0	0	0	0	0	0	0	1	0	105	0	21	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	95	2	0	1	0	0	0	1	0	2	4	0
23849	41339	"Gourte Mires"	51.05444	-3.67833	200	"AWI"	200	4357	4982	4607	60	0	0	1	0	0	1	0	0	0	0	0	0	108	2	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	108	4	0	0	0	2	0	0	0	1	5	1
