"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Corylus"	"Cyperaceae"	"Droseraceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Lamiaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rumex"	"Salix"	"Thalictrum"	"Tilia"	"Ulmus"
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	5	"AWI"	5	-88	75	5	18	0	0	1	0	0	0	1	1	0	0	0	0	0	0	3	37	0	2	0	0	0	0	0	0	0	0	0
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	15	"AWI"	15	-61	150	44	16	2	0	0	0	0	0	1	0	0	0	0	0	0	0	1	20	0	1	0	0	0	0	0	0	0	0	0
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	25	"AWI"	25	-28	205	85	11	2	0	1	0	0	0	0	1	0	0	0	0	0	0	1	27	0	1	0	1	0	0	0	0	0	0	0
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	35	"AWI"	35	3	233	138	12	1	0	2	0	0	0	0	0	0	0	0	0	0	0	7	15	0	1	0	0	0	0	0	0	0	0	0
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	45	"AWI"	45	53	283	194	11	0	0	2	0	0	0	0	0	0	0	0	0	0	1	2	34	1	0	0	0	0	0	1	1	0	0	0
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	55	"AWI"	55	94	416	249	17	0	0	3	0	0	0	0	1	0	0	0	0	0	0	3	40	0	5	0	0	0	0	0	1	0	0	1
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	65	"AWI"	65	194	603	392	18	0	0	0	0	0	0	1	4	0	0	0	0	0	0	10	43	0	6	0	0	0	0	0	2	0	0	1
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	85	"AWI"	85	501	1237	829	12	0	0	0	0	0	0	0	1	0	0	0	1	0	0	8	34	0	1	1	1	0	0	0	3	0	0	0
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	95	"AWI"	95	741	1375	1065	14	0	0	0	0	0	0	2	1	0	0	0	0	0	0	9	47	0	0	0	0	0	1	0	0	0	0	0
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	105	"AWI"	105	1029	1516	1292	19	0	0	3	0	0	0	5	2	0	0	0	0	0	0	39	73	0	1	0	2	0	0	0	1	0	0	1
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	115	"AWI"	115	1251	1738	1519	34	0	0	0	0	0	0	3	1	0	0	4	0	0	2	90	85	0	1	0	3	6	0	0	1	0	1	3
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	125	"AWI"	125	1437	1922	1687	56	1	0	0	0	0	0	3	0	0	0	0	0	0	2	42	93	0	3	0	4	1	3	0	0	0	3	2
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	135	"AWI"	135	1591	2058	1820	29	0	0	0	0	0	0	1	1	0	0	3	1	0	1	85	56	0	1	0	2	0	0	0	1	0	2	1
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	145	"AWI"	145	1826	2200	2002	66	0	0	3	0	0	0	1	4	1	0	0	0	0	1	34	65	0	1	0	5	0	1	0	1	0	5	8
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	155	"AWI"	155	2018	2403	2228	22	0	0	1	0	0	0	3	0	0	0	0	0	0	0	37	29	0	0	0	1	1	0	0	0	0	1	1
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	165	"AWI"	165	2318	2635	2469	13	0	0	0	0	0	0	2	2	0	0	2	0	0	0	21	25	0	0	0	2	1	1	0	1	0	0	2
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	175	"AWI"	175	2471	2946	2778	60	2	0	3	0	0	0	5	2	0	0	0	0	0	0	61	46	0	0	0	5	0	0	1	3	0	1	8
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	185	"AWI"	185	2623	3131	2927	39	0	0	1	0	0	0	4	0	0	0	0	0	0	1	57	45	0	0	0	7	1	0	0	0	0	1	5
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	195	"AWI"	195	2766	3211	2995	35	1	0	0	0	0	0	8	1	0	0	0	0	0	1	73	64	0	1	0	10	0	0	0	3	0	3	10
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	205	"AWI"	205	2910	3317	3115	45	1	0	1	0	0	0	8	0	0	0	0	0	0	0	39	70	0	2	0	3	0	0	0	1	0	2	1
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	215	"AWI"	215	3005	3490	3257	36	0	0	2	0	0	0	10	2	0	0	0	0	0	1	33	67	0	1	0	1	0	0	0	0	0	2	7
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	225	"AWI"	225	3284	3688	3485	21	0	0	0	0	0	0	9	1	0	0	0	0	0	1	32	30	0	1	0	4	0	0	0	1	0	2	5
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	235	"AWI"	235	3523	4001	3764	55	1	0	2	0	0	0	10	3	0	0	0	0	0	0	82	62	0	3	0	4	0	0	0	2	0	1	13
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	245	"AWI"	245	3752	4208	3992	44	0	0	1	0	0	0	14	1	0	0	0	0	0	1	104	73	0	0	0	10	1	1	0	0	0	4	7
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	255	"AWI"	255	3910	4486	4189	40	0	0	2	0	0	0	8	0	0	0	0	0	0	0	62	73	0	1	0	5	1	0	0	0	0	0	8
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	265	"AWI"	265	3986	4624	4287	45	0	0	1	0	0	0	11	3	0	0	0	0	0	0	58	95	0	1	0	5	0	0	0	1	0	0	10
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	275	"AWI"	275	4042	4711	4349	32	0	0	0	0	0	0	8	1	0	0	0	0	0	1	17	42	0	0	0	4	0	2	0	0	0	6	7
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	285	"AWI"	285	4131	4762	4410	12	0	0	1	0	0	0	2	0	0	0	0	0	0	0	13	11	0	1	0	4	1	0	0	0	0	1	3
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	295	"AWI"	295	4190	4821	4483	11	0	0	2	0	0	0	2	0	0	0	0	0	0	0	12	13	0	0	0	1	1	1	0	0	0	2	1
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	305	"AWI"	305	4406	4957	4654	56	1	0	0	0	0	1	0	1	0	0	0	0	0	0	44	28	0	0	0	7	1	0	0	0	0	2	9
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	315	"AWI"	315	4560	5208	4869	53	0	0	0	0	0	0	11	4	0	0	0	0	1	0	53	34	0	0	0	6	2	2	0	0	0	2	15
26582	46490	"Mshinskoye raised bog"	59.01111	29.97722	325	"AWI"	325	4802	5328	5042	69	2	0	2	0	0	0	18	1	0	0	0	0	0	0	51	72	0	1	0	6	3	0	0	1	0	4	20
