"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Grossulariaceae"	"Lamiaceae"	"Malvaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Scrophulariaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Vitaceae"
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	10	"AWI"	10	-62	620	161	0	0	15	40	4	50	0	4	10	0	0	0	4	1	0	2	1	1	0	0	0	0	1	0	0	0	0	64	0	0	0	0	3	7	0	1	3	0	4	0	1	0	1	0	1
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	20	"AWI"	20	67	840	433	0	0	16	37	3	70	0	2	7	0	4	0	3	3	0	0	0	1	0	0	0	0	1	0	0	0	1	68	0	0	0	0	2	8	0	1	3	0	7	0	0	0	1	0	0
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	30	"AWI"	30	308	1017	744	0	0	11	24	4	53	28	1	5	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	14	0	0	77	0	1	5	0	1	3	0	1	0	0	0	2	0	0
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	40	"AWI"	40	796	1136	972	0	0	160	69	11	243	0	8	75	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0	0	1	112	0	0	0	0	16	46	0	6	17	0	19	0	0	0	2	0	0
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	50	"AWI"	50	936	1654	1201	0	0	30	14	1	82	19	3	6	0	0	0	2	2	0	0	0	0	0	0	0	0	1	0	0	1	1	29	0	0	0	0	2	2	0	3	1	0	3	0	1	0	3	0	0
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	60	"AWI"	60	1102	1902	1474	0	0	29	28	1	65	0	4	19	0	0	0	3	6	0	1	0	1	0	0	1	0	0	0	0	0	0	117	0	0	0	0	3	8	0	2	2	0	5	0	0	0	3	0	0
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	70	"AWI"	70	1318	2137	1747	1	0	18	12	1	53	0	3	12	0	0	0	1	3	0	0	0	1	4	0	0	0	0	0	0	0	1	42	0	0	0	0	1	13	0	3	7	0	4	0	1	0	1	0	0
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	90	"AWI"	90	1998	2367	2227	0	0	17	18	0	60	0	2	9	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	1	188	0	0	0	0	2	7	0	1	4	0	6	0	1	0	1	0	0
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	100	"AWI"	100	2204	3179	2553	0	0	17	37	5	56	20	3	4	0	0	0	1	6	0	0	0	0	0	0	2	0	0	0	0	1	0	149	0	0	79	0	2	8	0	1	3	0	14	0	0	0	3	0	0
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	110	"AWI"	110	2412	3657	2954	0	0	19	23	1	67	0	4	4	0	0	0	7	2	0	1	0	1	0	0	0	1	0	0	0	5	1	134	0	0	0	0	14	12	0	1	2	0	5	0	0	0	3	0	0
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	120	"AWI"	120	2726	3994	3414	0	0	12	53	1	60	0	1	17	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	52	0	0	0	0	6	12	0	3	1	0	3	0	0	0	2	0	0
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	130	"AWI"	130	3104	4228	3825	0	0	19	41	4	59	0	4	10	0	0	0	2	3	0	0	0	0	0	1	1	1	0	0	0	2	1	82	0	0	0	0	5	10	0	0	4	0	1	0	1	0	0	0	1
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	140	"AWI"	140	3940	4399	4183	0	0	33	40	9	77	0	4	17	0	0	0	13	6	0	0	0	0	1	0	2	0	1	0	0	1	1	184	0	0	0	0	12	11	0	4	8	0	16	0	0	0	1	0	0
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	150	"AWI"	150	4069	4708	4359	0	0	17	18	3	69	0	4	19	0	0	0	8	7	0	0	0	0	0	0	1	0	0	0	0	1	1	103	0	0	0	0	7	12	0	1	5	0	9	0	0	0	1	0	2
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	160	"AWI"	160	4207	4913	4538	0	0	25	36	4	70	0	5	16	0	0	0	6	7	0	0	0	0	1	0	0	0	0	0	0	0	0	127	0	0	0	0	5	11	0	9	1	0	10	0	0	0	2	0	1
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	170	"AWI"	170	4377	5084	4735	0	0	12	26	2	62	0	4	4	0	0	0	8	8	0	0	0	0	0	0	4	0	0	0	0	2	2	163	0	0	0	0	8	11	0	3	3	0	13	0	1	0	1	6	2
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	180	"AWI"	180	4576	5211	4925	0	0	8	0	3	78	0	8	9	0	0	0	8	3	0	0	0	0	0	0	4	0	0	0	0	3	0	122	0	0	0	0	7	10	0	2	7	0	5	0	0	0	0	0	3
1403	45319	"Kardashinski Swamp"	46.51667	32.61667	190	"AWI"	190	4849	5301	5107	0	0	32	22	6	68	0	9	9	0	0	0	28	7	0	0	0	0	0	0	3	0	0	0	0	0	0	84	0	0	0	0	16	20	2	4	7	0	7	1	0	0	1	10	3
