"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Pterocarya"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16121	24902	"Marais du Grang Chaumet"	46.9375	1.89139	0	"AWI"	0	3156	4488	3947	3	0	3	1	0	0	0	0	4	7	0	0	0	0	0	0	0	19	1	45	0	0	0	0	41	0	2	0	0	0	1	0	0	0	0	0	5	1	137	0	9	0	0	0	1	0	36	4	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
16121	24902	"Marais du Grang Chaumet"	46.9375	1.89139	10	"AWI"	10	3338	4551	4078	2	0	12	5	2	1	2	0	6	2	0	0	0	1	0	0	0	93	0	97	0	2	0	0	46	0	0	0	0	0	4	0	0	0	0	0	2	3	182	0	38	0	0	0	0	0	90	1	0	0	0	0	3	0	0	0	2	0	0	2	1	2	0	0
16121	24902	"Marais du Grang Chaumet"	46.9375	1.89139	15	"AWI"	15	3405	4597	4149	0	0	46	1	2	0	1	11	8	0	0	0	0	2	0	0	0	174	0	18	0	6	0	0	20	0	0	0	1	0	1	0	0	0	0	0	0	0	4	0	54	0	0	0	0	0	19	7	0	0	0	0	3	0	0	0	0	0	0	1	1	0	0	0
16121	24902	"Marais du Grang Chaumet"	46.9375	1.89139	20	"AWI"	20	3484	4642	4218	4	0	24	2	0	1	3	0	4	0	0	0	0	1	0	0	0	79	0	19	0	0	0	0	38	0	1	0	0	0	0	1	0	0	0	0	1	0	34	0	20	0	0	0	0	0	123	1	0	0	0	1	0	0	0	0	0	0	0	1	2	0	0	0
16121	24902	"Marais du Grang Chaumet"	46.9375	1.89139	25	"AWI"	25	3618	4668	4277	1	2	41	5	2	1	5	11	14	2	0	0	2	1	0	0	0	134	0	20	0	0	0	0	55	0	1	0	0	0	0	1	2	0	0	0	1	0	6	0	105	0	0	0	1	0	129	10	0	0	5	1	2	0	0	0	0	0	0	2	1	0	0	3
16121	24902	"Marais du Grang Chaumet"	46.9375	1.89139	30	"AWI"	30	3708	4696	4335	1	0	23	1	0	0	1	0	22	1	0	0	0	0	0	0	0	83	0	57	0	3	0	0	51	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	79	0	0	0	0	0	122	4	0	0	1	1	1	0	0	0	0	0	0	1	0	0	0	0
16121	24902	"Marais du Grang Chaumet"	46.9375	1.89139	35	"AWI"	35	3792	4733	4404	1	0	39	6	1	0	6	0	18	0	0	0	0	0	1	0	0	93	0	90	0	0	0	0	27	0	0	0	0	0	0	1	2	0	0	0	0	0	12	0	59	0	0	1	0	0	173	4	0	0	2	2	3	0	0	0	0	0	1	4	5	0	2	0
16121	24902	"Marais du Grang Chaumet"	46.9375	1.89139	40	"AWI"	40	3932	4777	4468	1	1	33	7	3	0	1	0	11	0	0	0	0	0	1	0	0	136	0	120	0	4	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	134	1	0	0	5	0	0	1	0	0	0	0	0	6	2	0	1	0
16121	24902	"Marais du Grang Chaumet"	46.9375	1.89139	45	"AWI"	45	4133	4793	4529	4	0	16	7	1	0	0	0	8	0	0	0	0	0	0	0	0	111	0	51	0	0	0	0	29	0	0	0	0	0	0	0	2	0	0	1	0	0	16	0	0	0	0	0	1	0	98	3	0	0	1	0	0	0	0	0	1	0	0	6	0	0	0	0
16121	24902	"Marais du Grang Chaumet"	46.9375	1.89139	50	"AWI"	50	4303	4812	4600	2	0	17	1	8	1	2	0	3	0	0	0	0	0	0	0	0	146	0	5	0	0	0	0	11	0	1	0	0	0	0	0	1	0	0	0	0	0	19	0	0	0	0	0	0	0	212	2	0	0	1	1	1	0	0	0	0	0	0	17	2	1	0	0
