"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
3147	4095	"Hockham Mere"	52.5	0.83333	132	"AWI"	132	1348	1581	1448	0	0.15015015015015	10.8108108108108	0.15015015015015	0	0	1.2012012012012	0	6.30630630630631	0	0	0	0	0.15015015015015	0	35.2852852852853	0	0	7.05705705705706	0	0	0	0.3003003003003	3.3033033033033	0	0	3.003003003003	0	0	0	0	0	0.3003003003003	0	0.45045045045045	0	0	10.2102102102102	0	0	0	0	0	14.7147147147147	0	0	0	2.25225225225225	0.750750750750751	0	0	0	0	0.15015015015015	0	1.65165165165165	1.35135135135135	0.3003003003003	0.15015015015015
3147	4095	"Hockham Mere"	52.5	0.83333	164	"AWI"	164	1421	1796	1575	0	0	9.12106135986733	0.33167495854063	0	0.165837479270315	1.49253731343284	0	5.63847429519071	0	0	0	0	0	0	37.6451077943615	0	0	4.97512437810945	0	0	0	0.995024875621891	2.65339966832504	0	0	1.32669983416252	0	0	0	0	0	0.165837479270315	0	0.497512437810945	0	0	12.2719734660033	0	0	0	0	0	15.257048092869	0	0	0.165837479270315	0	1.32669983416252	0	0	0	0	0.497512437810945	0	2.48756218905473	2.65339966832504	0.33167495854063	0
3147	4095	"Hockham Mere"	52.5	0.83333	196	"AWI"	196	1500	1938	1699	0	0	12.2262773722628	0	0	0.182481751824818	0.912408759124087	0	6.56934306569343	0	0	0	0	0	0	39.7810218978102	0	0	10.4014598540146	0	0	0	0.182481751824818	5.65693430656934	0	0	3.83211678832117	0	0	0	0	0	0	0	0.547445255474453	0	0	0	0	0	0	0	0	15.1459854014599	0	0	0	0	0.364963503649635	0	0	0	0	0.364963503649635	0	2.55474452554745	1.27737226277372	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	228	"AWI"	228	1611	2110	1825	0	0	14.3661971830986	0.140845070422535	0	0	0.563380281690141	0	4.7887323943662	0	0	0	0	0	0	49.7183098591549	0	0	1.26760563380282	0	0	0	0	3.23943661971831	0	0	3.09859154929577	0	0	0	0	0	0	0	0.563380281690141	0	0	0	0	0	0	0	0	17.3239436619718	0	0	0	0	0.28169014084507	0.140845070422535	0	0	0	0.563380281690141	0	2.8169014084507	1.12676056338028	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	260	"AWI"	260	1829	2293	1975	0	0	15.9052453468697	0.338409475465313	0	0.50761421319797	0.676818950930626	0	6.26057529610829	0	0	0	0	0	0	37.0558375634518	0	0	4.73773265651438	0	0.169204737732657	0	0.676818950930626	4.73773265651438	0	0	2.7072758037225	0	0	0	0	0	0	0	0.846023688663283	0	0	0	0	0	0	0	0	19.6277495769882	0	0	0.169204737732657	0	0.676818950930626	0	0	0	0	0.50761421319797	0	2.36886632825719	2.03045685279188	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	268	"AWI"	268	1851	2367	2017	0	0.142247510668563	19.4879089615932	0.142247510668563	0	0	0.995732574679943	0	0	0	0	0	0	0	0	48.7908961593172	0	0	0.995732574679943	0	0	0	0.42674253200569	1.84921763869132	0	0	0.85348506401138	0	0	0	0	0	0	0	0.568990042674253	0	0	0	0	0	0	0	0	20.0568990042674	0	0	0.142247510668563	0.42674253200569	0.42674253200569	0.142247510668563	0	0	0	0.42674253200569	0	2.27596017069701	1.5647226173542	0.142247510668563	0.142247510668563
3147	4095	"Hockham Mere"	52.5	0.83333	276	"AWI"	276	2031	2487	2181	0	0	16.5591397849462	0.10752688172043	0	0	0	0	0	0	0	0	0	0	0	52.9032258064516	0	0	0.860215053763441	0	0	0	0.21505376344086	1.0752688172043	0	0	0.32258064516129	0	0	0	0	0	0	0	1.50537634408602	0	0	0	0	0	0	0	0	21.1827956989247	0	0	0	0	0.10752688172043	0.10752688172043	0	0	0	0.21505376344086	0	3.44086021505376	1.39784946236559	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	284	"AWI"	284	2324	2669	2488	0	0	16.7543859649123	0.350877192982456	0	0.175438596491228	0.175438596491228	0	0	0	0	0	0	0	0	48.7719298245614	0	0	0.964912280701754	0	0	0	0	1.05263157894737	0	0	0.614035087719298	0	0	0	0	0	0	0	0.964912280701754	0	0	3.7719298245614	0	0	0.087719298245614	0	0	20.6140350877193	0	0	0.175438596491228	0	0.526315789473684	0.087719298245614	0	0	0	0.087719298245614	0	2.28070175438596	2.36842105263158	0.087719298245614	0.087719298245614
3147	4095	"Hockham Mere"	52.5	0.83333	292	"AWI"	292	2540	2957	2781	0	0	12.2465531224655	0	0	0.32441200324412	0	0	4.54176804541768	0	0	0	0	0	0	48.580697485807	0	0	0.08110300081103	0	0	0	0	1.78426601784266	0	0	0.89213300892133	0	0	0	0	0	0	0	0.8110300081103	0	0	0	0	0	0.08110300081103	0	0	25.3041362530414	0	0	0	0	0	0	0	0	0	0.24330900243309	0	3.2441200324412	1.86536901865369	0	0
3147	4095	"Hockham Mere"	52.5	0.83333	300	"AWI"	300	2752	3331	3081	0	0	13.6465324384787	0.223713646532438	0	0.111856823266219	0.223713646532438	0	0	0	0	0	0	0	0	57.6062639821029	0	0	0.671140939597315	0	0	0	0	1.56599552572707	0	0	0.335570469798658	0	0	0	0	0	0	0	0.894854586129754	0	0	0	0	0	0	0	0	18.7919463087248	0	0	0	0	0.223713646532438	0	0	0	0	0	0	4.02684563758389	1.67785234899329	0	0
