"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asphodelaceae"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Ligustrum"	"Liliaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	1	"AWI"	1	-131	32	-43	2.28310502283105	0	3.19634703196347	0	37.8995433789954	0	0	9.58904109589041	0	0	0	0	0.91324200913242	0	0	0.91324200913242	0.45662100456621	0	0.45662100456621	0	0	7.76255707762557	0	0	0	0	0	0	0	0	0.45662100456621	0	0	0	0	0	0	0	17.351598173516	0	0	0.45662100456621	0	0	0	0	0	16.4383561643836	0.91324200913242	0	0	0	0	0	0	0	0	0	0	0.91324200913242	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	2	"AWI"	2	-114	59	-24	0	0	1.44927536231884	0	33.3333333333333	0	0	10.8695652173913	0	0	0	0	0.72463768115942	0	0	2.17391304347826	0	0	0	0	0	5.79710144927536	0	0	0	0	0	0	0	0.72463768115942	0	0	0	0	0	0	0	0.72463768115942	12.3188405797101	0	0	0	0	0	0	0	0	26.0869565217391	2.17391304347826	0	0	2.17391304347826	0	0	0	0	0	0	0.72463768115942	0	0.72463768115942	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	3	"AWI"	3	-103	95	-5	0	0	1.85185185185185	0	42.5925925925926	0.617283950617284	0	15.4320987654321	0	0	0	0	0	0	0	0.617283950617284	0	0	0.617283950617284	0	0	4.32098765432099	0	0	0	0.617283950617284	0	0	0.617283950617284	1.23456790123457	0	0	0	0	0	0	0	0.617283950617284	7.40740740740741	0	0	2.46913580246914	0	0	0	0	0	19.7530864197531	0	0	0	0	0.617283950617284	0.617283950617284	0	0	0	0	0	0	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	4	"AWI"	4	-95	135	12	0	0	1.52671755725191	0	32.824427480916	0	0	19.0839694656489	0	0	0.763358778625954	0	0.763358778625954	0	0	4.58015267175572	0	0	0	0	0	6.87022900763359	0	0	0	0.763358778625954	0	0	0.763358778625954	0.763358778625954	0	0	0	0	0	0	0	1.52671755725191	4.58015267175572	0	0	0.763358778625954	0	0	0	0	0	20.6106870229008	2.29007633587786	0	0	0	0.763358778625954	0	0	0	0	0	0	0.763358778625954	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	5	"AWI"	5	-87	178	29	0	1	1	0	49	0	0	14	0	1	0	0	1	0	0	1	0	0	0	0	0	7	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	5	0	0	1	0	0	0	0	0	15	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	6	"AWI"	6	-64	187	50	0	0	1.14942528735632	0.574712643678161	52.2988505747126	0	0	13.2183908045977	0	0	0	0	0.574712643678161	0	0	1.14942528735632	0	0	0	0	0	6.32183908045977	0	0	0	1.14942528735632	0	0	0	0	0	0	0	0	0	0	0	1.14942528735632	4.02298850574713	0	0	0	0	0	0	0	0	16.0919540229885	1.14942528735632	0	0	0	0.574712643678161	0	0	0	0	0	0	0.574712643678161	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	7	"AWI"	7	-46	197	71	0	0	0.806451612903226	2.41935483870968	43.5483870967742	0	0	8.06451612903226	0	0	0	0	0	0	0	1.61290322580645	0	0	0	0	0	1.61290322580645	0	0	0	0.806451612903226	0	0	0	0	0	0	0	0	0	0	0	3.2258064516129	14.5161290322581	0	0	0.806451612903226	0	0	0	0	0	22.5806451612903	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	8	"AWI"	8	-32	214	93	0	0	0.746268656716418	2.98507462686567	31.3432835820896	0	0	14.9253731343284	0	0	0	0	1.49253731343284	0	0	1.49253731343284	0.746268656716418	0	0.746268656716418	0	0	2.23880597014925	0	0	9.70149253731343	0	0	0	0.746268656716418	1.49253731343284	0	0	0	0.746268656716418	0	0	0	3.73134328358209	3.73134328358209	0	0	1.49253731343284	0	0	0	0	0	20.8955223880597	0	0	0	0	0	0	0	0	0	0	0	0.746268656716418	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	9	"AWI"	9	-21	232	113	0	0	2.51572327044025	0.628930817610063	30.188679245283	0	0	18.2389937106918	0	0	0	0	0.628930817610063	0.628930817610063	0	3.77358490566038	0	0	0.628930817610063	0	0	1.88679245283019	0	0	3.14465408805031	0.628930817610063	0	0	1.88679245283019	3.14465408805031	0	0	0	0.628930817610063	0	0	0	1.25786163522013	10.6918238993711	0.628930817610063	0.628930817610063	1.88679245283019	0	0	0	0	0	13.8364779874214	0	0.628930817610063	0	0	0.628930817610063	0	0	0	0	0	0	1.25786163522013	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	10	"AWI"	10	-12	257	133	0	0	2.63157894736842	2.63157894736842	28.9473684210526	0	0	23.6842105263158	0	0	0	0	0	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	2.63157894736842	0	0	0	0	0	0	0	0	5.26315789473684	0	0	0	0	0	0	0	0	0	26.3157894736842	0	0	0	0	0	0	0	0	0	0	2.63157894736842	0	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	11	"AWI"	11	27	272	163	0	0	1.53846153846154	1.53846153846154	33.0769230769231	0	0	6.15384615384615	0	0	0.769230769230769	0	0.769230769230769	0	13.0769230769231	6.15384615384615	0	0	1.53846153846154	0	0	0.769230769230769	0	0.769230769230769	0	0.769230769230769	0	0	0	2.30769230769231	0	0	0	0	0	0	0	3.84615384615385	3.84615384615385	0	0	0	0	0	0	0	0	19.2307692307692	0	0	2.30769230769231	0	0.769230769230769	0	0	0	0	0	0	0.769230769230769	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	12	"AWI"	12	53	301	195	0.72463768115942	0	5.07246376811594	0.72463768115942	29.7101449275362	0	0.72463768115942	18.1159420289855	0	0.72463768115942	0.72463768115942	0	0.72463768115942	0	0	0.72463768115942	0	0	0.72463768115942	0	0	8.69565217391304	0	0	0	0.72463768115942	0	0	0.72463768115942	1.44927536231884	0	0	0	0.72463768115942	0.72463768115942	0	1.44927536231884	1.44927536231884	0	0	0	0.72463768115942	0	0	0	0	0.72463768115942	19.5652173913043	1.44927536231884	0	0	0	0	0	0	0	0	0	2.17391304347826	0.72463768115942	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	13	"AWI"	13	74	358	225	0	0	5.71428571428571	2.14285714285714	27.8571428571429	0	0	19.2857142857143	0	0.714285714285714	0.714285714285714	0	0.714285714285714	0	0	1.42857142857143	0	0	0.714285714285714	0	0	2.85714285714286	0	0	5	0	0	0	0	2.14285714285714	0	0	0	0	0	0	0.714285714285714	4.28571428571429	0	0	0	0.714285714285714	0	0	0	0	0.714285714285714	18.5714285714286	2.85714285714286	0	0	0	0	0	0	0	0	1.42857142857143	0	0.714285714285714	0.714285714285714	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	14	"AWI"	14	91	395	256	0	0	5.24017467248908	1.74672489082969	22.707423580786	0	0	21.8340611353712	0	0	0.436681222707424	0	0	0	0	0.436681222707424	0	0.436681222707424	0.436681222707424	0	0	13.1004366812227	0	0.436681222707424	0	0.873362445414847	0	0	0.436681222707424	1.31004366812227	0	0	0	0	0	0	0	1.31004366812227	0	0	0	0.873362445414847	0	0	0	7.86026200873363	0.436681222707424	14.8471615720524	1.31004366812227	0.436681222707424	0	2.62008733624454	0	0	0	0	0.436681222707424	0	0.436681222707424	0	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	15	"AWI"	15	104	448	282	0.442477876106195	0	4.86725663716814	0.442477876106195	24.3362831858407	0	0.442477876106195	20.7964601769912	0	0	0.442477876106195	0.442477876106195	0.442477876106195	0.442477876106195	10.1769911504425	0.884955752212389	0	0	0.442477876106195	0.442477876106195	0	12.3893805309735	0	0	0	0.442477876106195	0	0	0.442477876106195	0	0	0	0	0.442477876106195	0	0	1.32743362831858	0.442477876106195	0	0	0	0	0	0	0	0	0	14.1592920353982	2.21238938053097	0	0	0	0.884955752212389	0	0.442477876106195	0	0.442477876106195	0	0.884955752212389	0.442477876106195	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	16	"AWI"	16	149	576	353	0	0	2.20588235294118	1.47058823529412	45.5882352941176	0	0	17.6470588235294	0	0	0.735294117647059	0	2.20588235294118	0	0	4.41176470588235	0	0.735294117647059	0	0	0	6.61764705882353	0	0	0	1.47058823529412	0.735294117647059	0	0	1.47058823529412	0	0	0	0	0	0	0	1.47058823529412	0	0	0	0.735294117647059	0	0	0	0	0	9.55882352941176	0	0	0	0	0	0	1.47058823529412	0	0.735294117647059	0	0	0.735294117647059	0	0	0
16274	25234	"Tourbière de Longeyroux"	45.60194	2.1025	17	"AWI"	17	180	767	415	0	0	3.10077519379845	1.55038759689922	42.6356589147287	0	0.775193798449612	16.2790697674419	0	0.775193798449612	0	0	0	0	0	2.32558139534884	0	0	0.775193798449612	0	0	4.65116279069767	0	0	0	0	0.775193798449612	0	0.775193798449612	1.55038759689922	0.775193798449612	0	0	0	0.775193798449612	0	0	2.32558139534884	0	0	0	0.775193798449612	0	0	0	0	0	18.6046511627907	0	0	0	0	0	0	0	0	0	0	0	0.775193798449612	0	0	0
