"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Balsaminaceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Lythraceae"	"Onagraceae"	"Orchidaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rhododendron"	"Rhus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	0	"AWI"	0	-135	33	-52	0	0.234741784037559	0	0	0.704225352112676	0	0	1.17370892018779	0	0.938967136150235	8.68544600938967	0	0.234741784037559	0	0.469483568075117	0	0	0	0	0	2.11267605633803	0	0	0	0	0	0	0	0	0	0.234741784037559	0.469483568075117	0	0	0	0	0	0	0.469483568075117	0	34.5070422535211	0	25.5868544600939	0	0.234741784037559	0	6.10328638497653	0	0	0	0	0	0.938967136150235	0.938967136150235	0.234741784037559	0	0	0	0	0	0	0	15.7276995305164	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	4	"AWI"	4	-103	89	-12	0	0.172117039586919	0.172117039586919	0	0.860585197934595	0	0	0.516351118760757	0	0	13.5972461273666	0	0.172117039586919	0.172117039586919	0.172117039586919	0	0	0	0	0.172117039586919	5.85197934595525	0	0	0	0	0	0.344234079173838	0	0.688468158347676	0	0.344234079173838	0	0	0.172117039586919	0	0	0	0	0.516351118760757	0.688468158347676	39.7590361445783	1.54905335628227	11.8760757314974	0	0	0	6.36833046471601	0	0	0	0.344234079173838	0	0.860585197934595	1.54905335628227	12.5645438898451	0	0	0	0.172117039586919	0	0	0	0.344234079173838	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	12	"AWI"	12	-74	277	61	0	0	0	0	0	0	0	0.151975683890578	0	0	3.95136778115502	0	0.151975683890578	0	0.151975683890578	0	0	0	0	0.303951367781155	14.4376899696049	0	0	0	0	0	0.303951367781155	0	0	0	0.151975683890578	0	0	0	0.151975683890578	0	0	0	0.151975683890578	0	61.2462006079027	0	6.0790273556231	0	0	0	7.4468085106383	0	0	0	0	0	0.151975683890578	2.43161094224924	2.43161094224924	0	0	0	0	0	0	0.303951367781155	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	20	"AWI"	20	-55	482	132	0	0	0	0	0	0	0	0.1669449081803	0	0	1.5025041736227	0	0	0	0.667779632721202	0	0	0	0	0	3.33889816360601	0	0	0	0	0	0.333889816360601	0	0	0	1.1686143572621	0	0.333889816360601	0	0.1669449081803	0	0	0	0	0.1669449081803	73.4557595993322	0	7.17863105175292	0	0	0	7.34557595993322	0	0	0	0	0	0	3.50584307178631	0.667779632721202	0	0	0	0	0	0	0	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	28	"AWI"	28	-24	660	209	0	0	0	0	0	0	0	0	0	0	5.73643410852713	0	0	0	0.155038759689922	0	0	0	0	0	6.35658914728682	0	0	0	0	0	0.155038759689922	0	0.155038759689922	0	0.155038759689922	0	0.155038759689922	0.155038759689922	0	0	0	0	0	0.155038759689922	64.8062015503876	0	8.52713178294574	0	0	0	10.5426356589147	0	0	0	0	0	0.310077519379845	2.01550387596899	0.62015503875969	0	0	0	0	0	0	0	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	36	"AWI"	36	39	731	315	0	0	0	0	0	0	0	0.167224080267559	0	0	3.17725752508361	0	0	0.167224080267559	0	0	0	0	0	0.167224080267559	3.67892976588629	0	0	0	0	0	0	0	0.167224080267559	0	0.167224080267559	0	0.167224080267559	0	0	0	0	0	0	0.668896321070234	78.9297658862876	0	5.01672240802676	0	0	0	5.35117056856187	0	0	0	0	0	0.167224080267559	1.50501672240803	0.501672240802676	0	0	0	0	0	0	0	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	44	"AWI"	44	78	851	413	0	0	0	0	0	0	0	0.520833333333333	0	0	6.77083333333333	0	0.520833333333333	0	0	0	0	0	0	1.5625	2.95138888888889	0	0	0	0	0	0	0	0.173611111111111	0	2.08333333333333	0	0	0	0	0	0	0	0.173611111111111	0.347222222222222	75.1736111111111	0	5.38194444444444	0	0	0	2.60416666666667	0	0	0	0	0	0	1.38888888888889	0.347222222222222	0	0	0	0	0	0	0	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	52	"AWI"	52	109	1006	506	0	0	0	0	0.284900284900285	0	0	1.42450142450142	0	0	13.960113960114	0	0.142450142450142	0.142450142450142	0.854700854700855	0	0	0	0	3.7037037037037	7.69230769230769	0	0	0	0	0	1.56695156695157	0	0.56980056980057	0	0	0	0.284900284900285	0	0	0	0	0	1.99430199430199	0.284900284900285	29.6296296296296	0	19.9430199430199	0	0.142450142450142	0	8.83190883190883	0	0	0	0	0	0	5.84045584045584	2.27920227920228	0	0	0	0	0	0	0.427350427350427	0	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	60	"AWI"	60	228	1069	587	0	0	0	0	0.572831423895254	0	0	5.48281505728314	0	0	9.32896890343699	0	0.409165302782324	0.736497545008183	1.80032733224223	0	0	0	0	2.7823240589198	12.0294599018003	0	0	0	0	0	0.572831423895254	0.0818330605564648	0.16366612111293	0.245499181669394	0.16366612111293	0	0.409165302782324	0.16366612111293	0	0	0	0	1.71849427168576	0.327332242225859	11.7839607201309	0	35.1063829787234	0	0	0.0818330605564648	3.76432078559738	0	0	0	0	0	0.16366612111293	8.91980360065467	2.29132569558101	0	0	0	0.0818330605564648	0	0	0.327332242225859	0.490998363338789	0
14487	22687	"Langes Fenn Kemnitzerheide"	52.31361	12.91361	68	"AWI"	68	315	1135	677	0	0	0	0	0.649953574744661	0	0	2.87836583101207	0	0	7.89229340761374	0	0.185701021355617	0.278551532033426	0.557103064066852	0	0	0	0.0928505106778087	1.48560817084494	8.26369545032498	0	0	0	0	0	0.74280408542247	0	0.278551532033426	0.0928505106778087	1.29990714948932	0	0	0	0	0	0	0	1.48560817084494	0.278551532033426	21.8198700092851	2.22841225626741	35.5617455896007	0	0	0	3.52831940575673	0	0	0.0928505106778087	0	0.649953574744661	0.185701021355617	7.4280408542247	1.48560817084494	0	0	0	0	0.0928505106778087	0.0928505106778087	0.278551532033426	0.0928505106778087	0
