"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Crataegus"	"Cyperaceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juncaceae"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Pinus"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	290	"AWI"	290	3889	5408	4667	0	188	1	0	3	1	0	0	0	0	0	0	0	0	0	262	0	3	0	1102	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	291	0	0	0	0	0	9	0	0	0	0	0	0	35	41	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	294	"AWI"	294	4109	5571	4875	0	182	0	0	4	0	0	0	0	0	0	0	0	0	0	280	0	4	0	1047	0	0	0	1	33	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	310	0	0	0	0	0	0	0	0	0	0	0	0	31	50	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	298	"AWI"	298	4295	5742	5068	0	158	0	0	4	1	0	0	0	0	0	0	0	0	0	274	0	1	0	1048	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	280	0	0	0	0	0	2	0	1	0	0	1	0	46	49	0	1
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	302	"AWI"	302	4511	5893	5257	0	166	1	0	5	0	0	0	0	0	0	0	0	0	0	287	0	7	0	1227	0	0	0	1	37	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	280	0	1	0	0	0	2	0	0	0	0	2	0	36	61	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	306	"AWI"	306	4706	6043	5463	0	180	0	0	1	2	0	147	0	0	0	0	0	0	0	274	0	11	0	1072	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	261	0	0	0	0	0	1	0	0	0	0	1	0	29	46	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	310	"AWI"	310	4904	6205	5693	0	175	1	0	8	4	0	0	0	2	0	0	0	0	0	237	0	12	0	985	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	230	0	0	0	0	0	5	0	0	0	0	1	1	25	58	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	314	"AWI"	314	5118	6313	5898	0	155	0	0	2	2	0	0	0	0	0	0	0	0	0	257	0	14	0	928	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	268	0	0	0	0	0	3	0	1	0	0	0	0	24	65	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	318	"AWI"	318	5473	6423	6097	0	159	0	0	5	1	0	199	0	0	0	0	0	0	0	231	0	5	0	1018	1	0	0	0	36	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	246	0	0	0	0	0	5	0	1	0	0	0	0	31	57	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	322	"AWI"	322	5822	6525	6292	0	195	1	0	2	0	0	0	0	0	0	0	0	0	0	232	0	7	0	1186	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	278	0	0	0	0	0	3	0	1	0	0	2	1	28	52	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	326	"AWI"	326	6045	6614	6452	0	182	0	0	3	0	0	0	0	0	0	0	0	0	0	247	0	10	0	1272	0	0	0	0	47	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	297	0	0	0	0	0	3	0	0	0	0	0	0	43	68	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	330	"AWI"	330	6120	6724	6520	0	221	0	0	2	0	0	0	0	0	0	0	0	0	0	255	0	8	0	973	0	0	0	0	39	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	278	0	0	0	0	0	1	0	1	0	0	1	0	45	54	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	334	"AWI"	334	6201	6796	6579	0	211	0	0	3	0	0	0	1	0	0	0	0	0	0	233	0	7	0	1138	0	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	332	0	0	0	1	0	1	0	1	0	0	1	0	35	63	0	1
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	338	"AWI"	338	6293	6870	6641	0	185	2	0	7	2	0	0	0	0	0	0	0	0	0	275	0	8	0	836	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	278	0	0	0	0	0	4	0	0	0	0	1	0	42	65	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	342	"AWI"	342	6375	6947	6704	0	210	0	0	5	1	0	0	0	0	0	0	0	0	0	261	0	2	0	1885	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	278	0	0	0	0	0	5	0	0	0	0	0	0	34	88	0	2
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	346	"AWI"	346	6460	7016	6766	0	194	0	0	4	0	0	0	0	0	0	0	0	0	0	243	0	5	0	1301	0	0	0	1	26	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	290	0	0	0	0	0	0	0	0	0	0	0	1	33	67	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	350	"AWI"	350	6532	7088	6829	0	219	0	0	3	2	0	0	0	0	0	0	0	0	0	269	0	2	0	1138	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	285	0	0	0	0	0	4	0	0	0	0	0	0	33	81	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	354	"AWI"	354	6599	7147	6895	0	165	1	0	1	1	0	0	0	0	0	0	0	0	0	287	0	3	0	1522	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	238	0	0	0	0	0	6	0	0	0	0	0	0	21	67	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	358	"AWI"	358	6672	7204	6962	0	163	0	0	4	1	0	0	0	0	0	0	0	0	0	319	0	1	0	1322	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	256	0	0	0	0	0	1	0	0	0	0	0	1	26	84	0	1
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	362	"AWI"	362	6738	7264	7025	0	170	0	0	1	5	0	0	0	0	0	0	0	0	0	337	0	0	0	989	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	34	78	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	366	"AWI"	366	6813	7322	7091	0	162	0	0	2	3	0	155	0	0	0	0	0	0	0	331	0	1	0	1260	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	270	0	0	0	0	0	4	0	1	0	0	1	0	47	50	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	370	"AWI"	370	6883	7374	7156	0	171	0	0	2	0	0	0	0	0	0	0	0	0	0	313	0	5	0	1046	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	220	0	0	0	0	0	1	0	0	0	0	0	0	39	89	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	374	"AWI"	374	6962	7419	7221	0	213	0	0	4	2	0	0	0	0	0	0	0	0	0	336	0	3	0	990	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	178	0	0	0	0	0	3	0	0	0	0	0	1	44	71	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	378	"AWI"	378	7060	7466	7288	0	180	0	0	2	1	0	0	0	0	0	0	0	0	0	379	0	8	0	821	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	262	0	0	0	0	0	4	0	0	0	0	1	0	38	67	0	1
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	382	"AWI"	382	7151	7513	7351	0	171	0	0	2	0	0	0	0	0	0	0	0	0	0	360	0	4	0	1095	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	215	0	0	0	0	0	3	0	1	0	0	0	0	39	56	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	386	"AWI"	386	7240	7549	7415	0	192	0	0	3	1	0	0	0	0	0	0	0	0	0	369	0	4	0	872	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	209	0	0	0	0	0	5	0	1	0	0	0	0	37	56	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	388	"AWI"	388	7297	7563	7444	0	155	1	0	4	2	0	0	2	0	0	0	0	0	0	395	2	6	0	1216	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	225	0	0	0	0	0	3	0	1	0	0	1	0	27	59	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	390	"AWI"	390	7335	7589	7474	0	135	0	0	1	2	0	137	0	0	0	0	0	0	0	399	0	7	0	725	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	180	0	0	0	0	0	5	0	0	0	0	0	0	18	50	0	1
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	392	"AWI"	392	7376	7659	7522	0	143	0	0	2	2	0	0	2	0	0	0	0	0	0	452	0	0	0	907	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	198	0	0	0	0	0	2	0	0	0	0	0	0	23	63	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	394	"AWI"	394	7401	7759	7565	0	172	0	0	2	0	0	0	0	0	0	0	0	0	0	477	0	0	0	573	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	206	0	0	0	0	0	2	0	0	0	0	0	0	24	72	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	396	"AWI"	396	7442	7831	7609	0	150	0	0	2	5	0	0	1	0	0	0	0	0	0	489	1	1	0	917	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	203	0	0	0	1	0	2	0	0	0	0	0	0	26	72	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	398	"AWI"	398	7477	7888	7660	0	132	0	0	4	1	0	0	0	0	0	0	0	0	0	490	0	1	0	960	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	175	0	0	0	0	0	4	0	1	0	0	0	0	39	89	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	399	"AWI"	399	7490	7922	7684	0	120	0	0	2	2	0	0	0	0	0	0	0	0	0	487	1	2	0	1098	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	190	0	0	0	0	0	4	0	0	0	0	0	0	27	73	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	401	"AWI"	401	7530	7975	7731	0	111	0	0	2	7	0	0	3	0	0	0	0	0	0	531	0	5	0	1013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	202	0	0	0	0	0	4	0	0	0	0	0	0	27	88	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	403	"AWI"	403	7570	8009	7783	0	93	0	0	1	0	0	0	0	0	0	0	0	0	0	499	0	2	0	755	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	170	0	0	0	0	0	3	0	0	0	0	0	0	29	82	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	405	"AWI"	405	7596	8076	7831	0	108	0	0	1	4	0	0	0	0	0	0	0	0	0	525	0	2	0	804	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	169	0	0	0	0	0	2	0	0	0	0	1	0	26	88	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	407	"AWI"	407	7667	8109	7882	0	82	0	0	2	2	0	0	0	0	0	0	0	0	0	595	0	6	0	862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	172	0	0	0	0	0	3	0	0	1	0	1	0	24	94	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	409	"AWI"	409	7708	8151	7938	0	66	0	0	10	2	0	0	1	0	0	0	0	0	0	545	0	3	0	901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	197	0	0	0	0	0	1	0	0	0	0	0	0	28	103	1	1
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	411	"AWI"	411	7771	8194	7985	0	46	0	0	3	1	0	0	0	0	0	0	0	0	0	453	0	4	0	581	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	203	0	0	0	0	0	1	0	0	0	0	0	0	23	102	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	413	"AWI"	413	7842	8227	8029	3	53	0	0	0	1	0	0	2	0	0	0	0	0	0	505	0	8	0	768	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	8	0	0	0	0	0	0	0	0	215	0	0	0	0	0	2	0	1	0	0	0	1	17	104	0	1
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	414	"AWI"	414	7867	8248	8051	0	54	1	0	0	0	0	0	0	0	0	0	0	0	0	458	0	6	0	700	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	196	0	0	0	0	0	4	0	0	0	0	0	0	23	84	0	2
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	416	"AWI"	416	7939	8288	8099	0	17	1	0	3	1	0	0	2	0	0	0	0	0	0	429	0	3	0	683	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	192	0	0	0	0	0	1	0	0	0	0	0	0	9	81	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	418	"AWI"	418	8019	8326	8150	0	27	0	0	0	2	0	0	0	0	0	0	0	0	0	571	0	6	0	801	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	202	0	0	0	0	0	2	0	0	0	0	0	1	5	95	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	420	"AWI"	420	8050	8401	8196	0	16	1	0	2	2	0	0	1	0	0	0	0	0	0	478	0	7	0	888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	159	0	0	0	0	0	1	0	0	0	0	0	0	10	66	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	422	"AWI"	422	8088	8448	8246	0	17	0	0	1	0	0	0	0	0	0	0	0	0	0	520	0	7	0	834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	208	0	0	0	0	0	4	0	0	0	0	0	0	6	87	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	424	"AWI"	424	8109	8523	8295	0	14	0	0	0	4	0	0	2	0	0	0	0	0	0	535	0	11	0	1039	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	134	0	0	0	0	0	7	0	0	0	0	0	0	6	95	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	426	"AWI"	426	8143	8586	8343	0	21	0	0	3	1	0	0	0	0	0	0	0	0	0	640	0	4	0	927	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	184	0	0	0	0	0	8	0	0	0	0	0	0	6	98	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	430	"AWI"	430	8206	8714	8442	0	12	0	0	1	1	0	153	0	0	0	0	0	0	0	516	0	7	0	825	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	170	0	0	0	0	0	1	0	0	0	0	0	0	8	74	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	434	"AWI"	434	8291	8789	8538	0	10	0	0	3	1	0	0	0	0	0	0	0	0	0	603	0	5	0	615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	147	0	0	0	0	0	4	0	0	0	0	0	0	0	70	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	438	"AWI"	438	8392	8864	8636	0	7	0	0	0	1	0	128	0	0	0	0	0	0	0	587	0	1	0	491	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	143	0	0	0	0	0	3	0	0	0	0	0	1	2	61	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	442	"AWI"	442	8520	8930	8733	0	8	0	0	1	0	0	0	0	0	0	0	0	0	0	639	0	5	0	537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	158	0	0	0	0	0	2	0	0	0	0	0	0	0	63	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	446	"AWI"	446	8637	8993	8836	0	1	0	0	2	1	0	0	0	0	0	0	0	0	0	761	0	4	0	503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	151	0	0	0	0	0	1	0	0	0	0	0	0	0	69	0	1
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	450	"AWI"	450	8698	9168	8937	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	734	0	2	0	404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	127	0	0	0	0	0	2	0	0	0	0	0	0	0	68	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	454	"AWI"	454	8788	9272	9042	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	771	0	4	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	115	0	0	0	0	0	4	0	0	0	0	0	0	0	59	0	1
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	458	"AWI"	458	8876	9379	9151	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	773	0	1	0	381	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	144	0	0	0	0	0	4	0	0	0	0	0	0	0	56	0	1
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	462	"AWI"	462	8969	9458	9258	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	785	0	1	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	26	0	0	0	0	0	0	0	0	124	0	0	0	0	0	3	0	0	0	0	0	0	0	49	0	1
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	466	"AWI"	466	9080	9529	9365	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	826	0	3	0	360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	116	0	0	0	0	0	4	0	0	1	0	0	0	0	40	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	470	"AWI"	470	9190	9609	9484	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	823	0	6	0	549	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	95	0	0	0	0	0	6	0	0	0	0	0	0	0	70	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	474	"AWI"	474	9268	9737	9542	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	918	0	3	0	487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	82	0	0	0	0	0	3	0	0	0	0	0	0	0	48	0	1
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	478	"AWI"	478	9339	9841	9610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	848	0	3	0	437	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	72	0	0	0	0	0	4	0	0	0	0	0	0	0	76	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	482	"AWI"	482	9410	9945	9680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	753	0	3	0	284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	51	0	0	0	0	0	2	0	0	0	0	0	0	0	57	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	486	"AWI"	486	9476	10039	9751	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	907	0	2	0	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	70	0	0	0	0	0	4	0	0	0	0	0	0	0	74	1	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	490	"AWI"	490	9535	10139	9824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	4	0	467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0
23852	41345	"The Mere Stow Bedon"	52.52944	0.87389	494	"AWI"	494	9606	10221	9898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	0	6	0	647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	61	0	0	0	0	0	8	0	0	0	0	0	0	0	89	0	0
