"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juniperus"	"Lamiaceae"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
13338	19913	"Abborrtjärnen"	63.88333	14.45	828	"AWI"	828	5360	6426	5937	0	157	0	0	0	0	568	0	0	0	0	0	7	0	9	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	500	0	0	0	14	0	4	0	0	0	0	0	6	5	0	0	21	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	830	"AWI"	830	5499	6477	6033	0	93	0	0	0	0	624	0	0	0	0	0	7	0	6	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	420	0	0	0	5	0	0	0	0	0	0	0	5	1	0	0	28	1	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	832	"AWI"	832	5585	6558	6137	0	105	0	0	0	0	518	0	0	0	0	0	12	0	2	0	0	0	0	0	1	0	0	0	4	0	0	0	0	0	0	446	0	0	0	19	0	2	0	0	0	1	0	5	5	0	1	21	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	834	"AWI"	834	5713	6642	6233	0	133	0	0	0	0	526	0	0	0	0	0	11	0	2	0	0	0	0	0	3	0	0	0	3	0	0	0	0	0	0	370	0	0	0	9	1	3	0	0	0	0	0	6	0	0	0	23	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	836	"AWI"	836	5827	6690	6334	0	92	0	0	0	0	686	0	0	0	0	0	6	0	2	0	0	0	0	0	3	0	0	4	4	0	0	0	0	0	0	544	0	0	0	19	0	0	0	0	0	0	0	2	4	0	0	25	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	838	"AWI"	838	5906	6767	6432	0	132	0	0	0	0	531	0	0	0	0	0	6	0	2	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	409	0	0	0	6	0	1	0	0	0	1	0	10	5	0	1	34	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	840	"AWI"	840	6094	6800	6516	0	128	0	0	0	0	572	0	0	0	0	0	12	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	412	0	0	0	16	0	0	0	0	0	0	1	8	6	0	0	30	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	842	"AWI"	842	6214	6847	6613	0	151	0	0	2	0	575	0	0	0	0	0	9	0	3	0	0	0	0	0	2	0	0	1	9	0	0	0	0	0	0	380	0	0	0	11	0	3	0	0	0	0	0	4	5	0	0	34	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	844	"AWI"	844	6403	6907	6705	0	301	0	0	0	0	715	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	662	0	0	0	16	0	1	0	0	0	0	0	10	7	0	0	24	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	846	"AWI"	846	6648	6959	6797	0	214	0	0	0	0	528	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	332	0	0	0	14	0	2	0	0	0	0	0	14	4	0	0	48	0	1
13338	19913	"Abborrtjärnen"	63.88333	14.45	848	"AWI"	848	6726	7128	6898	0	173	0	0	0	0	668	0	0	0	0	0	9	0	4	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	396	0	0	0	20	0	1	0	1	0	0	0	7	3	0	2	46	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	850	"AWI"	850	6802	7294	7010	0	159	0	0	1	0	678	0	0	0	0	0	5	0	4	0	0	0	0	0	5	0	0	1	8	0	0	0	0	0	0	345	0	0	0	26	0	2	0	0	0	0	0	8	8	0	0	24	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	852	"AWI"	852	6835	7587	7109	0	153	0	0	0	0	638	0	0	0	0	0	10	0	7	0	0	0	0	0	1	0	0	3	3	0	0	0	0	0	0	514	0	0	0	23	0	2	0	0	0	0	0	5	3	0	0	39	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	854	"AWI"	854	6902	7788	7219	0	167	1	0	0	0	439	0	0	0	0	0	7	0	3	0	0	0	0	0	1	0	0	3	4	0	0	0	0	0	0	401	0	0	0	12	0	1	0	0	0	0	0	13	3	0	0	16	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	856	"AWI"	856	6965	7910	7343	0	246	0	1	0	0	700	0	0	0	0	0	12	0	7	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	431	0	0	0	17	0	1	0	0	0	0	0	7	2	0	1	7	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	858	"AWI"	858	7011	8100	7457	0	236	0	1	0	0	551	0	0	0	0	0	10	0	5	0	0	0	0	0	0	0	1	1	5	0	0	0	0	0	0	364	0	0	0	19	0	2	0	0	0	0	0	8	7	0	0	7	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	860	"AWI"	860	7133	8182	7592	0	178	0	0	0	0	570	0	0	0	0	0	6	0	4	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	477	0	0	0	13	0	0	0	0	0	0	0	15	7	0	0	4	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	862	"AWI"	862	7199	8291	7726	0	290	0	1	1	0	481	0	0	0	0	0	8	0	4	0	0	0	0	1	0	0	0	2	6	0	0	0	0	0	0	419	0	0	0	14	0	0	0	0	0	0	0	14	12	0	0	5	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	864	"AWI"	864	7323	8402	7850	0	235	0	0	0	0	740	0	0	0	0	0	7	0	4	0	0	0	0	0	2	0	0	1	2	0	0	0	0	0	0	463	0	0	0	14	0	1	0	0	0	0	0	7	6	0	0	6	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	866	"AWI"	866	7431	8479	7980	0	231	0	0	0	0	488	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	2	4	0	0	0	0	0	0	342	0	0	0	21	0	0	0	0	0	1	0	17	6	0	0	7	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	868	"AWI"	868	7520	8617	8108	0	209	0	0	0	0	789	0	0	0	0	0	11	0	5	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	370	0	0	0	10	0	0	0	0	0	0	0	16	5	1	0	3	1	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	870	"AWI"	870	7688	8662	8230	0	145	0	0	0	0	436	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	14	0	1	0	0	0	0	446	0	0	0	16	0	1	0	0	0	0	2	3	3	0	0	3	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	872	"AWI"	872	7807	8730	8361	0	295	0	0	0	0	523	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	413	0	0	0	10	0	2	0	0	0	0	0	17	6	0	0	6	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	874	"AWI"	874	7998	8813	8474	0	176	0	0	0	0	668	0	0	0	0	0	8	0	3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	349	0	0	0	14	0	1	0	0	0	0	1	16	11	0	0	4	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	876	"AWI"	876	8252	8857	8586	0	306	0	0	0	0	453	0	0	0	0	0	6	0	7	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	334	0	0	0	41	0	0	0	0	0	0	0	14	12	0	0	3	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	878	"AWI"	878	8399	8944	8710	0	215	0	0	1	0	483	0	0	0	0	0	6	0	2	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0	0	343	0	0	0	28	0	2	0	0	0	0	0	16	9	0	0	6	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	880	"AWI"	880	8607	8977	8795	0	218	0	1	0	0	439	0	0	0	0	0	19	0	2	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	561	0	0	0	30	0	0	0	0	0	0	1	14	8	0	0	2	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	882	"AWI"	882	8680	9134	8897	0	126	0	0	0	0	379	0	0	0	0	0	16	0	2	5	0	0	0	0	0	0	0	1	26	0	0	0	0	0	0	746	0	0	0	14	0	1	0	0	0	0	0	11	1	0	0	1	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	884	"AWI"	884	8729	9304	8978	0	61	0	0	0	0	295	0	0	0	0	0	7	0	3	1	0	0	0	0	0	0	0	3	21	0	0	0	0	0	0	703	0	0	0	6	0	0	0	0	0	0	0	12	1	0	0	4	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	886	"AWI"	886	8772	9444	9053	0	28	0	0	0	0	274	0	0	0	0	0	2	0	2	4	0	0	0	0	0	0	0	1	5	0	0	0	0	0	0	811	0	0	0	4	0	2	0	0	0	0	0	4	2	0	0	2	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	888	"AWI"	888	8801	9633	9115	0	21	0	0	2	0	392	0	0	0	0	0	10	0	1	5	0	0	0	0	1	0	0	1	5	0	0	0	0	0	0	827	0	0	0	5	0	2	0	0	0	0	0	7	0	0	0	7	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	890	"AWI"	890	8864	9731	9195	0	7	0	0	0	0	336	0	2	0	0	0	3	0	5	12	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	704	0	0	0	5	0	1	0	0	0	0	0	18	0	0	0	3	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	892	"AWI"	892	8901	9867	9269	0	2	0	0	2	0	395	0	0	0	0	0	10	0	5	24	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	791	0	0	0	0	0	1	0	0	0	0	1	10	0	0	0	0	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	894	"AWI"	894	8955	9987	9347	0	1	0	0	0	0	206	0	0	0	0	0	1	0	10	30	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	787	0	0	1	3	0	0	0	0	0	0	4	14	0	0	0	2	0	0
13338	19913	"Abborrtjärnen"	63.88333	14.45	896	"AWI"	896	9004	10089	9422	0	0	0	0	1	0	76	0	0	0	0	0	2	0	0	141	0	0	0	0	0	0	0	7	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	10	0	0	0	0	0	0
