"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Campanulaceae"	"Cannabaceae"	"Caryophyllaceae"	"Celtis"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Liquidambar"	"Malvaceae"	"Myrica"	"Nartheciaceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Solanaceae"	"Tamaricaceae"	"Thalictrum"	"Tilia"	"Tofieldiaceae"	"Ulmus"	"Urticaceae"
26596	46544	"Parika"	58.48888	25.77353	5	"AWI"	5	-115	67	-27	0	16.6212534059946	0	0.272479564032698	1.63487738419619	0	0	0	0	0	0	0	0	0	0.817438692098093	0	0	0	0	0	0.272479564032698	0.272479564032698	0	0	0	0	0	0	0	0	0	0	0	0	0	14.1689373297003	60.4904632152589	0	0	1.63487738419619	0.272479564032698	0	1.36239782016349	0	0	0	0	0.544959128065395	0.272479564032698	0	0	0	0	0	0	0.544959128065395	0.817438692098093
26596	46544	"Parika"	58.48888	25.77353	25	"AWI"	25	-20	293	113	0	23.0038022813688	0	0	0.190114068441065	0	36.3117870722433	0	0	0	0	0	0	0	0.190114068441065	0	0	0	0	0	0	0.190114068441065	0	0	0	0	0.190114068441065	0	0	0	0	0	0	0	0	11.9771863117871	24.3346007604563	0	0	0.190114068441065	0.190114068441065	0	1.71102661596958	0	0	0	0	0.950570342205323	0	0	0	0	0	0	0	0.570342205323194	0
26596	46544	"Parika"	58.48888	25.77353	45	"AWI"	45	92	446	264	0	7.16783216783217	0	0	0.524475524475524	0	33.3916083916084	0	0	0	0	0	0	0	2.27272727272727	0	0	0	0	0	0.34965034965035	0.524475524475524	0	0	0	0	0	0	0	0	0	0	0	0	0	15.034965034965	34.965034965035	0	0	0	0.524475524475524	0	1.3986013986014	0	0	0	0	1.74825174825175	0	0	0.174825174825175	0	0	0.524475524475524	0	1.04895104895105	0.34965034965035
26596	46544	"Parika"	58.48888	25.77353	65	"AWI"	65	228	573	411	0	20.5714285714286	0	0	0.571428571428571	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0.285714285714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17.7142857142857	53.4285714285714	0	0	0	0	0	2.57142857142857	0	0	0	0	1.14285714285714	0	0	0	0	0	0.285714285714286	0	1.14285714285714	0.285714285714286
26596	46544	"Parika"	58.48888	25.77353	85	"AWI"	85	399	687	555	0.146412884333821	15.8125915080527	0	0	0.292825768667643	0	0	0	0	0	0	0	0	0	1.75695461200586	0	0	0	0	0	0	0.439238653001464	0	0	0	0	0	0	0	0	0	0.439238653001464	0	0	0	43.0453879941435	37.0424597364568	0	0	0	0.146412884333821	0	0.439238653001464	0	0	0	0	0.146412884333821	0	0	0	0	0	0	0	0.292825768667643	0
26596	46544	"Parika"	58.48888	25.77353	105	"AWI"	105	575	790	697	0	24.1379310344828	0	0.26525198938992	0.795755968169761	0	0	0	0	0	0	0	0	0	0.795755968169761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25.1989389920424	45.6233421750663	0	0	0.530503978779841	0.26525198938992	0	1.59151193633952	0	0	0	0	0.530503978779841	0	0	0	0	0	0	0	0.26525198938992	0
26596	46544	"Parika"	58.48888	25.77353	125	"AWI"	125	694	980	822	0	22.7064220183486	0	0	0.458715596330275	0	0	0	0	0	0	0	0	0	0.917431192660551	0	0	0	0	0	0.229357798165138	0.458715596330275	0	0	0	0	0	0	0	0	0	1.14678899082569	0	0	0.917431192660551	25.2293577981651	38.302752293578	0	0	0.458715596330275	0	0	1.8348623853211	0	0	0	0	1.14678899082569	0	0	0	0	0	0.229357798165138	0	4.35779816513761	1.60550458715596
26596	46544	"Parika"	58.48888	25.77353	145	"AWI"	145	804	1123	952	0	8.82352941176471	0	0	0.183823529411765	0	0	0	0	0	0	0	0	0	2.38970588235294	0	0	0	0	0	0.183823529411765	0.183823529411765	0	0	0	0	0	0	0	0	0	0.183823529411765	0	0	0	40.2573529411765	40.0735294117647	0	0	0.551470588235294	0	0	4.04411764705882	0	0	0	0	0.919117647058824	0.183823529411765	0.183823529411765	0	0	0	0.919117647058824	0	0.919117647058824	0
26596	46544	"Parika"	58.48888	25.77353	165	"AWI"	165	923	1246	1085	0	12.8161888701518	0	0	0	0	34.9072512647555	0	0	0	0	0	0	0	0.168634064080944	0	0	0	0	0	0	0.505902192242833	0	0	0	0	0	0	0	0	0	0	0	0	0	27.9932546374368	20.5733558178752	0	0	0	0.168634064080944	0	0.505902192242833	0	0	0	0	0	0	0	0	0	0	0.337268128161889	0	2.02360876897133	0
26596	46544	"Parika"	58.48888	25.77353	185	"AWI"	185	1066	1363	1215	0	30.1801801801802	0	0	0.225225225225225	0	0	0	0	0	0	0	0	0	3.6036036036036	0	0	0	0	0	0	0.675675675675676	0	0	0	0	0	0	0	0	0	0	0	0	0	30.6306306306306	30.8558558558559	0	0	0	0.225225225225225	0	0.675675675675676	0	0	0	0	0.45045045045045	0.225225225225225	0	0	0.225225225225225	0	0.225225225225225	0	1.8018018018018	0
26596	46544	"Parika"	58.48888	25.77353	205	"AWI"	205	1265	1491	1338	0	32.0413436692506	0	0	0	0	0	0	0	0	0	0	0	0	3.61757105943152	0	0	0	0	0	0	0.516795865633075	0	0	0	0	0	0	0	0	0	0	0	0	0	34.8837209302326	22.9974160206718	0	0	0.258397932816538	0	0	1.29198966408269	0	0	0	0	0.775193798449612	0	0	0	0	0	0	0	2.58397932816537	1.03359173126615
26596	46544	"Parika"	58.48888	25.77353	225	"AWI"	225	1375	1722	1514	0	27.0022883295195	0	0	0	0	0	0	0	0	0	0	0	0	5.03432494279176	0	0	0	0	0	0	1.60183066361556	0	0	0	0	0	0	0	0	0	0	0	0	0	23.7986270022883	37.7574370709382	0	0	0.22883295194508	0	0	2.05949656750572	0	0	0	0	0.91533180778032	0	0	0	0	0	0.22883295194508	0	1.37299771167048	0
26596	46544	"Parika"	58.48888	25.77353	245	"AWI"	245	1499	1931	1698	0	14.2091152815013	0	0	0	0	0	0	0	0	0	0	0	0	3.75335120643432	0	0	0	0	0	0	1.34048257372654	0	0	0	0	0	0	0	0.268096514745308	0	0	0	0	0	43.4316353887399	31.0991957104558	0	0	0	0	0	2.41286863270777	0	0	0	0	0.268096514745308	0	0	0	0	0.268096514745308	1.07238605898123	0	1.34048257372654	0.536193029490617
