"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fraxinus"	"Ilex"	"Lamiaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Ulmus"	"Urticaceae"
3308	4293	"Slieve Naslat"	54.27048	-5.95509	17	"AWI"	17	1039	1920	1620	6	0	0	0	7	6	0	0	1	30	8	0	5	0	0	0	0	0	7	3	0	0	4	0	1	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	21	"AWI"	21	1188	1969	1685	3	0	0	0	0	3	0	0	0	16	13	0	3	0	1	0	0	113	3	0	0	0	0	0	0	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	25	"AWI"	25	1439	2004	1744	22	0	0	0	3	20	0	0	0	128	38	0	4	2	0	1	0	66	10	0	0	0	1	1	3	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	29	"AWI"	29	1611	2053	1810	17	0	0	0	3	18	0	0	0	81	37	294	1	1	0	0	0	26	8	1	0	0	0	1	0	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	33	"AWI"	33	1690	2120	1893	57	0	0	0	0	33	0	0	1	195	38	0	3	0	0	0	0	32	25	1	0	0	0	1	1	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	37	"AWI"	37	1749	2243	1975	47	2	0	0	0	56	0	0	0	236	13	0	11	0	0	1	0	14	36	0	2	0	0	0	7	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	41	"AWI"	41	1797	2383	2053	53	0	1	0	0	42	0	0	0	208	27	0	14	0	0	0	0	0	16	0	3	0	1	0	8	1
3308	4293	"Slieve Naslat"	54.27048	-5.95509	45	"AWI"	45	1882	2435	2143	63	0	0	0	0	61	1	0	0	231	8	0	7	0	0	0	0	24	24	0	3	0	0	2	7	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	49	"AWI"	49	1931	2517	2229	34	0	1	0	0	30	0	0	0	236	13	0	7	0	0	2	0	0	34	0	0	0	0	0	5	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	53	"AWI"	53	2061	2583	2312	63	0	1	0	0	38	0	0	0	166	12	0	7	0	0	0	4	18	23	0	2	0	0	2	6	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	57	"AWI"	57	2181	2640	2398	34	0	0	0	0	30	0	0	0	186	2	0	5	0	0	0	0	0	10	0	0	0	0	0	7	1
3308	4293	"Slieve Naslat"	54.27048	-5.95509	61	"AWI"	61	2263	2716	2478	46	2	0	0	0	25	0	0	0	185	2	0	3	2	0	0	0	14	23	0	0	0	0	0	6	2
3308	4293	"Slieve Naslat"	54.27048	-5.95509	65	"AWI"	65	2359	2748	2535	47	0	0	0	0	63	0	0	0	182	5	0	4	0	0	1	0	0	30	1	4	0	0	0	3	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	69	"AWI"	69	2392	2804	2588	60	0	1	0	0	41	0	0	2	159	1	0	3	1	0	0	0	18	33	0	3	0	0	2	5	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	73	"AWI"	73	2443	2846	2637	62	1	0	0	0	24	0	0	1	164	21	114	10	1	0	0	0	56	23	0	10	0	0	2	10	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	77	"AWI"	77	2477	2886	2686	59	0	0	0	0	43	0	0	0	212	1	0	1	0	0	2	0	0	40	0	0	0	0	0	3	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	79	"AWI"	79	2490	2919	2709	60	1	1	0	0	43	0	0	0	167	9	0	1	2	0	0	0	0	42	0	0	0	0	2	4	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	81	"AWI"	81	2516	2940	2732	55	0	0	0	0	42	0	0	0	201	9	0	4	0	0	0	0	0	41	0	3	0	0	2	2	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	85	"AWI"	85	2574	2972	2774	73	0	0	0	0	65	0	0	0	138	10	0	6	5	0	1	0	0	38	0	0	1	0	0	3	1
3308	4293	"Slieve Naslat"	54.27048	-5.95509	89	"AWI"	89	2616	3018	2819	56	0	0	0	0	151	0	0	0	90	7	0	7	1	0	0	0	0	20	0	0	0	1	0	0	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	93	"AWI"	93	2697	3055	2858	30	0	0	0	0	20	0	0	0	93	10	0	2	0	0	2	0	55	23	0	0	0	0	0	5	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	97	"AWI"	97	2762	3090	2898	13	0	2	0	0	7	0	0	0	40	24	0	0	0	0	0	0	0	11	5	0	0	0	0	0	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	101	"AWI"	101	2809	3139	2944	85	0	0	0	0	39	0	0	0	171	43	0	1	0	0	0	0	0	40	0	0	1	1	0	1	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	105	"AWI"	105	2854	3198	3004	52	0	2	0	0	56	0	0	0	201	27	0	6	0	0	0	0	0	45	2	0	0	0	2	3	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	109	"AWI"	109	2878	3306	3062	39	0	1	0	0	36	0	0	0	167	2	0	1	0	0	0	0	0	39	1	0	0	0	0	2	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	113	"AWI"	113	2931	3371	3123	54	0	0	0	0	40	0	0	0	162	4	0	5	2	0	1	0	0	23	1	0	0	0	1	3	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	117	"AWI"	117	2967	3436	3188	36	0	0	0	0	16	0	0	0	88	6	0	0	0	1	0	0	0	15	1	2	0	0	0	0	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	121	"AWI"	121	3012	3510	3248	25	0	0	0	0	11	0	0	0	103	3	0	0	1	0	1	0	0	23	1	0	0	0	1	0	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	125	"AWI"	125	3075	3547	3308	25	0	0	0	0	47	0	0	0	118	2	0	0	0	0	0	0	0	35	0	0	0	0	0	1	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	129	"AWI"	129	3116	3605	3368	60	0	0	0	0	45	0	0	0	158	5	0	1	0	0	0	0	12	21	0	0	0	0	1	6	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	145	"AWI"	145	3481	3821	3615	56	0	2	0	0	43	0	0	0	171	28	0	2	0	0	1	0	75	48	2	0	0	0	3	5	1
3308	4293	"Slieve Naslat"	54.27048	-5.95509	153	"AWI"	153	3578	4056	3776	31	0	1	0	0	21	0	0	0	180	14	0	1	0	0	1	0	60	18	0	0	0	0	0	1	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	157	"AWI"	157	3614	4199	3866	46	0	1	0	0	35	0	0	3	118	5	0	0	0	0	2	0	0	38	0	0	0	0	0	2	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	161	"AWI"	161	3655	4373	3949	61	1	1	0	0	24	0	0	3	183	1	0	1	0	0	0	0	75	59	0	0	0	0	0	9	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	177	"AWI"	177	3937	4712	4334	36	0	1	1	0	32	1	0	0	140	4	0	3	0	0	0	0	0	29	0	3	0	0	0	1	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	181	"AWI"	181	4007	4812	4427	30	0	0	0	0	26	0	0	0	159	4	0	1	0	0	0	0	0	26	0	3	0	0	1	2	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	185	"AWI"	185	4103	4857	4524	45	0	2	0	0	29	0	0	0	132	5	0	0	0	0	2	0	0	15	0	0	0	0	0	3	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	189	"AWI"	189	4176	4932	4623	26	0	0	0	0	16	0	0	0	0	12	0	1	0	0	1	0	181	30	0	0	0	0	0	2	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	193	"AWI"	193	4321	4980	4712	41	0	0	0	0	8	0	0	1	184	4	0	0	0	0	6	0	0	16	0	0	0	0	0	0	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	197	"AWI"	197	4427	5028	4806	89	0	1	0	0	31	0	0	0	165	0	0	0	0	0	0	0	135	45	0	0	0	0	1	7	0
