"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fraxinus"	"Ilex"	"Lamiaceae"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Ulmus"	"Urticaceae"
3308	4293	"Slieve Naslat"	54.27048	-5.95509	201	"AWI"	201	4512	5094	4882	60	0	0	0	0	30	0	0	0	164	4	0	0	0	0	4	0	174	34	1	0	0	0	0	7	2
3308	4293	"Slieve Naslat"	54.27048	-5.95509	205	"AWI"	205	4589	5122	4928	79	0	0	0	0	66	0	0	0	243	6	0	0	1	0	0	0	0	36	1	0	0	0	0	10	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	209	"AWI"	209	4644	5168	4969	107	0	0	0	0	105	0	0	0	167	3	0	0	2	0	3	0	0	42	0	3	0	0	2	27	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	213	"AWI"	213	4706	5200	5007	137	0	0	0	0	37	0	0	0	214	1	0	0	1	0	1	0	0	33	0	0	0	0	0	12	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	217	"AWI"	217	4754	5225	5044	103	0	0	0	0	105	0	0	0	190	6	0	0	0	0	8	0	0	46	0	0	0	0	1	18	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	221	"AWI"	221	4805	5259	5078	93	0	0	0	0	64	0	0	0	224	4	0	0	1	0	4	0	26	40	0	0	0	0	2	12	1
3308	4293	"Slieve Naslat"	54.27048	-5.95509	225	"AWI"	225	4865	5277	5116	196	0	1	0	0	32	0	0	0	184	2	0	0	0	0	4	0	0	42	0	10	0	0	1	10	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	229	"AWI"	229	4910	5300	5155	124	0	0	0	0	62	0	0	0	183	3	0	0	2	0	3	0	0	68	0	0	0	0	0	4	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	233	"AWI"	233	4971	5335	5194	52	0	0	0	0	65	0	0	0	113	0	0	1	0	0	2	0	0	242	0	0	0	0	1	7	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	237	"AWI"	237	5015	5397	5234	68	0	0	0	0	37	0	0	0	104	7	0	0	0	0	1	0	0	246	0	5	1	0	1	12	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	241	"AWI"	241	5055	5455	5271	96	0	0	0	0	26	0	0	0	79	2	0	0	0	0	7	0	0	250	0	12	0	0	2	8	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	245	"AWI"	245	5113	5484	5309	77	0	2	0	0	35	0	0	0	125	2	0	0	0	0	3	4	0	230	2	6	0	0	0	3	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	249	"AWI"	249	5149	5524	5348	130	0	0	0	0	49	0	0	0	134	0	0	1	1	0	8	0	0	134	0	0	0	0	0	3	1
3308	4293	"Slieve Naslat"	54.27048	-5.95509	253	"AWI"	253	5217	5552	5384	152	0	1	0	0	25	0	0	0	97	1	0	0	0	0	1	0	38	159	1	0	0	0	0	8	1
3308	4293	"Slieve Naslat"	54.27048	-5.95509	257	"AWI"	257	5278	5589	5421	125	0	0	0	0	19	0	0	0	67	1	0	0	0	0	1	0	0	239	0	0	0	0	3	0	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	261	"AWI"	261	5331	5653	5474	233	0	0	0	0	22	0	0	1	102	0	0	0	0	0	7	0	0	103	0	0	0	0	2	1	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	265	"AWI"	265	5387	5823	5584	301	0	1	0	0	33	0	0	0	86	4	0	0	0	0	13	0	0	30	0	0	0	0	2	6	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	269	"AWI"	269	5422	6067	5673	289	0	1	0	0	36	0	0	0	84	4	0	0	4	0	20	0	0	32	1	6	0	0	1	3	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	273	"AWI"	273	5501	6185	5782	230	0	1	0	0	36	0	0	0	125	4	0	0	6	0	18	0	0	33	0	0	0	0	0	23	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	277	"AWI"	277	5561	6286	5899	350	0	0	0	0	16	0	0	0	89	0	0	0	2	0	21	0	0	12	0	0	0	0	1	6	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	281	"AWI"	281	5629	6426	6008	246	0	1	0	0	15	0	0	0	141	0	0	1	0	0	36	0	0	16	0	0	0	0	24	8	1
3308	4293	"Slieve Naslat"	54.27048	-5.95509	285	"AWI"	285	5739	6496	6124	250	0	0	0	0	19	0	0	0	150	1	0	0	14	0	16	0	0	20	0	8	0	0	1	13	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	289	"AWI"	289	5812	6597	6243	240	0	0	0	0	19	0	0	0	127	0	0	0	0	0	40	0	0	21	0	9	0	0	7	20	1
3308	4293	"Slieve Naslat"	54.27048	-5.95509	293	"AWI"	293	5998	6665	6345	164	0	0	0	0	82	0	0	0	119	1	0	0	0	0	84	0	0	20	0	0	0	0	7	11	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	297	"AWI"	297	6156	6724	6452	115	0	1	0	0	88	0	0	0	129	3	0	0	0	0	125	0	0	22	0	0	0	0	2	12	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	301	"AWI"	301	6245	6810	6552	100	0	0	0	0	14	0	0	0	106	10	0	0	0	0	225	0	0	23	0	6	0	0	1	7	0
3308	4293	"Slieve Naslat"	54.27048	-5.95509	305	"AWI"	305	6309	6931	6622	121	0	2	0	0	12	0	0	0	220	6	0	0	0	0	23	0	0	37	0	18	0	0	2	34	0
