"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Iridaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Liliaceae"	"Onagraceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
26111	45298	"Capatana"	46.46611	23.13639	55	"AWI"	55	58	448	236	2.09923664122137	0.572519083969466	1.7175572519084	0.954198473282443	0	0	0	2.09923664122137	0	0	0	0	0.381679389312977	1.33587786259542	2.09923664122137	0.763358778625954	0	0	5.72519083969466	0	0	0	0	0.572519083969466	0.572519083969466	0	0	0	0	1.90839694656489	68.8931297709924	1.90839694656489	0.954198473282443	4.58015267175572	0	0	0.763358778625954	0.381679389312977	0	0	0.572519083969466	1.14503816793893	0	0	0	0	0
26111	45298	"Capatana"	46.46611	23.13639	60	"AWI"	60	70	470	261	1.01694915254237	0	3.05084745762712	1.35593220338983	0	0	0	2.03389830508475	0	0.338983050847458	0	0.677966101694915	0.677966101694915	0.338983050847458	5.76271186440678	3.05084745762712	0	0	11.5254237288136	0	0	0	0	0.677966101694915	0	0	1.35593220338983	0.677966101694915	0.677966101694915	3.05084745762712	54.5762711864407	2.3728813559322	3.05084745762712	0	0	0	2.3728813559322	0.677966101694915	0	0	0	0.338983050847458	0	0	0.338983050847458	0	0
26111	45298	"Capatana"	46.46611	23.13639	65	"AWI"	65	79	500	284	0.208333333333333	0.625	9.79166666666667	0.625	0	0	0	10.2083333333333	0	0	0	0	0	2.5	1.45833333333333	0.625	0	0	22.9166666666667	0.208333333333333	0	0	0	0	0	0	0	0	0	13.9583333333333	24.7916666666667	0.833333333333333	1.45833333333333	3.95833333333333	0	0	1.66666666666667	1.25	0	0	0.625	2.08333333333333	0	0	0	0.208333333333333	0
26111	45298	"Capatana"	46.46611	23.13639	75	"AWI"	75	130	571	341	0.168918918918919	0.337837837837838	3.04054054054054	1.52027027027027	1.01351351351351	0	0	6.75675675675676	0	0	0	0	0.337837837837838	2.02702702702703	4.56081081081081	3.37837837837838	0	0.168918918918919	16.3851351351351	0	0	0	0	0.168918918918919	0.506756756756757	0	0	0	0	3.88513513513514	34.6283783783784	0.506756756756757	3.20945945945946	9.7972972972973	0	0	2.36486486486486	2.36486486486486	0	0	0.337837837837838	1.85810810810811	0	0	0.337837837837838	0	0.337837837837838
26111	45298	"Capatana"	46.46611	23.13639	85	"AWI"	85	192	636	417	1.07719928186715	0.179533213644524	3.05206463195691	0.359066427289048	0	0	0	2.87253141831239	0	0.179533213644524	0	0	0.538599640933573	0.538599640933573	2.33393177737881	2.69299820466786	0	0	18.6714542190305	0	0	0	0	0	0.538599640933573	0	0	0	0	4.48833034111311	39.6768402154399	4.30879712746858	1.97486535008977	9.15619389587074	0	0	2.33393177737881	2.51346499102334	0	0	1.07719928186715	0.718132854578097	0	0.179533213644524	0	0.179533213644524	0.359066427289048
26111	45298	"Capatana"	46.46611	23.13639	95	"AWI"	95	239	747	493	1.96463654223969	0	3.1434184675835	0.785854616895874	0	0	0	2.55402750491159	0	0	0	0	0	1.37524557956778	3.1434184675835	0.392927308447937	0	0	22.0039292730845	0	0	0	0	0.196463654223969	0	0	0	0	0	1.57170923379175	48.1335952848723	2.35756385068762	1.37524557956778	5.10805500982318	0	0	1.76817288801572	2.55402750491159	0	0	0.589390962671906	0.589390962671906	0	0	0.392927308447937	0	0
26111	45298	"Capatana"	46.46611	23.13639	105	"AWI"	105	269	920	555	3.81282495667244	0.346620450606586	3.81282495667244	0.173310225303293	0	0	0	2.25303292894281	0	0	0	0	0	0.866551126516464	1.21317157712305	1.38648180242634	0	0	22.8769497400347	0	0	0.346620450606586	0	0.173310225303293	0	0	0	0	0	4.15944540727903	49.2201039861352	1.73310225303293	1.73310225303293	0	0	0	1.21317157712305	2.4263431542461	0	0	0.866551126516464	0.519930675909879	0.346620450606586	0	0.173310225303293	0.346620450606586	0
26111	45298	"Capatana"	46.46611	23.13639	115	"AWI"	115	362	1002	650	8.57142857142857	0	2.24489795918367	0.408163265306122	0	0	0	1.83673469387755	0.408163265306122	0	0	0	0.408163265306122	0.612244897959184	1.42857142857143	0.204081632653061	0	0	17.9591836734694	0	0	0.612244897959184	0	0	0	0	0	0	0.204081632653061	0.612244897959184	58.3673469387755	1.22448979591837	1.22448979591837	0	0	0	2.04081632653061	1.22448979591837	0	0	0	0.204081632653061	0	0	0	0	0.204081632653061
26111	45298	"Capatana"	46.46611	23.13639	125	"AWI"	125	431	1083	754	4.83870967741935	0	3.42741935483871	1.00806451612903	0	0	0	3.42741935483871	0	0.604838709677419	0	0	0	0.604838709677419	6.25	0.604838709677419	0	0	20.1612903225806	0	0	0	0	0	0	0	0	0.403225806451613	0	3.42741935483871	39.7177419354839	1.81451612903226	3.2258064516129	0	0	0	2.82258064516129	3.62903225806452	0	0.201612903225806	1.61290322580645	1.61290322580645	0	0.604838709677419	0	0	0
26111	45298	"Capatana"	46.46611	23.13639	135	"AWI"	135	474	1228	854	8.74751491053678	0	1.39165009940358	0.99403578528827	0	0	0	2.18687872763419	0.198807157057654	0	0	0.198807157057654	0	1.19284294234592	3.97614314115308	1.59045725646123	0	0	12.9224652087475	0	0	0	0	0	0	0.397614314115308	0.596421471172962	0	0	3.97614314115308	50.6958250497018	1.98807157057654	1.19284294234592	0	0	0	2.38568588469185	1.59045725646123	0	0.198807157057654	0.397614314115308	1.19284294234592	0	0.397614314115308	0.397614314115308	0.99403578528827	0.198807157057654
