"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Arctostaphylos"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ericales"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Indeterminable"	"Juniperus"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"
13335	19906	"Styggtjärnen"	62.324148	13.557466	201	"AWI"	201	-132	36	-50	1.71325518485122	0	0	0	0	0	21.8214607754734	0	0	0	0	0	0.0901713255184851	0.631199278629396	0	0	0	0	0	0	0	0	0.270513976555455	0	0	9.64833183047791	65.1938683498647	0.0901713255184851	0	0	0	0.18034265103697	0	0	0.0901713255184851	0.0901713255184851	0.0901713255184851	0	0	0	0	0.0901713255184851
13335	19906	"Styggtjärnen"	62.324148	13.557466	203	"AWI"	203	-65	362	87	1.3663535439795	0.085397096498719	0	0	0.085397096498719	0	23.8257899231426	0	0	0	0	0	0.085397096498719	0.768573868488471	0	0	0	0	0	0	0	0.085397096498719	2.39111870196413	0	0	14.602903501281	53.5439795046968	0.085397096498719	2.39111870196413	0	0	0.256191289496157	0	0	0	0.170794192997438	0.085397096498719	0	0.085397096498719	0	0.085397096498719	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	205	"AWI"	205	-36	762	218	2.5830258302583	0	0.0922509225092251	0	0	0	28.690036900369	0	0	0	0	0	0.0922509225092251	1.19926199261993	0	0	0	0	0	0	0	0.276752767527675	0.276752767527675	0	0	13.7453874538745	50.5535055350554	0	1.8450184501845	0	0	0.18450184501845	0	0	0	0.0922509225092251	0.18450184501845	0	0	0	0	0.18450184501845
13335	19906	"Styggtjärnen"	62.324148	13.557466	207	"AWI"	207	-14	1169	347	1.95208518189885	0.0887311446317657	0	0	0.177462289263531	0	30.2573203194321	0	0	0	0	0	0	0.798580301685892	0	0	0	0	0	0	0	0	1.15350488021295	0	0	14.3744454303461	50.3992901508429	0	0	0.0887311446317657	0	0.0887311446317657	0	0	0	0.354924578527063	0.266193433895297	0	0	0	0	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	209	"AWI"	209	7	1575	483	3.66269165247019	0.0851788756388416	0	0	0.255536626916525	0	33.9011925042589	0	0.0851788756388416	0	0	0	0	1.0221465076661	0	0	0	0	0	0	0	0	0.255536626916525	0	0	10.3918228279387	47.9557069846678	0	1.95911413969336	0	0	0.0851788756388416	0	0	0	0.170357751277683	0.170357751277683	0	0	0	0	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	211	"AWI"	211	26	1981	616	2.93855743544078	0	0	0	0.0890471950133571	0	34.1941228851291	0	0	0	0	0	0	1.246660730187	0	0	0	0	0	0	0	0	0.0890471950133571	0	0	11.5761353517364	49.5992876224399	0	0	0	0	0	0	0	0	0.178094390026714	0	0	0	0	0.0890471950133571	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	213	"AWI"	213	156	2017	779	2.40847784200385	0	0	0	0	0	35.0674373795761	0	0	0.0963391136801541	0	0	0.192678227360308	1.63776493256262	0	0	0	0	0.0963391136801541	0	0	0.192678227360308	0.674373795761079	0	0	8.86319845857418	49.6146435452794	0	0	0	0	0.192678227360308	0	0	0	0.385356454720617	0.385356454720617	0.0963391136801541	0	0	0.0963391136801541	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	215	"AWI"	215	251	2050	943	3.57766143106457	0	0.087260034904014	0	0.261780104712042	0	38.9179755671902	0	0	0	0	0	0.261780104712042	0.785340314136126	0	0	0	0	0	0	0	0.261780104712042	0.087260034904014	0	0.087260034904014	8.90052356020942	45.5497382198953	0	0	0	0	0.610820244328098	0	0	0	0.174520069808028	0.174520069808028	0.087260034904014	0.087260034904014	0.087260034904014	0	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	217	"AWI"	217	334	2089	1090	3.27237728585178	0.0962463907603465	0	0	0	0	32.9162656400385	0	0	0	0	0	0.0962463907603465	1.15495668912416	0	0	0	0	0	0	0	0.0962463907603465	0.0962463907603465	0	0.0962463907603465	10.6833493743985	50.818094321463	0	0	0	0	0.0962463907603465	0	0	0	0	0.288739172281039	0.0962463907603465	0	0	0.192492781520693	0
13335	19906	"Styggtjärnen"	62.324148	13.557466	219	"AWI"	219	413	2152	1223	2.9011786038078	0	0.0906618313689937	0	0.0906618313689937	0	37.4433363553944	0	0	0	0	0	0.0906618313689937	1.17860380779692	0	0	0.181323662737987	0	0	0	0	0	0	0	0	8.79419764279238	48.4134179510426	0	0	0	0	0.543970988213962	0	0	0	0.181323662737987	0	0	0.0906618313689937	0	0	0
