"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Lythraceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Resedaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Saxifragaceae"	"Scrophulariaceae"	"Solanaceae"	"Tamaricaceae"	"Tamarix"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
26022	45101	"Nisi Fen"	40.81667	21.91667	75	"AWI"	75	203	1139	560	0	0	1.61290322580645	0.537634408602151	1.88172043010753	0	1.0752688172043	0	0	0	0.268817204301075	0	0	0	0	0.268817204301075	1.61290322580645	0	18.5483870967742	0	0	3.2258064516129	0	3.2258064516129	0	0	0.806451612903226	21.505376344086	0	0	0	0.268817204301075	0	4.83870967741935	0	3.2258064516129	0.537634408602151	0	1.0752688172043	19.6236559139785	0	0	0.806451612903226	0	12.3655913978495	0.537634408602151	0	0	0	0	0.268817204301075	0.537634408602151	0.537634408602151	0	0	0	0	0	0	0	0	0.268817204301075	0	0	0.537634408602151
26022	45101	"Nisi Fen"	40.81667	21.91667	112	"AWI"	112	425	1497	877	0.28169014084507	0	1.40845070422535	0.845070422535211	0.28169014084507	0	3.66197183098592	0	0	0	0.28169014084507	0.28169014084507	0	1.12676056338028	0	0	2.25352112676056	0	13.2394366197183	0	0	3.66197183098592	0.563380281690141	2.25352112676056	0	0	1.69014084507042	6.19718309859155	0	0	0	0.563380281690141	0	3.94366197183099	0.28169014084507	6.47887323943662	0.563380281690141	0	1.12676056338028	29.5774647887324	0	0	0.28169014084507	0	14.9295774647887	0.845070422535211	0	0	0	0	0	1.12676056338028	0.28169014084507	0.28169014084507	0.28169014084507	0	0	0	0.28169014084507	0	0	0.563380281690141	0	0	0.563380281690141
26022	45101	"Nisi Fen"	40.81667	21.91667	150	"AWI"	150	669	1855	1208	0	0	0.290697674418605	1.74418604651163	0.872093023255814	0	6.1046511627907	0	1.16279069767442	0.872093023255814	0.290697674418605	0.290697674418605	0	0.290697674418605	0	0	2.03488372093023	0	14.5348837209302	0	0	4.94186046511628	0	0	0	0	1.16279069767442	4.94186046511628	0	0	0	0	0	5.52325581395349	0	7.84883720930233	0.581395348837209	0	1.16279069767442	27.6162790697674	0	0.581395348837209	0.872093023255814	0	11.6279069767442	1.16279069767442	0	0	0	0	0	2.32558139534884	0.581395348837209	0	0	0	0	0	0	0	0	0	0	0	0.581395348837209
26022	45101	"Nisi Fen"	40.81667	21.91667	187	"AWI"	187	968	2178	1539	0.738007380073801	0	2.9520295202952	1.8450184501845	0	0	1.4760147601476	0	0	0	0.3690036900369	0	0	0.3690036900369	0	0.3690036900369	1.1070110701107	0	23.9852398523985	0	0	2.9520295202952	0	2.2140221402214	0	0	2.9520295202952	3.690036900369	0	0	0	0.738007380073801	0	6.27306273062731	0.3690036900369	16.9741697416974	2.9520295202952	0	1.4760147601476	0	0	0.3690036900369	0.3690036900369	0	22.5092250922509	0.738007380073801	0	0	0	0	0	1.1070110701107	0.3690036900369	0	0	0	0	0	0	0	0	0.738007380073801	0	0	0
26022	45101	"Nisi Fen"	40.81667	21.91667	224	"AWI"	224	1253	2506	1866	0.3584229390681	0	2.5089605734767	0.3584229390681	0	0	2.8673835125448	0	0.3584229390681	0	1.0752688172043	0	0	0	0	0.3584229390681	1.4336917562724	0.3584229390681	26.1648745519713	0	0.716845878136201	3.2258064516129	0	2.8673835125448	0	0	4.3010752688172	2.8673835125448	0	0	0	0	0	7.52688172043011	0.3584229390681	14.336917562724	0	0	1.7921146953405	0	0	0	0	0	24.0143369175627	0.3584229390681	0	0	0	0	0	1.0752688172043	0	0	0	0	0	0	0	0	0	0.3584229390681	0	0	0.3584229390681
26022	45101	"Nisi Fen"	40.81667	21.91667	262	"AWI"	262	1562	2834	2197	0.471698113207547	0	1.88679245283019	1.17924528301887	0.707547169811321	0	1.17924528301887	0	0	0.235849056603774	0	0	0	0.471698113207547	0	0	0.707547169811321	0.235849056603774	26.4150943396226	0	0.471698113207547	2.59433962264151	0	3.06603773584906	0	0	0.943396226415094	0.707547169811321	0	0	0	0	0	5.42452830188679	0.235849056603774	9.90566037735849	0.471698113207547	0	0.471698113207547	14.622641509434	0	0	0	0	26.8867924528302	0.235849056603774	0	0	0	0	0.235849056603774	0	0.235849056603774	0	0	0	0	0	0	0	0	0	0	0	0
26022	45101	"Nisi Fen"	40.81667	21.91667	299	"AWI"	299	1853	3239	2519	0	0	1.03092783505155	0.515463917525773	1.80412371134021	0	1.03092783505155	0	0	0.257731958762887	0	0.77319587628866	0	0.257731958762887	0	0	1.54639175257732	0.257731958762887	21.1340206185567	0	0	2.31958762886598	0	2.06185567010309	0	0	1.03092783505155	1.03092783505155	0	0	0	0	0	6.18556701030928	0	6.70103092783505	1.54639175257732	0	1.54639175257732	25	0	0	0	0.257731958762887	22.1649484536082	0.257731958762887	0	0	0	0	0.257731958762887	0.257731958762887	0.257731958762887	0.257731958762887	0	0	0	0	0	0	0	0.257731958762887	0	0	0
26022	45101	"Nisi Fen"	40.81667	21.91667	337	"AWI"	337	2143	3590	2847	2.69058295964126	0	0.448430493273543	0.448430493273543	0.224215246636771	0	0.224215246636771	0	0	0.672645739910314	0	0	0	0	0	0	0.224215246636771	0	33.4080717488789	0	0	0.224215246636771	0	0	0	0	0	1.34529147982063	0	0	0	0	0	1.12107623318386	0	32.7354260089686	0	0	0	6.05381165919283	0	0	0	0	19.0582959641256	0.672645739910314	0	0	0	0	0.224215246636771	0	0	0	0	0	0	0	0	0	0	0.224215246636771	0	0	0
26022	45101	"Nisi Fen"	40.81667	21.91667	374	"AWI"	374	2459	3916	3171	0	0	5.60224089635854	0.560224089635854	1.68067226890756	0	2.52100840336134	0	0	0.560224089635854	0.560224089635854	1.96078431372549	0	0	0	0.560224089635854	1.68067226890756	0	13.4453781512605	0	0	1.12044817927171	0	0	0	0	0.840336134453782	1.12044817927171	0	0	0	0	0	6.1624649859944	0	10.0840336134454	0.560224089635854	0	0	27.1708683473389	0	0	0	1.40056022408964	18.4873949579832	0.560224089635854	0	0	0	0	0.280112044817927	0.280112044817927	0	0	0.280112044817927	0.280112044817927	0.280112044817927	0	0	0	0	1.12044817927171	0	0	0.840336134453782
26022	45101	"Nisi Fen"	40.81667	21.91667	411	"AWI"	411	2783	4189	3493	0.857142857142857	0	0.857142857142857	0	0.142857142857143	0	0.285714285714286	0	0	0.142857142857143	0	0	0	0.142857142857143	0	0	0	0	65.8571428571429	0	0	0.714285714285714	0	0.428571428571429	0	0	0	0.714285714285714	0	0	0	0	0	3.85714285714286	0	7.57142857142857	0	0	0	7	0	0	0	0	10.8571428571429	0.285714285714286	0	0	0.142857142857143	0	0	0	0	0	0	0	0	0	0	0	0	0.142857142857143	0	0	0
