"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Celastraceae"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Olea"	"Orobanchaceae"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygalaceae"	"Polygonaceae"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhododendron"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Santalaceae"	"Saxifragaceae"	"Sorbus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Vitaceae"
14581	41426	"Lac de Bretaye"	46.32603	7.07212	448	"AWI"	448	2733	2988	2837	31	2	92	0	0	0	1	0	3	0	1	0	0	0	0	0	0	2	0	11	8	0	0	0	0	0	21	2	0	0	0	0	0	2	0	0	0	126	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	1	0	0	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	480	"AWI"	480	2852	3187	2985	21	0	78	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	11	7	0	0	0	0	0	17	7	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	1	0	0	0	2	0	1	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	512	"AWI"	512	2960	3432	3153	23	1	91	1	0	0	0	0	6	0	0	0	0	0	0	2	0	0	0	14	1	0	0	0	0	0	40	18	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	1	1	0	0	0	0	2	2	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	528	"AWI"	528	3020	3538	3241	5	0	103	0	0	0	0	0	5	1	0	0	0	0	0	0	0	1	0	9	6	0	1	0	0	0	43	1	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	1	0	3	1	1
14581	41426	"Lac de Bretaye"	46.32603	7.07212	560	"AWI"	560	3162	3736	3413	13	1	88	0	0	0	0	0	2	0	0	0	0	0	0	1	2	0	1	14	0	0	0	0	0	0	22	9	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	2	0	0	0	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	576	"AWI"	576	3235	3819	3500	24	0	87	0	0	0	1	0	7	0	0	0	0	0	0	0	0	2	0	14	1	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	1	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	592	"AWI"	592	3320	3926	3589	42	6	74	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	8	3	0	0	0	0	0	32	3	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	2	0	1	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	608	"AWI"	608	3405	4029	3670	34	3	72	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	29	6	0	1	0	0	0	16	4	0	0	0	0	0	2	0	0	0	81	0	0	0	0	0	0	34	0	0	0	0	0	1	0	0	3	3	0	0	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	624	"AWI"	624	3485	4116	3751	50	0	81	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	31	5	0	0	0	0	0	1	0	0	0	97	31	0	39	0	0	0	17	0	0	0	0	0	0	0	0	1	0	2	1	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	640	"AWI"	640	3582	4199	3833	26	3	76	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	19	2	0	0	0	0	0	41	5	0	0	0	0	0	3	0	0	0	95	0	0	0	0	0	0	29	0	0	0	0	0	1	0	0	0	0	1	3	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	644	"AWI"	644	3605	4222	3854	29	1	70	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	18	2	0	0	0	0	0	30	5	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	1	0	1	4	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	656	"AWI"	656	3696	4277	3915	92	1	50	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	1	0	0	0	0	0	13	5	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	2	0	0	4	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	660	"AWI"	660	3724	4298	3936	52	1	57	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	18	3	0	0	0	0	0	27	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	1	0	2	0	1
14581	41426	"Lac de Bretaye"	46.32603	7.07212	662	"AWI"	662	3734	4309	3947	39	3	71	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	16	9	0	0	0	0	0	39	4	0	0	0	0	0	2	0	0	0	103	0	0	0	0	0	0	21	0	0	0	0	0	2	0	0	3	2	0	1	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	664	"AWI"	664	3742	4318	3959	53	4	61	1	0	2	3	0	11	0	0	0	0	0	0	0	0	0	0	21	5	0	0	0	0	0	22	9	0	0	0	0	0	2	0	0	0	81	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	2	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	666	"AWI"	666	3763	4331	3973	44	5	53	0	0	0	3	0	3	1	0	0	0	0	0	0	0	0	0	20	5	0	0	0	0	0	24	6	0	0	0	0	0	2	0	0	0	122	24	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	1	0	2	3	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	668	"AWI"	668	3805	4341	3995	49	3	52	0	0	0	6	0	6	3	0	0	0	0	0	0	0	0	0	18	9	0	0	0	0	0	35	5	0	0	0	0	0	1	0	0	0	109	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	1	0	2	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	670	"AWI"	670	3834	4351	4019	43	9	45	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	29	6	0	0	0	0	0	24	17	0	0	0	0	0	1	0	0	0	98	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	3	4	0	4	2	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	672	"AWI"	672	3858	4361	4042	52	7	29	0	0	1	4	0	6	0	0	0	0	0	0	0	0	0	0	14	5	0	0	0	0	0	24	12	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	3	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	674	"AWI"	674	3878	4371	4062	80	8	13	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	0	0	37	2	0	0	0	0	0	1	0	0	0	141	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	1	0	1	4	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	676	"AWI"	676	3889	4385	4077	61	4	26	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	14	6	0	0	0	0	0	44	7	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	2	0	1	3	2	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	678	"AWI"	678	3901	4398	4092	75	7	18	1	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	16	5	0	0	0	0	0	40	8	0	0	0	0	0	2	0	0	0	120	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	1	0	2	7	3	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	680	"AWI"	680	3911	4412	4110	73	10	22	1	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	18	6	0	0	0	0	0	45	6	0	0	0	0	0	3	0	0	0	111	0	0	0	0	0	0	31	0	1	0	0	0	0	0	0	1	0	1	2	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	682	"AWI"	682	3960	4427	4148	79	5	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	24	4	0	0	0	0	0	31	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	9	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	684	"AWI"	684	4035	4438	4198	87	7	0	0	0	0	1	0	3	1	0	0	0	0	0	0	0	0	0	18	4	0	0	0	0	0	40	8	0	0	0	0	0	2	0	0	0	97	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	3	0	0	6	2	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	686	"AWI"	686	4100	4454	4249	77	6	21	1	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	12	3	0	0	0	0	0	40	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	1	5	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	688	"AWI"	688	4147	4471	4302	58	6	17	0	0	1	1	0	3	0	0	0	0	0	0	0	0	0	0	16	3	0	0	0	0	0	56	13	0	0	0	0	0	1	0	0	0	102	42	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	1	10	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	690	"AWI"	690	4190	4487	4359	61	2	0	0	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	12	5	0	0	0	0	0	79	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	3	0	0	11	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	692	"AWI"	692	4233	4519	4410	59	4	26	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	16	9	0	0	0	0	0	59	7	0	1	0	0	0	0	0	0	0	95	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	1	4	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	694	"AWI"	694	4263	4581	4459	51	5	0	0	0	1	1	0	5	0	0	0	0	0	0	0	0	0	0	25	2	0	0	0	0	0	60	19	0	0	0	0	0	1	0	0	0	73	0	0	0	0	1	0	18	0	0	0	0	0	0	0	0	4	0	1	9	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	696	"AWI"	696	4287	4663	4507	78	12	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	23	9	0	0	0	0	0	67	12	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	0	1	0	2	19	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	698	"AWI"	698	4330	4718	4546	51	11	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	22	4	0	0	0	0	0	33	32	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	3	0	1	24	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	700	"AWI"	700	4362	4764	4583	107	13	0	0	0	0	1	0	2	2	0	0	0	0	0	0	0	0	0	30	2	0	1	0	0	0	18	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	3	0	2	39	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	704	"AWI"	704	4410	4915	4653	140	14	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	17	1	0	0	0	0	0	4	10	3	0	0	0	0	2	0	0	0	0	0	0	0	0	0	3	16	0	0	0	0	0	0	0	0	3	2	5	53	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	712	"AWI"	712	4475	5276	4785	61	14	0	0	0	1	1	0	3	1	0	0	0	0	0	0	0	0	0	24	2	0	0	0	0	0	19	11	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	1	3	62	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	720	"AWI"	720	4644	5380	4991	110	5	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	13	6	0	0	0	0	0	14	11	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	28	0	0	0	0	0	0	0	0	0	0	6	5	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	728	"AWI"	728	4723	5558	5199	186	3	12	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	24	4	0	0	0	0	0	16	18	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	2	2	1	23	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	736	"AWI"	736	5115	5625	5376	108	10	19	0	0	1	4	0	4	0	0	0	0	0	0	0	1	0	0	8	6	0	0	0	0	0	27	10	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	1	0	2	36	2	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	744	"AWI"	744	5406	5772	5551	119	25	12	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	19	3	0	0	0	0	0	11	14	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	10	0	0	0	0	0	0	0	0	2	0	4	42	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	760	"AWI"	760	6869	7472	7187	36	26	0	1	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	5	44	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	0	24	0	0	0	0	0	0	0	0	0	2	11	111	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	768	"AWI"	768	7495	7863	7684	10	20	4	0	0	0	0	0	10	0	0	0	0	0	0	0	0	1	0	57	3	0	0	0	0	0	0	44	0	0	0	0	0	2	0	0	0	0	52	0	0	0	0	0	18	0	0	0	0	0	0	0	0	3	1	15	108	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	776	"AWI"	776	7607	8763	8183	4	21	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	46	4	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	14	0	0	0	0	0	0	0	0	1	1	15	54	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	784	"AWI"	784	8284	8867	8553	2	10	0	0	0	0	2	0	15	0	0	0	0	0	0	0	0	0	0	49	4	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	1	16	83	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	792	"AWI"	792	8711	9204	8937	0	15	0	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	0	77	4	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	2	1	12	111	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	800	"AWI"	800	9060	9678	9443	0	5	0	2	0	1	1	0	18	0	0	0	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	1	0	0	2	1	17	71	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	808	"AWI"	808	9263	10265	9924	0	1	0	0	0	0	1	0	18	0	0	0	0	0	0	0	0	0	0	99	3	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	116	0	0	0	0	0	16	0	0	0	0	0	1	0	0	3	1	10	77	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	820	"AWI"	820	9675	10486	10241	0	2	0	0	0	0	5	0	11	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	1	0	0	4	1	6	47	2	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	832	"AWI"	832	9826	10779	10381	0	0	0	1	0	0	8	0	6	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	840	"AWI"	840	9895	10937	10461	0	0	0	4	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	860	"AWI"	860	10125	11219	10699	0	0	0	2	0	0	19	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	864	"AWI"	864	10169	11266	10747	0	0	0	2	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	872	"AWI"	872	10251	11374	10835	0	0	0	1	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	1	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	888	"AWI"	888	10437	11597	11024	0	0	0	2	0	0	15	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	896	"AWI"	896	10539	11670	11122	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	904	"AWI"	904	10633	11777	11209	0	0	0	0	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	912	"AWI"	912	10738	11856	11302	0	0	0	1	0	0	11	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	928	"AWI"	928	10941	12035	11496	0	0	0	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14581	41426	"Lac de Bretaye"	46.32603	7.07212	936	"AWI"	936	11045	12144	11592	0	0	0	0	0	0	36	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	2	0
