"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fabaceae"	"Fagus"	"Fraxinus"	"Geraniaceae"	"Ilex"	"Juniperus"	"Larix"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	10	"AWI"	10	-7	2881	1003	20.7547169811321	0	15.0943396226415	0	0	0	0	0	0	11.3207547169811	0	0	0	0	0	11.3207547169811	0	0	0	0	0	25.4716981132075	0	0	0	0	0	6.60377358490566	2.83018867924528	0	0	0	0	5.66037735849057	0	0	0	0	0.943396226415094	0	0	0	0	0	0	0	0	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	50	"AWI"	50	4098	4631	4348	47.588424437299	0.321543408360129	8.36012861736334	0	0	0	0	0	0	4.18006430868167	0	0	0	0	0	5.46623794212219	1.60771704180064	0	0	0	0.321543408360129	18.6495176848875	1.92926045016077	0	0	0	0	1.60771704180064	1.60771704180064	0	0	0	0	6.43086816720257	0	0	0	0	0	0	0	0	0	0	0	0	1.92926045016077	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	60	"AWI"	60	4213	4875	4490	25.3125	0	7.5	0	0	0	0	0	0	5.9375	0	0	0	0	0	14.375	0.3125	0	0	0	0	33.125	3.75	0	0	0	0	0	0.3125	0	0	0	0	5.625	0	0	0	0	0	0	0	0	0	0	0	0	3.75	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	70	"AWI"	70	4334	5073	4650	29.6529968454259	0.315457413249211	8.83280757097792	0	0	0	0	0	0	11.98738170347	0	0	0	0.315457413249211	0	11.6719242902208	2.8391167192429	0	0	0	0	17.6656151419558	2.20820189274448	0	0	0	0	2.8391167192429	2.52365930599369	0.630914826498423	0	0	0	6.30914826498423	0	0	0	0	0	0.946372239747634	0	0	0	0	0	0	1.26182965299685	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	80	"AWI"	80	4454	5240	4815	41.1764705882353	0	11.4186851211073	0	0	0	0.69204152249135	0	0	5.19031141868512	0	0	0	0	0	8.65051903114187	0.69204152249135	0	0	0	0	16.9550173010381	5.19031141868512	0	0	0	0	1.3840830449827	0.69204152249135	1.03806228373702	0	0	0	5.19031141868512	0	0	0	0	0	0	0	0	0	0	0	0	1.73010380622837	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	90	"AWI"	90	4587	5379	4985	38.8185654008439	0.210970464135021	8.22784810126582	0	0	0	0	0.421940928270042	0	6.75105485232067	0	0	0	0.210970464135021	0	8.43881856540084	2.53164556962025	0	0	0	0	22.7848101265823	2.74261603375527	0	0	0	0	0	1.68776371308017	0	0	0	0	6.11814345991561	0	0	0	0	0	0.210970464135021	0	0	0	0	0	0	0.843881856540084	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	100	"AWI"	100	4755	5523	5154	39.2156862745098	0	8.68347338935574	0	0	0	0	0.280112044817927	0	4.20168067226891	0	0	0	0	0	5.88235294117647	0.560224089635854	0	0	0	0	22.6890756302521	4.20168067226891	0	0	0	0	0.560224089635854	5.60224089635854	0	0	0	0	6.1624649859944	0	0	0	0	0	0	0	0	0	0	0	0	1.96078431372549	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	110	"AWI"	110	4928	5642	5321	40.6947890818859	0.248138957816377	11.166253101737	0	0	0	0	0	0	10.4218362282878	0	0	0	0	0	5.95533498759305	2.48138957816377	0	0	0	0	15.3846153846154	2.48138957816377	0	0	0.248138957816377	0	0	1.73697270471464	0	0	0	0	6.45161290322581	0	0	0	0	0	0.248138957816377	0	0	0	0	0	0	2.48138957816377	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	120	"AWI"	120	5091	5754	5486	30.0940438871473	0	13.7931034482759	0	0	0	0.313479623824451	0	0	7.52351097178683	0	0	0	0	0	12.2257053291536	0.626959247648903	0	0	0	0	20.0626959247649	3.76175548589342	0	0	0	0	1.25391849529781	1.56739811912226	0	0	0	0.313479623824451	6.26959247648903	0	0	0	0	0	0	0	0	0	0	0	0	2.19435736677116	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	130	"AWI"	130	5393	5845	5649	32.8083989501312	0.131233595800525	7.8740157480315	0	0	0	0	0	0	8.53018372703412	0	0	0	0	0	9.71128608923885	6.69291338582677	0	0	0	0	15.2230971128609	5.249343832021	0	0	1.0498687664042	0	0.26246719160105	2.36220472440945	0	0	0	0.656167979002625	6.2992125984252	0	0	0	0	0	0.131233595800525	0	0	0	0	0	0	3.01837270341207	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	140	"AWI"	140	5638	5952	5792	17.0909090909091	0.145454545454545	10.3272727272727	0	0	0	0.145454545454545	0.363636363636364	0	4.50909090909091	0	0	0	0	0	16	1.96363636363636	0	0	0	0	28.2181818181818	4.8	0	0	0	0	0.363636363636364	1.89090909090909	0	0	0	0	8.94545454545455	0	0	0	0	0	0.8	0	0	0	0	0	0	4.43636363636364	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	150	"AWI"	150	5724	6168	5927	14.6551724137931	0.21551724137931	6.89655172413793	0	0	0	0.646551724137931	0.21551724137931	0	1.50862068965517	0	0	0	0	0	14.6551724137931	4.52586206896552	0	0	0	0.21551724137931	40.301724137931	3.01724137931034	0	0	0	0	0.21551724137931	1.07758620689655	0	0	0	0	7.97413793103448	0	0	0	0	0	0.862068965517241	0	0	0	0	0	0	3.01724137931034	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	160	"AWI"	160	5828	6324	6058	5.1980198019802	0.495049504950495	3.21782178217822	0	0	0	0	0	0	0.495049504950495	0	0	0	0	0	10.6435643564356	1.48514851485149	0	0	0	0	61.6336633663366	3.21782178217822	0	0	0	0	0.247524752475248	1.73267326732673	0	0	0	0	4.95049504950495	0	0	0	0	0	0	0	0	0	0.247524752475248	0	0	6.43564356435644	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	170	"AWI"	170	5953	6480	6193	5.66037735849057	0.343053173241852	3.43053173241853	0	0	0	0.171526586620926	0.171526586620926	0	1.20068610634648	0	0	0	0	0	8.91938250428817	2.40137221269297	0	0	0	0	58.4905660377358	6.86106346483705	0	0	0	0	0	1.71526586620926	0	0	0	0	4.11663807890223	0	0	0	0	0	0	0	0	0	0	0	0	6.5180102915952	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	180	"AWI"	180	6102	6596	6317	5.92885375494071	0	5.92885375494071	0	0	0	0	0	0	2.37154150197628	0	0	0	0	0	12.2529644268775	1.18577075098814	0	0	0	0	34.3873517786561	14.2292490118577	0	0	0	0	0.790513833992095	1.18577075098814	0	0	0	0	11.0671936758893	0	0	0	0	0	0	0	0	0	0	0	0	10.6719367588933	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	190	"AWI"	190	6265	6745	6474	5.43478260869565	0.815217391304348	4.89130434782609	0	0	0	0.271739130434783	0	0	0.407608695652174	0	0	0	0	0	19.8369565217391	5.57065217391304	0	0	0	0	4.7554347826087	25.4076086956522	0	0	0	0	0	2.58152173913043	0	0.815217391304348	0	0	14.2663043478261	0	0	0	0	0	0.135869565217391	0	0	0	0	0	0	14.8097826086957	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	210	"AWI"	210	6538	7169	6856	4.51127819548872	0	4.88721804511278	0	0	0	1.12781954887218	0	0	2.25563909774436	0	0	0	0	0	39.0977443609023	1.50375939849624	0	0	0	0	7.5187969924812	10.5263157894737	0	0	0	0	0	2.25563909774436	0	0	0	0	11.6541353383459	0	0	0	0	0	0	0	0	0	0	0	0	14.6616541353383	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	220	"AWI"	220	6705	7334	7063	1.54525386313466	0.883002207505519	4.08388520971302	0	0	0	0.441501103752759	0.441501103752759	0	3.3112582781457	0	0	0	0	0	28.1456953642384	4.41501103752759	0	0	0	0	0.551876379690949	26.0485651214128	0	0	0	0	0	2.53863134657837	0	0	0	0	9.93377483443709	0	0	0	0	0	0.11037527593819	0	0.11037527593819	0	0	0	0	17.439293598234	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	230	"AWI"	230	6936	7449	7262	0.825082508250825	0.66006600660066	1.65016501650165	0	0	0	0.165016501650165	0.165016501650165	0	2.97029702970297	0	0	0	0	0	37.1287128712871	8.25082508250825	0	0	0	0	0.165016501650165	16.6666666666667	0	0.165016501650165	0	0	0.165016501650165	2.47524752475248	0	0	0	0	9.24092409240924	0	0	0	0	0	0	0	0	0	0	0	6.27062706270627	13.036303630363	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	250	"AWI"	250	7303	7685	7495	0	0	1.26984126984127	0	0	0	0.317460317460317	0.317460317460317	0	13.6507936507937	0	0	0	0	0	20	3.80952380952381	0	0	0	0	1.26984126984127	26.984126984127	0	0	0	0	0.317460317460317	1.26984126984127	0	0	0	0	16.1904761904762	0	0	0	0	0	0	0	0	0	0	0	0	14.6031746031746	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	280	"AWI"	280	7502	7995	7741	0.636435958631663	0.318217979315831	2.14797136038186	0.0795544948289578	0	0	0.238663484486874	0.0795544948289578	0	3.89817024661893	0	1.03420843277645	0	0	0	27.5258552108194	12.2513922036595	0	0	0	0	0.477326968973747	9.78520286396181	0	0	0	0	0.159108989657916	3.73906125696102	0	0	0	0	8.6714399363564	0	0	0	0	0	0	0	0.159108989657916	0	0.0795544948289578	0	0	28.6396181384248	0.0795544948289578	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	310	"AWI"	310	7734	8240	7986	1.28205128205128	0.427350427350427	3.84615384615385	0	0	0	0.854700854700855	0	0	1.70940170940171	0	0	0	0	0	36.3247863247863	27.3504273504274	0	0	0	0	0.427350427350427	4.27350427350427	0	0	0	0	0	3.84615384615385	0	0	0	0	6.83760683760684	0	0	0	0	0	0	0	0	0	0	0	0	12.8205128205128	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	340	"AWI"	340	8028	8480	8247	0.45662100456621	0.228310502283105	1.59817351598174	0	0	0	0.45662100456621	0.228310502283105	0	2.05479452054794	0	0.228310502283105	0	0	0	48.1735159817352	16.8949771689498	0	0	0	0	0.45662100456621	1.36986301369863	0	0	0	0	0	2.73972602739726	0	0	0	0	5.25114155251141	0	0	0	0	0	0	0	0	0	0	0	0	19.8630136986301	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	360	"AWI"	360	8230	8768	8503	1.0593220338983	0	1.90677966101695	0	0	0	0.211864406779661	0	0	1.27118644067797	0	0	0	0	0	31.5677966101695	35.5932203389831	0	0	0	0	1.0593220338983	1.0593220338983	0	0	0	0	0	3.38983050847458	0	0	0	0	5.08474576271187	0	0	0	0	0	0	0	0	0	0	0	0	17.7966101694915	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	380	"AWI"	380	8499	8960	8755	0.290697674418605	0.581395348837209	1.45348837209302	0	0	0	1.45348837209302	0	0	1.16279069767442	0	0	0	0	0	45.6395348837209	20.6395348837209	0	0	0	0	0	0	0	0	0	0	0	1.45348837209302	0	0	0	0	3.48837209302326	0	0	0	0	0	0	0	0.290697674418605	0	0	0	0	23.546511627907	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	400	"AWI"	400	8789	9522	9114	0	0.515463917525773	2.06185567010309	0	0	0	1.54639175257732	0	0	1.20274914089347	0	0	0	0	0	68.3848797250859	0.515463917525773	0	0	0	0	0	0	0	0	0	0	0	1.71821305841924	0	0	0	0	11.1683848797251	0	0	0	0	0	0	0	0	0	0	0	0	12.8865979381443	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	410	"AWI"	410	8959	9746	9356	0	0.335570469798658	0.335570469798658	0	0	0	0.335570469798658	0	0	2.68456375838926	0	0	0	0	0	71.4765100671141	0	0	0	0	0	0	0	0	0	0	0.335570469798658	0	3.35570469798658	0	0	0	0	10.0671140939597	0	0	0	0	0	0	0	0	0	0	0	0	11.0738255033557	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	420	"AWI"	420	9204	9954	9610	0	0	1.02040816326531	0	0	0	0.76530612244898	0	0	2.04081632653061	0	0	0	0	0	47.9591836734694	1.53061224489796	0	0	0	0	0	0	0	0	0	0	0	4.59183673469388	0	0	0	0	16.0714285714286	0	0	0	0	0	0	0	0	0	0	0	0	26.0204081632653	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	430	"AWI"	430	9553	10092	9846	0	0	0.772200772200772	0	0	0	0.386100386100386	0	0	5.40540540540541	0	0	0	0	0	50.965250965251	1.15830115830116	0	0	0	0.193050193050193	0	0	0	0	0	0	0	5.79150579150579	0	0	0	0	14.2857142857143	0	0	0	0	0.193050193050193	0.193050193050193	0	0	0	0	0	0	20.6563706563707	0	0
15687	24050	"Gänsemoos Schwarzenburg"	46.83472	7.35639	450	"AWI"	450	10005	10764	10358	0	0.343642611683849	1.71821305841924	0	0	0	0	0.343642611683849	0	7.21649484536082	0	0	0	0	0	49.8281786941581	0.343642611683849	0	0	0	0	0	0	0	0	0	0	0	18.213058419244	0	0	0	1.03092783505155	1.3745704467354	0	0	0	0	0	0.343642611683849	0	0	0	0	0	0	19.2439862542955	0	0
