"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Lythraceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
23669	40955	"Burgaschisee"	47.16969	7.66823	431.9	"AWI"	431.9	3700.8	3859.9	3773.4	12.4338624338624	0.793650793650794	0	0	0	0	0.264550264550265	0.529100529100529	0	3.43915343915344	0	0	0	0	0	0	0	0	19.3121693121693	0	1.05820105820106	0	0	0	0	0	42.5925925925926	0	2.91005291005291	0	0	0	0.529100529100529	0	0	0	0	0	0	0	0	0	0.529100529100529	1.32275132275132	0	0	0	0	0	10.8465608465608	0	0	0	0	0	1.05820105820106	0	0	0	0	0	0.793650793650794	1.32275132275132	0.264550264550265	0	0
23669	40955	"Burgaschisee"	47.16969	7.66823	432.6	"AWI"	432.6	3717.2	3875.2	3788.6	16.4021164021164	0.264550264550265	0	0	0	0	0	0.264550264550265	0	4.23280423280423	0	0	0	0	0	0	0	0	16.1375661375661	0	0.264550264550265	0	0	0	0	0	39.4179894179894	0	5.29100529100529	0	0	0	0.264550264550265	0	0	0	0	0	0	0	0	0	1.05820105820106	0.793650793650794	0	0	0	0	0	12.6984126984127	0	0	0	0	0	0.793650793650794	0	0	0	0.529100529100529	0	1.05820105820106	0.529100529100529	0	0	0
23669	40955	"Burgaschisee"	47.16969	7.66823	433.35	"AWI"	433.35	3732.65	3891.35	3804.7	15.035799522673	0.238663484486874	0	0.238663484486874	0	0	0	0	0	4.5346062052506	0	0.238663484486874	0	0	0	0	0	0	15.035799522673	0	1.19331742243437	0	0	0	0	0	37.708830548926	0	5.25059665871122	0	0	0	0.477326968973747	0	0	0	0	0	0	0	0	0	2.14797136038186	1.19331742243437	0	0	0	0.238663484486874	0	14.3198090692124	0	0	0	0	0	0.238663484486874	0	0	0.238663484486874	0	0	0.715990453460621	0.954653937947494	0	0	0
23669	40955	"Burgaschisee"	47.16969	7.66823	434	"AWI"	434	3745	3905	3819	12.5641025641026	0	0	0.256410256410256	0	0	0	0.256410256410256	0	2.82051282051282	0	0	0	0	0	0	0	0	17.4358974358974	0	0.769230769230769	0	0	0	0	0	41.7948717948718	0	6.15384615384615	0	0	0	0.256410256410256	0	0	0	0	0	0	0	0	0	0.769230769230769	0.512820512820513	0	0	0	0	0	13.0769230769231	0	0	0	0	0	0.512820512820513	0	0	0.256410256410256	0.512820512820513	0	0.512820512820513	1.53846153846154	0	0	0
23669	40955	"Burgaschisee"	47.16969	7.66823	434.6	"AWI"	434.6	3757	3918.8	3833.4	6.78391959798995	0	0	0	0	0	0	0	0	4.2713567839196	0	0	0	0	0	0	0	0	14.8241206030151	0	1.00502512562814	0	0	0	0	0	49.2462311557789	0	9.2964824120603	0	0	0	0.50251256281407	0	0	0	0	0	0	0	0	0	1.25628140703518	0.753768844221105	0	0	0	0	0	9.04522613065327	0	0	0	0	0	0	0	0	0	0.50251256281407	0	0.50251256281407	2.01005025125628	0	0	0
23669	40955	"Burgaschisee"	47.16969	7.66823	435.2	"AWI"	435.2	3769.2	3932.2	3847.8	13.1233595800525	0.26246719160105	0	0	0	0	0	0	0	2.6246719160105	0	0	0	0	0	0	0	0	14.9606299212598	0	0.26246719160105	0	0	0	0	0	43.8320209973753	0	6.2992125984252	0	0	0	0.5249343832021	0	0	0	0	0	0	0	0	0	1.31233595800525	1.83727034120735	0	0	0	0	0	13.1233595800525	0	0	0	0	0	0.26246719160105	0	0.26246719160105	0	0.5249343832021	0	0	0.78740157480315	0	0	0
23669	40955	"Burgaschisee"	47.16969	7.66823	435.85	"AWI"	435.85	3782.85	3945.85	3863.4	15.8024691358025	0	0	0	0	0	0	0	0	1.97530864197531	0	0	0	0	0	0	0	0	12.8395061728395	0	0.493827160493827	0	0	0	0	0	50.8641975308642	0	5.4320987654321	0	0	0	0.493827160493827	0	0	0	0	0	0	0	0	0	0.740740740740741	0.740740740740741	0	0	0	0	0	9.1358024691358	0	0	0	0	0	0	0	0	0	0.493827160493827	0	0.246913580246914	0.740740740740741	0	0	0
23669	40955	"Burgaschisee"	47.16969	7.66823	436.6	"AWI"	436.6	3799.2	3960.4	3880.8	14.6529562982005	0	0	0	0	0	0	0.51413881748072	0	4.88431876606684	0	0	0	0	0	0	0	0	9.76863753213368	0	0.77120822622108	0	0	0	0	0	48.8431876606684	0	9.51156812339332	0	0	0	0	0	0	0	0	0	0	0	0	0	0.51413881748072	0.77120822622108	0	0	0	0	0	7.45501285347044	0	0	0	0	0	0	0	0	0	0.25706940874036	0	1.02827763496144	1.02827763496144	0	0	0
23669	40955	"Burgaschisee"	47.16969	7.66823	437.3	"AWI"	437.3	3815.2	3974	3897.2	11.138014527845	0	0	0	0	0	0	0	0	3.87409200968523	0	0	0	0	0	0	0	0	9.9273607748184	0	0.484261501210654	0	0	0	0	0	51.5738498789346	0	8.23244552058111	0	0	0	0.242130750605327	0	0	0	0	0	0	0	0	0	0.968523002421308	1.21065375302663	0	0	0	0	0	8.47457627118644	0	0	0	0	0	0.242130750605327	0	0.242130750605327	0	0.484261501210654	0	1.45278450363196	1.45278450363196	0	0	0
23669	40955	"Burgaschisee"	47.16969	7.66823	437.95	"AWI"	437.95	3830.8	3987	3912.8	13.986013986014	0.466200466200466	0	0	0	0	0.233100233100233	0	0	3.26340326340326	0	0	0	0	0	0	0	0	13.5198135198135	0	0.233100233100233	0	0	0	0	0	47.0862470862471	0	9.55710955710956	0	0	0	0	0	0	0	0	0	0	0	0	0	1.63170163170163	1.3986013986014	0	0	0	0	0	6.75990675990676	0	0	0	0	0	0.466200466200466	0	0.233100233100233	0	0.233100233100233	0	0.233100233100233	0.699300699300699	0	0	0
