"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Ericales"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Gentianaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Linaceae"	"Lythraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Taxus"	"Tilia"	"Ulmus"	"Urticaceae"	"Verbenaceae"	"Viburnum"	"Vitaceae"
24186	42557	"Großvillars Alter See"	49.042312	8.758684	250	"AWI"	250	1394	1762	1576	5	3	44	33	1	0	0	2	0	8	0	1	4	0	0	0	0	32	56	0	0	40	0	11	0	0	0	88	0	4	0	0	0	0	30	0	96	0	0	0	0	0	123	0	0	0	0	2	0	0	0	0	0	3	5	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	260	"AWI"	260	1498	1807	1636	2	3	40	11	0	0	0	0	0	6	0	0	2	0	0	0	0	17	34	0	0	17	0	11	0	1	0	20	0	1	0	1	0	0	8	5	83	0	0	0	0	0	37	0	0	0	0	2	0	0	0	0	0	6	6	1	0	0	1
24186	42557	"Großvillars Alter See"	49.042312	8.758684	270	"AWI"	270	1582	1893	1711	1	2	69	4	0	0	0	3	0	9	0	1	2	0	0	0	0	33	145	0	0	12	0	8	0	1	0	0	0	1	0	0	0	0	11	3	245	0	0	0	1	0	33	0	0	1	0	2	0	0	0	0	0	1	1	2	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	280	"AWI"	280	1649	2021	1799	3	1	29	0	0	0	0	2	0	7	0	0	0	0	0	0	0	19	59	0	0	3	0	6	0	0	0	54	0	1	0	0	0	0	2	3	234	0	0	0	0	0	17	0	0	0	0	1	0	0	0	0	0	2	6	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	290	"AWI"	290	1730	2151	1886	2	0	42	1	0	0	0	0	0	18	0	1	2	0	0	0	0	26	87	0	0	0	0	4	0	0	0	15	0	1	0	0	0	0	6	1	133	0	0	0	0	0	42	0	0	0	0	4	0	0	0	0	0	1	4	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	292.5	"AWI"	292.5	1772	2176	1905.5	4	2	19	1	0	0	0	0	0	11	0	0	0	0	0	0	0	11	61	0	0	3	0	6	0	0	0	21	0	1	0	0	1	0	3	1	161	0	0	0	0	0	17	0	0	0	0	2	0	0	0	0	1	1	6	0	0	0	1
24186	42557	"Großvillars Alter See"	49.042312	8.758684	295	"AWI"	295	1803	2205	1927	1	1	44	2	0	0	0	1	0	19	0	0	2	0	0	0	0	22	100	0	0	4	0	1	0	2	0	26	0	0	0	0	0	0	5	1	137	0	0	0	0	0	39	0	0	2	0	3	0	0	0	0	1	2	6	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	297.5	"AWI"	297.5	1825.5	2241.5	1949	0	2	38	1	0	0	0	2	0	4	0	0	0	0	0	0	0	7	18	0	0	2	0	9	0	0	0	8	0	0	0	0	0	0	0	1	49	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	1	8	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	300	"AWI"	300	1844	2278	1971	3	4	108	4	1	0	0	5	0	25	0	0	3	0	0	0	0	50	66	0	0	20	0	17	0	1	0	25	0	0	0	0	1	0	5	3	192	0	0	0	0	0	76	0	0	2	0	9	0	0	0	1	0	2	14	2	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	302.5	"AWI"	302.5	1902.5	2315.5	2046.5	0	1	16	0	0	0	0	2	0	2	0	0	0	0	0	0	0	4	4	0	0	0	0	1	0	2	0	3	0	0	0	0	0	0	0	0	23	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	305	"AWI"	305	1933	2365	2124	0	0	48	1	0	0	0	3	0	2	0	0	0	0	0	0	0	13	7	0	0	1	0	7	0	0	0	20	0	0	0	0	0	0	0	1	41	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	3	12	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	307.5	"AWI"	307.5	1952	2467.5	2198	0	0	33	0	0	0	0	1	0	4	0	0	0	0	0	0	0	7	4	0	0	1	0	3	0	0	0	7	0	1	0	0	1	0	0	0	26	0	0	0	0	0	6	0	0	0	0	1	0	0	0	1	0	1	9	0	0	0	1
24186	42557	"Großvillars Alter See"	49.042312	8.758684	310	"AWI"	310	1969	2601	2269	0	2	157	1	0	0	0	6	0	3	0	0	2	0	0	0	0	31	25	0	0	8	0	12	0	1	0	54	0	0	0	0	0	0	2	0	80	0	0	0	0	1	27	0	0	1	0	4	0	0	0	0	0	4	17	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	312.5	"AWI"	312.5	2100.5	2618	2333.5	0	0	38	0	0	0	0	0	0	1	0	0	0	0	0	0	0	6	0	0	0	2	0	0	0	0	0	15	0	0	0	0	0	0	0	0	12	0	0	0	0	0	7	0	0	1	0	0	0	0	0	0	0	2	22	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	315	"AWI"	315	2211	2640	2404	0	0	52	1	0	0	0	0	0	3	0	0	0	0	0	0	0	12	5	0	0	2	0	3	0	0	0	16	0	0	0	0	0	0	0	0	30	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	2	6	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	317.5	"AWI"	317.5	2302.5	2666.5	2483	2	2	175	1	0	0	0	2	0	10	0	0	1	0	0	0	0	47	25	0	0	13	0	9	0	1	0	46	0	0	0	0	1	0	0	0	183	0	0	0	0	0	24	0	0	2	0	1	0	0	0	0	1	7	25	0	0	0	1
24186	42557	"Großvillars Alter See"	49.042312	8.758684	320	"AWI"	320	2366	2717	2558	0	3	359	4	0	0	0	6	0	21	0	1	2	0	0	1	0	89	54	0	0	32	0	15	0	1	0	67	0	1	0	0	1	0	0	1	274	0	0	0	0	0	54	0	0	0	0	7	0	0	0	0	1	12	38	1	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	322.5	"AWI"	322.5	2452	2874.5	2683	0	0	94	1	0	0	0	1	0	4	0	0	0	0	0	0	0	16	9	0	0	6	0	10	0	1	0	17	0	0	0	0	0	0	2	1	81	0	0	0	0	0	17	0	0	1	0	0	0	0	0	0	0	1	23	1	0	0	1
24186	42557	"Großvillars Alter See"	49.042312	8.758684	325	"AWI"	325	2497	3069	2807	0	0	48	0	0	0	0	2	0	2	0	0	0	0	0	0	0	10	8	0	0	6	0	4	0	0	0	11	0	0	0	0	0	0	0	2	94	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	15	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	327.5	"AWI"	327.5	2533.5	3291.5	2931.5	2	0	107	1	0	0	0	1	0	3	0	0	0	0	0	0	0	28	16	0	0	22	0	12	0	0	0	21	0	0	0	0	0	0	0	0	170	0	0	0	0	0	30	0	0	0	0	1	0	0	0	0	1	5	44	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	330	"AWI"	330	2563	3523	3056	1	1	119	0	0	0	0	0	0	8	0	0	0	0	0	0	0	37	11	0	0	10	0	8	0	0	0	68	0	0	0	0	0	0	1	4	157	0	0	0	0	0	34	0	0	0	0	0	0	0	0	0	0	9	39	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	332.5	"AWI"	332.5	2798	3554	3177.5	1	1	101	1	0	0	0	0	0	10	0	0	0	0	0	0	0	25	14	0	0	18	0	13	0	0	0	41	0	1	0	0	0	0	1	2	218	0	0	0	0	0	29	0	0	0	0	1	0	0	0	0	2	6	18	2	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	335	"AWI"	335	3020	3591	3297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	337.5	"AWI"	337.5	3182.5	3640	3420.5	1	0	85	1	0	0	0	4	0	3	0	0	0	0	0	0	0	43	9	0	0	6	0	9	0	0	0	25	0	0	0	0	1	0	1	4	205	0	0	0	0	0	28	0	0	0	0	3	0	0	0	0	1	5	24	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	340	"AWI"	340	3279	3745	3545	3	1	121	0	1	0	0	3	0	11	0	0	1	0	0	0	0	39	19	0	0	11	0	13	0	0	0	35	0	0	0	0	2	0	0	0	140	0	0	0	0	0	47	0	0	0	0	1	0	0	0	0	2	10	30	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	342.5	"AWI"	342.5	3334	3787.5	3589.5	1	0	106	0	0	0	0	0	0	2	0	0	0	0	0	0	0	45	9	0	0	7	0	8	0	0	0	19	0	1	0	0	0	0	0	1	181	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	4	25	1	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	345	"AWI"	345	3382	3862	3631	1	0	166	0	0	0	0	2	0	5	0	1	0	0	0	0	0	46	7	0	0	6	0	4	0	1	0	32	0	0	0	0	0	0	0	1	233	0	0	0	0	0	17	0	0	0	0	3	0	0	0	0	0	10	24	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	347.5	"AWI"	347.5	3414	3954	3670	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	30	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	352.5	"AWI"	352.5	3488.5	4094	3753	0	5	156	2	1	0	0	3	0	9	0	0	0	0	0	0	0	43	16	0	0	4	0	10	0	0	0	23	0	0	0	0	0	0	0	0	82	0	0	0	0	0	16	0	0	0	0	1	0	0	0	0	0	13	14	2	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	355	"AWI"	355	3525	4136	3797	0	0	29	1	0	0	0	2	0	2	0	1	0	0	0	0	0	13	2	0	0	2	0	3	0	0	0	4	0	0	0	0	0	0	0	0	41	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	357.5	"AWI"	357.5	3549	4188.5	3841.5	3	1	151	0	0	0	0	1	0	3	0	0	1	0	0	0	0	48	17	0	0	7	0	12	0	0	0	44	0	0	0	0	0	0	0	0	134	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	12	35	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	360	"AWI"	360	3565	4263	3883	1	1	135	0	0	0	0	1	0	9	0	1	1	0	0	0	0	42	17	0	0	13	0	10	0	0	0	22	0	0	0	0	0	0	0	0	113	0	0	0	0	0	27	0	0	1	0	1	0	0	0	0	0	8	16	1	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	362.5	"AWI"	362.5	3614.5	4290.5	3930	0	0	105	3	0	0	0	2	0	7	0	0	0	0	0	0	0	41	9	0	0	7	0	10	0	0	0	24	0	0	0	0	1	0	1	1	138	0	0	0	0	0	36	0	0	0	0	1	0	0	0	0	0	9	32	0	0	1	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	365	"AWI"	365	3649	4325	3977	0	4	201	2	0	0	0	2	0	8	0	0	3	0	0	0	0	84	16	0	0	11	0	10	0	0	0	42	0	0	0	0	0	0	1	2	194	0	0	0	0	0	36	0	0	0	0	2	0	0	0	0	0	11	33	2	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	367.5	"AWI"	367.5	3679.5	4370.5	4024	1	1	12	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	1	0	0	0	5	0	0	0	0	0	0	0	0	55	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	370	"AWI"	370	3705	4431	4069	1	1	111	0	0	0	0	2	0	3	0	0	0	0	0	0	0	41	14	0	0	3	0	5	0	0	1	16	0	0	0	0	0	0	1	0	148	0	0	0	0	0	16	0	0	0	0	1	0	0	1	0	0	5	7	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	372.5	"AWI"	372.5	3764	4457	4113	0	1	16	1	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	0	0	0	2	0	0	0	3	0	0	0	0	0	0	0	0	14	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	375	"AWI"	375	3808	4488	4160	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	377.5	"AWI"	377.5	3840	4529	4205.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	380	"AWI"	380	3868	4581	4248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	385	"AWI"	385	4006	4625	4337	0	0	16	0	0	0	0	0	0	3	0	0	0	0	0	0	0	12	3	0	0	1	0	4	0	0	0	94	0	0	0	0	0	0	0	0	13	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	11	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	387.5	"AWI"	387.5	4049	4659	4382	3	4	47	1	0	0	0	1	0	3	0	0	0	0	0	0	0	47	11	0	0	5	0	3	0	0	0	36	0	1	0	0	0	0	0	0	59	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	32	14	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	390	"AWI"	390	4085	4703	4429	3	3	85	0	1	0	4	3	0	4	0	0	0	0	0	0	0	81	21	0	0	11	0	11	0	1	1	40	0	0	0	0	0	0	1	1	71	0	0	0	0	0	24	0	0	3	0	1	0	0	0	0	0	56	33	1	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	392.5	"AWI"	392.5	4181	4717.5	4466	1	5	96	2	0	0	0	0	0	12	0	0	1	0	0	0	0	138	13	0	0	9	0	14	0	0	0	81	0	0	0	0	0	0	0	2	80	0	0	0	0	0	28	0	0	3	0	0	0	0	0	0	0	245	38	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	395	"AWI"	395	4267	4734	4507	1	2	48	0	0	0	0	0	0	5	0	0	1	0	0	0	0	105	6	0	0	2	0	22	0	0	0	48	0	0	0	0	0	0	0	3	31	0	0	0	0	0	29	0	0	1	0	1	0	1	0	0	1	384	25	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	397.5	"AWI"	397.5	4333	4753.5	4548.5	0	3	33	0	0	0	0	2	0	3	0	0	0	0	0	0	0	121	7	0	0	7	0	19	0	0	0	22	0	0	0	0	0	0	0	3	43	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	377	54	0	0	0	1
24186	42557	"Großvillars Alter See"	49.042312	8.758684	400	"AWI"	400	4379	4787	4592	3	1	20	1	0	0	0	1	0	2	0	0	0	0	0	0	0	84	13	0	0	4	1	13	0	0	0	29	0	0	0	0	0	0	0	0	39	0	0	0	0	0	48	0	0	0	0	0	1	1	0	0	0	251	37	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	402.5	"AWI"	402.5	4446.5	4818	4643	1	6	41	0	2	0	2	4	0	2	0	0	0	0	0	0	1	131	8	0	0	3	0	12	0	0	0	39	0	0	0	0	1	0	0	1	37	0	0	0	0	0	20	0	0	2	0	0	1	1	0	0	0	330	31	1	1	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	405	"AWI"	405	4482	4906	4701	1	2	41	0	0	0	2	1	0	1	0	0	0	0	0	0	0	129	0	0	0	1	0	13	0	0	0	36	1	1	0	0	0	0	0	2	49	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	293	29	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	407.5	"AWI"	407.5	4508.5	5040.5	4752.5	1	1	17	0	0	0	1	0	0	5	0	0	0	0	0	0	0	79	4	0	0	0	0	17	0	0	0	25	0	0	0	0	0	0	0	1	36	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	184	28	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	410	"AWI"	410	4530	5191	4797	0	2	13	0	0	0	2	2	0	3	0	0	0	0	0	0	0	60	24	0	0	1	0	12	0	0	0	34	0	1	0	0	0	0	0	1	42	0	0	0	1	0	28	0	0	2	0	3	1	0	0	0	0	124	21	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	412.5	"AWI"	412.5	4574	5253	4851	0	2	8	0	0	0	0	1	0	2	0	0	0	0	0	0	0	37	5	0	0	0	0	4	0	0	0	21	0	1	0	0	0	0	0	0	25	0	0	0	0	0	11	0	0	1	0	0	0	0	0	0	0	115	12	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	415	"AWI"	415	4602	5341	4904	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	4	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	7	3	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	417.5	"AWI"	417.5	4620	5469.5	4954.5	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	18	5	0	0	1	0	0	0	0	0	11	0	0	0	0	0	0	0	0	28	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	2	0	0	0	0
24186	42557	"Großvillars Alter See"	49.042312	8.758684	420	"AWI"	420	4639	5607	5001	0	0	4	0	0	0	1	2	0	4	0	0	0	0	0	0	0	18	4	0	0	0	0	7	0	0	0	13	0	1	0	0	0	0	0	0	32	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	25	14	0	0	0	0
