"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"
15783	24259	"Creux de Croue"	46.49687	6.12357	702	"AWI"	702	11342	11881	11581	0	3	1	1	0	6	0	23	3	2	0	0	1	0	137	47	0	0	0	0	0	1	0	2	0	0	0	0	0	0	1	0	1	283	0	0	43	0	0	28	1	0	0	1	0	0	1	0	1	0	22	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	704	"AWI"	704	11359	11907	11606	2	0	0	0	0	12	0	29	0	0	0	0	1	0	37	73	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	1	294	0	0	21	0	0	17	0	0	0	2	1	0	0	0	0	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	706	"AWI"	706	11379	11932	11630	3	0	2	0	0	17	0	23	0	1	0	0	3	0	24	121	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	575	0	0	20	0	0	5	0	0	0	2	1	0	0	0	2	1	2	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	708	"AWI"	708	11401	11956	11657	0	2	8	1	0	104	0	28	0	1	0	0	2	0	20	103	0	0	0	0	0	0	0	2	0	0	0	0	0	6	1	0	0	336	8	0	72	0	0	4	1	0	1	4	0	0	0	0	5	1	1	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	710	"AWI"	710	11417	11986	11682	1	0	6	0	0	35	0	8	0	0	0	1	3	0	0	38	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	190	6	0	40	0	0	1	0	0	1	0	0	0	0	0	5	1	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	712	"AWI"	712	11442	12010	11709	0	0	8	2	0	61	0	10	0	0	0	1	5	0	4	23	0	0	0	0	0	0	0	1	0	0	0	0	0	7	2	0	0	195	2	0	66	0	0	0	1	0	2	8	0	0	0	0	4	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	718	"AWI"	718	11503	12085	11782	0	0	1	1	0	131	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	16	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	720	"AWI"	720	11520	12110	11807	0	0	5	0	0	48	0	5	0	0	0	0	5	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	88	7	0	40	0	0	0	1	0	0	1	0	0	0	0	5	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	722	"AWI"	722	11543	12132	11833	0	0	6	4	0	46	25	19	1	0	0	1	4	1	3	19	0	3	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	229	0	0	65	0	0	0	0	0	11	5	0	0	0	0	6	0	1	1	0
15783	24259	"Creux de Croue"	46.49687	6.12357	724	"AWI"	724	11564	12157	11859	0	0	7	1	0	105	0	6	1	0	0	0	3	0	0	10	0	0	0	0	0	0	0	0	0	0	0	1	0	2	4	0	0	82	9	0	66	0	0	0	2	0	14	2	0	0	1	0	7	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	726	"AWI"	726	11586	12180	11883	0	0	3	2	0	98	0	1	0	0	0	2	4	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	0	0	100	0	0	56	0	0	0	1	0	6	0	0	0	0	0	7	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	728	"AWI"	728	11609	12201	11907	0	0	8	5	0	164	0	5	0	0	0	1	9	0	2	10	0	0	0	1	0	0	0	0	0	0	0	0	0	12	1	0	0	208	15	0	66	1	0	0	1	0	11	5	0	0	0	0	8	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	730	"AWI"	730	11627	12230	11933	0	1	5	1	0	80	0	3	0	0	0	0	2	0	1	10	0	3	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	225	11	0	66	0	0	0	0	0	3	0	0	0	1	0	2	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	732	"AWI"	732	11659	12250	11958	0	0	8	0	0	118	0	6	0	0	0	2	3	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	130	6	0	75	0	0	0	1	0	1	4	0	0	0	0	7	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	734	"AWI"	734	11681	12276	11983	0	1	13	0	0	89	0	1	0	0	0	2	11	0	0	15	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	191	8	0	68	0	3	2	0	0	4	2	0	0	0	0	2	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	736	"AWI"	736	11705	12297	12007	0	0	7	3	0	72	0	4	0	0	0	1	5	0	0	8	0	0	0	0	0	1	1	0	0	0	0	0	0	9	0	0	0	96	7	0	54	0	0	0	0	0	8	2	0	0	0	0	6	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	738	"AWI"	738	11729	12318	12033	0	1	13	2	0	46	0	0	0	0	0	0	4	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	174	0	0	31	0	0	0	1	0	4	3	0	0	0	0	6	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	740	"AWI"	740	11751	12345	12059	0	0	13	7	0	195	0	4	1	0	0	1	9	0	2	12	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	135	9	0	65	0	0	0	1	0	11	1	1	0	0	0	9	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	742	"AWI"	742	11776	12361	12083	0	0	5	0	0	79	0	0	0	0	0	4	4	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	298	26	0	80	0	0	1	1	0	9	3	2	0	0	0	6	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	744	"AWI"	744	11801	12385	12108	0	0	13	3	0	108	0	3	0	0	0	1	4	0	0	9	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	0	0	142	33	0	81	0	0	0	0	0	13	1	0	0	0	0	11	1	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	746	"AWI"	746	11826	12408	12132	0	0	11	1	0	146	0	5	1	0	0	1	10	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	90	21	0	93	0	0	0	0	0	5	3	0	0	0	0	11	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	748	"AWI"	748	11853	12429	12157	0	0	19	4	0	178	0	8	0	0	0	0	9	0	0	25	1	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	146	49	0	131	0	3	0	1	0	8	4	0	0	1	0	21	0	0	1	0
15783	24259	"Creux de Croue"	46.49687	6.12357	750	"AWI"	750	11875	12455	12182	0	1	8	1	0	132	0	3	0	0	0	4	5	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	76	0	0	42	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	752	"AWI"	752	11901	12477	12208	0	0	18	2	0	126	0	1	0	0	0	5	8	0	0	26	1	2	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	170	14	0	64	0	0	0	4	0	3	2	0	0	0	0	11	0	0	1	0
15783	24259	"Creux de Croue"	46.49687	6.12357	754	"AWI"	754	11922	12496	12233	0	0	16	2	0	117	0	9	0	1	0	2	10	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	45	14	0	45	0	0	0	1	0	9	2	0	0	3	0	6	0	0	1	0
15783	24259	"Creux de Croue"	46.49687	6.12357	756	"AWI"	756	11945	12518	12257	0	1	12	0	0	69	0	3	1	0	0	2	4	0	1	5	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	150	20	0	64	0	0	0	1	0	2	0	0	0	0	0	4	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	758	"AWI"	758	11972	12538	12283	0	0	12	3	0	104	0	8	1	0	0	3	13	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	192	6	0	61	0	0	0	0	0	8	3	0	0	2	0	9	0	0	3	0
15783	24259	"Creux de Croue"	46.49687	6.12357	760	"AWI"	760	11993	12563	12310	0	0	16	6	0	174	0	16	1	0	0	3	8	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	109	8	0	100	0	0	0	0	0	7	0	3	0	0	0	12	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	762	"AWI"	762	12026	12581	12338	0	0	14	2	0	137	0	6	1	0	0	3	11	0	0	19	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0	0	284	30	0	103	1	0	0	4	0	9	4	0	0	0	0	8	0	0	1	0
15783	24259	"Creux de Croue"	46.49687	6.12357	764	"AWI"	764	12050	12602	12367	0	0	11	2	0	94	0	4	0	0	0	0	3	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	91	8	0	72	0	0	0	1	0	18	2	3	0	0	0	4	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	766	"AWI"	766	12077	12622	12394	0	0	13	3	0	88	0	5	0	0	0	0	4	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	83	10	0	63	0	0	0	1	0	17	2	2	0	0	0	8	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	768	"AWI"	768	12102	12641	12425	0	0	15	3	0	158	0	3	0	0	0	3	7	0	1	18	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	150	9	0	110	0	0	0	1	0	5	3	0	0	0	0	7	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	770	"AWI"	770	12123	12668	12449	0	0	8	5	0	100	0	5	1	1	0	0	9	0	0	15	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	234	13	0	108	0	0	0	1	0	7	2	2	0	0	0	8	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	772	"AWI"	772	12151	12686	12468	0	0	5	6	0	68	0	2	0	0	0	1	1	0	0	9	0	2	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	170	8	0	95	0	0	0	1	0	9	0	0	0	0	0	4	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	774	"AWI"	774	12177	12710	12490	0	0	11	6	0	107	0	7	0	0	0	1	8	0	2	8	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	206	13	0	93	0	0	0	0	0	13	2	0	0	0	0	12	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	776	"AWI"	776	12200	12730	12509	0	1	13	1	0	92	0	4	0	1	0	5	11	0	2	7	2	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	197	5	0	82	0	0	1	2	0	8	1	1	0	0	1	12	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	778	"AWI"	778	12225	12752	12529	0	0	10	4	0	107	0	5	1	0	3	1	6	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	140	15	0	69	0	0	0	0	0	12	2	0	0	0	0	4	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	780	"AWI"	780	12243	12778	12549	0	0	14	3	0	87	0	3	0	0	0	0	6	0	0	9	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217	13	0	102	0	0	0	1	0	13	2	0	0	0	0	10	1	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	782	"AWI"	782	12272	12795	12568	1	3	18	4	0	60	0	14	2	0	0	2	5	0	0	40	0	3	0	0	0	0	0	0	0	0	0	0	0	3	1	0	0	193	6	0	70	1	0	0	2	0	8	2	0	0	2	0	7	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	784	"AWI"	784	12294	12814	12589	0	0	6	3	0	33	0	13	1	1	0	3	2	0	0	28	0	2	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	283	7	0	75	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	786	"AWI"	786	12316	12835	12608	0	4	12	5	0	151	0	7	0	1	0	3	11	0	0	18	0	0	0	0	0	0	0	1	0	0	0	0	0	3	1	0	0	208	16	0	95	0	0	0	0	0	8	5	0	0	1	0	8	1	2	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	788	"AWI"	788	12340	12852	12629	0	0	8	0	0	49	0	5	0	1	0	8	16	0	2	29	0	0	0	0	0	0	0	1	0	0	0	0	0	4	1	0	0	238	55	0	216	0	2	1	3	0	7	3	0	0	0	0	13	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	790	"AWI"	790	12357	12878	12649	0	0	8	0	0	73	0	2	0	0	0	1	7	0	1	27	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	396	16	0	86	1	0	0	1	0	1	0	0	0	0	0	7	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	792	"AWI"	792	12387	12893	12670	0	0	10	0	0	70	0	2	0	0	0	4	10	0	0	38	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	543	18	0	90	0	0	0	0	0	3	0	0	0	0	0	8	0	0	2	0
15783	24259	"Creux de Croue"	46.49687	6.12357	794	"AWI"	794	12409	12915	12690	0	0	15	0	0	27	0	5	0	1	0	1	5	0	2	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	305	0	0	48	0	0	1	1	0	2	0	0	0	0	0	2	0	1	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	796	"AWI"	796	12435	12934	12711	0	0	9	0	0	77	0	1	0	1	0	2	12	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	265	0	0	94	0	0	0	0	0	6	0	1	0	0	0	7	0	1	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	798	"AWI"	798	12461	12951	12730	0	0	8	1	0	68	0	1	0	0	0	2	5	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	304	6	0	109	0	0	0	0	0	6	5	0	0	0	0	6	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	800	"AWI"	800	12483	12973	12753	0	0	18	0	0	125	0	7	1	0	0	0	17	0	1	59	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	490	17	0	185	1	0	0	3	0	9	3	2	0	0	0	11	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	802	"AWI"	802	12517	12990	12774	0	0	7	0	0	55	0	1	0	0	0	2	6	0	0	51	0	0	0	1	0	0	0	0	0	0	0	0	0	2	1	0	0	307	20	0	100	0	0	1	0	0	2	1	0	0	0	0	8	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	804	"AWI"	804	12543	13011	12796	0	0	2	3	0	100	0	4	1	0	0	2	9	0	1	44	0	2	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	334	0	0	139	0	0	4	1	0	14	0	0	0	0	0	10	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	806	"AWI"	806	12568	13030	12817	0	0	7	2	0	97	0	3	0	0	0	3	5	0	0	67	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	277	0	1	114	1	0	0	1	0	7	1	0	0	0	0	6	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	808	"AWI"	808	12595	13045	12837	0	0	1	2	0	43	0	1	1	0	0	3	1	0	1	41	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	485	0	0	78	1	0	0	0	0	2	3	0	0	0	0	6	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	810	"AWI"	810	12617	13065	12857	0	0	1	0	0	63	0	3	0	0	0	2	6	0	0	29	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	373	0	0	67	0	0	0	1	0	2	2	0	0	0	0	6	0	1	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	812	"AWI"	812	12652	13081	12879	0	0	9	1	0	96	0	6	0	0	0	1	3	0	0	54	0	2	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	331	14	0	114	0	0	0	1	0	6	1	1	0	0	0	6	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	814	"AWI"	814	12680	13102	12900	0	0	4	2	0	36	0	4	1	0	0	1	3	0	1	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	477	0	0	98	0	0	0	1	0	2	1	1	0	0	0	7	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	816	"AWI"	816	12708	13120	12920	0	0	1	0	0	70	0	2	0	1	0	1	6	0	0	34	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	519	0	0	105	0	0	0	0	0	2	1	0	0	0	0	3	0	0	1	0
15783	24259	"Creux de Croue"	46.49687	6.12357	818	"AWI"	818	12738	13138	12943	0	0	5	0	0	153	0	1	1	0	0	1	7	0	0	61	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	516	0	0	113	0	1	0	0	0	4	1	0	0	0	0	3	0	0	1	0
15783	24259	"Creux de Croue"	46.49687	6.12357	820	"AWI"	820	12761	13160	12964	0	0	6	1	0	34	0	3	0	0	0	3	5	0	0	57	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	679	0	0	100	0	0	0	1	0	2	1	1	0	0	0	5	0	6	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	822	"AWI"	822	12779	13185	12988	0	0	3	1	0	25	0	8	1	0	0	3	3	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1089	14	0	64	0	0	0	2	0	1	0	0	0	0	0	3	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	824	"AWI"	824	12792	13226	13010	0	0	1	0	0	30	0	16	0	0	2	0	7	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1388	14	0	55	0	0	0	4	0	2	2	0	0	0	0	4	1	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	826	"AWI"	826	12809	13262	13033	0	0	1	0	0	12	0	12	0	0	0	0	7	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1327	0	0	72	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	828	"AWI"	828	12830	13296	13056	0	0	0	1	0	12	0	5	0	0	0	1	1	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1020	0	0	28	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	830	"AWI"	830	12844	13339	13078	0	0	2	0	0	11	0	7	0	0	0	2	7	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1076	3	0	42	0	0	0	1	0	2	2	0	0	0	0	2	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	832	"AWI"	832	12865	13363	13102	0	0	3	0	0	14	0	14	0	0	0	1	2	0	0	31	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	749	0	0	57	0	0	0	2	0	0	0	1	0	0	0	1	0	0	0	0
15783	24259	"Creux de Croue"	46.49687	6.12357	834	"AWI"	834	12881	13395	13125	0	0	1	2	0	10	0	25	0	0	0	1	2	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1069	0	0	66	0	0	1	2	0	3	0	1	1	2	0	2	0	0	0	0
