"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Buxus"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Cistaceae"	"Cornus"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Fagus"	"Frangula"	"Fraxinus"	"Geraniaceae"	"Juglans"	"Juniperus"	"Lamiaceae"	"Ligustrum"	"Ostrya.Carpinus"	"Papaveraceae"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Saxifragaceae"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"
23444	40454	"Montilier"	46.935	7.12361	20	"AWI"	20	270	1304	720	3.54609929078014	0	7.09219858156028	0	0	2.12765957446809	0	1.41843971631206	0	0.709219858156028	4.9645390070922	0	1.41843971631206	0	0	0	0	5.67375886524823	12.7659574468085	0	0	0	7.09219858156028	0	4.25531914893617	0	1.41843971631206	0	0	0	0.709219858156028	0	0.709219858156028	5.67375886524823	0	0	14.8936170212766	0	0.709219858156028	19.8581560283688	2.12765957446809	0	0	0	0	2.12765957446809	0	0	0	0.709219858156028	0	0	0
23444	40454	"Montilier"	46.935	7.12361	30	"AWI"	30	561	1767	1109	3.33333333333333	0	5.23809523809524	0.952380952380952	0	2.85714285714286	0	1.9047619047619	0	0.952380952380952	5.23809523809524	0	1.42857142857143	0	0	0	0	0.952380952380952	20.4761904761905	0	0	0	7.14285714285714	0	6.66666666666667	0	0.476190476190476	0.476190476190476	0.952380952380952	0	0.476190476190476	0	0.952380952380952	1.9047619047619	0	0	14.7619047619048	0	0.476190476190476	15.2380952380952	1.9047619047619	0.476190476190476	0	0	0	2.85714285714286	0	0	0	0.476190476190476	0.952380952380952	0.476190476190476	0
23444	40454	"Montilier"	46.935	7.12361	40	"AWI"	40	896	2160	1502	3.21100917431193	0	4.12844036697248	0.917431192660551	0	1.37614678899083	0	4.58715596330275	0	1.8348623853211	1.37614678899083	0	0.917431192660551	0	0.458715596330275	0	0	1.37614678899083	14.6788990825688	0	0	0	9.63302752293578	0	4.12844036697248	0	0.917431192660551	0	0	0	0.917431192660551	0	0.458715596330275	3.21100917431193	0	0	19.7247706422018	0	0	15.1376146788991	6.42201834862385	0	0	0	0	4.58715596330275	0	0	0	0	0	0	0
23444	40454	"Montilier"	46.935	7.12361	45	"AWI"	45	1085	2343	1703	3.01507537688442	0	4.02010050251256	1.00502512562814	0	1.00502512562814	0	2.51256281407035	0	2.01005025125628	2.01005025125628	0	3.01507537688442	0	0	0	0	1.00502512562814	5.0251256281407	0	0	0	9.54773869346734	0	3.51758793969849	0	2.01005025125628	1.00502512562814	0	0	0.50251256281407	0	0.50251256281407	2.51256281407035	0	0	21.105527638191	0	0	15.0753768844221	10.5527638190955	1.50753768844221	0	0	0	4.52261306532663	0	0	0	0	0.50251256281407	2.51256281407035	0
23444	40454	"Montilier"	46.935	7.12361	50	"AWI"	50	1273	2520	1903	0.909090909090909	0	1.81818181818182	0.454545454545455	0	0	0	3.63636363636364	0	0.909090909090909	0.909090909090909	0	15.9090909090909	0	0.454545454545455	0	0	4.54545454545455	4.09090909090909	0	0	0	2.27272727272727	0	0	0	0.909090909090909	0	1.36363636363636	0	0	0	5.45454545454545	2.72727272727273	0	0	20.4545454545455	0	0	6.81818181818182	18.6363636363636	0.909090909090909	0	0.454545454545455	0	1.36363636363636	0	0.454545454545455	0	0	0.454545454545455	4.09090909090909	0
23444	40454	"Montilier"	46.935	7.12361	55	"AWI"	55	1452	2698	2096	3.6231884057971	0.72463768115942	1.44927536231884	0.72463768115942	0	0	0	3.6231884057971	0	0.72463768115942	0	0	7.2463768115942	0	0	0	0	6.52173913043478	7.97101449275362	0	0	0	3.6231884057971	0	3.6231884057971	0	0	1.44927536231884	0	0	0.72463768115942	0	7.97101449275362	4.34782608695652	0	0	11.5942028985507	1.44927536231884	0	13.0434782608696	6.52173913043478	0.72463768115942	0	0.72463768115942	0	5.07246376811594	0	0	0	0	0	6.52173913043478	0
23444	40454	"Montilier"	46.935	7.12361	60	"AWI"	60	1659	2869	2299	3.37552742616034	0.421940928270042	2.9535864978903	1.68776371308017	0	0.421940928270042	0	1.26582278481013	0	2.10970464135021	0.421940928270042	0.843881856540084	9.70464135021097	0	0	0	0	21.5189873417722	5.90717299578059	0	0	0	2.9535864978903	0	2.10970464135021	0	1.68776371308017	0.843881856540084	0	0	0.843881856540084	0	7.17299578059072	3.37552742616034	0	0	11.3924050632911	0	0	7.59493670886076	5.48523206751055	0	0	0	0.421940928270042	4.21940928270042	0	0	0	0	0	1.26582278481013	0
23444	40454	"Montilier"	46.935	7.12361	65	"AWI"	65	1863	3037	2497	2.49433106575964	0.226757369614512	14.5124716553288	0.453514739229025	0	0.453514739229025	0	1.13378684807256	0	2.04081632653061	0	0.453514739229025	4.53514739229025	0	0	0	0	24.4897959183673	4.98866213151927	0	0	0	4.08163265306122	0	2.04081632653061	0	0.680272108843537	0	0	0	0.453514739229025	0	6.57596371882086	4.76190476190476	0	0	9.97732426303855	0	0	8.39002267573696	3.17460317460317	0	0	0	0.453514739229025	2.26757369614512	0	0	0	0	0.453514739229025	0.90702947845805	0
23444	40454	"Montilier"	46.935	7.12361	75	"AWI"	75	2317	3347	2898	2.34375	0	15.625	0	0	0	0	1.171875	0	3.125	0	0	0	0	0	0	0	18.359375	5.859375	0	0	0	18.75	0	1.171875	0	0	1.171875	0	0	0.390625	0	2.734375	3.515625	0	0	6.640625	0	0	13.671875	0	0	0	0	1.5625	2.34375	0	0	0	0	1.5625	0	0
23444	40454	"Montilier"	46.935	7.12361	80	"AWI"	80	2578	3472	3092	3.33333333333333	0.277777777777778	14.1666666666667	0	0	0.555555555555556	0	0.555555555555556	0	1.66666666666667	0	0	0	0	0	0	0.277777777777778	10	2.77777777777778	0	0	0	12.5	0	1.38888888888889	0	0	1.38888888888889	0	0	0.833333333333333	0	2.77777777777778	3.33333333333333	0	0	13.0555555555556	0	0	24.1666666666667	1.11111111111111	0.277777777777778	0	0	2.5	1.38888888888889	0	0	0	0	0.833333333333333	0.833333333333333	0
