"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Celastraceae"	"Cistaceae"	"Cornus"	"Corylus"	"Crassulaceae"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Larix"	"Lentibulariaceae"	"Ligustrum"	"Liliaceae"	"Lythraceae"	"Malvaceae"	"Melanthiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Plumbaginaceae"	"Poaceae"	"Polemoniaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Saxifragaceae"	"Scrophulariaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Violaceae"	"Vitaceae"
15748	47618	"Hopschensee"	46.2525	8.02306	298	"AWI"	298	4191	4464	4367	20	1	41	0	0	8	0	1	0	37	0	1	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	9	0	2	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	1	0	0	0	0	211	0	0	0	0	0	0	0	19	0	0	0	1	0	2	0	0	0	0	0	0	1	0	4	1	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	300	"AWI"	300	4227	4546	4433	17	0	37	0	0	2	0	3	0	20	0	1	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	14	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	302	"AWI"	302	4259	4560	4453	15	1	34	0	0	3	0	2	0	25	0	1	0	0	0	0	0	0	0	0	18	1	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	9	0	1	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	1	0	3	1	5	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	304	"AWI"	304	4288	4577	4475	33	2	48	0	0	4	0	2	0	41	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	1	2	1	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	306	"AWI"	306	4309	4604	4495	17	0	68	0	0	3	0	5	0	41	0	6	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	0	0	0	1	0	2	1	2	2	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	308	"AWI"	308	4325	4639	4513	22	1	39	0	0	7	0	2	0	52	0	7	0	0	0	0	1	0	2	0	16	1	0	0	0	0	0	0	1	0	4	0	1	0	1	0	0	0	0	12	0	0	0	0	0	0	1	0	0	0	0	228	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	1	0	2	0	4	1	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	310	"AWI"	310	4336	4682	4531	8	1	45	0	0	2	0	5	0	37	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	4	0	0	5	0	2	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	12	0	0	0	1	0	0	0	0	0	0	0	0	5	0	3	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	312	"AWI"	312	4382	4692	4548	18	0	35	2	0	3	0	5	0	36	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	5	0	0	5	0	3	0	0	0	0	1	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	16	0	0	0	0	2	2	0	0	0	0	0	1	2	1	1	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	314	"AWI"	314	4422	4704	4567	18	1	40	0	0	8	0	3	0	48	0	6	0	0	0	0	0	1	0	0	11	0	0	0	0	7	0	0	5	0	0	0	1	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	315	"AWI"	315	4440	4711	4577	16	0	22	0	0	3	0	2	0	24	0	1	0	0	0	0	2	0	0	0	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	1	0	0	0	0	0	0	196	0	0	0	0	0	0	0	16	0	0	0	2	0	0	0	0	0	0	0	0	0	1	2	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	316	"AWI"	316	4459	4719	4587	21	1	36	0	0	1	0	1	0	31	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	318	"AWI"	318	4484	4742	4606	20	1	27	0	0	2	0	2	0	66	0	4	0	0	0	0	2	0	1	0	17	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	0	221	0	0	0	0	0	0	0	18	0	0	0	1	8	1	1	0	1	0	0	1	2	1	3	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	320	"AWI"	320	4504	4768	4624	17	0	31	3	0	2	0	5	0	41	0	4	0	0	0	0	1	0	1	0	11	0	0	0	0	0	0	0	4	0	0	0	1	0	0	2	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	3	2	3	2	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	322	"AWI"	322	4532	4774	4644	31	2	31	0	0	6	0	3	0	53	0	3	2	0	0	0	1	0	1	0	12	0	0	0	0	0	0	0	2	0	0	0	2	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	1	0	0	0	0	2	0	2	3	3	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	324	"AWI"	324	4547	4781	4666	21	1	29	0	0	6	0	1	0	47	0	2	0	0	0	1	0	0	1	0	12	3	0	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	1	0	0	0	0	222	0	0	0	0	0	0	0	16	0	0	0	0	0	2	0	0	0	0	1	0	3	2	1	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	326	"AWI"	326	4563	4789	4689	19	0	24	0	0	2	0	2	0	32	0	2	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0	261	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	1	0	2	1	3	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	328	"AWI"	328	4573	4798	4714	21	1	19	0	0	3	0	2	0	43	0	2	0	0	0	0	2	0	0	0	8	1	0	0	0	0	0	0	5	0	2	0	0	0	0	2	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	11	0	0	0	0	0	2	0	0	0	0	1	0	3	1	3	0	0	2
15748	47618	"Hopschensee"	46.2525	8.02306	330	"AWI"	330	4581	4814	4736	10	2	9	0	0	2	0	1	0	18	0	1	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	332	"AWI"	332	4625	4861	4782	13	0	17	0	1	9	0	2	0	51	0	8	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	4	0	1	0	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	8	0	0	0	2	0	1	0	0	0	0	0	0	5	0	4	1	0	1
15748	47618	"Hopschensee"	46.2525	8.02306	334	"AWI"	334	4656	4951	4820	20	0	20	0	0	7	0	2	0	46	0	2	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	4	0	2	0	0	0	0	1	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	336	"AWI"	336	4678	5048	4857	14	2	19	1	0	4	0	5	0	35	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	2	0	2	0	2	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	338	"AWI"	338	4694	5151	4895	20	0	12	0	0	3	0	2	0	39	0	1	2	0	0	0	0	0	0	0	6	1	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	0	15	0	0	2	0	0	0	2	0	0	0	0	284	0	0	0	0	0	0	0	6	0	0	0	2	0	4	0	0	0	0	0	0	0	1	4	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	340	"AWI"	340	4712	5262	4932	15	0	15	0	0	7	0	4	0	41	0	2	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	2	0	4	0	1	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0	15	0	0	0	1	0	0	0	0	0	0	4	0	2	0	2	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	342	"AWI"	342	4774	5287	4987	20	4	24	0	0	5	0	3	0	29	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	261	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	2	2	3	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	344	"AWI"	344	4821	5319	5047	21	0	16	1	0	11	0	4	0	27	0	4	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	7	0	0	0	1	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	1	0	0	0	0	0	0	1	2	7	1	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	345	"AWI"	345	4839	5335	5078	12	0	6	1	1	2	0	3	0	17	0	7	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	0	0	0	1	3	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	346	"AWI"	346	4854	5354	5108	9	0	20	0	0	4	0	2	0	47	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	3	0	1	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	348	"AWI"	348	4874	5399	5161	19	0	15	0	1	10	0	5	0	55	0	2	0	0	0	2	0	0	1	0	7	0	0	0	0	6	0	0	1	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	2	0	216	0	0	0	0	0	0	0	8	0	0	0	1	0	1	0	0	0	0	2	0	3	0	6	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	350	"AWI"	350	4895	5467	5211	26	0	8	0	0	6	0	1	0	39	0	5	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	2	0	0	1	0	1	0	0	0	6	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	352	"AWI"	352	4993	5481	5252	22	0	10	0	0	5	0	4	0	58	0	2	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	3	0	1	0	0	0	0	1	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	2	0	0	0	0	1	0	2	1	2	1	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	354	"AWI"	354	5087	5497	5294	17	1	22	0	0	4	0	6	0	38	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	15	0	0	0	2	0	2	0	0	0	0	2	0	3	1	2	1	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	356	"AWI"	356	5174	5511	5336	15	1	0	0	0	8	0	3	0	34	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	10	0	0	0	0	0	1	0	0	0	0	3	0	1	0	2	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	358	"AWI"	358	5254	5532	5386	23	0	0	0	0	3	0	4	0	69	0	1	0	0	0	0	0	0	1	0	11	0	0	0	0	0	0	0	5	0	2	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	1	0	2	1	2	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	360	"AWI"	360	5305	5566	5442	17	1	9	0	0	2	0	0	0	19	0	2	0	0	0	0	1	0	2	2	5	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	13	0	0	0	0	0	1	0	0	0	0	0	139	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	362	"AWI"	362	5349	5617	5486	20	0	20	0	0	10	0	4	0	60	0	2	0	0	0	0	0	0	2	0	12	0	0	0	0	0	0	0	2	0	3	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	15	0	0	0	1	0	1	0	0	0	0	1	0	1	0	6	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	364	"AWI"	364	5371	5693	5537	24	2	12	0	0	8	1	10	0	79	0	1	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	366	"AWI"	366	5384	5776	5585	22	0	15	1	0	8	0	4	0	67	0	2	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	6	0	0	0	0	8	0	0	0	0	0	1	0	1	0	6	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	368	"AWI"	368	5400	5879	5629	21	2	23	0	0	5	0	7	0	59	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	2	0	0	0	0	0	0	3	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	4	0	0	0	0	4	0	1	0	1	0	0	0
15748	47618	"Hopschensee"	46.2525	8.02306	370	"AWI"	370	5414	5983	5673	22	0	20	0	1	7	0	1	0	62	0	1	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	3	3	0	0	0	0	0	1	0	3	1	6	0	0	0
