"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Convolvulaceae"	"Corylus"	"Cupressaceae"	"Cyperaceae"	"Ephedraceae"	"Ericales"	"Eucalyptus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Fraxinus"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Juglans"	"Lamiaceae"	"Ligustrum"	"Liliaceae"	"Olea"	"Orobanchaceae"	"Ostrya.Carpinus"	"Phillyrea"	"Picea"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Scrophulariaceae"	"Taxus"	"Thalictrum"	"Thymelaeaceae"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
3397	4402	"Saldropo"	43.05	-2.71667	0	"AWI"	0	-144	32	-56	0.353356890459364	2.82685512367491	0	0	0	1.06007067137809	0	1.06007067137809	0	0	0	0	0	0.353356890459364	1.41342756183746	0	0	2.82685512367491	0	7.42049469964664	0	21.2014134275618	0.353356890459364	0	0.353356890459364	6.36042402826855	0	0.353356890459364	0	0	0	0.706713780918728	0	0	0.353356890459364	2.12014134275618	0	0	0	0	14.1342756183746	0	0	28.9752650176678	0.353356890459364	0	6.00706713780919	0	0.353356890459364	0	0	0.353356890459364	0	0.353356890459364	0	0	0	0	0	0.353356890459364	0	0	0
3397	4402	"Saldropo"	43.05	-2.71667	5	"AWI"	5	-120	157	80	0	4.25531914893617	0.851063829787234	0.425531914893617	0	2.5531914893617	0	0.851063829787234	0	0.425531914893617	0	0.425531914893617	0	0	0	0	0	8.51063829787234	0	12.7659574468085	0	17.8723404255319	0	0	0.425531914893617	28.5106382978723	0	0	0	0	0	0.425531914893617	0	0	0	0.425531914893617	0	0	0	0	5.1063829787234	0	0	0	0.425531914893617	0	14.0425531914894	0	0.425531914893617	0	0	0	0.425531914893617	0.425531914893617	0	0	0	0	0.425531914893617	0	0	0	0
3397	4402	"Saldropo"	43.05	-2.71667	10	"AWI"	10	-110	296	216	0.404858299595142	3.64372469635628	0	0.809716599190283	0	1.21457489878543	0	0.404858299595142	0	0	0	0	0	0	0.404858299595142	0	0	4.45344129554656	0	5.66801619433198	0	21.4574898785425	0	0	0	36.0323886639676	0	0	0	0	0	0.809716599190283	0	0	0.404858299595142	0	0	0	0	0	4.04858299595142	0	0	0	0	0	12.9554655870445	5.66801619433198	0	0	0	0.404858299595142	0.404858299595142	0.404858299595142	0	0	0	0	0	0.404858299595142	0	0	0
3397	4402	"Saldropo"	43.05	-2.71667	15	"AWI"	15	-101	449	352	0.632911392405063	7.27848101265823	0	0	0	2.21518987341772	0	1.26582278481013	0	0	0	0	0	0	0	0	0	4.43037974683544	0	4.11392405063291	0	12.6582278481013	0	0	0	47.4683544303797	0	0	0	0	0	0.632911392405063	0	0	0	0.316455696202532	0	0	0	0	2.84810126582278	0	0	5.37974683544304	0	0	9.17721518987342	0	0.316455696202532	0	0	0	0.316455696202532	0	0	0	0	0	0	0.316455696202532	0.632911392405063	0	0
3397	4402	"Saldropo"	43.05	-2.71667	20	"AWI"	20	-92	609	484	0.37037037037037	7.03703703703704	0.740740740740741	0	0	0.740740740740741	0	1.85185185185185	0	0	0	0.37037037037037	0	0	0	0	0	7.40740740740741	0	4.07407407407407	0	8.14814814814815	0	0	0	53.3333333333333	0	0	0	0	0	2.59259259259259	0	0	0	0.37037037037037	0	0	0	0	2.22222222222222	0	0	0	0	0	9.62962962962963	0	0	0	0	0	0.37037037037037	0	0	0	0	0	0	0.740740740740741	0	0	0
3397	4402	"Saldropo"	43.05	-2.71667	25	"AWI"	25	-88	772	617	0	11.7021276595745	0	0	0	0.709219858156028	0	1.06382978723404	0	0	0	0	0	0	0.709219858156028	0	0	6.02836879432624	0	5.31914893617021	0	0	0	0	0	58.5106382978723	0	0	0	0	0.354609929078014	0.354609929078014	0	0	0	0.354609929078014	0	0	0	0	0.709219858156028	0	0	0	0	0	13.8297872340426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.354609929078014	0
3397	4402	"Saldropo"	43.05	-2.71667	30	"AWI"	30	-65	898	728	0	9.80392156862745	0.326797385620915	0.326797385620915	0	0	0	1.63398692810458	0	0	0	0	0	0	0	0	0	5.55555555555556	0	4.2483660130719	0	11.7647058823529	0	0.326797385620915	0	50.9803921568627	0.65359477124183	0	0	0	0	0	0	0	0.326797385620915	0	0	0	0	0	0.65359477124183	0	0	0	0	0	11.437908496732	0	0	0	0	0	0.980392156862745	0	0	0	0	0	0	0.326797385620915	0	0	0.65359477124183
3397	4402	"Saldropo"	43.05	-2.71667	35	"AWI"	35	-30	988	789	0	5.90062111801242	0.31055900621118	0	0.31055900621118	0.31055900621118	0	0.93167701863354	0	0	0	0	0	0	0	0	0	4.03726708074534	0	3.1055900621118	0	10.5590062111801	0	0	0.31055900621118	58.695652173913	0.31055900621118	0	0	0	0	0.31055900621118	0	0	2.17391304347826	0.31055900621118	0	0	0	0	1.86335403726708	0	0	0	0	0	10.2484472049689	0	0	0	0	0	0.31055900621118	0	0	0	0	0	0	0	0	0	0
3397	4402	"Saldropo"	43.05	-2.71667	40	"AWI"	40	-11	1139	834	0	5.76271186440678	0.338983050847458	0.338983050847458	0	0	0	4.40677966101695	0	0.338983050847458	0	0	0	0	0	0	0	8.47457627118644	0	2.03389830508475	0	8.8135593220339	0	0	0	51.1864406779661	0.338983050847458	0	0	0	0	0	0	0	0	0	0	0	0	0	1.01694915254237	0	0	0	0	0	14.5762711864407	0	0	0	0	0	1.01694915254237	0.338983050847458	0.338983050847458	0	0	0	0	0.677966101694915	0	0	0
3397	4402	"Saldropo"	43.05	-2.71667	45	"AWI"	45	7	1303	882	0	10.0890207715134	0	0	0	0.890207715133531	0	2.07715133531157	0	0	0	0	0	0	0	0	0	5.04451038575668	0	0.29673590504451	0	24.0356083086053	0	0	0	42.433234421365	0	0	0	0	0	0.29673590504451	0	0	0	0.29673590504451	0	0	0	0	1.48367952522255	0	0	0	0	0	10.6824925816024	0	0	0	0	0	0.593471810089021	0	0.29673590504451	0	0	0	0	1.48367952522255	0	0	0
