"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Acer"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Apocynaceae"	"Araliaceae"	"Artemisia"	"Asparagaceae"	"Asphodelaceae"	"Asteraceae"	"Berberidaceae"	"Betula"	"Brassicaceae"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cedrus"	"Cistaceae"	"Colchicaceae"	"Convolvulaceae"	"Corylus"	"Crassulaceae"	"Crataegus"	"Cyperaceae"	"Datiscaceae"	"Elaeagnaceae"	"Ephedraceae"	"Euphorbiaceae"	"Fabaceae"	"Fraxinus"	"Genista"	"Geraniaceae"	"Heliotropium"	"Hypericaceae"	"Iridaceae"	"Juniperus"	"Lamiaceae"	"Liliaceae"	"Linaceae"	"Loranthaceae"	"Lythraceae"	"Malvaceae"	"Nitrariaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Paliurus"	"Papaveraceae"	"Pinus"	"Pistacia"	"Plantaginaceae"	"Platanus"	"Plumbaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Quercus.evg.type"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Tamarix"	"Thalictrum"	"Thymelaeaceae"	"Ulmus"	"Urticaceae"	"Violaceae"	"Vitaceae"	"Zygophyllaceae"
3155	4103	"Huleh"	33.10556	35.52833	1285	"AWI"	1285	13796	15095	14321	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	2	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	5	0	2	0	169	0	0	0	0	391	16	0	0	0	0	3	4	0	0	0	0	2	0	0	0	0	1	0	0
3155	4103	"Huleh"	33.10556	35.52833	1310	"AWI"	1310	14123	15676	14796	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	16	4	0	0	0	0	4	0	0	0	1	0	0	0	0	0	0	14	0	0	3	0	0	0	0	0	3	7	0	3	0	163	0	0	0	0	440	24	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	6	0
3155	4103	"Huleh"	33.10556	35.52833	1330	"AWI"	1330	14436	16086	15171	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	8	0	0	0	0	10	0	0	1	0	1	0	0	0	0	0	8	0	0	2	0	1	0	0	0	4	16	0	14	1	194	0	0	0	0	373	37	0	0	0	7	0	23	1	0	0	0	0	1	0	0	0	0	7	0
3155	4103	"Huleh"	33.10556	35.52833	1340	"AWI"	1340	14575	16309	15360	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	53	3	0	0	0	0	3	0	0	0	0	0	2	0	0	0	0	17	0	0	0	0	0	0	0	1	3	18	0	6	0	231	0	0	0	0	439	17	0	0	0	7	0	5	0	0	0	0	0	0	0	0	0	0	4	0
3155	4103	"Huleh"	33.10556	35.52833	1360	"AWI"	1360	14908	16719	15749	1	1	0	0	0	0	1	0	2	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	49	6	0	0	0	0	9	0	0	0	0	0	3	0	0	0	0	19	0	0	3	0	0	0	0	0	3	12	0	26	0	354	0	0	0	0	384	33	0	3	0	8	0	24	0	0	0	0	0	1	0	0	0	0	10	1
3155	4103	"Huleh"	33.10556	35.52833	1390	"AWI"	1390	15408	17338	16322	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	3	0	0	0	0	9	0	0	0	0	0	2	0	0	0	0	8	0	0	0	0	1	0	0	0	8	8	0	8	0	274	0	0	0	0	300	22	0	0	0	8	14	10	0	0	0	0	0	1	0	0	0	0	4	0
3155	4103	"Huleh"	33.10556	35.52833	1420	"AWI"	1420	15923	17896	16894	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	31	2	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	1	0	0	0	3	2	0	4	0	211	0	0	0	0	154	10	0	0	0	6	17	10	0	0	0	0	0	0	0	0	0	0	7	0
3155	4103	"Huleh"	33.10556	35.52833	1450	"AWI"	1450	16463	18465	17459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	32	2	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	7	1	1	1	0	0	0	0	0	3	0	0	1	0	286	0	0	0	0	193	19	0	0	0	13	0	18	0	0	0	0	0	1	0	0	0	0	3	0
3155	4103	"Huleh"	33.10556	35.52833	1475	"AWI"	1475	16930	18907	17938	2	1	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	55	3	1	3	0	0	19	0	0	0	0	0	3	4	0	0	0	1	0	0	0	0	1	1	0	1	4	0	0	0	0	274	0	0	0	0	122	3	0	0	0	0	0	29	0	0	0	0	0	0	0	0	0	0	1	0
3155	4103	"Huleh"	33.10556	35.52833	1490	"AWI"	1490	17195	19206	18221	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	119	0	0	0	0	59	3	0	0	0	0	0	7	1	0	0	0	1	0	0	0	0	0	0	0
3155	4103	"Huleh"	33.10556	35.52833	1500	"AWI"	1500	17394	19380	18412	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	35	1	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	2	0	0	0	0	161	0	1	0	0	55	5	0	0	0	4	0	13	0	0	0	0	0	0	0	0	0	0	0	0
3155	4103	"Huleh"	33.10556	35.52833	1530	"AWI"	1530	17992	19881	18979	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	51	2	2	3	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	3	0	223	0	0	0	0	100	3	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
3155	4103	"Huleh"	33.10556	35.52833	1540	"AWI"	1540	18202	20051	19175	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	25	2	1	2	0	0	4	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	1	0	0	1	0	117	0	0	0	0	60	2	0	0	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	0
3155	4103	"Huleh"	33.10556	35.52833	1570	"AWI"	1570	18796	20556	19737	0	1	0	1	0	0	3	100	0	0	0	0	1	0	7	0	0	0	0	1	0	0	0	0	0	0	73	0	0	2	0	0	16	0	0	0	0	0	7	0	0	0	0	3	0	0	3	0	0	0	0	0	6	2	0	3	0	423	0	0	0	2	216	14	0	2	0	0	0	34	0	0	0	0	4	2	1	0	0	0	2	0
3155	4103	"Huleh"	33.10556	35.52833	1590	"AWI"	1590	19226	20865	20105	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	18	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	156	0	0	0	0	45	2	0	0	0	0	0	16	1	0	0	0	0	0	0	0	0	0	0	0
3155	4103	"Huleh"	33.10556	35.52833	1600	"AWI"	1600	19419	21015	20305	2	0	0	0	0	0	0	44	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	58	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	8	0	0	1	0	206	0	0	0	0	69	3	0	0	0	0	0	16	0	0	0	0	0	2	0	1	0	0	0	0
3155	4103	"Huleh"	33.10556	35.52833	1612	"AWI"	1612	19651	21216	20523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	48	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	6	0	0	0	0	114	0	0	0	0	57	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
3155	4103	"Huleh"	33.10556	35.52833	1625	"AWI"	1625	19879	21475	20744	0	0	0	0	0	0	0	28	0	0	0	1	0	0	2	0	0	0	1	1	1	0	0	1	0	0	50	0	1	0	0	0	9	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	8	0	0	1	0	195	0	0	0	0	64	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0
