"siteid"	"datasetid"	"sitename"	"lat"	"long"	"depth"	"Age_Source"	"minAgeBP"	"maxAgeBP"	"medianAgeBP"	"meanAgeBP"	"Abies"	"Acer"	"Aesculus"	"Alnus"	"Amaranthaceae"	"Amaryllidaceae"	"Apiaceae"	"Araliaceae"	"Artemisia"	"Asteraceae"	"Betula"	"Boraginaceae"	"Brassicaceae"	"Buxus"	"Campanulaceae"	"Cannabaceae"	"Caprifoliaceae"	"Caryophyllaceae"	"Castanea"	"Cistaceae"	"Corylus"	"Cyperaceae"	"Elaeagnaceae"	"Ephedraceae"	"Ericales"	"Euonymus"	"Euphorbiaceae"	"Fabaceae"	"Fagus"	"Frangula"	"Fraxinus"	"Genista"	"Gentianaceae"	"Geraniaceae"	"Hypericaceae"	"Ilex"	"Indeterminable"	"Juglans"	"Juniperus"	"Lamiaceae"	"Olea"	"Onagraceae"	"Orobanchaceae"	"Ostrya.Carpinus"	"Picea"	"Pinus"	"Plantaginaceae"	"Poaceae"	"Polygonaceae"	"Populus"	"Primulaceae"	"Prunus"	"Quercus"	"Ranunculaceae"	"Rhamnus"	"Rosaceae"	"Rubiaceae"	"Rumex"	"Salix"	"Sambucus"	"Santalaceae"	"Scrophulariaceae"	"Solanaceae"	"Sorbus"	"Taxus"	"Thalictrum"	"Tilia"	"Ulmus"	"Urticaceae"	"Viburnum"	"Vitaceae"
24247	42687	"Herrenwieser See"	48.668262	8.295302	0	"AWI"	0	-140	20	-68	0	0.0916590284142988	0	6.87442713107241	0.183318056828598	0	0	0	0.458295142071494	0	10.724106324473	0	0.274977085242896	0	0	0.641613198900092	0	0	0.641613198900092	0	5.31622364802933	0.916590284142988	0.0916590284142988	0	0.824931255728689	0	0.73327222731439	0	5.40788267644363	0	1.83318056828598	0	0	0	0	0	1.46654445462878	0.274977085242896	0.0916590284142988	0	0.0916590284142988	0	0	2.29147571035747	0	32.9055912007333	0	14.2988084326306	0	0.458295142071494	0	0	5.68285976168653	0	0	0	0.0916590284142988	1.46654445462878	1.09990834097159	0	0	0	0	0	0.366636113657195	0	0.641613198900092	0.366636113657195	3.39138405132906	0	0
24247	42687	"Herrenwieser See"	48.668262	8.295302	1	"AWI"	1	-107	71	-25	0	0	0.110253583241455	11.4663726571114	0.330760749724366	0	0	0	0.220507166482911	0	13.3406835722161	0.110253583241455	0.441014332965821	0	0	0	0	0	0.220507166482911	0	8.48952590959206	1.21278941565601	0	0	2.75633958103638	0	0.330760749724366	0	7.82800441014333	0	3.19735391400221	0	0	0	0.110253583241455	0	4.07938257993385	0.110253583241455	0.330760749724366	0	0.110253583241455	0	0	2.86659316427784	0	27.3428886438809	0	0	0	0.110253583241455	0.110253583241455	0	7.71775082690187	0	0	0	0.220507166482911	2.97684674751929	0.441014332965821	0	0	0	0	0	0	0	0.661521499448732	0.661521499448732	2.09481808158765	0	0
24247	42687	"Herrenwieser See"	48.668262	8.295302	2	"AWI"	2	-86	159	16	0	0.17683465959328	0	7.16180371352785	0.26525198938992	0	0	0	0.353669319186561	0	13.7046861184792	0	0.0884173297966401	0.17683465959328	0	0.353669319186561	0	0	0.353669319186561	0	7.60389036251105	1.67992926613616	0.0884173297966401	0	1.41467727674624	0.0884173297966401	0.442086648983201	0	7.60389036251105	0	1.7683465959328	0.0884173297966401	0	0	0	0	2.56410256410256	0	0	0	0	0.0884173297966401	0	2.47568523430592	0	19.2749778956676	0	20.4244031830239	0	0	0	0	8.57648099027409	0	0	0	0.26525198938992	0	0.972590627763042	0	0	0	0.0884173297966401	0	0	0.0884173297966401	0.26525198938992	0.442086648983201	0.972590627763042	0	0.0884173297966401
24247	42687	"Herrenwieser See"	48.668262	8.295302	3	"AWI"	3	-60	221	58	0	0	0	9.62877030162413	0.464037122969838	0	0	0	0.116009280742459	0	13.4570765661253	0	0.232018561484919	0.232018561484919	0	1.97215777262181	0	0	0.696055684454756	0	7.30858468677494	1.74013921113689	0	0	1.50812064965197	0	0.232018561484919	0	9.28074245939675	0	1.39211136890951	0.116009280742459	0	0	0	0.116009280742459	2.90023201856148	0.232018561484919	0.232018561484919	0	0.232018561484919	0	0	3.48027842227378	0	27.7262180974478	0	0	0	0.116009280742459	0	0.116009280742459	13.9211136890951	0	0	0	0.232018561484919	0	1.16009280742459	0	0	0	0	0	0	0	0.580046403712297	0.348027842227378	0.232018561484919	0	0
24247	42687	"Herrenwieser See"	48.668262	8.295302	4	"AWI"	4	-31	254	110	0	0.210526315789474	0	10.9473684210526	0.315789473684211	0	0	0	0.315789473684211	0	19.3684210526316	0	0.315789473684211	0	0	4.52631578947368	0	0	0.210526315789474	0	19.1578947368421	1.57894736842105	0	0	1.89473684210526	0	0.105263157894737	0	8.63157894736842	0	0.842105263157895	0	0	0	0	0	2.63157894736842	0.210526315789474	0.210526315789474	0	0.105263157894737	0	0	1.78947368421053	0	13.0526315789474	0	0	0	0	0	0	10.1052631578947	0	0	0	0	0	1.15789473684211	0	0	0	0	0.105263157894737	0.105263157894737	0	1.26315789473684	0.736842105263158	0.105263157894737	0	0
24247	42687	"Herrenwieser See"	48.668262	8.295302	5	"AWI"	5	-14	324	156	0	0.106269925611052	0	7.43889479277365	0	0	0	0	0.318809776833156	0	15.1965993623804	0	0.53134962805526	0	0	10.8395324123273	0	0	0.53134962805526	0	5.41976620616366	1.38150903294368	0	0	3.50690754516472	0	0	0	9.24548352816153	0	0.53134962805526	0	0	0	0.106269925611052	0	2.97555791710946	0.53134962805526	0.106269925611052	0	0.318809776833156	0	0	2.01912858660999	0	25.7173219978746	0	0	0	0	0	0	10.8395324123273	0	0	0	0.106269925611052	0	1.27523910733262	0	0	0	0	0	0	0	0.53134962805526	0.106269925611052	0.318809776833156	0	0
24247	42687	"Herrenwieser See"	48.668262	8.295302	6	"AWI"	6	43	342	207	0	0.120192307692308	0	9.13461538461538	0.120192307692308	0	0	0	0.240384615384615	0	16.3461538461538	0	0.240384615384615	0.120192307692308	0	0	0	0	0.120192307692308	0	6.37019230769231	2.76442307692308	0	0	2.52403846153846	0	0	0	9.49519230769231	0.120192307692308	0.600961538461539	0	0	0	0	0	4.56730769230769	0.360576923076923	0.240384615384615	0	0	0	0	3.84615384615385	0	23.1971153846154	0	0	0	0	0	0	16.3461538461538	0	0.120192307692308	0	0.600961538461539	0	1.44230769230769	0	0	0	0	0	0.120192307692308	0	0.240384615384615	0.360576923076923	0.120192307692308	0	0.120192307692308
24247	42687	"Herrenwieser See"	48.668262	8.295302	7	"AWI"	7	84	370	256	0	0	0	6.44444444444444	0.111111111111111	0	0	0	0.333333333333333	0	13.6666666666667	0	0	0.111111111111111	0	17	0	0	0.444444444444444	0	4.11111111111111	1.44444444444444	0	0	1.88888888888889	0	0	0	9.66666666666667	0	0.222222222222222	0	0	0	0	0	1.22222222222222	0.555555555555556	0.555555555555556	0	0	0	0	3.11111111111111	0	22.4444444444444	0	0	0	0	0	0.111111111111111	13.5555555555556	0	0	0	0.111111111111111	0	1.33333333333333	0	0	0	0	0	0	0	0.222222222222222	0.777777777777778	0.444444444444444	0	0.111111111111111
24247	42687	"Herrenwieser See"	48.668262	8.295302	8	"AWI"	8	150	401	298	0	0.217391304347826	0	7.5	0.108695652173913	0.108695652173913	0	0.108695652173913	0.326086956521739	0	17.6086956521739	0	0.108695652173913	0	0.217391304347826	0	0	0	0.326086956521739	0	5.8695652173913	2.39130434782609	0	0	2.93478260869565	0	0.217391304347826	0	10.6521739130435	0	0.543478260869565	0.108695652173913	0	0	0	0	2.17391304347826	1.30434782608696	0.108695652173913	0	0.108695652173913	0	0	2.5	0	23.0434782608696	0	0	0	0.108695652173913	0.108695652173913	0.108695652173913	17.1739130434783	0	0	0	0.217391304347826	0	1.95652173913044	0	0	0	0.108695652173913	0	0.217391304347826	0	0.108695652173913	0.543478260869565	0.652173913043478	0	0.108695652173913
24247	42687	"Herrenwieser See"	48.668262	8.295302	9	"AWI"	9	258	413	336	0	0.0959692898272553	0	6.81381957773513	0.191938579654511	0	0	0	0.191938579654511	0	13.6276391554703	0	0.0959692898272553	0	0	9.40499040307102	0	0	0.383877159309021	0	5.3742802303263	2.20729366602687	0	0	3.35892514395394	0	0	0	10.2687140115163	0	0.575815738963532	0	0	0	0	0.0959692898272553	1.91938579654511	1.15163147792706	0.287907869481766	0	0	0	0	2.20729366602687	5.18234165067178	18.426103646833	0	0	0	0.191938579654511	0	0.0959692898272553	14.5873320537428	0	0	0	0.0959692898272553	0	1.72744721689059	0	0	0	0	0	0	0	0.287907869481766	0.479846449136276	0.575815738963532	0	0.0959692898272553
